Date,SPOT
2019-02-13,143.5399932861328
2019-02-14,146.8699951171875
2019-02-15,148.52000427246094
2019-02-19,146.27999877929688
2019-02-20,147.8300018310547
2019-02-21,148.52000427246094
2019-02-22,151.19000244140625
2019-02-25,149.3300018310547
2019-02-26,145.07000732421875
2019-02-27,145.0
2019-02-28,140.13999938964844
2019-03-01,138.0
2019-03-04,139.22999572753906
2019-03-05,143.60000610351562
2019-03-06,145.1199951171875
2019-03-07,140.17999267578125
2019-03-08,140.17999267578125
2019-03-11,146.36000061035156
2019-03-12,145.3300018310547
2019-03-13,143.49000549316406
2019-03-14,140.24000549316406
2019-03-15,141.91000366210938
2019-03-18,139.17999267578125
2019-03-19,141.5500030517578
2019-03-20,143.89999389648438
2019-03-21,143.99000549316406
2019-03-22,139.0
2019-03-25,142.10000610351562
2019-03-26,137.4499969482422
2019-03-27,133.35000610351562
2019-03-28,137.63999938964844
2019-03-29,138.8000030517578
2019-04-01,140.05999755859375
2019-04-02,142.5500030517578
2019-04-03,143.82000732421875
2019-04-04,140.27000427246094
2019-04-05,141.1300048828125
2019-04-08,142.27999877929688
2019-04-09,141.33999633789062
2019-04-10,143.57000732421875
2019-04-11,141.8000030517578
2019-04-12,144.9499969482422
2019-04-15,138.5500030517578
2019-04-16,139.41000366210938
2019-04-17,137.69000244140625
2019-04-18,139.64999389648438
2019-04-22,135.9199981689453
2019-04-23,138.7899932861328
2019-04-24,135.6199951171875
2019-04-25,132.82000732421875
2019-04-26,138.25
2019-04-29,138.13999938964844
2019-04-30,135.77000427246094
2019-05-01,136.5
2019-05-02,132.6999969482422
2019-05-03,136.1699981689453
2019-05-06,137.0
2019-05-07,136.05999755859375
2019-05-08,137.7100067138672
2019-05-09,134.8300018310547
2019-05-10,137.85000610351562
2019-05-13,132.38999938964844
2019-05-14,133.5800018310547
2019-05-15,136.42999267578125
2019-05-16,135.42999267578125
2019-05-17,132.75999450683594
2019-05-20,131.52000427246094
2019-05-21,132.24000549316406
2019-05-22,127.08999633789062
2019-05-23,121.58000183105469
2019-05-24,124.6500015258789
2019-05-28,124.36000061035156
2019-05-29,125.66999816894531
2019-05-30,127.61000061035156
2019-05-31,125.58000183105469
2019-06-03,122.80999755859375
2019-06-04,127.61000061035156
2019-06-05,131.0
2019-06-06,135.41000366210938
2019-06-07,140.0800018310547
2019-06-10,139.22999572753906
2019-06-11,138.60000610351562
2019-06-12,142.5
2019-06-13,144.85000610351562
2019-06-14,144.58999633789062
2019-06-17,149.5
2019-06-18,147.00999450683594
2019-06-19,149.3000030517578
2019-06-20,149.77000427246094
2019-06-21,148.30999755859375
2019-06-24,150.0399932861328
2019-06-25,144.16000366210938
2019-06-26,142.10000610351562
2019-06-27,143.25
2019-06-28,146.22000122070312
2019-07-01,145.2899932861328
2019-07-02,146.42999267578125
2019-07-03,145.86000061035156
2019-07-05,146.30999755859375
2019-07-08,144.2899932861328
2019-07-09,147.24000549316406
2019-07-10,151.36000061035156
2019-07-11,151.4600067138672
2019-07-12,152.3000030517578
2019-07-15,154.27000427246094
2019-07-16,151.4499969482422
2019-07-17,148.08999633789062
2019-07-18,145.1999969482422
2019-07-19,144.11000061035156
2019-07-22,146.75999450683594
2019-07-23,148.74000549316406
2019-07-24,152.33999633789062
2019-07-25,152.97000122070312
2019-07-26,155.3800048828125
2019-07-29,153.88999938964844
2019-07-30,155.1999969482422
2019-07-31,154.94000244140625
2019-08-01,155.61000061035156
2019-08-02,153.47000122070312
2019-08-05,150.0
2019-08-06,151.44000244140625
2019-08-07,151.77999877929688
2019-08-08,157.66000366210938
2019-08-09,155.00999450683594
2019-08-12,151.07000732421875
2019-08-13,152.82000732421875
2019-08-14,147.14999389648438
2019-08-15,145.3699951171875
2019-08-16,147.74000549316406
2019-08-19,150.10000610351562
2019-08-20,148.11000061035156
2019-08-21,145.75999450683594
2019-08-22,140.9499969482422
2019-08-23,138.02000427246094
2019-08-26,137.82000732421875
2019-08-27,133.8800048828125
2019-08-28,132.6699981689453
2019-08-29,136.35000610351562
2019-08-30,134.9499969482422
2019-09-03,133.41000366210938
2019-09-04,133.4499969482422
2019-09-05,135.67999267578125
2019-09-06,136.05999755859375
2019-09-09,134.10000610351562
2019-09-10,130.0
2019-09-11,132.0
2019-09-12,128.5500030517578
2019-09-13,130.6300048828125
2019-09-16,128.1699981689453
2019-09-17,129.0800018310547
2019-09-18,127.9800033569336
2019-09-19,124.38999938964844
2019-09-20,120.69999694824219
2019-09-23,121.61000061035156
2019-09-24,116.80000305175781
2019-09-25,118.22000122070312
2019-09-26,116.19999694824219
2019-09-27,112.23999786376953
2019-09-30,114.0
2019-10-01,112.5199966430664
2019-10-02,113.9000015258789
2019-10-03,114.81999969482422
2019-10-04,116.41999816894531
2019-10-07,115.86000061035156
2019-10-08,115.08000183105469
2019-10-09,114.23999786376953
2019-10-10,112.5199966430664
2019-10-11,115.48999786376953
2019-10-14,115.16999816894531
2019-10-15,118.58999633789062
2019-10-16,116.55999755859375
2019-10-17,117.83000183105469
2019-10-18,115.33000183105469
2019-10-21,119.0
2019-10-22,118.01000213623047
2019-10-23,118.2300033569336
2019-10-24,118.83000183105469
2019-10-25,120.69000244140625
2019-10-28,140.1999969482422
2019-10-29,135.99000549316406
2019-10-30,140.4499969482422
2019-10-31,144.3000030517578
2019-11-01,146.9199981689453
2019-11-04,154.14999389648438
2019-11-05,150.3699951171875
2019-11-06,148.47999572753906
2019-11-07,148.1699981689453
2019-11-08,147.85000610351562
2019-11-11,146.6300048828125
2019-11-12,146.38999938964844
2019-11-13,146.77999877929688
2019-11-14,148.75999450683594
2019-11-15,147.50999450683594
2019-11-18,140.25999450683594
2019-11-19,136.97000122070312
2019-11-20,138.02999877929688
2019-11-21,139.05999755859375
2019-11-22,140.88999938964844
2019-11-25,141.8699951171875
2019-11-26,143.8300018310547
2019-11-27,142.92999267578125
2019-11-29,142.5500030517578
2019-12-02,142.52999877929688
2019-12-03,143.97999572753906
2019-12-04,144.9499969482422
2019-12-05,146.5800018310547
2019-12-06,148.08999633789062
2019-12-09,146.30999755859375
2019-12-10,145.97000122070312
2019-12-11,147.1300048828125
2019-12-12,147.22999572753906
2019-12-13,147.1999969482422
2019-12-16,150.77999877929688
2019-12-17,151.52999877929688
2019-12-18,150.8699951171875
2019-12-19,149.67999267578125
2019-12-20,150.30999755859375
2019-12-23,150.4199981689453
2019-12-24,151.82000732421875
2019-12-26,152.52000427246094
2019-12-27,153.1699981689453
2019-12-30,149.80999755859375
2019-12-31,149.5500030517578
2020-01-02,151.6199951171875
2020-01-03,152.5
2020-01-06,156.72000122070312
2020-01-07,156.02000427246094
2020-01-08,158.77999877929688
2020-01-09,157.74000549316406
2020-01-10,156.0399932861328
2020-01-13,150.8699951171875
2020-01-14,149.39999389648438
2020-01-15,152.4499969482422
2020-01-16,151.83999633789062
2020-01-17,148.33999633789062
2020-01-21,148.9499969482422
2020-01-22,148.1199951171875
2020-01-23,148.97000122070312
2020-01-24,146.6300048828125
2020-01-27,144.33999633789062
2020-01-28,144.3000030517578
2020-01-29,141.57000732421875
2020-01-30,142.7100067138672
2020-01-31,141.3000030517578
2020-02-03,146.5
2020-02-04,154.30999755859375
2020-02-05,147.0
2020-02-06,154.3699951171875
2020-02-07,154.5500030517578
2020-02-10,148.3300018310547
2020-02-11,145.77000427246094
2020-02-12,147.0800018310547
2020-02-13,141.5
2020-02-14,141.0
2020-02-18,144.6300048828125
2020-02-19,143.36000061035156
2020-02-20,147.86000061035156
2020-02-21,146.9499969482422
2020-02-24,145.3300018310547
2020-02-25,141.8000030517578
2020-02-26,140.49000549316406
2020-02-27,134.50999450683594
2020-02-28,137.1199951171875
2020-03-02,139.33999633789062
2020-03-03,137.16000366210938
2020-03-04,144.25
2020-03-05,148.0800018310547
2020-03-06,145.13999938964844
2020-03-09,139.77999877929688
2020-03-10,141.89999389648438
2020-03-11,135.05999755859375
2020-03-12,126.98999786376953
2020-03-13,131.55999755859375
2020-03-16,117.63999938964844
2020-03-17,118.87000274658203
2020-03-18,121.23999786376953
2020-03-19,129.1300048828125
2020-03-20,124.36000061035156
2020-03-23,118.18000030517578
2020-03-24,129.69000244140625
2020-03-25,124.2300033569336
2020-03-26,126.80999755859375
2020-03-27,122.54000091552734
2020-03-30,121.43000030517578
2020-03-31,121.44000244140625
2020-04-01,121.61000061035156
2020-04-02,121.91000366210938
2020-04-03,122.12000274658203
2020-04-06,122.5199966430664
2020-04-07,127.61000061035156
2020-04-08,126.04000091552734
2020-04-09,131.86000061035156
2020-04-13,129.8300018310547
2020-04-14,135.92999267578125
2020-04-15,138.77999877929688
2020-04-16,139.49000549316406
2020-04-17,141.86000061035156
2020-04-20,144.5399932861328
2020-04-21,139.13999938964844
2020-04-22,139.74000549316406
2020-04-23,138.7100067138672
2020-04-24,137.83999633789062
2020-04-27,140.25
2020-04-28,139.77999877929688
2020-04-29,155.77999877929688
2020-04-30,151.57000732421875
2020-05-01,144.83999633789062
2020-05-04,145.30999755859375
2020-05-05,145.02000427246094
2020-05-06,148.47999572753906
2020-05-07,148.0399932861328
2020-05-08,152.14999389648438
2020-05-11,156.02000427246094
2020-05-12,153.94000244140625
2020-05-13,148.97999572753906
2020-05-14,152.07000732421875
2020-05-15,158.8300018310547
2020-05-18,161.42999267578125
2020-05-19,175.02999877929688
2020-05-20,189.8000030517578
2020-05-21,192.74000549316406
2020-05-22,190.1699981689453
2020-05-26,191.0
2020-05-27,185.9499969482422
2020-05-28,177.22000122070312
2020-05-29,180.92999267578125
2020-06-01,182.7100067138672
2020-06-02,189.36000061035156
2020-06-03,184.6300048828125
2020-06-04,181.83999633789062
2020-06-05,184.27999877929688
2020-06-08,187.3000030517578
2020-06-09,191.30999755859375
2020-06-10,189.39999389648438
2020-06-11,178.67999267578125
2020-06-12,180.07000732421875
2020-06-15,187.8800048828125
2020-06-16,185.47999572753906
2020-06-17,199.8300018310547
2020-06-18,225.27999877929688
2020-06-19,231.2899932861328
2020-06-22,236.05999755859375
2020-06-23,241.75999450683594
2020-06-24,242.86000061035156
2020-06-25,267.4700012207031
2020-06-26,264.95001220703125
2020-06-29,265.1400146484375
2020-06-30,258.19000244140625
2020-07-01,258.8999938964844
2020-07-02,271.489990234375
2020-07-06,260.260009765625
2020-07-07,261.989990234375
2020-07-08,269.260009765625
2020-07-09,274.7900085449219
2020-07-10,278.239990234375
2020-07-13,261.19000244140625
2020-07-14,262.79998779296875
2020-07-15,258.5
2020-07-16,268.67999267578125
2020-07-17,263.2300109863281
2020-07-20,291.19000244140625
2020-07-21,276.3800048828125
2020-07-22,289.6199951171875
2020-07-23,267.5400085449219
2020-07-24,268.739990234375
2020-07-27,272.5
2020-07-28,267.1199951171875
2020-07-29,262.2099914550781
2020-07-30,261.7900085449219
2020-07-31,257.82000732421875
2020-08-03,254.42999267578125
2020-08-04,250.02000427246094
2020-08-05,249.25
2020-08-06,255.32000732421875
2020-08-07,252.1199951171875
2020-08-10,248.99000549316406
2020-08-11,253.72000122070312
2020-08-12,253.2899932861328
2020-08-13,253.66000366210938
2020-08-14,251.32000732421875
2020-08-17,259.9100036621094
2020-08-18,256.79998779296875
2020-08-19,261.7200012207031
2020-08-20,269.3299865722656
2020-08-21,270.9800109863281
2020-08-24,269.1300048828125
2020-08-25,268.69000244140625
2020-08-26,278.2900085449219
2020-08-27,272.010009765625
2020-08-28,279.3599853515625
2020-08-31,282.1600036621094
2020-09-01,291.75
2020-09-02,276.2900085449219
2020-09-03,261.6600036621094
2020-09-04,248.2100067138672
2020-09-08,240.02000427246094
2020-09-09,244.92999267578125
2020-09-10,247.77999877929688
2020-09-11,241.60000610351562
2020-09-14,238.5500030517578
2020-09-15,237.91000366210938
2020-09-16,234.85000610351562
2020-09-17,234.30999755859375
2020-09-18,233.88999938964844
2020-09-21,239.33999633789062
2020-09-22,241.00999450683594
2020-09-23,235.0500030517578
2020-09-24,231.25999450683594
2020-09-25,235.97999572753906
2020-09-28,236.4199981689453
2020-09-29,242.4499969482422
2020-09-30,242.57000732421875
2020-10-01,250.19000244140625
2020-10-02,240.27999877929688
2020-10-05,251.3699951171875
2020-10-06,248.5399932861328
2020-10-07,251.50999450683594
2020-10-08,249.8000030517578
2020-10-09,250.0
2020-10-12,251.44000244140625
2020-10-13,266.95001220703125
2020-10-14,257.6199951171875
2020-10-15,261.54998779296875
2020-10-16,262.54998779296875
2020-10-19,261.010009765625
2020-10-20,260.95001220703125
2020-10-21,271.32000732421875
2020-10-22,271.8800048828125
2020-10-23,283.489990234375
2020-10-26,284.9599914550781
2020-10-27,287.45001220703125
2020-10-28,276.1400146484375
2020-10-29,266.8699951171875
2020-10-30,239.88999938964844
2020-11-02,231.60000610351562
2020-11-03,236.52999877929688
2020-11-04,239.27999877929688
2020-11-05,256.3800048828125
2020-11-06,276.1000061035156
2020-11-09,274.20001220703125
2020-11-10,249.99000549316406
2020-11-11,261.0400085449219
2020-11-12,258.69000244140625
2020-11-13,253.5
2020-11-16,245.85000610351562
2020-11-17,250.44000244140625
2020-11-18,253.02000427246094
2020-11-19,249.94000244140625
2020-11-20,260.0
2020-11-23,268.8599853515625
2020-11-24,270.1400146484375
2020-11-25,270.0899963378906
2020-11-27,277.6199951171875
2020-11-30,291.3699951171875
2020-12-01,284.989990234375
2020-12-02,320.8900146484375
2020-12-03,316.42999267578125
2020-12-04,319.7699890136719
2020-12-07,342.0
2020-12-08,332.8599853515625
2020-12-09,332.45001220703125
2020-12-10,343.29998779296875
2020-12-11,341.2200012207031
2020-12-14,320.3399963378906
2020-12-15,326.9700012207031
2020-12-16,318.5299987792969
2020-12-17,328.05999755859375
2020-12-18,336.1000061035156
2020-12-21,325.57000732421875
2020-12-22,321.9599914550781
2020-12-23,330.7900085449219
2020-12-24,328.3900146484375
2020-12-28,317.2900085449219
2020-12-29,318.42999267578125
2020-12-30,319.3500061035156
2020-12-31,314.6600036621094
2021-01-04,311.0
2021-01-05,313.7200012207031
2021-01-06,314.239990234375
2021-01-07,331.3599853515625
2021-01-08,353.1099853515625
2021-01-11,344.07000732421875
2021-01-12,347.010009765625
2021-01-13,347.05999755859375
2021-01-14,342.2699890136719
2021-01-15,319.82000732421875
2021-01-19,319.75
2021-01-20,331.4100036621094
2021-01-21,348.29998779296875
2021-01-22,338.9599914550781
2021-01-25,333.6099853515625
2021-01-26,337.010009765625
2021-01-27,330.19000244140625
2021-01-28,325.44000244140625
2021-01-29,315.0
2021-02-01,332.6499938964844
2021-02-02,345.04998779296875
2021-02-03,317.25
2021-02-04,314.70001220703125
2021-02-05,310.7699890136719
2021-02-08,323.7900085449219
2021-02-09,334.0
2021-02-10,335.7099914550781
2021-02-11,331.8999938964844
2021-02-12,339.70001220703125
2021-02-16,353.7300109863281
2021-02-17,355.19000244140625
2021-02-18,354.8800048828125
2021-02-19,364.5899963378906
2021-02-22,349.9100036621094
2021-02-23,336.30999755859375
2021-02-24,334.69000244140625
2021-02-25,303.05999755859375
2021-02-26,307.3800048828125
2021-03-01,321.2799987792969
2021-03-02,322.739990234375
2021-03-03,300.239990234375
2021-03-04,285.010009765625
2021-03-05,274.9800109863281
2021-03-08,258.3299865722656
2021-03-09,273.5799865722656
2021-03-10,270.19000244140625
2021-03-11,286.9599914550781
2021-03-12,279.8900146484375
2021-03-15,285.4599914550781
2021-03-16,284.69000244140625
2021-03-17,283.3500061035156
2021-03-18,271.7300109863281
2021-03-19,272.1099853515625
2021-03-22,275.4700012207031
2021-03-23,267.29998779296875
2021-03-24,258.67999267578125
2021-03-25,254.6300048828125
2021-03-26,261.30999755859375
2021-03-29,252.58999633789062
2021-03-30,257.69000244140625
2021-03-31,267.95001220703125
2021-04-01,273.1000061035156
2021-04-05,273.29998779296875
2021-04-06,282.3399963378906
2021-04-07,280.1499938964844
2021-04-08,280.94000244140625
2021-04-09,279.20001220703125
2021-04-12,276.9100036621094
2021-04-13,293.1199951171875
2021-04-14,287.6000061035156
2021-04-15,299.739990234375
2021-04-16,292.0199890136719
2021-04-19,280.3699951171875
2021-04-20,271.20001220703125
2021-04-21,261.7099914550781
2021-04-22,265.1600036621094
2021-04-23,284.1099853515625
2021-04-26,298.0199890136719
2021-04-27,292.9200134277344
2021-04-28,256.8399963378906
2021-04-29,262.1499938964844
2021-04-30,252.1199951171875
2021-05-03,247.69000244140625
2021-05-04,240.1199951171875
2021-05-05,239.5
2021-05-06,237.0399932861328
2021-05-07,239.41000366210938
2021-05-10,228.2100067138672
2021-05-11,228.00999450683594
2021-05-12,225.60000610351562
2021-05-13,217.07000732421875
2021-05-14,223.58999633789062
2021-05-17,223.3300018310547
2021-05-18,220.99000549316406
2021-05-19,220.30999755859375
2021-05-20,228.67999267578125
2021-05-21,229.13999938964844
2021-05-24,234.05999755859375
2021-05-25,236.75999450683594
2021-05-26,238.38999938964844
2021-05-27,240.25999450683594
2021-05-28,241.57000732421875
2021-06-01,241.72999572753906
2021-06-02,239.72999572753906
2021-06-03,232.19000244140625
2021-06-04,236.1699981689453
2021-06-07,242.66000366210938
2021-06-08,242.50999450683594
2021-06-09,237.6999969482422
2021-06-10,247.19000244140625
2021-06-11,243.66000366210938
2021-06-14,251.50999450683594
2021-06-15,242.75999450683594
2021-06-16,242.77999877929688
2021-06-17,247.11000061035156
2021-06-18,247.63999938964844
2021-06-21,245.60000610351562
2021-06-22,253.63999938964844
2021-06-23,256.70001220703125
2021-06-24,264.1600036621094
2021-06-25,266.3800048828125
2021-06-28,271.55999755859375
2021-06-29,272.8599853515625
2021-06-30,275.5899963378906
2021-07-01,268.6300048828125
2021-07-02,267.8299865722656
2021-07-06,263.5199890136719
2021-07-07,259.0400085449219
2021-07-08,256.1499938964844
2021-07-09,262.8299865722656
2021-07-12,261.010009765625
2021-07-13,263.8500061035156
2021-07-14,253.41000366210938
2021-07-15,247.97000122070312
2021-07-16,243.24000549316406
2021-07-19,241.80999755859375
2021-07-20,246.5
2021-07-21,247.91000366210938
2021-07-22,244.17999267578125
2021-07-23,243.63999938964844
2021-07-26,240.58999633789062
2021-07-27,236.92999267578125
2021-07-28,223.32000732421875
2021-07-29,225.27000427246094
2021-07-30,228.6699981689453
2021-08-02,228.39999389648438
2021-08-03,217.9499969482422
2021-08-04,217.4199981689453
2021-08-05,221.1300048828125
2021-08-06,221.97000122070312
2021-08-09,224.77999877929688
2021-08-10,215.47999572753906
2021-08-11,214.0
2021-08-12,215.0399932861328
2021-08-13,211.47999572753906
2021-08-16,208.8300018310547
2021-08-17,206.16000366210938
2021-08-18,205.4199981689453
2021-08-19,205.0800018310547
2021-08-20,216.63999938964844
2021-08-23,221.5
2021-08-24,224.8800048828125
2021-08-25,226.89999389648438
2021-08-26,224.6199951171875
2021-08-27,226.02000427246094
2021-08-30,233.1199951171875
2021-08-31,234.33999633789062
2021-09-01,238.3800048828125
2021-09-02,254.02999877929688
2021-09-03,249.0399932861328
2021-09-07,254.72000122070312
2021-09-08,249.67999267578125
2021-09-09,246.00999450683594
2021-09-10,247.75999450683594
2021-09-13,244.22000122070312
2021-09-14,243.80999755859375
2021-09-15,242.8699951171875
2021-09-16,242.02000427246094
2021-09-17,248.10000610351562
2021-09-20,237.75999450683594
2021-09-21,234.50999450683594
2021-09-22,235.35000610351562
2021-09-23,234.86000061035156
2021-09-24,230.1999969482422
2021-09-27,232.94000244140625
2021-09-28,227.33999633789062
2021-09-29,220.32000732421875
2021-09-30,225.33999633789062
2021-10-01,229.3300018310547
2021-10-04,221.91000366210938
2021-10-05,225.82000732421875
2021-10-06,232.02000427246094
2021-10-07,234.89999389648438
2021-10-08,232.8800048828125
2021-10-11,231.88999938964844
2021-10-12,235.3000030517578
2021-10-13,243.8300018310547
2021-10-14,247.3699951171875
2021-10-15,247.39999389648438
2021-10-18,248.82000732421875
2021-10-19,255.61000061035156
2021-10-20,251.17999267578125
2021-10-21,255.0
2021-10-22,252.9600067138672
2021-10-25,257.8900146484375
2021-10-26,252.1999969482422
2021-10-27,273.1300048828125
2021-10-28,288.95001220703125
2021-10-29,289.3999938964844
2021-11-01,300.95001220703125
2021-11-02,298.20001220703125
2021-11-03,298.0799865722656
2021-11-04,293.4800109863281
2021-11-05,289.04998779296875
2021-11-08,286.8999938964844
2021-11-09,278.75
2021-11-10,269.7200012207031
2021-11-11,276.6499938964844
2021-11-12,280.55999755859375
2021-11-15,278.3800048828125
2021-11-16,271.29998779296875
2021-11-17,271.95001220703125
2021-11-18,263.3699951171875
2021-11-19,259.54998779296875
2021-11-22,250.33999633789062
2021-11-23,243.02999877929688
2021-11-24,249.49000549316406
2021-11-26,250.88999938964844
2021-11-29,246.60000610351562
2021-11-30,238.5
2021-12-01,225.08999633789062
2021-12-02,228.5399932861328
2021-12-03,228.8000030517578
2021-12-06,232.00999450683594
2021-12-07,238.50999450683594
2021-12-08,243.1699981689453
2021-12-09,233.4199981689453
2021-12-10,233.25999450683594
2021-12-13,225.6199951171875
2021-12-14,222.67999267578125
2021-12-15,225.39999389648438
2021-12-16,226.5500030517578
2021-12-17,235.27999877929688
2021-12-20,228.16000366210938
2021-12-21,238.11000061035156
2021-12-22,235.16000366210938
2021-12-23,236.6300048828125
2021-12-27,233.77999877929688
2021-12-28,233.77999877929688
2021-12-29,232.9199981689453
2021-12-30,237.9199981689453
2021-12-31,234.02999877929688
2022-01-03,244.16000366210938
2022-01-04,239.25999450683594
2022-01-05,227.6999969482422
