Date,LEN
1980-12-01,3.1342179775238037
1980-12-02,3.1137330532073975
1980-12-03,3.1751880645751953
1980-12-04,3.1751880645751953
1980-12-05,3.072762966156006
1980-12-08,2.8474268913269043
1980-12-09,2.7859721183776855
1980-12-10,2.806457042694092
1980-12-11,2.7654869556427
1980-12-12,2.94985294342041
1980-12-15,3.0317931175231934
1980-12-16,2.9908230304718018
1980-12-17,3.0317931175231934
1980-12-18,3.4210100173950195
1980-12-19,3.523435115814209
1980-12-22,3.769256114959717
1980-12-23,3.707801103591919
1980-12-24,3.6258599758148193
1980-12-26,3.5848898887634277
1980-12-29,3.4824650287628174
1980-12-30,3.523435115814209
1980-12-31,3.6258599758148193
1981-01-02,3.6463449001312256
1981-01-05,3.7487709522247314
1981-01-06,3.728286027908325
1981-01-07,3.461980104446411
1981-01-08,3.3595540523529053
1981-01-09,3.2980990409851074
1981-01-12,3.3800389766693115
1981-01-13,3.3800389766693115
1981-01-14,3.4210100173950195
1981-01-15,3.461980104446411
1981-01-16,3.441494941711426
1981-01-19,3.5644049644470215
1981-01-20,3.605375051498413
1981-01-21,3.5848898887634277
1981-01-22,3.605375051498413
1981-01-23,3.707801103591919
1981-01-26,3.5848898887634277
1981-01-27,3.5644049644470215
1981-01-28,3.605375051498413
1981-01-29,3.6668310165405273
1981-01-30,3.6258599758148193
1981-02-02,3.3185839653015137
1981-02-03,3.3595540523529053
1981-02-04,3.461980104446411
1981-02-05,3.4210100173950195
1981-02-06,3.5644049644470215
1981-02-09,3.5439200401306152
1981-02-10,3.5644049644470215
1981-02-11,3.605375051498413
1981-02-12,3.523435115814209
1981-02-13,3.3595540523529053
1981-02-17,3.33906888961792
1981-02-18,3.2980990409851074
1981-02-19,3.195673942565918
1981-02-20,3.195673942565918
1981-02-23,3.2366440296173096
1981-02-24,3.2161591053009033
1981-02-25,3.2366440296173096
1981-02-26,3.2161591053009033
1981-02-27,3.4005239009857178
1981-03-02,3.33906888961792
1981-03-03,3.257128953933716
1981-03-04,3.195673942565918
1981-03-05,3.195673942565918
1981-03-06,3.2366440296173096
1981-03-09,3.277614116668701
1981-03-10,3.5644049644470215
1981-03-11,3.605375051498413
1981-03-12,3.728286027908325
1981-03-13,3.707801103591919
1981-03-16,3.892167091369629
1981-03-17,4.035562038421631
1981-03-18,4.322352886199951
1981-03-19,4.1994428634643555
1981-03-20,4.1994428634643555
1981-03-23,4.301867961883545
1981-03-24,4.056046962738037
1981-03-25,4.09701681137085
1981-03-26,3.9331369400024414
1981-03-27,3.728286027908325
1981-03-30,3.892167091369629
1981-03-31,3.9331369400024414
1981-04-01,3.9331369400024414
1981-04-02,3.9536221027374268
1981-04-03,3.871680974960327
1981-04-06,3.728286027908325
1981-04-07,3.728286027908325
1981-04-08,3.6873159408569336
1981-04-09,3.605375051498413
1981-04-10,3.6873159408569336
1981-04-13,3.6873159408569336
1981-04-14,3.5848898887634277
1981-04-15,3.5644049644470215
1981-04-16,3.523435115814209
1981-04-20,3.4824650287628174
1981-04-21,3.3595540523529053
1981-04-22,3.257128953933716
1981-04-23,3.195673942565918
1981-04-24,3.3595540523529053
1981-04-27,3.4005239009857178
1981-04-28,3.3595540523529053
1981-04-29,3.277614116668701
1981-04-30,3.2366440296173096
1981-05-01,3.1751880645751953
1981-05-04,3.1342179775238037
1981-05-05,3.072762966156006
1981-05-06,3.195673942565918
1981-05-07,3.1342179775238037
1981-05-08,3.2366440296173096
1981-05-11,3.072762966156006
1981-05-12,2.9908230304718018
1981-05-13,3.093247890472412
1981-05-14,3.072762966156006
1981-05-15,3.1342179775238037
1981-05-18,3.3185839653015137
1981-05-19,3.257128953933716
1981-05-20,3.277614116668701
1981-05-21,3.2980990409851074
1981-05-22,3.1751880645751953
1981-05-26,3.2366440296173096
1981-05-27,3.2366440296173096
1981-05-28,3.441494941711426
1981-05-29,3.5029499530792236
1981-06-01,3.5439200401306152
1981-06-02,3.441494941711426
1981-06-03,3.3185839653015137
1981-06-04,3.3595540523529053
1981-06-05,3.2161591053009033
1981-06-08,3.2161591053009033
1981-06-09,3.1751880645751953
1981-06-10,3.257128953933716
1981-06-11,3.2366440296173096
1981-06-12,3.2366440296173096
1981-06-15,3.257128953933716
1981-06-16,3.2161591053009033
1981-06-17,3.2161591053009033
1981-06-18,3.2161591053009033
1981-06-19,3.1137330532073975
1981-06-22,3.072762966156006
1981-06-23,3.072762966156006
1981-06-24,2.9908230304718018
1981-06-25,2.9703381061553955
1981-06-26,3.011307954788208
1981-06-29,3.011307954788208
1981-06-30,3.072762966156006
1981-07-01,2.94985294342041
1981-07-02,2.9293670654296875
1981-07-06,2.8474268913269043
1981-07-07,2.8679120540618896
1981-07-08,2.806457042694092
1981-07-09,2.826941967010498
1981-07-10,2.806457042694092
1981-07-13,2.908881902694702
1981-07-14,2.8474268913269043
1981-07-15,2.888396978378296
1981-07-16,2.806457042694092
1981-07-17,2.745002031326294
1981-07-20,2.5401508808135986
1981-07-21,2.5401508808135986
1981-07-22,2.5401508808135986
1981-07-23,2.5196659564971924
1981-07-24,2.5196659564971924
1981-07-27,2.5811209678649902
1981-07-28,2.5811209678649902
1981-07-29,2.622091054916382
1981-07-30,2.622091054916382
1981-07-31,2.6630609035491943
1981-08-03,2.622091054916382
1981-08-04,2.5811209678649902
1981-08-05,2.5811209678649902
1981-08-06,2.47869610786438
1981-08-07,2.437725067138672
1981-08-10,2.3967549800872803
1981-08-11,2.458209991455078
1981-08-12,2.6630609035491943
1981-08-13,2.5811209678649902
1981-08-14,2.642575979232788
1981-08-17,2.5811209678649902
1981-08-18,2.5196659564971924
1981-08-19,2.5401508808135986
1981-08-20,2.47869610786438
1981-08-21,2.437725067138672
1981-08-24,2.2328739166259766
1981-08-25,2.1509339809417725
1981-08-26,2.2533600330352783
1981-08-27,2.294329881668091
1981-08-28,2.2533600330352783
1981-08-31,2.3557848930358887
1981-09-01,2.314815044403076
1981-09-02,2.314815044403076
1981-09-03,2.2738449573516846
1981-09-04,2.294329881668091
1981-09-08,2.130449056625366
1981-09-09,2.1714189052581787
1981-09-10,2.130449056625366
1981-09-11,2.2533600330352783
1981-09-14,2.2738449573516846
1981-09-15,2.2738449573516846
1981-09-16,2.2533600330352783
1981-09-17,2.2123889923095703
1981-09-18,2.1714189052581787
1981-09-21,2.130449056625366
1981-09-22,2.1714189052581787
1981-09-23,2.0894789695739746
1981-09-24,2.0689940452575684
1981-09-25,1.9051129817962646
1981-09-28,1.9665679931640625
1981-09-29,1.9870530366897583
1981-09-30,1.8436579704284668
1981-10-01,1.8026880025863647
1981-10-02,2.0075390338897705
1981-10-05,2.109963893890381
1981-10-06,2.191904067993164
1981-10-07,2.314815044403076
1981-10-08,2.294329881668091
1981-10-09,2.2738449573516846
1981-10-12,2.2533600330352783
1981-10-13,2.191904067993164
1981-10-14,1.9665679931640625
1981-10-15,2.0280239582061768
1981-10-16,2.0280239582061768
1981-10-19,2.130449056625366
1981-10-20,2.0894789695739746
1981-10-21,2.1714189052581787
1981-10-22,2.048508882522583
1981-10-23,1.9460829496383667
1981-10-26,1.9255980253219604
1981-10-27,1.8436579704284668
1981-10-28,1.9460829496383667
1981-10-29,1.9051129817962646
1981-10-30,1.9255980253219604
1981-11-02,2.2738449573516846
1981-11-03,2.4172399044036865
1981-11-04,2.2533600330352783
1981-11-05,2.2533600330352783
1981-11-06,2.2123889923095703
1981-11-09,2.2123889923095703
1981-11-10,2.2738449573516846
1981-11-11,2.1714189052581787
1981-11-12,2.191904067993164
1981-11-13,2.2533600330352783
1981-11-16,2.1509339809417725
1981-11-17,2.1714189052581787
1981-11-18,2.1714189052581787
1981-11-19,2.1714189052581787
1981-11-20,2.130449056625366
1981-11-23,2.191904067993164
1981-11-24,2.2123889923095703
1981-11-25,2.2123889923095703
1981-11-27,2.2533600330352783
1981-11-30,2.2328739166259766
1981-12-01,2.2328739166259766
1981-12-02,2.2533600330352783
1981-12-03,2.2328739166259766
1981-12-04,2.314815044403076
1981-12-07,2.2533600330352783
1981-12-08,2.2328739166259766
1981-12-09,2.2533600330352783
1981-12-10,2.2123889923095703
1981-12-11,2.191904067993164
1981-12-14,2.0894789695739746
1981-12-15,2.0075390338897705
1981-12-16,1.9051129817962646
1981-12-17,2.0280239582061768
1981-12-18,2.1714189052581787
1981-12-21,2.0894789695739746
1981-12-22,2.0894789695739746
1981-12-23,2.0075390338897705
1981-12-24,1.9665679931640625
1981-12-28,1.9665679931640625
1981-12-29,1.9870530366897583
1981-12-30,2.0075390338897705
1981-12-31,2.0894789695739746
1982-01-04,2.191904067993164
1982-01-05,2.2123889923095703
1982-01-06,2.0689940452575684
1982-01-07,2.048508882522583
1982-01-08,2.130449056625366
1982-01-11,2.0689940452575684
1982-01-12,2.0689940452575684
1982-01-13,2.048508882522583
1982-01-14,2.0894789695739746
1982-01-15,2.0689940452575684
1982-01-18,2.0689940452575684
1982-01-19,2.0689940452575684
1982-01-20,2.048508882522583
1982-01-21,2.0280239582061768
1982-01-22,2.0075390338897705
1982-01-25,1.8641430139541626
1982-01-26,1.8436579704284668
1982-01-27,1.9255980253219604
1982-01-28,2.0075390338897705
1982-01-29,1.9870530366897583
1982-02-01,1.9255980253219604
1982-02-02,1.8641430139541626
1982-02-03,1.8231730461120605
1982-02-04,1.8641430139541626
1982-02-05,1.9051129817962646
1982-02-08,1.782202959060669
1982-02-09,1.6797770261764526
1982-02-10,1.6592919826507568
1982-02-11,1.6592919826507568
1982-02-12,1.7207469940185547
1982-02-16,1.7412320375442505
1982-02-17,1.782202959060669
1982-02-18,1.7412320375442505
1982-02-19,1.7412320375442505
1982-02-22,1.7412320375442505
1982-02-23,1.7002619504928589
1982-02-24,1.7002619504928589
1982-02-25,1.8436579704284668
1982-02-26,1.782202959060669
1982-03-01,1.7617169618606567
1982-03-02,1.7002619504928589
1982-03-03,1.6797770261764526
1982-03-04,1.6183220148086548
1982-03-05,1.597836971282959
1982-03-08,1.6388070583343506
1982-03-09,1.6797770261764526
1982-03-10,1.7617169618606567
1982-03-11,1.7002619504928589
1982-03-12,1.6183220148086548
1982-03-15,1.597836971282959
1982-03-16,1.6183220148086548
1982-03-17,1.6388070583343506
1982-03-18,1.6183220148086548
1982-03-19,1.6388070583343506
1982-03-22,1.6183220148086548
1982-03-23,1.6388070583343506
1982-03-24,1.6183220148086548
1982-03-25,1.6388070583343506
1982-03-26,1.6183220148086548
1982-03-29,1.6592919826507568
1982-03-30,1.7617169618606567
1982-03-31,1.7412320375442505
1982-04-01,1.7412320375442505
1982-04-02,1.8641430139541626
1982-04-05,1.8641430139541626
1982-04-06,1.8436579704284668
1982-04-07,1.8026880025863647
1982-04-08,1.8026880025863647
1982-04-12,1.8026880025863647
1982-04-13,1.8026880025863647
1982-04-14,1.8026880025863647
1982-04-15,1.8846280574798584
1982-04-16,1.9051129817962646
1982-04-19,2.048508882522583
1982-04-20,1.9870530366897583
1982-04-21,2.0689940452575684
1982-04-22,2.1714189052581787
1982-04-23,2.109963893890381
1982-04-26,2.130449056625366
1982-04-27,2.130449056625366
1982-04-28,2.1509339809417725
1982-04-29,2.109963893890381
1982-04-30,2.0689940452575684
1982-05-03,2.0689940452575684
1982-05-04,2.048508882522583
1982-05-05,2.0689940452575684
1982-05-06,2.130449056625366
1982-05-07,2.2328739166259766
1982-05-10,2.2533600330352783
1982-05-11,2.2328739166259766
1982-05-12,2.2533600330352783
1982-05-13,2.2123889923095703
1982-05-14,2.1509339809417725
1982-05-17,2.0894789695739746
1982-05-18,1.9460829496383667
1982-05-19,2.0280239582061768
1982-05-20,1.9870530366897583
1982-05-21,1.9665679931640625
1982-05-24,2.0280239582061768
1982-05-25,2.048508882522583
1982-05-26,1.9870530366897583
1982-05-27,1.9051129817962646
1982-05-28,1.9665679931640625
1982-06-01,1.9665679931640625
1982-06-02,1.9051129817962646
1982-06-03,1.9460829496383667
1982-06-04,1.9460829496383667
1982-06-07,1.8846280574798584
1982-06-08,1.8641430139541626
1982-06-09,1.8436579704284668
1982-06-10,1.8436579704284668
1982-06-11,1.9255980253219604
1982-06-14,1.8846280574798584
1982-06-15,1.9051129817962646
1982-06-16,1.9255980253219604
1982-06-17,1.9460829496383667
1982-06-18,1.9460829496383667
1982-06-21,1.9255980253219604
1982-06-22,1.8846280574798584
1982-06-23,1.9665679931640625
1982-06-24,1.9665679931640625
1982-06-25,1.9051129817962646
1982-06-28,1.8641430139541626
1982-06-29,1.782202959060669
1982-06-30,1.7207469940185547
1982-07-01,1.7207469940185547
1982-07-02,1.7412320375442505
1982-07-06,1.7207469940185547
1982-07-07,1.7617169618606567
1982-07-08,1.7412320375442505
1982-07-09,1.8641430139541626
1982-07-12,1.9255980253219604
1982-07-13,1.8846280574798584
1982-07-14,1.8436579704284668
1982-07-15,1.8436579704284668
1982-07-16,1.8231730461120605
1982-07-19,1.8026880025863647
1982-07-20,1.8846280574798584
1982-07-21,2.0075390338897705
1982-07-22,1.9255980253219604
1982-07-23,1.9051129817962646
1982-07-26,2.0075390338897705
1982-07-27,2.0280239582061768
1982-07-28,1.9460829496383667
1982-07-29,1.9460829496383667
1982-07-30,1.9665679931640625
1982-08-02,1.9665679931640625
1982-08-03,1.9665679931640625
1982-08-04,1.9460829496383667
1982-08-05,1.9255980253219604
1982-08-06,1.9255980253219604
1982-08-09,1.8846280574798584
1982-08-10,1.8026880025863647
1982-08-11,1.7412320375442505
1982-08-12,1.782202959060669
1982-08-13,1.7617169618606567
1982-08-16,1.8436579704284668
1982-08-17,2.109963893890381
1982-08-18,2.2123889923095703
1982-08-19,2.2328739166259766
1982-08-20,2.3352999687194824
1982-08-23,2.294329881668091
1982-08-24,2.4172399044036865
1982-08-25,2.5811209678649902
1982-08-26,2.5811209678649902
1982-08-27,2.437725067138672
1982-08-30,2.458209991455078
1982-08-31,2.499181032180786
1982-09-01,2.376270055770874
1982-09-02,2.376270055770874
1982-09-03,2.3352999687194824
1982-09-07,2.2533600330352783
1982-09-08,2.3967549800872803
1982-09-09,2.437725067138672
1982-09-10,2.376270055770874
1982-09-13,2.3967549800872803
1982-09-14,2.47869610786438
1982-09-15,2.5811209678649902
1982-09-16,2.5401508808135986
1982-09-17,2.47869610786438
1982-09-20,2.458209991455078
1982-09-21,2.499181032180786
1982-09-22,2.458209991455078
1982-09-23,2.4172399044036865
1982-09-24,2.47869610786438
1982-09-27,2.458209991455078
1982-09-28,2.458209991455078
1982-09-29,2.376270055770874
1982-09-30,2.458209991455078
1982-10-01,2.458209991455078
1982-10-04,2.3557848930358887
1982-10-05,2.3967549800872803
1982-10-06,2.458209991455078
1982-10-07,2.6630609035491943
1982-10-08,2.745002031326294
1982-10-11,2.94985294342041
1982-10-12,3.1342179775238037
1982-10-13,3.011307954788208
1982-10-14,2.7859721183776855
1982-10-15,2.9293670654296875
1982-10-18,3.011307954788208
1982-10-19,3.1751880645751953
1982-10-20,3.195673942565918
1982-10-21,3.2161591053009033
1982-10-22,3.33906888961792
1982-10-25,3.277614116668701
1982-10-26,3.093247890472412
1982-10-27,3.15470290184021
1982-10-28,3.1137330532073975
1982-10-29,3.093247890472412
1982-11-01,3.0317931175231934
1982-11-02,3.072762966156006
1982-11-03,3.257128953933716
1982-11-04,3.4005239009857178
1982-11-05,3.3185839653015137
1982-11-08,3.2980990409851074
1982-11-09,3.1137330532073975
1982-11-10,3.195673942565918
1982-11-11,3.15470290184021
1982-11-12,3.1751880645751953
1982-11-15,3.1137330532073975
1982-11-16,3.0317931175231934
1982-11-17,3.3800389766693115
1982-11-18,3.4210100173950195
1982-11-19,3.461980104446411
1982-11-22,3.605375051498413
1982-11-23,3.8102259635925293
1982-11-24,3.8307108879089355
1982-11-26,3.9331369400024414
1982-11-29,3.8307108879089355
1982-11-30,3.851196050643921
1982-12-01,4.015077114105225
1982-12-02,4.178957939147949
1982-12-03,4.178957939147949
1982-12-06,4.424778938293457
1982-12-07,4.363324165344238
1982-12-08,4.4657487869262695
1982-12-09,4.260898113250732
1982-12-10,3.9536221027374268
1982-12-13,3.8102259635925293
1982-12-14,3.851196050643921
1982-12-15,3.912652015686035
1982-12-16,3.912652015686035
1982-12-17,4.178957939147949
1982-12-20,4.09701681137085
1982-12-21,3.9945919513702393
1982-12-22,4.137988090515137
1982-12-23,4.240413188934326
1982-12-27,4.137988090515137
1982-12-28,4.09701681137085
1982-12-29,4.09701681137085
1982-12-30,4.219927787780762
1982-12-31,4.50671911239624
1983-01-03,4.363324165344238
1983-01-04,4.219927787780762
1983-01-05,4.178957939147949
1983-01-06,4.137988090515137
1983-01-07,4.137988090515137
1983-01-10,4.137988090515137
1983-01-11,4.158473014831543
1983-01-12,4.404294013977051
1983-01-13,4.342837810516357
1983-01-14,4.424778938293457
1983-01-17,4.424778938293457
1983-01-18,4.178957939147949
1983-01-19,4.219927787780762
1983-01-20,4.1994428634643555
1983-01-21,4.015077114105225
1983-01-24,3.605375051498413
1983-01-25,3.707801103591919
1983-01-26,3.892167091369629
1983-01-27,3.892167091369629
1983-01-28,4.035562038421631
1983-01-31,4.09701681137085
1983-02-01,3.728286027908325
1983-02-02,3.6463449001312256
1983-02-03,3.6873159408569336
1983-02-04,3.8102259635925293
1983-02-07,3.851196050643921
1983-02-08,3.8102259635925293
1983-02-09,3.728286027908325
1983-02-10,3.8102259635925293
1983-02-11,3.8102259635925293
1983-02-14,3.851196050643921
1983-02-15,3.8102259635925293
1983-02-16,3.912652015686035
1983-02-17,3.9945919513702393
1983-02-18,4.015077114105225
1983-02-22,4.015077114105225
1983-02-23,3.9536221027374268
1983-02-24,3.9536221027374268
1983-02-25,3.9945919513702393
1983-02-28,4.076531887054443
1983-03-01,4.09701681137085
1983-03-02,4.035562038421631
1983-03-03,4.015077114105225
1983-03-04,3.912652015686035
1983-03-07,3.9331369400024414
1983-03-08,3.9331369400024414
1983-03-09,3.9331369400024414
1983-03-10,3.974107027053833
1983-03-11,3.974107027053833
1983-03-14,3.912652015686035
1983-03-15,3.871680974960327
1983-03-16,4.015077114105225
1983-03-17,4.178957939147949
1983-03-18,4.342837810516357
1983-03-21,4.322352886199951
1983-03-22,4.404294013977051
1983-03-23,4.424778938293457
1983-03-24,4.424778938293457
1983-03-25,4.260898113250732
1983-03-28,4.09701681137085
1983-03-29,4.035562038421631
1983-03-30,4.035562038421631
1983-03-31,4.056046962738037
1983-04-04,4.035562038421631
1983-04-05,3.8102259635925293
1983-04-06,4.015077114105225
1983-04-07,3.851196050643921
1983-04-08,3.851196050643921
1983-04-11,3.974107027053833
1983-04-12,3.912652015686035
1983-04-13,4.035562038421631
1983-04-14,3.974107027053833
1983-04-15,4.137988090515137
1983-04-18,4.137988090515137
1983-04-19,4.056046962738037
1983-04-20,4.117502212524414
1983-04-21,4.09701681137085
1983-04-22,4.137988090515137
1983-04-25,4.117502212524414
1983-04-26,4.035562038421631
1983-04-27,3.974107027053833
1983-04-28,3.9536221027374268
1983-04-29,4.117502212524414
1983-05-02,4.117502212524414
1983-05-03,4.117502212524414
1983-05-04,4.076531887054443
1983-05-05,4.035562038421631
1983-05-06,4.09701681137085
1983-05-09,4.260898113250732
1983-05-10,4.404294013977051
1983-05-11,4.424778938293457
1983-05-12,4.486234188079834
1983-05-13,4.650115013122559
1983-05-16,4.486234188079834
1983-05-17,4.4657487869262695
1983-05-18,4.629630088806152
1983-05-19,4.568173885345459
1983-05-20,4.588658809661865
1983-05-23,4.7935099601745605
1983-05-24,4.732055187225342
1983-05-25,4.711569786071777
1983-05-26,4.650115013122559
1983-05-27,4.691084861755371
1983-05-31,4.547688961029053
1983-06-01,4.609145164489746
1983-06-02,4.609145164489746
1983-06-03,4.629630088806152
1983-06-06,4.609145164489746
1983-06-07,4.670599937438965
1983-06-08,4.445263862609863
1983-06-09,4.3838090896606445
1983-06-10,4.486234188079834
1983-06-13,4.486234188079834
1983-06-14,4.547688961029053
1983-06-15,4.588658809661865
1983-06-16,4.691084861755371
1983-06-17,4.7935099601745605
1983-06-20,4.670599937438965
1983-06-21,4.732055187225342
1983-06-22,4.773025035858154
1983-06-23,4.691084861755371
1983-06-24,4.629630088806152
1983-06-27,4.547688961029053
1983-06-28,4.1994428634643555
1983-06-29,4.117502212524414
1983-06-30,4.158473014831543
1983-07-01,4.056046962738037
1983-07-05,3.9536221027374268
1983-07-06,3.912652015686035
1983-07-07,3.9945919513702393
1983-07-08,3.892167091369629
1983-07-11,3.8102259635925293
1983-07-12,3.8102259635925293
1983-07-13,3.5029499530792236
1983-07-14,3.769256114959717
1983-07-15,3.707801103591919
1983-07-18,3.6463449001312256
1983-07-19,3.6668310165405273
1983-07-20,3.6463449001312256
1983-07-21,3.8307108879089355
1983-07-22,3.6463449001312256
1983-07-25,3.6258599758148193
1983-07-26,3.4005239009857178
1983-07-27,3.441494941711426
1983-07-28,3.3800389766693115
1983-07-29,3.257128953933716
1983-08-01,3.1137330532073975
1983-08-02,3.1137330532073975
1983-08-03,3.1137330532073975
1983-08-04,3.093247890472412
1983-08-05,3.093247890472412
1983-08-08,2.94985294342041
1983-08-09,2.908881902694702
1983-08-10,3.011307954788208
1983-08-11,3.0317931175231934
1983-08-12,3.072762966156006
1983-08-15,3.15470290184021
1983-08-16,3.1751880645751953
1983-08-17,3.1137330532073975
1983-08-18,3.1137330532073975
1983-08-19,3.1137330532073975
1983-08-22,2.9908230304718018
1983-08-23,2.94985294342041
1983-08-24,2.888396978378296
1983-08-25,2.9293670654296875
1983-08-26,2.908881902694702
1983-08-29,2.908881902694702
1983-08-30,2.9293670654296875
1983-08-31,2.7859721183776855
1983-09-01,2.8474268913269043
1983-09-02,2.888396978378296
1983-09-06,3.093247890472412
1983-09-07,3.2366440296173096
1983-09-08,3.257128953933716
1983-09-09,3.4005239009857178
1983-09-12,3.3800389766693115
1983-09-13,3.2980990409851074
1983-09-14,3.195673942565918
1983-09-15,3.2366440296173096
1983-09-16,3.2161591053009033
1983-09-19,3.2366440296173096
1983-09-20,3.3595540523529053
1983-09-21,3.2980990409851074
1983-09-22,3.277614116668701
1983-09-23,3.277614116668701
1983-09-26,3.2161591053009033
1983-09-27,3.2980990409851074
1983-09-28,3.277614116668701
1983-09-29,3.2366440296173096
1983-09-30,3.257128953933716
