Date,LIT
2011-04-20,43.79999923706055
2011-04-21,44.459999084472656
2011-04-25,44.2400016784668
2011-04-26,44.15999984741211
2011-04-27,44.31999969482422
2011-04-28,44.279998779296875
2011-04-29,44.84000015258789
2011-05-02,44.08000183105469
2011-05-03,43.400001525878906
2011-05-04,42.439998626708984
2011-05-05,41.63999938964844
2011-05-06,42.279998779296875
2011-05-09,43.060001373291016
2011-05-10,43.36000061035156
2011-05-11,41.68000030517578
2011-05-12,41.619998931884766
2011-05-13,40.619998931884766
2011-05-16,39.7400016784668
2011-05-17,39.7599983215332
2011-05-18,40.47999954223633
2011-05-19,40.18000030517578
2011-05-20,39.959999084472656
2011-05-23,39.18000030517578
2011-05-24,39.29999923706055
2011-05-25,39.619998931884766
2011-05-26,40.13999938964844
2011-05-27,40.63999938964844
2011-05-31,41.52000045776367
2011-06-01,40.41999816894531
2011-06-02,40.560001373291016
2011-06-03,40.0
2011-06-06,39.29999923706055
2011-06-07,39.459999084472656
2011-06-08,38.52000045776367
2011-06-09,38.97999954223633
2011-06-10,38.279998779296875
2011-06-13,37.97999954223633
2011-06-14,38.939998626708984
2011-06-15,37.959999084472656
2011-06-16,37.400001525878906
2011-06-17,37.63999938964844
2011-06-20,37.779998779296875
2011-06-21,38.63999938964844
2011-06-22,38.47999954223633
2011-06-23,38.2400016784668
2011-06-24,38.220001220703125
2011-06-27,38.15999984741211
2011-06-28,38.540000915527344
2011-06-29,38.97999954223633
2011-06-30,39.439998626708984
2011-07-01,40.08000183105469
2011-07-05,40.060001373291016
2011-07-06,39.900001525878906
2011-07-07,40.34000015258789
2011-07-08,40.20000076293945
2011-07-11,39.0
2011-07-12,38.560001373291016
2011-07-13,39.540000915527344
2011-07-14,38.84000015258789
2011-07-15,39.20000076293945
2011-07-18,39.08000183105469
2011-07-19,39.97999954223633
2011-07-20,40.47999954223633
2011-07-21,41.599998474121094
2011-07-22,41.720001220703125
2011-07-25,41.02000045776367
2011-07-26,41.0
2011-07-27,40.060001373291016
2011-07-28,39.939998626708984
2011-07-29,39.52000045776367
2011-08-01,39.91999816894531
2011-08-02,38.18000030517578
2011-08-03,37.959999084472656
2011-08-04,34.720001220703125
2011-08-05,34.20000076293945
2011-08-08,30.559999465942383
2011-08-09,33.52000045776367
2011-08-10,32.040000915527344
2011-08-11,34.20000076293945
2011-08-12,34.2599983215332
2011-08-15,35.2599983215332
2011-08-16,34.060001373291016
2011-08-17,34.08000183105469
2011-08-18,32.220001220703125
2011-08-19,31.760000228881836
2011-08-22,31.639999389648438
2011-08-23,32.70000076293945
2011-08-24,32.81999969482422
2011-08-25,32.619998931884766
2011-08-26,33.380001068115234
2011-08-29,34.939998626708984
2011-08-30,35.15999984741211
2011-08-31,35.84000015258789
2011-09-01,35.380001068115234
2011-09-02,34.15999984741211
2011-09-06,33.560001373291016
2011-09-07,34.97999954223633
2011-09-08,34.459999084472656
2011-09-09,33.5
2011-09-12,32.779998779296875
2011-09-13,33.220001220703125
2011-09-14,33.400001525878906
2011-09-15,33.619998931884766
2011-09-16,33.65999984741211
2011-09-19,32.959999084472656
2011-09-20,32.29999923706055
2011-09-21,30.81999969482422
2011-09-22,28.3799991607666
2011-09-23,28.459999084472656
2011-09-26,28.719999313354492
2011-09-27,29.65999984741211
2011-09-28,28.65999984741211
2011-09-29,28.1200008392334
2011-09-30,26.959999084472656
2011-10-03,25.559999465942383
2011-10-04,26.0
2011-10-05,27.020000457763672
2011-10-06,28.479999542236328
2011-10-07,28.239999771118164
2011-10-10,29.299999237060547
2011-10-11,29.719999313354492
2011-10-12,30.739999771118164
2011-10-13,30.459999084472656
2011-10-14,30.979999542236328
2011-10-17,30.280000686645508
2011-10-18,30.81999969482422
2011-10-19,29.8799991607666
2011-10-20,30.079999923706055
2011-10-21,30.860000610351562
2011-10-24,31.719999313354492
2011-10-25,30.780000686645508
2011-10-26,31.399999618530273
2011-10-27,33.060001373291016
2011-10-28,32.880001068115234
2011-10-31,31.559999465942383
2011-11-01,30.65999984741211
2011-11-02,31.6200008392334
2011-11-03,32.18000030517578
2011-11-04,32.099998474121094
2011-11-07,32.63999938964844
2011-11-08,32.97999954223633
2011-11-09,31.520000457763672
2011-11-10,31.700000762939453
2011-11-11,32.31999969482422
2011-11-14,32.2599983215332
2011-11-15,32.0
2011-11-16,31.459999084472656
2011-11-17,30.65999984741211
2011-11-18,30.760000228881836
2011-11-21,29.979999542236328
2011-11-22,29.780000686645508
2011-11-23,28.899999618530273
2011-11-25,28.68000030517578
2011-11-28,29.5
2011-11-29,29.520000457763672
2011-11-30,31.420000076293945
2011-12-01,30.760000228881836
2011-12-02,30.84000015258789
2011-12-05,31.059999465942383
2011-12-06,30.979999542236328
2011-12-07,31.299999237060547
2011-12-08,29.959999084472656
2011-12-09,30.3799991607666
2011-12-12,29.799999237060547
2011-12-13,29.18000030517578
2011-12-14,28.520000457763672
2011-12-15,28.65999984741211
2011-12-16,28.600000381469727
2011-12-19,27.8799991607666
2011-12-20,28.68000030517578
2011-12-21,28.780000686645508
2011-12-22,28.959999084472656
2011-12-23,29.260000228881836
2011-12-27,29.1200008392334
2011-12-28,28.260000228881836
2011-12-29,28.68000030517578
2011-12-30,28.65999984741211
2012-01-03,29.559999465942383
2012-01-04,29.799999237060547
2012-01-05,29.639999389648438
2012-01-06,29.81999969482422
2012-01-09,29.920000076293945
2012-01-10,30.299999237060547
2012-01-11,30.6200008392334
2012-01-12,31.0
2012-01-13,30.780000686645508
2012-01-17,31.1200008392334
2012-01-18,31.760000228881836
2012-01-19,32.0
2012-01-20,32.2599983215332
2012-01-23,32.68000030517578
2012-01-24,32.47999954223633
2012-01-25,32.959999084472656
2012-01-26,32.7599983215332
2012-01-27,33.34000015258789
2012-01-30,32.91999816894531
2012-01-31,33.2599983215332
2012-02-01,33.86000061035156
2012-02-02,34.20000076293945
2012-02-03,34.86000061035156
2012-02-06,34.5
2012-02-07,34.540000915527344
2012-02-08,34.79999923706055
2012-02-09,34.220001220703125
2012-02-10,33.220001220703125
2012-02-13,33.7400016784668
2012-02-14,33.18000030517578
2012-02-15,33.08000183105469
2012-02-16,33.400001525878906
2012-02-17,33.7400016784668
2012-02-21,34.0
2012-02-22,33.939998626708984
2012-02-23,33.900001525878906
2012-02-24,34.099998474121094
2012-02-27,34.02000045776367
2012-02-28,33.939998626708984
2012-02-29,33.439998626708984
2012-03-01,33.58000183105469
2012-03-02,33.279998779296875
2012-03-05,32.65999984741211
2012-03-06,31.579999923706055
2012-03-07,31.940000534057617
2012-03-08,32.58000183105469
2012-03-09,32.599998474121094
2012-03-12,32.439998626708984
2012-03-13,33.0
2012-03-14,32.84000015258789
2012-03-15,33.060001373291016
2012-03-16,33.41999816894531
2012-03-19,33.81999969482422
2012-03-20,33.5
2012-03-21,33.540000915527344
2012-03-22,32.91999816894531
2012-03-23,33.2400016784668
2012-03-26,33.7400016784668
2012-03-27,33.84000015258789
2012-03-28,33.34000015258789
2012-03-29,33.220001220703125
2012-03-30,33.459999084472656
2012-04-02,33.84000015258789
2012-04-03,33.2599983215332
2012-04-04,32.65999984741211
2012-04-05,32.5
2012-04-09,32.099998474121094
2012-04-10,31.440000534057617
2012-04-11,31.6200008392334
2012-04-12,32.20000076293945
2012-04-13,31.579999923706055
2012-04-16,31.440000534057617
2012-04-17,31.799999237060547
2012-04-18,31.559999465942383
2012-04-19,31.399999618530273
2012-04-20,31.479999542236328
2012-04-23,30.959999084472656
2012-04-24,30.760000228881836
2012-04-25,31.479999542236328
2012-04-26,31.700000762939453
2012-04-27,32.119998931884766
2012-04-30,31.81999969482422
2012-05-01,31.700000762939453
2012-05-02,31.600000381469727
2012-05-03,31.239999771118164
2012-05-04,30.700000762939453
2012-05-07,30.299999237060547
2012-05-08,29.579999923706055
2012-05-09,29.360000610351562
2012-05-10,29.579999923706055
2012-05-11,29.440000534057617
2012-05-14,28.520000457763672
2012-05-15,28.139999389648438
2012-05-16,27.520000457763672
2012-05-17,26.899999618530273
2012-05-18,26.65999984741211
2012-05-21,27.31999969482422
2012-05-22,27.200000762939453
2012-05-23,27.280000686645508
2012-05-24,27.65999984741211
2012-05-25,27.420000076293945
2012-05-29,28.18000030517578
2012-05-30,27.479999542236328
2012-05-31,27.3799991607666
2012-06-01,26.18000030517578
2012-06-04,26.360000610351562
2012-06-05,26.68000030517578
2012-06-06,27.520000457763672
2012-06-07,27.68000030517578
2012-06-08,27.860000610351562
2012-06-11,27.6200008392334
2012-06-12,28.420000076293945
2012-06-13,27.860000610351562
2012-06-14,27.65999984741211
2012-06-15,28.020000457763672
2012-06-18,28.6200008392334
2012-06-19,29.3799991607666
2012-06-20,30.079999923706055
2012-06-21,29.020000457763672
2012-06-22,29.579999923706055
2012-06-25,28.739999771118164
2012-06-26,28.739999771118164
2012-06-27,29.219999313354492
2012-06-28,29.1200008392334
2012-06-29,29.780000686645508
2012-07-02,29.959999084472656
2012-07-03,30.260000228881836
2012-07-05,30.65999984741211
2012-07-06,30.079999923706055
2012-07-09,29.84000015258789
2012-07-10,29.260000228881836
2012-07-11,28.8799991607666
2012-07-12,28.440000534057617
2012-07-13,28.700000762939453
2012-07-16,28.260000228881836
2012-07-17,28.440000534057617
2012-07-18,28.360000610351562
2012-07-19,28.479999542236328
2012-07-20,28.219999313354492
2012-07-23,27.5
2012-07-24,27.219999313354492
2012-07-25,27.31999969482422
2012-07-26,27.3799991607666
2012-07-27,27.920000076293945
2012-07-30,27.68000030517578
2012-07-31,27.540000915527344
2012-08-01,27.440000534057617
2012-08-02,27.219999313354492
2012-08-03,27.639999389648438
2012-08-06,27.84000015258789
2012-08-07,27.959999084472656
2012-08-08,28.040000915527344
2012-08-09,28.459999084472656
2012-08-10,28.540000915527344
2012-08-13,28.520000457763672
2012-08-14,28.280000686645508
2012-08-15,28.520000457763672
2012-08-16,28.84000015258789
2012-08-17,28.81999969482422
2012-08-20,28.639999389648438
2012-08-21,28.700000762939453
2012-08-22,28.959999084472656
2012-08-23,29.65999984741211
2012-08-24,29.739999771118164
2012-08-27,29.5
2012-08-28,29.200000762939453
2012-08-29,29.200000762939453
2012-08-30,28.8799991607666
2012-08-31,29.1200008392334
2012-09-04,28.84000015258789
2012-09-05,28.799999237060547
2012-09-06,29.440000534057617
2012-09-07,29.959999084472656
2012-09-10,30.100000381469727
2012-09-11,30.31999969482422
2012-09-12,30.5
2012-09-13,31.020000457763672
2012-09-14,31.5
2012-09-17,31.81999969482422
2012-09-18,31.65999984741211
2012-09-19,31.979999542236328
2012-09-20,32.040000915527344
2012-09-21,32.2599983215332
2012-09-24,31.84000015258789
2012-09-25,30.940000534057617
2012-09-26,30.760000228881836
2012-09-27,31.18000030517578
2012-09-28,30.899999618530273
2012-10-01,31.200000762939453
2012-10-02,30.979999542236328
2012-10-03,30.81999969482422
2012-10-04,30.899999618530273
2012-10-05,31.020000457763672
2012-10-08,30.760000228881836
2012-10-09,30.420000076293945
2012-10-10,30.15999984741211
2012-10-11,30.34000015258789
2012-10-12,30.059999465942383
2012-10-15,30.31999969482422
2012-10-16,30.059999465942383
2012-10-17,30.280000686645508
2012-10-18,30.280000686645508
2012-10-19,30.020000457763672
2012-10-22,29.719999313354492
2012-10-23,29.079999923706055
2012-10-24,28.860000610351562
2012-10-25,29.0
2012-10-26,28.84000015258789
2012-10-31,28.600000381469727
2012-11-01,28.940000534057617
2012-11-02,28.920000076293945
2012-11-05,29.139999389648438
2012-11-06,29.440000534057617
2012-11-07,29.1200008392334
2012-11-08,28.579999923706055
2012-11-09,28.5
2012-11-12,28.3799991607666
2012-11-13,28.360000610351562
2012-11-14,27.65999984741211
2012-11-15,27.479999542236328
2012-11-16,27.65999984741211
2012-11-19,28.459999084472656
2012-11-20,28.3799991607666
2012-11-21,28.260000228881836
2012-11-23,28.68000030517578
2012-11-26,28.639999389648438
2012-11-27,28.280000686645508
2012-11-28,28.200000762939453
2012-11-29,28.479999542236328
2012-11-30,28.719999313354492
2012-12-03,28.15999984741211
2012-12-04,27.920000076293945
2012-12-05,27.940000534057617
2012-12-06,27.8799991607666
2012-12-07,27.8799991607666
2012-12-10,28.079999923706055
2012-12-11,28.479999542236328
2012-12-12,28.84000015258789
2012-12-13,28.739999771118164
2012-12-14,29.0
2012-12-17,29.200000762939453
2012-12-18,29.18000030517578
2012-12-19,29.18000030517578
2012-12-20,29.260000228881836
2012-12-21,29.079999923706055
2012-12-24,28.899999618530273
2012-12-26,28.760000228881836
2012-12-27,28.200000762939453
2012-12-28,28.18000030517578
2012-12-31,28.719999313354492
2013-01-02,29.600000381469727
2013-01-03,29.5
2013-01-04,29.540000915527344
2013-01-07,29.6200008392334
2013-01-08,29.399999618530273
2013-01-09,29.520000457763672
2013-01-10,29.81999969482422
2013-01-11,29.719999313354492
2013-01-14,29.719999313354492
2013-01-15,29.600000381469727
2013-01-16,29.479999542236328
2013-01-17,29.6200008392334
2013-01-18,29.860000610351562
2013-01-22,29.959999084472656
2013-01-23,30.0
2013-01-24,29.65999984741211
2013-01-25,29.700000762939453
2013-01-28,29.559999465942383
2013-01-29,29.760000228881836
2013-01-30,29.5
2013-01-31,29.5
2013-02-01,29.68000030517578
2013-02-04,29.459999084472656
2013-02-05,29.68000030517578
2013-02-06,29.520000457763672
2013-02-07,29.100000381469727
2013-02-08,29.239999771118164
2013-02-11,29.079999923706055
2013-02-12,28.84000015258789
2013-02-13,29.020000457763672
2013-02-14,28.940000534057617
2013-02-15,28.8799991607666
2013-02-19,29.1200008392334
2013-02-20,28.440000534057617
2013-02-21,28.100000381469727
2013-02-22,28.6200008392334
2013-02-25,28.059999465942383
2013-02-26,28.399999618530273
2013-02-27,28.8799991607666
2013-02-28,29.020000457763672
2013-03-01,28.81999969482422
2013-03-04,28.719999313354492
2013-03-05,28.65999984741211
2013-03-06,28.579999923706055
2013-03-07,28.899999618530273
2013-03-08,29.139999389648438
2013-03-11,28.979999542236328
2013-03-12,28.899999618530273
2013-03-13,28.979999542236328
2013-03-14,29.0
2013-03-15,28.81999969482422
2013-03-18,28.34000015258789
2013-03-19,27.8799991607666
2013-03-20,28.079999923706055
2013-03-21,27.799999237060547
2013-03-22,27.799999237060547
2013-03-25,27.5
2013-03-26,27.639999389648438
2013-03-27,27.479999542236328
2013-03-28,27.34000015258789
2013-04-01,26.979999542236328
2013-04-02,26.719999313354492
2013-04-03,26.239999771118164
2013-04-04,25.579999923706055
2013-04-05,25.440000534057617
2013-04-08,25.739999771118164
2013-04-09,26.100000381469727
2013-04-10,26.239999771118164
2013-04-11,26.139999389648438
2013-04-12,25.899999618530273
2013-04-15,24.920000076293945
2013-04-16,25.239999771118164
2013-04-17,24.600000381469727
2013-04-18,24.700000762939453
2013-04-19,25.200000762939453
2013-04-22,25.1200008392334
2013-04-23,25.239999771118164
2013-04-24,25.399999618530273
2013-04-25,25.5
2013-04-26,25.200000762939453
2013-04-29,25.34000015258789
2013-04-30,25.579999923706055
2013-05-01,24.739999771118164
2013-05-02,25.059999465942383
2013-05-03,25.479999542236328
2013-05-06,25.479999542236328
2013-05-07,25.440000534057617
2013-05-08,25.700000762939453
2013-05-09,25.899999618530273
2013-05-10,25.959999084472656
2013-05-13,25.760000228881836
2013-05-14,25.84000015258789
2013-05-15,26.020000457763672
2013-05-16,25.399999618530273
2013-05-17,25.799999237060547
2013-05-20,25.899999618530273
2013-05-21,26.219999313354492
2013-05-22,25.760000228881836
2013-05-23,25.559999465942383
2013-05-24,25.040000915527344
2013-05-28,25.31999969482422
2013-05-29,25.219999313354492
2013-05-30,25.399999618530273
2013-05-31,25.139999389648438
2013-06-03,24.940000534057617
2013-06-04,24.860000610351562
2013-06-05,24.299999237060547
2013-06-06,24.420000076293945
2013-06-07,24.579999923706055
2013-06-10,24.479999542236328
2013-06-11,24.100000381469727
2013-06-12,23.84000015258789
2013-06-13,24.299999237060547
2013-06-14,24.040000915527344
2013-06-17,24.200000762939453
2013-06-18,24.219999313354492
2013-06-19,23.81999969482422
2013-06-20,23.18000030517578
2013-06-21,22.780000686645508
2013-06-24,22.31999969482422
2013-06-25,22.15999984741211
2013-06-26,22.700000762939453
2013-06-27,22.65999984741211
2013-06-28,22.68000030517578
2013-07-01,23.0
2013-07-02,22.799999237060547
2013-07-03,22.899999618530273
2013-07-05,22.899999618530273
2013-07-08,22.979999542236328
2013-07-09,23.200000762939453
2013-07-10,23.459999084472656
2013-07-11,23.700000762939453
2013-07-12,23.6200008392334
2013-07-15,23.959999084472656
2013-07-16,23.739999771118164
2013-07-17,23.860000610351562
2013-07-18,24.1200008392334
2013-07-19,24.280000686645508
2013-07-22,24.34000015258789
2013-07-23,24.440000534057617
2013-07-24,24.420000076293945
2013-07-25,24.459999084472656
2013-07-26,24.31999969482422
2013-07-29,23.799999237060547
2013-07-30,23.200000762939453
2013-07-31,23.100000381469727
2013-08-01,23.65999984741211
2013-08-02,23.579999923706055
2013-08-05,23.68000030517578
2013-08-06,23.899999618530273
2013-08-07,23.280000686645508
2013-08-08,23.920000076293945
2013-08-09,23.959999084472656
2013-08-12,23.579999923706055
2013-08-13,23.68000030517578
2013-08-14,23.700000762939453
2013-08-15,23.280000686645508
2013-08-16,23.31999969482422
2013-08-19,23.219999313354492
2013-08-20,23.260000228881836
2013-08-21,22.739999771118164
2013-08-22,23.200000762939453
2013-08-23,23.139999389648438
2013-08-26,22.780000686645508
2013-08-27,22.5
2013-08-28,23.0
2013-08-29,23.200000762939453
2013-08-30,22.860000610351562
2013-09-03,23.3799991607666
2013-09-04,23.739999771118164
2013-09-05,23.899999618530273
2013-09-06,24.600000381469727
2013-09-09,25.079999923706055
2013-09-10,25.15999984741211
2013-09-11,25.5
2013-09-12,25.520000457763672
2013-09-13,25.440000534057617
2013-09-16,25.799999237060547
2013-09-17,25.81999969482422
2013-09-18,26.739999771118164
2013-09-19,26.420000076293945
2013-09-20,25.84000015258789
2013-09-23,26.6200008392334
2013-09-24,27.0
2013-09-25,26.719999313354492
2013-09-26,27.0
2013-09-27,26.719999313354492
2013-09-30,26.739999771118164
2013-10-01,26.920000076293945
2013-10-02,27.040000915527344
2013-10-03,26.780000686645508
2013-10-04,26.940000534057617
2013-10-07,26.520000457763672
2013-10-08,26.540000915527344
2013-10-09,26.100000381469727
2013-10-10,26.719999313354492
2013-10-11,26.920000076293945
2013-10-14,26.81999969482422
2013-10-15,26.739999771118164
2013-10-16,26.68000030517578
2013-10-17,27.020000457763672
2013-10-18,27.260000228881836
2013-10-21,27.059999465942383
2013-10-22,27.239999771118164
2013-10-23,26.84000015258789
2013-10-24,26.860000610351562
2013-10-25,26.600000381469727
2013-10-28,26.579999923706055
2013-10-29,26.260000228881836
2013-10-30,26.280000686645508
2013-10-31,25.959999084472656
2013-11-01,25.899999618530273
2013-11-04,25.479999542236328
2013-11-05,25.100000381469727
2013-11-06,25.940000534057617
2013-11-07,25.459999084472656
2013-11-08,25.479999542236328
2013-11-11,25.34000015258789
2013-11-12,25.360000610351562
2013-11-13,25.34000015258789
2013-11-14,25.18000030517578
2013-11-15,25.920000076293945
2013-11-18,25.81999969482422
2013-11-19,25.68000030517578
2013-11-20,25.079999923706055
2013-11-21,25.059999465942383
2013-11-22,25.059999465942383
2013-11-25,24.979999542236328
2013-11-26,25.299999237060547
2013-11-27,25.299999237060547
2013-11-29,25.420000076293945
2013-12-02,25.440000534057617
2013-12-03,25.18000030517578
2013-12-04,25.399999618530273
2013-12-05,25.280000686645508
2013-12-06,25.760000228881836
2013-12-09,25.8799991607666
2013-12-10,25.780000686645508
2013-12-11,25.479999542236328
2013-12-12,25.18000030517578
2013-12-13,25.15999984741211
2013-12-16,25.299999237060547
2013-12-17,25.399999618530273
2013-12-18,25.459999084472656
2013-12-19,25.34000015258789
2013-12-20,25.360000610351562
2013-12-23,25.6200008392334
2013-12-24,25.639999389648438
2013-12-26,25.81999969482422
2013-12-27,25.8799991607666
2013-12-30,25.81999969482422
2013-12-31,26.020000457763672
2014-01-02,25.639999389648438
2014-01-03,25.68000030517578
2014-01-06,25.65999984741211
2014-01-07,25.780000686645508
2014-01-08,25.81999969482422
2014-01-09,25.600000381469727
2014-01-10,26.059999465942383
2014-01-13,25.739999771118164
2014-01-14,26.0
2014-01-15,26.600000381469727
2014-01-16,26.579999923706055
2014-01-17,26.360000610351562
2014-01-21,26.260000228881836
2014-01-22,26.260000228881836
2014-01-23,25.8799991607666
2014-01-24,25.280000686645508
2014-01-27,25.079999923706055
2014-01-28,25.200000762939453
2014-01-29,25.1200008392334
2014-01-30,25.040000915527344
2014-01-31,24.739999771118164
2014-02-03,24.059999465942383
2014-02-04,24.200000762939453
2014-02-05,24.6200008392334
2014-02-06,24.899999618530273
2014-02-07,24.799999237060547
2014-02-10,25.0
2014-02-11,25.5
2014-02-12,25.280000686645508
2014-02-13,25.520000457763672
2014-02-14,25.6200008392334
2014-02-18,25.540000915527344
2014-02-19,25.260000228881836
2014-02-20,25.700000762939453
2014-02-21,25.559999465942383
2014-02-24,25.65999984741211
2014-02-25,26.020000457763672
2014-02-26,26.81999969482422
2014-02-27,28.0
2014-02-28,27.860000610351562
2014-03-03,28.5
2014-03-04,28.760000228881836
2014-03-05,28.5
2014-03-06,28.440000534057617
2014-03-07,28.31999969482422
2014-03-10,28.700000762939453
2014-03-11,28.420000076293945
2014-03-12,27.959999084472656
2014-03-13,27.5
2014-03-14,27.280000686645508
2014-03-17,27.8799991607666
2014-03-18,27.81999969482422
2014-03-19,27.520000457763672
2014-03-20,27.1200008392334
2014-03-21,27.559999465942383
2014-03-24,27.0
2014-03-25,26.979999542236328
2014-03-26,26.860000610351562
2014-03-27,26.700000762939453
2014-03-28,26.959999084472656
2014-03-31,27.31999969482422
2014-04-01,27.5
2014-04-02,27.559999465942383
2014-04-03,27.579999923706055
2014-04-04,27.059999465942383
2014-04-07,26.760000228881836
2014-04-08,26.799999237060547
2014-04-09,27.219999313354492
2014-04-10,26.760000228881836
2014-04-11,26.3799991607666
2014-04-14,26.3799991607666
2014-04-15,26.299999237060547
2014-04-16,26.959999084472656
2014-04-17,26.860000610351562
2014-04-21,26.920000076293945
2014-04-22,27.020000457763672
2014-04-23,26.8799991607666
2014-04-24,26.540000915527344
