Date,XLF
2005-08-12,24.134849548339844
2005-08-15,24.248577117919922
2005-08-16,24.086109161376953
2005-08-17,24.142972946166992
2005-08-18,24.126726150512695
2005-08-19,24.167343139648438
2005-08-22,24.232330322265625
2005-08-23,24.077985763549805
2005-08-24,23.801786422729492
2005-08-25,23.92363929748535
2005-08-26,23.671812057495117
2005-08-29,23.858652114868164
2005-08-30,23.647441864013672
2005-08-31,23.915515899658203
2005-09-01,23.972379684448242
2005-09-02,23.956132888793945
2005-09-06,24.248577117919922
2005-09-07,24.191713333129883
2005-09-08,24.05361557006836
2005-09-09,24.26482582092285
2005-09-12,24.337936401367188
2005-09-13,24.134849548339844
2005-09-14,24.1104793548584
2005-09-15,24.126726150512695
2005-09-16,24.32981300354004
2005-09-19,24.1104793548584
2005-09-20,23.98050308227539
2005-09-21,23.58245277404785
2005-09-22,23.76116943359375
2005-09-23,23.842405319213867
2005-09-26,23.71242904663086
2005-09-27,23.793664932250977
2005-09-28,23.59869956970215
2005-09-29,24.037368774414062
2005-09-30,23.98050308227539
2005-10-03,23.92363929748535
2005-10-04,23.623071670532227
2005-10-05,23.525588989257812
2005-10-06,23.590576171875
2005-10-07,23.671812057495117
2005-10-10,23.419984817504883
2005-10-11,23.346872329711914
2005-10-12,23.24126625061035
2005-10-13,23.354995727539062
2005-10-14,23.614946365356445
2005-10-17,23.639318466186523
2005-10-18,23.452478408813477
2005-10-19,23.92363929748535
2005-10-20,23.71242904663086
2005-10-21,23.850528717041016
2005-10-24,24.32168960571289
2005-10-25,24.183591842651367
2005-10-26,24.346059799194336
2005-10-27,24.20796012878418
2005-10-28,24.622257232666016
2005-10-31,24.71161651611328
2005-11-01,24.622257232666016
2005-11-02,24.82534408569336
2005-11-03,24.84159278869629
2005-11-04,24.88220977783203
2005-11-07,25.093420028686523
2005-11-08,25.020309448242188
2005-11-09,25.085296630859375
2005-11-10,25.588951110839844
2005-11-11,25.67831039428711
2005-11-14,25.694557189941406
2005-11-15,25.45897674560547
2005-11-16,25.320877075195312
2005-11-17,25.62144660949707
2005-11-18,25.751422882080078
2005-11-21,25.873273849487305
2005-11-22,26.100730895996094
2005-11-23,26.303817749023438
2005-11-25,26.360681533813477
2005-11-28,26.23883056640625
2005-11-29,26.222583770751953
2005-11-30,25.8895206451416
2005-12-01,26.027620315551758
2005-12-02,26.084484100341797
2005-12-05,26.035743713378906
2005-12-06,25.954509735107422
2005-12-07,25.743297576904297
2005-12-08,25.72705078125
2005-12-09,25.913890838623047
2005-12-12,25.800161361694336
2005-12-13,26.133224487304688
2005-12-14,26.2307071685791
2005-12-15,26.084484100341797
2005-12-16,25.978879928588867
2005-12-19,25.751422882080078
2005-12-20,25.865150451660156
2005-12-21,25.938262939453125
2005-12-22,26.11697769165039
2005-12-23,26.149471282958984
2005-12-27,25.94638442993164
2005-12-28,25.8895206451416
2005-12-29,25.865150451660156
2005-12-30,25.72705078125
2006-01-03,26.157594680786133
2006-01-04,26.133224487304688
2006-01-05,26.222583770751953
2006-01-06,26.376928329467773
2006-01-09,26.450040817260742
2006-01-10,26.474411010742188
2006-01-11,26.620634078979492
2006-01-12,26.433794021606445
2006-01-13,26.41754722595215
2006-01-17,26.141347885131836
2006-01-18,26.0682373046875
2006-01-19,25.987001419067383
2006-01-20,25.442729949951172
2006-01-23,25.50771713256836
2006-01-24,25.62144660949707
2006-01-25,25.67018699645996
2006-01-26,26.108854293823242
2006-01-27,26.133224487304688
2006-01-30,26.051990509033203
2006-01-31,25.954509735107422
2006-02-01,25.938262939453125
2006-02-02,25.759544372558594
2006-02-03,25.653940200805664
2006-02-06,25.72705078125
2006-02-07,25.55645751953125
2006-02-08,25.71892738342285
2006-02-09,25.783916473388672
2006-02-10,25.930137634277344
2006-02-13,25.832656860351562
2006-02-14,26.141347885131836
2006-02-15,26.29569435119629
2006-02-16,26.450040817260742
2006-02-17,26.34443473815918
2006-02-21,26.263200759887695
2006-02-22,26.75873374938965
2006-02-23,26.661251068115234
2006-02-24,26.718114852905273
2006-02-27,26.766855239868164
2006-02-28,26.50690460205078
2006-03-01,26.645004272460938
2006-03-02,26.482534408569336
2006-03-03,26.41754722595215
2006-03-06,26.33631134033203
2006-03-07,26.425670623779297
2006-03-08,26.441917419433594
2006-03-09,26.279447555541992
2006-03-10,26.51502799987793
2006-03-13,26.523151397705078
2006-03-14,26.831844329833984
2006-03-15,26.864337921142578
2006-03-16,26.95369529724121
2006-03-17,26.888708114624023
2006-03-20,26.90495491027832
2006-03-21,26.63688087463379
2006-03-22,26.84809112548828
2006-03-23,26.718114852905273
2006-03-24,26.709991455078125
2006-03-27,26.693744659423828
2006-03-28,26.474411010742188
2006-03-29,26.596263885498047
2006-03-30,26.433794021606445
2006-03-31,26.441917419433594
2006-04-03,26.482534408569336
2006-04-04,26.766855239868164
2006-04-05,26.815597534179688
2006-04-06,26.718114852905273
2006-04-07,26.46628761291504
2006-04-10,26.51502799987793
2006-04-11,26.28757095336914
2006-04-12,26.34443473815918
2006-04-13,26.385053634643555
2006-04-17,26.360681533813477
2006-04-18,26.84809112548828
2006-04-19,26.880584716796875
2006-04-20,26.937448501586914
2006-04-21,26.90495491027832
2006-04-24,26.91307830810547
