Date,TMO
1980-09-04,3.0178329944610596
1980-09-05,3.039781093597412
1980-09-08,2.995884895324707
1980-09-09,2.995884895324707
1980-09-10,2.995884895324707
1980-09-11,3.149519920349121
1980-09-12,3.1385459899902344
1980-09-15,3.1385459899902344
1980-09-16,3.2153639793395996
1980-09-17,3.4128940105438232
1980-09-18,3.303154945373535
1980-09-19,3.3689990043640137
1980-09-22,3.347050905227661
1980-09-23,3.204390048980713
1980-09-24,3.3360769748687744
1980-09-25,3.2921810150146484
1980-09-26,3.22633695602417
1980-09-29,3.0288069248199463
1980-09-30,3.105623960494995
1980-10-01,3.0507540702819824
1980-10-02,3.0836760997772217
1980-10-03,3.1824419498443604
1980-10-06,3.3360769748687744
1980-10-07,3.2812070846557617
1980-10-08,3.2812070846557617
1980-10-09,3.2921810150146484
1980-10-10,3.2921810150146484
1980-10-13,3.2921810150146484
1980-10-14,3.303154945373535
1980-10-15,3.2812070846557617
1980-10-16,3.149519920349121
1980-10-17,3.0836760997772217
1980-10-20,3.0946500301361084
1980-10-21,3.1385459899902344
1980-10-22,3.1824419498443604
1980-10-23,3.1275720596313477
1980-10-24,3.1275720596313477
1980-10-27,3.072701930999756
1980-10-28,3.039781093597412
1980-10-29,2.9849109649658203
1980-10-30,2.9300410747528076
1980-10-31,2.9410150051116943
1980-11-03,3.0507540702819824
1980-11-05,3.061728000640869
1980-11-06,2.8971190452575684
1980-11-07,2.8312759399414062
1980-11-10,2.7215359210968018
1980-11-11,2.8312759399414062
1980-11-12,2.951988935470581
1980-11-13,3.116597890853882
1980-11-14,3.22633695602417
1980-11-17,3.160494089126587
1980-11-18,3.160494089126587
1980-11-19,3.0946500301361084
1980-11-20,3.072701930999756
1980-11-21,3.0288069248199463
1980-11-24,2.919066905975342
1980-11-25,2.9739370346069336
1980-11-26,2.9410150051116943
1980-11-28,2.908092975616455
1980-12-01,2.7654318809509277
1980-12-02,2.7325100898742676
1980-12-03,2.7654318809509277
1980-12-04,2.7873799800872803
1980-12-05,2.7764060497283936
1980-12-08,2.6117970943450928
1980-12-09,2.6666669845581055
1980-12-10,2.6556930541992188
1980-12-11,2.5349791049957275
1980-12-12,2.633744955062866
1980-12-15,2.677640914916992
1980-12-16,2.5240049362182617
1980-12-17,2.5898489952087402
1980-12-18,2.6117970943450928
1980-12-19,2.5788750648498535
1980-12-22,2.556926965713501
1980-12-23,2.4581620693206787
1980-12-24,2.5349791049957275
1980-12-26,2.556926965713501
1980-12-29,2.6556930541992188
1980-12-30,2.6995880603790283
1980-12-31,2.6995880603790283
1981-01-02,2.6995880603790283
1981-01-05,2.710561990737915
1981-01-06,2.8203020095825195
1981-01-07,2.688615083694458
1981-01-08,2.677640914916992
1981-01-09,2.7215359210968018
1981-01-12,2.710561990737915
1981-01-13,2.633744955062866
1981-01-14,2.6556930541992188
1981-01-15,2.5679008960723877
1981-01-16,2.5898489952087402
1981-01-19,2.7434840202331543
1981-01-20,2.8312759399414062
1981-01-21,2.951988935470581
1981-01-22,2.995884895324707
1981-01-23,2.962963104248047
1981-01-26,2.951988935470581
1981-01-27,2.9410150051116943
1981-01-28,2.908092975616455
1981-01-29,2.919066905975342
1981-01-30,2.919066905975342
1981-02-02,2.7434840202331543
1981-02-03,2.7654318809509277
1981-02-04,2.7654318809509277
1981-02-05,2.677640914916992
1981-02-06,2.6995880603790283
1981-02-09,2.633744955062866
1981-02-10,2.677640914916992
1981-02-11,2.6666669845581055
1981-02-12,2.6117970943450928
1981-02-13,2.644718885421753
1981-02-17,2.6227710247039795
1981-02-18,2.6117970943450928
1981-02-19,2.5788750648498535
1981-02-20,2.6117970943450928
1981-02-23,2.6117970943450928
1981-02-24,2.6556930541992188
1981-02-25,2.7325100898742676
1981-02-26,2.798353910446167
1981-02-27,2.875170946121216
1981-03-02,2.853224039077759
1981-03-03,2.809328079223633
1981-03-04,2.8861451148986816
1981-03-05,2.951988935470581
1981-03-06,2.995884895324707
1981-03-09,3.0836760997772217
1981-03-10,3.0507540702819824
1981-03-11,3.0178329944610596
1981-03-12,3.0507540702819824
1981-03-13,3.0288069248199463
1981-03-16,3.0178329944610596
1981-03-17,2.995884895324707
1981-03-18,2.9849109649658203
1981-03-19,2.995884895324707
1981-03-20,3.006859064102173
1981-03-23,3.0178329944610596
1981-03-24,3.0178329944610596
1981-03-25,3.0507540702819824
1981-03-26,3.0178329944610596
1981-03-27,2.995884895324707
1981-03-30,2.951988935470581
1981-03-31,2.962963104248047
1981-04-01,2.9739370346069336
1981-04-02,3.006859064102173
1981-04-03,2.9739370346069336
1981-04-06,2.951988935470581
1981-04-07,2.951988935470581
1981-04-08,2.9410150051116943
1981-04-09,3.006859064102173
1981-04-10,3.105623960494995
1981-04-13,3.149519920349121
1981-04-14,3.1275720596313477
1981-04-15,3.105623960494995
1981-04-16,3.1385459899902344
1981-04-20,3.1385459899902344
1981-04-21,3.160494089126587
1981-04-22,3.1824419498443604
1981-04-23,3.2482850551605225
1981-04-24,3.314129114151001
1981-04-27,3.3799729347229004
1981-04-28,3.2373108863830566
1981-04-29,3.1824419498443604
1981-04-30,3.204390048980713
1981-05-01,3.160494089126587
1981-05-04,3.105623960494995
1981-05-05,3.0178329944610596
1981-05-06,3.039781093597412
1981-05-07,2.9849109649658203
1981-05-08,2.9410150051116943
1981-05-11,2.8971190452575684
1981-05-12,2.9410150051116943
1981-05-13,2.908092975616455
1981-05-14,2.919066905975342
1981-05-15,2.8971190452575684
1981-05-18,2.8861451148986816
1981-05-19,2.853224039077759
1981-05-20,2.842250108718872
1981-05-21,2.8203020095825195
1981-05-22,2.7873799800872803
1981-05-26,2.7873799800872803
1981-05-27,2.8312759399414062
1981-05-28,2.8203020095825195
1981-05-29,2.809328079223633
1981-06-01,2.842250108718872
1981-06-02,2.8312759399414062
1981-06-03,2.7873799800872803
1981-06-04,2.7215359210968018
1981-06-05,2.6666669845581055
1981-06-08,2.688615083694458
1981-06-09,2.677640914916992
1981-06-10,2.644718885421753
1981-06-11,2.600822925567627
1981-06-12,2.5240049362182617
1981-06-15,2.5679008960723877
1981-06-16,2.644718885421753
1981-06-17,2.6556930541992188
1981-06-18,2.677640914916992
1981-06-19,2.688615083694458
1981-06-22,2.6117970943450928
1981-06-23,2.6227710247039795
1981-06-24,2.556926965713501
1981-06-25,2.5459530353546143
1981-06-26,2.5349791049957275
1981-06-29,2.5788750648498535
1981-06-30,2.556926965713501
1981-07-01,2.5020580291748047
1981-07-02,2.5240049362182617
1981-07-06,2.4691359996795654
1981-07-07,2.403291940689087
1981-07-08,2.337449073791504
1981-07-09,2.293553113937378
1981-07-10,2.359395980834961
1981-07-13,2.5130319595336914
1981-07-14,2.5349791049957275
1981-07-15,2.5349791049957275
1981-07-16,2.5130319595336914
1981-07-17,2.436213970184326
1981-07-20,2.4142661094665527
1981-07-21,2.3813440799713135
1981-07-22,2.3045270442962646
1981-07-23,2.3045270442962646
1981-07-24,2.326474905014038
1981-07-27,2.359395980834961
1981-07-28,2.3045270442962646
1981-07-29,2.3045270442962646
1981-07-30,2.282578945159912
1981-07-31,2.282578945159912
1981-08-03,2.3045270442962646
1981-08-04,2.282578945159912
1981-08-05,2.359395980834961
1981-08-06,2.337449073791504
1981-08-07,2.3155009746551514
1981-08-10,2.3155009746551514
1981-08-11,2.2606310844421387
1981-08-12,2.238682985305786
1981-08-13,2.1838130950927734
1981-08-14,2.172840118408203
1981-08-17,2.128943920135498
1981-08-18,2.0192039012908936
1981-08-19,2.085047960281372
1981-08-20,2.096021890640259
1981-08-21,2.052125930786133
1981-08-24,2.096021890640259
1981-08-25,2.128943920135498
1981-08-26,2.1069960594177246
1981-08-27,2.1069960594177246
1981-08-28,2.139918088912964
1981-08-31,2.1508920192718506
1981-09-01,2.1179699897766113
1981-09-02,2.1179699897766113
1981-09-03,2.0740740299224854
1981-09-04,1.9643349647521973
1981-09-08,1.8326469659805298
1981-09-09,1.887516975402832
1981-09-10,1.9643349647521973
1981-09-11,1.9533610343933105
1981-09-14,1.887516975402832
1981-09-15,1.909464955329895
1981-09-16,1.8216739892959595
1981-09-17,1.7997260093688965
1981-09-18,1.733881950378418
1981-09-21,1.8984910249710083
1981-09-22,1.909464955329895
1981-09-23,1.8326469659805298
1981-09-24,1.8326469659805298
1981-09-25,1.711933970451355
1981-09-28,1.7668039798736572
1981-09-29,1.7887519598007202
1981-09-30,1.7887519598007202
1981-10-01,1.7668039798736572
1981-10-02,1.865568995475769
1981-10-05,1.8545949459075928
1981-10-06,1.9972569942474365
1981-10-07,2.0192039012908936
1981-10-08,2.041152000427246
1981-10-09,2.085047960281372
1981-10-12,2.0192039012908936
1981-10-13,2.008229970932007
1981-10-14,1.9533610343933105
1981-10-15,2.041152000427246
1981-10-16,2.0192039012908936
1981-10-19,1.9972569942474365
1981-10-20,1.9862829446792603
1981-10-21,1.9862829446792603
1981-10-22,1.9753090143203735
1981-10-23,1.9643349647521973
1981-10-26,1.9204390048980713
1981-10-27,2.0192039012908936
1981-10-28,2.085047960281372
1981-10-29,2.041152000427246
1981-10-30,2.1069960594177246
1981-11-02,2.238682985305786
1981-11-03,2.337449073791504
1981-11-04,2.238682985305786
1981-11-05,2.2716050148010254
1981-11-06,2.238682985305786
1981-11-09,2.3155009746551514
1981-11-10,2.293553113937378
1981-11-11,2.249656915664673
1981-11-12,2.238682985305786
1981-11-13,2.2716050148010254
1981-11-16,2.1179699897766113
1981-11-17,2.128943920135498
1981-11-18,2.1069960594177246
1981-11-19,2.041152000427246
1981-11-20,2.0192039012908936
1981-11-23,2.008229970932007
1981-11-24,2.1069960594177246
1981-11-25,2.0740740299224854
1981-11-27,2.096021890640259
1981-11-30,2.1069960594177246
1981-12-01,2.0740740299224854
1981-12-02,1.9972569942474365
1981-12-03,1.9753090143203735
1981-12-04,1.9862829446792603
1981-12-07,1.9753090143203735
1981-12-08,1.9423869848251343
1981-12-09,1.8984910249710083
1981-12-10,1.8326469659805298
1981-12-11,1.8216739892959595
1981-12-14,1.7997260093688965
1981-12-15,1.7887519598007202
1981-12-16,1.7777780294418335
1981-12-17,1.8216739892959595
1981-12-18,1.9204390048980713
1981-12-21,1.8765430450439453
1981-12-22,1.843621015548706
1981-12-23,1.843621015548706
1981-12-24,1.8326469659805298
1981-12-28,1.843621015548706
1981-12-29,1.8765430450439453
1981-12-30,1.8545949459075928
1981-12-31,1.865568995475769
1982-01-04,1.9423869848251343
1982-01-05,1.9423869848251343
1982-01-06,1.909464955329895
1982-01-07,1.843621015548706
1982-01-08,1.887516975402832
1982-01-11,1.843621015548706
1982-01-12,1.8326469659805298
1982-01-13,1.7887519598007202
1982-01-14,1.7668039798736572
1982-01-15,1.7887519598007202
1982-01-18,1.7668039798736572
1982-01-19,1.7558300495147705
1982-01-20,1.7668039798736572
1982-01-21,1.7777780294418335
1982-01-22,1.7668039798736572
1982-01-25,1.7668039798736572
1982-01-26,1.7558300495147705
1982-01-27,1.733881950378418
1982-01-28,1.843621015548706
1982-01-29,1.887516975402832
1982-02-01,1.7997260093688965
1982-02-02,1.7887519598007202
1982-02-03,1.7997260093688965
1982-02-04,1.7997260093688965
1982-02-05,1.8326469659805298
1982-02-08,1.7997260093688965
1982-02-09,1.536350965499878
1982-02-10,1.536350965499878
1982-02-11,1.5692729949951172
1982-02-12,1.5473250150680542
1982-02-16,1.5473250150680542
1982-02-17,1.536350965499878
1982-02-18,1.5912209749221802
1982-02-19,1.6241430044174194
1982-02-22,1.668038010597229
1982-02-23,1.5802470445632935
1982-02-24,1.558298945426941
1982-02-25,1.5692729949951172
1982-02-26,1.558298945426941
1982-03-01,1.5692729949951172
1982-03-02,1.514402985572815
1982-03-03,1.4485599994659424
1982-03-04,1.4485599994659424
1982-03-05,1.4485599994659424
1982-03-08,1.3936899900436401
1982-03-09,1.4046640396118164
1982-03-10,1.5034290552139282
1982-03-11,1.4485599994659424
1982-03-12,1.3607679605484009
1982-03-15,1.4046640396118164
1982-03-16,1.4046640396118164
1982-03-17,1.338819980621338
1982-03-18,1.4266120195388794
1982-03-19,1.4485599994659424
1982-03-22,1.5253770351409912
1982-03-23,1.5912209749221802
1982-03-24,1.558298945426941
1982-03-25,1.558298945426941
1982-03-26,1.558298945426941
1982-03-29,1.5034290552139282
1982-03-30,1.4705079793930054
1982-03-31,1.4595340490341187
1982-04-01,1.4266120195388794
1982-04-02,1.4705079793930054
1982-04-05,1.492455005645752
1982-04-06,1.4705079793930054
1982-04-07,1.4705079793930054
1982-04-08,1.4705079793930054
1982-04-12,1.514402985572815
1982-04-13,1.4595340490341187
1982-04-14,1.492455005645752
1982-04-15,1.4485599994659424
1982-04-16,1.5034290552139282
1982-04-19,1.4595340490341187
1982-04-20,1.4485599994659424
1982-04-21,1.4266120195388794
1982-04-22,1.4266120195388794
1982-04-23,1.3936899900436401
1982-04-26,1.338819980621338
1982-04-27,1.316872000694275
1982-04-28,1.3058979511260986
1982-04-29,1.316872000694275
1982-04-30,1.316872000694275
1982-05-03,1.2949249744415283
1982-05-04,1.2949249744415283
1982-05-05,1.3058979511260986
1982-05-06,1.2729769945144653
1982-05-07,1.3058979511260986
1982-05-10,1.3058979511260986
1982-05-11,1.316872000694275
1982-05-12,1.3607679605484009
1982-05-13,1.3607679605484009
1982-05-14,1.3607679605484009
1982-05-17,1.3717420101165771
1982-05-18,1.3497940301895142
1982-05-19,1.338819980621338
1982-05-20,1.316872000694275
1982-05-21,1.316872000694275
1982-05-24,1.316872000694275
1982-05-25,1.3278460502624512
1982-05-26,1.316872000694275
1982-05-27,1.2949249744415283
1982-05-28,1.338819980621338
1982-06-01,1.3497940301895142
1982-06-02,1.316872000694275
1982-06-03,1.338819980621338
1982-06-04,1.316872000694275
1982-06-07,1.3058979511260986
1982-06-08,1.3058979511260986
1982-06-09,1.2949249744415283
1982-06-10,1.316872000694275
1982-06-11,1.2839510440826416
1982-06-14,1.3058979511260986
1982-06-15,1.2949249744415283
1982-06-16,1.2949249744415283
1982-06-17,1.2949249744415283
1982-06-18,1.2729769945144653
1982-06-21,1.2729769945144653
1982-06-22,1.2839510440826416
1982-06-23,1.316872000694275
1982-06-24,1.3058979511260986
1982-06-25,1.2839510440826416
1982-06-28,1.2729769945144653
1982-06-29,1.2729769945144653
1982-06-30,1.2729769945144653
1982-07-01,1.2729769945144653
1982-07-02,1.2729769945144653
1982-07-06,1.2839510440826416
1982-07-07,1.2729769945144653
1982-07-08,1.2510290145874023
1982-07-09,1.2510290145874023
1982-07-12,1.262002944946289
1982-07-13,1.2510290145874023
1982-07-14,1.2510290145874023
1982-07-15,1.240054965019226
1982-07-16,1.2729769945144653
1982-07-19,1.2729769945144653
1982-07-20,1.262002944946289
1982-07-21,1.2729769945144653
1982-07-22,1.2949249744415283
1982-07-23,1.218106985092163
1982-07-26,1.218106985092163
1982-07-27,1.2290810346603394
1982-07-28,1.1961590051651
1982-07-29,1.1083680391311646
1982-07-30,1.0864200592041016
1982-08-02,1.0973939895629883
1982-08-03,1.1193419694900513
1982-08-04,1.0973939895629883
1982-08-05,1.0754460096359253
1982-08-06,1.0754460096359253
1982-08-09,1.064471960067749
1982-08-10,1.042523980140686
1982-08-11,0.9986280202865601
1982-08-12,1.0315500497817993
1982-08-13,1.0754460096359253
1982-08-16,1.0754460096359253
1982-08-17,1.1303160190582275
1982-08-18,1.1083680391311646
1982-08-19,1.1193419694900513
1982-08-20,1.1522630453109741
1982-08-23,1.2729769945144653
1982-08-24,1.262002944946289
1982-08-25,1.262002944946289
1982-08-26,1.218106985092163
1982-08-27,1.2729769945144653
1982-08-30,1.262002944946289
1982-08-31,1.2729769945144653
1982-09-01,1.2729769945144653
1982-09-02,1.2510290145874023
1982-09-03,1.2510290145874023
1982-09-07,1.1851849555969238
1982-09-08,1.2290810346603394
1982-09-09,1.2290810346603394
1982-09-10,1.2290810346603394
1982-09-13,1.1961590051651
1982-09-14,1.2510290145874023
1982-09-15,1.262002944946289
1982-09-16,1.2510290145874023
1982-09-17,1.240054965019226
1982-09-20,1.2290810346603394
1982-09-21,1.2290810346603394
1982-09-22,1.2071330547332764
1982-09-23,1.2290810346603394
1982-09-24,1.2290810346603394
1982-09-27,1.240054965019226
1982-09-28,1.3497940301895142
1982-09-29,1.3717420101165771
1982-09-30,1.338819980621338
1982-10-01,1.3717420101165771
1982-10-04,1.338819980621338
1982-10-05,1.3497940301895142
1982-10-06,1.3717420101165771
1982-10-07,1.3607679605484009
1982-10-08,1.4266120195388794
1982-10-11,1.4814809560775757
1982-10-12,1.536350965499878
1982-10-13,1.536350965499878
1982-10-14,1.4046640396118164
1982-10-15,1.4266120195388794
1982-10-18,1.4814809560775757
1982-10-19,1.5034290552139282
1982-10-20,1.5253770351409912
1982-10-21,1.5473250150680542
1982-10-22,1.6131689548492432
1982-10-25,1.536350965499878
1982-10-26,1.514402985572815
1982-10-27,1.558298945426941
1982-10-28,1.5802470445632935
1982-10-29,1.5692729949951172
1982-11-01,1.558298945426941
1982-11-02,1.536350965499878
1982-11-03,1.5802470445632935
1982-11-04,1.6460909843444824
1982-11-05,1.689985990524292
1982-11-08,1.6460909843444824
1982-11-09,1.689985990524292
1982-11-10,1.689985990524292
1982-11-11,1.6790119409561157
1982-11-12,1.668038010597229
1982-11-15,1.6131689548492432
1982-11-16,1.536350965499878
1982-11-17,1.558298945426941
1982-11-18,1.5912209749221802
1982-11-19,1.558298945426941
1982-11-22,1.5253770351409912
1982-11-23,1.514402985572815
1982-11-24,1.5034290552139282
1982-11-26,1.492455005645752
1982-11-29,1.492455005645752
1982-11-30,1.536350965499878
1982-12-01,1.5253770351409912
1982-12-02,1.514402985572815
1982-12-03,1.492455005645752
1982-12-06,1.4705079793930054
1982-12-07,1.4814809560775757
1982-12-08,1.4485599994659424
1982-12-09,1.4595340490341187
1982-12-10,1.492455005645752
1982-12-13,1.492455005645752
1982-12-14,1.4266120195388794
1982-12-15,1.4485599994659424
1982-12-16,1.4375859498977661
1982-12-17,1.4375859498977661
1982-12-20,1.4046640396118164
1982-12-21,1.3717420101165771
1982-12-22,1.4046640396118164
1982-12-23,1.4156379699707031
1982-12-27,1.4046640396118164
1982-12-28,1.3607679605484009
1982-12-29,1.4046640396118164
1982-12-30,1.3607679605484009
1982-12-31,1.3497940301895142
1983-01-03,1.3827159404754639
1983-01-04,1.4266120195388794
1983-01-05,1.492455005645752
1983-01-06,1.6131689548492432
1983-01-07,1.6021950244903564
1983-01-10,1.6131689548492432
1983-01-11,1.5802470445632935
1983-01-12,1.6131689548492432
1983-01-13,1.711933970451355
1983-01-14,1.733881950378418
1983-01-17,1.7558300495147705
1983-01-18,1.733881950378418
1983-01-19,1.7558300495147705
1983-01-20,1.733881950378418
1983-01-21,1.7448559999465942
1983-01-24,1.668038010597229
1983-01-25,1.6790119409561157
1983-01-26,1.7448559999465942
1983-01-27,1.711933970451355
1983-01-28,1.7777780294418335
1983-01-31,1.9533610343933105
1983-02-01,1.9972569942474365
1983-02-02,2.096021890640259
1983-02-03,2.128943920135498
1983-02-04,2.008229970932007
1983-02-07,2.096021890640259
1983-02-08,1.9972569942474365
1983-02-09,1.9753090143203735
1983-02-10,2.1179699897766113
1983-02-11,2.128943920135498
1983-02-14,2.0631000995635986
1983-02-15,2.052125930786133
1983-02-16,2.0631000995635986
1983-02-17,1.9753090143203735
1983-02-18,1.9862829446792603
1983-02-22,1.9972569942474365
1983-02-23,2.1069960594177246
1983-02-24,2.1838130950927734
1983-02-25,2.238682985305786
1983-02-28,2.19478702545166
1983-03-01,2.128943920135498
1983-03-02,2.1618659496307373
1983-03-03,2.1508920192718506
1983-03-04,2.052125930786133
1983-03-07,2.041152000427246
1983-03-08,2.0192039012908936
1983-03-09,2.008229970932007
1983-03-10,2.0301780700683594
1983-03-11,2.0301780700683594
1983-03-14,2.0192039012908936
1983-03-15,2.0301780700683594
1983-03-16,2.085047960281372
1983-03-17,2.0631000995635986
1983-03-18,2.096021890640259
1983-03-21,2.128943920135498
1983-03-22,2.085047960281372
1983-03-23,2.1069960594177246
1983-03-24,2.096021890640259
1983-03-25,2.0631000995635986
1983-03-28,1.9753090143203735
1983-03-29,1.9862829446792603
1983-03-30,2.008229970932007
1983-03-31,1.9753090143203735
1983-04-04,1.9753090143203735
1983-04-05,2.008229970932007
1983-04-06,1.9862829446792603
1983-04-07,2.008229970932007
1983-04-08,2.008229970932007
1983-04-11,2.0192039012908936
1983-04-12,2.085047960281372
1983-04-13,1.9972569942474365
1983-04-14,2.0631000995635986
1983-04-15,2.3703699111938477
1983-04-18,2.326474905014038
1983-04-19,2.403291940689087
1983-04-20,2.480109930038452
1983-04-21,2.3703699111938477
1983-04-22,2.293553113937378
1983-04-25,2.2716050148010254
1983-04-26,2.205760955810547
1983-04-27,2.282578945159912
1983-04-28,2.5459530353546143
1983-04-29,2.688615083694458
1983-05-02,2.5349791049957275
1983-05-03,2.4142661094665527
1983-05-04,2.4252400398254395
1983-05-05,2.436213970184326
1983-05-06,2.5020580291748047
1983-05-09,2.4252400398254395
1983-05-10,2.4142661094665527
1983-05-11,2.3703699111938477
1983-05-12,2.3045270442962646
1983-05-13,2.3703699111938477
1983-05-16,2.3155009746551514
1983-05-17,2.359395980834961
1983-05-18,2.480109930038452
1983-05-19,2.491084098815918
1983-05-20,2.4691359996795654
1983-05-23,2.5130319595336914
1983-05-24,2.6117970943450928
1983-05-25,2.600822925567627
1983-05-26,2.5240049362182617
1983-05-27,2.4252400398254395
1983-05-31,2.3813440799713135
1983-06-01,2.348422050476074
1983-06-02,2.4581620693206787
1983-06-03,2.5898489952087402
1983-06-06,2.5788750648498535
1983-06-07,2.5240049362182617
1983-06-08,2.447187900543213
1983-06-09,2.480109930038452
1983-06-10,2.5459530353546143
1983-06-13,2.5240049362182617
1983-06-14,2.5349791049957275
1983-06-15,2.5240049362182617
1983-06-16,2.5240049362182617
1983-06-17,2.5020580291748047
1983-06-20,2.5020580291748047
1983-06-21,2.754457950592041
1983-06-22,2.8203020095825195
1983-06-23,2.7325100898742676
1983-06-24,2.875170946121216
1983-06-27,2.7873799800872803
1983-06-28,2.688615083694458
1983-06-29,2.6995880603790283
1983-06-30,2.688615083694458
1983-07-01,2.6556930541992188
1983-07-05,2.5788750648498535
1983-07-06,2.633744955062866
1983-07-07,2.600822925567627
1983-07-08,2.7325100898742676
1983-07-11,2.7654318809509277
1983-07-12,2.710561990737915
1983-07-13,2.710561990737915
1983-07-14,2.6556930541992188
1983-07-15,2.6117970943450928
1983-07-18,2.600822925567627
1983-07-19,2.6227710247039795
1983-07-20,2.754457950592041
1983-07-21,2.7654318809509277
1983-07-22,2.798353910446167
1983-07-25,2.7873799800872803
1983-07-26,2.7764060497283936
1983-07-27,2.6995880603790283
1983-07-28,2.7764060497283936
1983-07-29,2.7215359210968018
1983-08-01,2.710561990737915
1983-08-02,2.6995880603790283
1983-08-03,2.6995880603790283
1983-08-04,2.633744955062866
1983-08-05,2.6556930541992188
1983-08-08,2.688615083694458
1983-08-09,2.5679008960723877
1983-08-10,2.556926965713501
1983-08-11,2.556926965713501
1983-08-12,2.6117970943450928
1983-08-15,2.6227710247039795
1983-08-16,2.677640914916992
1983-08-17,2.754457950592041
1983-08-18,2.7325100898742676
1983-08-19,2.7654318809509277
1983-08-22,2.7873799800872803
1983-08-23,2.6995880603790283
1983-08-24,2.710561990737915
1983-08-25,2.6666669845581055
1983-08-26,2.633744955062866
1983-08-29,2.6556930541992188
1983-08-30,2.6227710247039795
1983-08-31,2.6666669845581055
1983-09-01,2.633744955062866
1983-09-02,2.5459530353546143
1983-09-06,2.5020580291748047
1983-09-07,2.5349791049957275
1983-09-08,2.5130319595336914
1983-09-09,2.4691359996795654
1983-09-12,2.4581620693206787
1983-09-13,2.4142661094665527
1983-09-14,2.3923180103302
1983-09-15,2.293553113937378
1983-09-16,2.3813440799713135
1983-09-19,2.3923180103302
1983-09-20,2.3923180103302
1983-09-21,2.447187900543213
1983-09-22,2.4142661094665527
1983-09-23,2.4691359996795654
1983-09-26,2.4581620693206787
1983-09-27,2.4252400398254395
