Date,JPM
1981-01-19,7.037036895751953
1981-01-20,7.0
1981-01-21,6.907406806945801
1981-01-22,6.907406806945801
1981-01-23,6.925926208496094
1981-01-26,6.814815044403076
1981-01-27,6.907406806945801
1981-01-28,6.851851940155029
1981-01-29,6.814815044403076
1981-01-30,6.796296119689941
1981-02-02,6.740740776062012
1981-02-03,7.037036895751953
1981-02-04,6.981481075286865
1981-02-05,7.111111164093018
1981-02-06,6.925926208496094
1981-02-09,7.0
1981-02-10,7.185184955596924
1981-02-11,7.185184955596924
1981-02-12,7.314815044403076
1981-02-13,7.240740776062012
1981-02-17,7.240740776062012
1981-02-18,7.222221851348877
1981-02-19,7.185184955596924
1981-02-20,7.259259223937988
1981-02-23,7.3333330154418945
1981-02-24,7.3333330154418945
1981-02-25,7.462963104248047
1981-02-26,7.518518924713135
1981-02-27,7.481481075286865
1981-03-02,7.444444179534912
1981-03-03,7.407406806945801
1981-03-04,7.462963104248047
1981-03-05,7.462963104248047
1981-03-06,7.444444179534912
1981-03-09,7.388888835906982
1981-03-10,7.518518924713135
1981-03-11,7.5
1981-03-12,7.518518924713135
1981-03-13,7.629630088806152
1981-03-16,7.740740776062012
1981-03-17,7.814815044403076
1981-03-18,7.962963104248047
1981-03-19,7.981481075286865
1981-03-20,7.925926208496094
1981-03-23,7.814815044403076
1981-03-24,7.8333330154418945
1981-03-25,7.851851940155029
1981-03-26,7.814815044403076
1981-03-27,7.722221851348877
1981-03-30,7.814815044403076
1981-03-31,7.870369911193848
1981-04-01,8.0
1981-04-02,7.888888835906982
1981-04-03,7.851851940155029
1981-04-06,7.814815044403076
1981-04-07,7.851851940155029
1981-04-08,7.870369911193848
1981-04-09,7.962963104248047
1981-04-10,8.0
1981-04-13,7.925926208496094
1981-04-14,7.962963104248047
1981-04-15,8.018519401550293
1981-04-16,8.11111068725586
1981-04-20,8.148147583007812
1981-04-21,8.166666984558105
1981-04-22,8.148147583007812
1981-04-23,8.166666984558105
1981-04-24,8.296296119689941
1981-04-27,8.259259223937988
1981-04-28,8.370369911193848
1981-04-29,8.222222328186035
1981-04-30,8.074073791503906
1981-05-01,7.962963104248047
1981-05-04,7.907406806945801
1981-05-05,7.814815044403076
1981-05-06,7.6666669845581055
1981-05-07,7.703703880310059
1981-05-08,7.796296119689941
1981-05-11,7.777778148651123
1981-05-12,7.6666669845581055
1981-05-13,7.759259223937988
1981-05-14,7.814815044403076
1981-05-15,7.777778148651123
1981-05-18,7.907406806945801
1981-05-19,8.222222328186035
1981-05-20,8.148147583007812
1981-05-21,8.129630088806152
1981-05-22,8.4074068069458
1981-05-26,8.444443702697754
1981-05-27,8.4074068069458
1981-05-28,8.462963104248047
1981-05-29,8.518519401550293
1981-06-01,8.5925931930542
1981-06-02,8.61111068725586
1981-06-03,8.481480598449707
1981-06-04,8.4074068069458
1981-06-05,8.462963104248047
1981-06-08,8.462963104248047
1981-06-09,8.314814567565918
1981-06-10,8.5
1981-06-11,8.88888931274414
1981-06-12,9.0
1981-06-15,9.074073791503906
1981-06-16,9.11111068725586
1981-06-17,9.037036895751953
1981-06-18,8.814814567565918
1981-06-19,8.777777671813965
1981-06-22,8.629630088806152
1981-06-23,8.648147583007812
1981-06-24,8.703703880310059
1981-06-25,8.629630088806152
1981-06-26,8.518519401550293
1981-06-29,8.574073791503906
1981-06-30,8.555556297302246
1981-07-01,8.555556297302246
1981-07-02,8.5
1981-07-06,8.185185432434082
1981-07-07,8.018519401550293
1981-07-08,8.148147583007812
1981-07-09,8.370369911193848
1981-07-10,8.277777671813965
1981-07-13,8.0925931930542
1981-07-14,7.907406806945801
1981-07-15,8.074073791503906
1981-07-16,7.981481075286865
1981-07-17,8.0
1981-07-20,7.814815044403076
1981-07-21,7.740740776062012
1981-07-22,7.740740776062012
1981-07-23,7.759259223937988
1981-07-24,7.888888835906982
1981-07-27,8.0
1981-07-28,7.888888835906982
1981-07-29,7.925926208496094
1981-07-30,7.888888835906982
1981-07-31,7.925926208496094
1981-08-03,7.777778148651123
1981-08-04,7.537036895751953
1981-08-05,7.703703880310059
1981-08-06,7.777778148651123
1981-08-07,7.8333330154418945
1981-08-10,7.851851940155029
1981-08-11,8.037036895751953
1981-08-12,8.148147583007812
1981-08-13,8.185185432434082
1981-08-14,8.259259223937988
1981-08-17,8.018519401550293
1981-08-18,7.888888835906982
1981-08-19,7.8333330154418945
1981-08-20,7.925926208496094
1981-08-21,7.888888835906982
1981-08-24,7.703703880310059
1981-08-25,7.555555820465088
1981-08-26,7.574073791503906
1981-08-27,7.592593193054199
1981-08-28,7.703703880310059
1981-08-31,7.648148059844971
1981-09-01,7.592593193054199
1981-09-02,7.592593193054199
1981-09-03,7.259259223937988
1981-09-04,7.203703880310059
1981-09-08,7.092593193054199
1981-09-09,6.962963104248047
1981-09-10,7.185184955596924
1981-09-11,7.481481075286865
1981-09-14,7.407406806945801
1981-09-15,7.370369911193848
1981-09-16,7.388888835906982
1981-09-17,7.259259223937988
1981-09-18,7.407406806945801
1981-09-21,7.629630088806152
1981-09-22,7.481481075286865
1981-09-23,7.481481075286865
1981-09-24,7.388888835906982
1981-09-25,7.388888835906982
1981-09-28,7.277778148651123
1981-09-29,7.314815044403076
1981-09-30,7.314815044403076
1981-10-01,7.481481075286865
1981-10-02,7.6666669845581055
1981-10-05,7.740740776062012
1981-10-06,7.722221851348877
1981-10-07,7.851851940155029
1981-10-08,8.11111068725586
1981-10-09,8.259259223937988
1981-10-12,8.240740776062012
1981-10-13,8.351852416992188
1981-10-14,8.222222328186035
1981-10-15,8.185185432434082
1981-10-16,8.11111068725586
1981-10-19,8.074073791503906
1981-10-20,8.037036895751953
1981-10-21,7.944444179534912
1981-10-22,7.888888835906982
1981-10-23,7.925926208496094
1981-10-26,8.0
1981-10-27,8.074073791503906
1981-10-28,8.148147583007812
1981-10-29,8.148147583007812
1981-10-30,8.277777671813965
1981-11-02,8.314814567565918
1981-11-03,8.314814567565918
1981-11-04,8.277777671813965
1981-11-05,8.38888931274414
1981-11-06,8.518519401550293
1981-11-09,8.5925931930542
1981-11-10,8.722222328186035
1981-11-11,8.722222328186035
1981-11-12,8.537036895751953
1981-11-13,8.296296119689941
1981-11-16,8.166666984558105
1981-11-17,8.074073791503906
1981-11-18,8.018519401550293
1981-11-19,7.962963104248047
1981-11-20,8.074073791503906
1981-11-23,8.074073791503906
1981-11-24,8.148147583007812
1981-11-25,8.333333015441895
1981-11-27,8.277777671813965
1981-11-30,8.240740776062012
1981-12-01,8.203703880310059
1981-12-02,8.0
1981-12-03,8.0
1981-12-04,8.148147583007812
1981-12-07,8.055556297302246
1981-12-08,8.0
1981-12-09,8.0
1981-12-10,7.981481075286865
1981-12-11,7.962963104248047
1981-12-14,7.8333330154418945
1981-12-15,7.870369911193848
1981-12-16,7.777778148651123
1981-12-17,7.851851940155029
1981-12-18,7.944444179534912
1981-12-21,7.907406806945801
1981-12-22,7.888888835906982
1981-12-23,7.888888835906982
1981-12-24,7.907406806945801
1981-12-28,7.962963104248047
1981-12-29,7.962963104248047
1981-12-30,7.962963104248047
1981-12-31,8.074073791503906
1982-01-04,8.037036895751953
1982-01-05,7.944444179534912
1982-01-06,7.777778148651123
1982-01-07,7.648148059844971
1982-01-08,7.685184955596924
1982-01-11,7.481481075286865
1982-01-12,7.370369911193848
1982-01-13,7.185184955596924
1982-01-14,7.148148059844971
1982-01-15,7.296296119689941
1982-01-18,7.370369911193848
1982-01-19,7.277778148651123
1982-01-20,7.259259223937988
1982-01-21,7.222221851348877
1982-01-22,7.092593193054199
1982-01-25,7.037036895751953
1982-01-26,6.962963104248047
1982-01-27,7.018518924713135
1982-01-28,7.259259223937988
1982-01-29,7.425926208496094
1982-02-01,7.259259223937988
1982-02-02,7.259259223937988
1982-02-03,7.203703880310059
1982-02-04,7.259259223937988
1982-02-05,7.611111164093018
1982-02-08,7.425926208496094
1982-02-09,7.425926208496094
1982-02-10,7.611111164093018
1982-02-11,7.851851940155029
1982-02-12,7.870369911193848
1982-02-16,7.722221851348877
1982-02-17,7.703703880310059
1982-02-18,7.777778148651123
1982-02-19,7.888888835906982
1982-02-22,7.944444179534912
1982-02-23,8.0
1982-02-24,8.0925931930542
1982-02-25,8.240740776062012
1982-02-26,8.185185432434082
1982-03-01,8.259259223937988
1982-03-02,8.296296119689941
1982-03-03,8.222222328186035
1982-03-04,8.11111068725586
1982-03-05,8.129630088806152
1982-03-08,8.259259223937988
1982-03-09,8.0
1982-03-10,7.962963104248047
1982-03-11,7.907406806945801
1982-03-12,7.703703880310059
1982-03-15,7.648148059844971
1982-03-16,7.592593193054199
1982-03-17,7.555555820465088
1982-03-18,7.5
1982-03-19,7.555555820465088
1982-03-22,7.555555820465088
1982-03-23,7.629630088806152
1982-03-24,7.555555820465088
1982-03-25,7.518518924713135
1982-03-26,7.537036895751953
1982-03-29,7.388888835906982
1982-03-30,7.388888835906982
1982-03-31,7.481481075286865
1982-04-01,7.481481075286865
1982-04-02,7.777778148651123
1982-04-05,7.703703880310059
1982-04-06,7.777778148651123
1982-04-07,7.8333330154418945
1982-04-08,8.0
1982-04-12,8.0
1982-04-13,7.981481075286865
1982-04-14,7.8333330154418945
1982-04-15,7.851851940155029
1982-04-16,7.75
1982-04-19,7.805555820465088
1982-04-20,7.777778148651123
1982-04-21,7.9166669845581055
1982-04-22,8.055556297302246
1982-04-23,8.0
1982-04-26,8.0
1982-04-27,7.972221851348877
1982-04-28,7.888888835906982
1982-04-29,7.694444179534912
1982-04-30,7.638888835906982
1982-05-03,7.6666669845581055
1982-05-04,7.555555820465088
1982-05-05,7.555555820465088
1982-05-06,7.555555820465088
1982-05-07,7.527778148651123
1982-05-10,7.527778148651123
1982-05-11,7.388888835906982
1982-05-12,7.305555820465088
1982-05-13,7.222221851348877
1982-05-14,7.222221851348877
1982-05-17,7.222221851348877
1982-05-18,7.0
1982-05-19,6.9166669845581055
1982-05-20,7.0833330154418945
1982-05-21,7.111111164093018
1982-05-24,7.194444179534912
1982-05-25,7.361111164093018
1982-05-26,7.277778148651123
1982-05-27,7.138888835906982
1982-05-28,7.111111164093018
1982-06-01,6.777778148651123
1982-06-02,7.0
1982-06-03,7.027778148651123
1982-06-04,6.8333330154418945
1982-06-07,6.8333330154418945
1982-06-08,7.055555820465088
1982-06-09,7.027778148651123
1982-06-10,6.944444179534912
1982-06-11,7.277778148651123
1982-06-14,7.111111164093018
1982-06-15,7.194444179534912
1982-06-16,7.138888835906982
1982-06-17,7.1666669845581055
1982-06-18,7.111111164093018
1982-06-21,6.944444179534912
1982-06-22,7.0
1982-06-23,6.944444179534912
1982-06-24,6.777778148651123
1982-06-25,6.6666669845581055
1982-06-28,6.638888835906982
1982-06-29,6.638888835906982
1982-06-30,6.8333330154418945
1982-07-01,6.611111164093018
1982-07-02,6.6666669845581055
1982-07-06,6.4166669845581055
1982-07-07,6.1666669845581055
1982-07-08,6.1666669845581055
1982-07-09,6.277778148651123
1982-07-12,6.138888835906982
1982-07-13,6.1666669845581055
1982-07-14,6.111111164093018
1982-07-15,6.277778148651123
1982-07-16,6.222221851348877
1982-07-19,6.1666669845581055
1982-07-20,6.222221851348877
1982-07-21,6.222221851348877
1982-07-22,6.1666669845581055
1982-07-23,6.138888835906982
1982-07-26,6.111111164093018
1982-07-27,6.1666669845581055
1982-07-28,6.194444179534912
1982-07-29,6.138888835906982
1982-07-30,6.1666669845581055
1982-08-02,6.3333330154418945
1982-08-03,6.25
1982-08-04,6.222221851348877
1982-08-05,6.277778148651123
1982-08-06,6.25
1982-08-09,6.555555820465088
1982-08-10,6.361111164093018
1982-08-11,6.611111164093018
1982-08-12,6.388888835906982
1982-08-13,6.444444179534912
1982-08-16,6.527778148651123
1982-08-17,6.8333330154418945
1982-08-18,6.777778148651123
1982-08-19,6.777778148651123
1982-08-20,7.111111164093018
1982-08-23,7.25
1982-08-24,7.1666669845581055
1982-08-25,7.222221851348877
1982-08-26,7.194444179534912
1982-08-27,7.055555820465088
1982-08-30,7.0
1982-08-31,7.055555820465088
1982-09-01,6.8333330154418945
1982-09-02,6.888888835906982
1982-09-03,6.8333330154418945
1982-09-07,6.6666669845581055
1982-09-08,6.888888835906982
1982-09-09,6.8333330154418945
1982-09-10,6.6666669845581055
1982-09-13,6.694444179534912
1982-09-14,7.138888835906982
1982-09-15,7.444444179534912
1982-09-16,7.6666669845581055
1982-09-17,7.5833330154418945
1982-09-20,7.472221851348877
1982-09-21,7.777778148651123
1982-09-22,7.722221851348877
1982-09-23,7.722221851348877
1982-09-24,7.611111164093018
1982-09-27,7.6666669845581055
1982-09-28,7.888888835906982
1982-09-29,7.944444179534912
1982-09-30,8.027777671813965
1982-10-01,7.944444179534912
1982-10-04,7.944444179534912
1982-10-05,8.222222328186035
1982-10-06,8.416666984558105
1982-10-07,8.722222328186035
1982-10-08,8.722222328186035
1982-10-11,9.11111068725586
1982-10-12,9.0
1982-10-13,8.75
1982-10-14,8.472222328186035
1982-10-15,8.722222328186035
1982-10-18,8.777777671813965
1982-10-19,8.777777671813965
1982-10-20,9.25
1982-10-21,9.25
1982-10-22,9.333333015441895
1982-10-25,9.0
1982-10-26,8.916666984558105
1982-10-27,9.38888931274414
1982-10-28,9.11111068725586
1982-10-29,9.083333015441895
1982-11-01,9.305556297302246
1982-11-02,9.416666984558105
1982-11-03,9.666666984558105
1982-11-04,9.833333015441895
1982-11-05,9.805556297302246
1982-11-08,9.833333015441895
1982-11-09,9.833333015441895
1982-11-10,10.0
1982-11-11,10.11111068725586
1982-11-12,10.277777671813965
1982-11-15,10.472222328186035
1982-11-16,10.055556297302246
1982-11-17,10.055556297302246
1982-11-18,10.055556297302246
1982-11-19,10.0
1982-11-22,9.777777671813965
1982-11-23,9.666666984558105
1982-11-24,9.583333015441895
1982-11-26,9.444443702697754
1982-11-29,9.444443702697754
1982-11-30,9.36111068725586
1982-12-01,9.61111068725586
1982-12-02,9.666666984558105
1982-12-03,9.666666984558105
1982-12-06,9.86111068725586
1982-12-07,9.777777671813965
1982-12-08,9.555556297302246
1982-12-09,9.38888931274414
1982-12-10,9.166666984558105
1982-12-13,9.194443702697754
1982-12-14,9.055556297302246
1982-12-15,8.86111068725586
1982-12-16,8.88888931274414
1982-12-17,9.166666984558105
1982-12-20,9.222222328186035
1982-12-21,9.055556297302246
1982-12-22,9.055556297302246
1982-12-23,9.194443702697754
1982-12-27,9.194443702697754
1982-12-28,9.277777671813965
1982-12-29,9.333333015441895
1982-12-30,9.333333015441895
1982-12-31,9.0
1983-01-03,8.86111068725586
1983-01-04,8.944443702697754
1983-01-05,8.75
1983-01-06,9.11111068725586
1983-01-07,8.916666984558105
1983-01-10,9.11111068725586
1983-01-11,9.166666984558105
1983-01-12,9.194443702697754
1983-01-13,9.416666984558105
1983-01-14,9.36111068725586
1983-01-17,9.222222328186035
1983-01-18,9.25
1983-01-19,9.055556297302246
1983-01-20,9.333333015441895
1983-01-21,9.305556297302246
1983-01-24,9.13888931274414
1983-01-25,9.25
1983-01-26,9.11111068725586
1983-01-27,9.416666984558105
1983-01-28,9.25
1983-01-31,9.666666984558105
1983-02-01,9.777777671813965
1983-02-02,10.083333015441895
1983-02-03,10.083333015441895
1983-02-04,10.055556297302246
1983-02-07,10.083333015441895
1983-02-08,9.944443702697754
1983-02-09,9.777777671813965
1983-02-10,9.61111068725586
1983-02-11,9.777777671813965
1983-02-14,9.805556297302246
1983-02-15,10.083333015441895
1983-02-16,10.0
1983-02-17,9.916666984558105
1983-02-18,9.944443702697754
1983-02-22,9.583333015441895
1983-02-23,9.527777671813965
1983-02-24,9.833333015441895
1983-02-25,9.805556297302246
1983-02-28,9.916666984558105
1983-03-01,9.972222328186035
1983-03-02,10.027777671813965
1983-03-03,10.277777671813965
1983-03-04,10.944443702697754
1983-03-07,11.055556297302246
1983-03-08,10.75
1983-03-09,10.777777671813965
1983-03-10,10.583333015441895
1983-03-11,10.472222328186035
1983-03-14,10.555556297302246
1983-03-15,10.555556297302246
1983-03-16,10.666666984558105
1983-03-17,10.63888931274414
1983-03-18,10.416666984558105
1983-03-21,10.5
1983-03-22,10.5
1983-03-23,10.527777671813965
1983-03-24,10.61111068725586
1983-03-25,10.722222328186035
1983-03-28,10.666666984558105
1983-03-29,10.583333015441895
1983-03-30,10.666666984558105
1983-03-31,10.694443702697754
1983-04-04,10.944443702697754
1983-04-05,10.916666984558105
1983-04-06,10.722222328186035
1983-04-07,10.916666984558105
1983-04-08,11.11111068725586
1983-04-11,11.5
1983-04-12,12.055556297302246
1983-04-13,12.25
1983-04-14,12.333333015441895
1983-04-15,12.222222328186035
1983-04-18,12.027777671813965
1983-04-19,12.027777671813965
1983-04-20,12.166666984558105
1983-04-21,12.194443702697754
1983-04-22,12.305556297302246
1983-04-25,12.055556297302246
1983-04-26,11.944443702697754
1983-04-27,12.166666984558105
1983-04-28,12.083333015441895
1983-04-29,12.222222328186035
1983-05-02,12.055556297302246
1983-05-03,11.944443702697754
1983-05-04,12.0
1983-05-05,11.916666984558105
1983-05-06,12.055556297302246
1983-05-09,11.777777671813965
1983-05-10,11.583333015441895
1983-05-11,11.805556297302246
1983-05-12,11.777777671813965
1983-05-13,11.833333015441895
1983-05-16,11.666666984558105
1983-05-17,11.583333015441895
1983-05-18,11.666666984558105
1983-05-19,11.61111068725586
1983-05-20,11.36111068725586
1983-05-23,11.777777671813965
1983-05-24,11.722222328186035
1983-05-25,11.805556297302246
1983-05-26,11.722222328186035
1983-05-27,11.666666984558105
1983-05-31,11.666666984558105
1983-06-01,11.61111068725586
1983-06-02,11.75
1983-06-03,11.833333015441895
1983-06-06,11.75
1983-06-07,11.527777671813965
1983-06-08,11.416666984558105
1983-06-09,11.333333015441895
1983-06-10,11.305556297302246
1983-06-13,11.5
1983-06-14,11.472222328186035
1983-06-15,11.333333015441895
1983-06-16,11.222222328186035
1983-06-17,11.11111068725586
1983-06-20,11.11111068725586
1983-06-21,11.11111068725586
1983-06-22,10.777777671813965
1983-06-23,10.777777671813965
1983-06-24,10.694443702697754
1983-06-27,10.61111068725586
1983-06-28,10.194443702697754
1983-06-29,10.583333015441895
1983-06-30,10.555556297302246
1983-07-01,10.444443702697754
1983-07-05,10.305556297302246
1983-07-06,10.444443702697754
1983-07-07,10.333333015441895
1983-07-08,10.416666984558105
1983-07-11,10.472222328186035
1983-07-12,10.555556297302246
1983-07-13,10.333333015441895
1983-07-14,10.527777671813965
1983-07-15,10.555556297302246
1983-07-18,10.666666984558105
1983-07-19,11.222222328186035
1983-07-20,11.36111068725586
1983-07-21,11.277777671813965
1983-07-22,11.11111068725586
1983-07-25,11.166666984558105
1983-07-26,11.305556297302246
1983-07-27,11.194443702697754
1983-07-28,10.88888931274414
1983-07-29,10.583333015441895
1983-08-01,10.833333015441895
1983-08-02,10.694443702697754
1983-08-03,10.833333015441895
1983-08-04,10.833333015441895
1983-08-05,10.805556297302246
1983-08-08,10.833333015441895
1983-08-09,10.88888931274414
1983-08-10,10.805556297302246
1983-08-11,11.0
1983-08-12,11.055556297302246
1983-08-15,11.13888931274414
1983-08-16,11.166666984558105
1983-08-17,11.083333015441895
1983-08-18,11.13888931274414
1983-08-19,11.083333015441895
1983-08-22,10.944443702697754
1983-08-23,10.805556297302246
1983-08-24,10.694443702697754
1983-08-25,10.61111068725586
1983-08-26,10.722222328186035
1983-08-29,10.63888931274414
1983-08-30,10.555556297302246
1983-08-31,10.472222328186035
1983-09-01,10.222222328186035
1983-09-02,10.222222328186035
1983-09-06,10.444443702697754
1983-09-07,10.61111068725586
1983-09-08,10.38888931274414
1983-09-09,10.0
1983-09-12,9.944443702697754
1983-09-13,9.944443702697754
1983-09-14,9.88888931274414
1983-09-15,9.722222328186035
1983-09-16,10.027777671813965
1983-09-19,9.916666984558105
1983-09-20,10.11111068725586
1983-09-21,10.0
1983-09-22,9.972222328186035
1983-09-23,9.944443702697754
1983-09-26,9.694443702697754
1983-09-27,9.38888931274414
1983-09-28,9.277777671813965
1983-09-29,9.36111068725586
1983-09-30,9.194443702697754
1983-10-03,9.333333015441895
1983-10-04,9.277777671813965
1983-10-05,9.305556297302246
1983-10-06,9.527777671813965
1983-10-07,9.63888931274414
1983-10-10,9.722222328186035
1983-10-11,9.666666984558105
1983-10-12,9.38888931274414
1983-10-13,9.583333015441895
1983-10-14,9.583333015441895
1983-10-17,9.527777671813965
1983-10-18,9.444443702697754
1983-10-19,9.222222328186035
1983-10-20,9.277777671813965
1983-10-21,8.777777671813965
1983-10-24,8.916666984558105
1983-10-25,9.055556297302246
1983-10-26,9.055556297302246
1983-10-27,9.0
1983-10-28,8.972222328186035
1983-10-31,9.027777671813965
1983-11-01,9.027777671813965
1983-11-02,9.5
1983-11-03,9.416666984558105
1983-11-04,9.305556297302246
1983-11-07,9.194443702697754
1983-11-08,9.027777671813965
1983-11-09,9.166666984558105
1983-11-10,9.444443702697754
1983-11-11,9.833333015441895
1983-11-14,10.027777671813965
1983-11-15,9.777777671813965
1983-11-16,9.833333015441895
1983-11-17,10.0
1983-11-18,10.027777671813965
1983-11-21,9.944443702697754
1983-11-22,10.333333015441895
1983-11-23,10.277777671813965
1983-11-25,10.333333015441895
1983-11-28,10.416666984558105
1983-11-29,10.416666984558105
1983-11-30,10.416666984558105
1983-12-01,10.444443702697754
1983-12-02,10.36111068725586
1983-12-05,10.25
1983-12-06,10.166666984558105
1983-12-07,10.305556297302246
