,date,description,language,source,text,title,url,title_compound,title_pos,title_neu,title_neg,title_sent,text_compound,text_pos,text_neu,text_neg,text_sent,tokens
48,2022-06-16,The miner also partnered with TMGcore to expand its immersion-cooled bitcoin mining infrastructure.,en,"{'id': None, 'name': 'CoinDesk'}","CleanSpark (CLSK), is taking advantage of the bear market and falling prices for bitcoin mining rigs by buying existing purchase contracts from another miner for 1,800 Antminer S19 XP computers.
The… [+3564 chars]",CleanSpark Takes Advantage of Bear Market to Acquire Mining Rig Contracts,https://www.coindesk.com/business/2022/06/16/cleanspark-takes-advantage-of-bear-market-to-take-over-mining-rig-contracts/,0.128,0.16,0.72,0.12,1,0.5766,0.144,0.812,0.043,1,"['CleanSpark', 'CLSK', 'taking', 'advantage', 'bear', 'market', 'falling', 'price', 'bitcoin', 'mining', 'rig', 'buying', 'existing', 'purchase', 'contract', 'another', 'miner', '1,800', 'Antminer', 'S19', 'XP', 'computer', 'The…', '+3564']"
49,2022-06-29,"The latest price moves in bitcoin ($BTC) and crypto markets in context, for June 29, 2022.",en,"{'id': None, 'name': 'CoinDesk'}","Good morning, and welcome to First Mover. Im Lyllah Ledesma, here to take you through the latest in crypto markets, news and insights.
<ul><li>Market Moves: Bitcoin is down 5% as the liquidation of … [+2475 chars]",First Mover Americas: BTC Dips as 3AC Liquidation is Ordered by BVI Court,https://www.coindesk.com/markets/2022/06/29/first-mover-americas-btc-dips-as-3ac-liquidation-is-ordered-by-bvi-court/,0.0,0.0,1.0,0.0,0,0.7096,0.152,0.848,0.0,1,"['Good', 'morning', 'welcome', 'First', 'Mover', 'Im', 'Lyllah', 'Ledesma', 'take', 'latest', 'crypto', 'market', 'news', 'insight', 'ul', 'li', 'Market', 'Moves', 'Bitcoin', '5', 'liquidation', '+2475']"
50,2022-07-01,"The latest price moves in bitcoin ($BTC) and crypto markets in context, for July 1, 2022.",en,"{'id': None, 'name': 'CoinDesk'}","Good morning, and welcome to First Mover. Im Lyllah Ledesma, here to take you through the latest in crypto markets, news and insights.
<ul><li>Price Point: Even as BTC appears to stabilize, a flurry… [+3840 chars]","First Mover Americas: It’s Ugly in Crypto With $200M of Margin Calls, Founders Selling Homes and Comparisons to 2008",https://www.coindesk.com/markets/2022/07/01/first-mover-americas-its-ugly-in-crypto-with-200m-of-margin-calls-founders-selling-homes-and-comparisons-to-2008/,-0.5106,0.0,0.845,0.155,-1,0.7096,0.156,0.844,0.0,1,"['Good', 'morning', 'welcome', 'First', 'Mover', 'Im', 'Lyllah', 'Ledesma', 'take', 'latest', 'crypto', 'market', 'news', 'insight', 'ul', 'li', 'Price', 'Point', 'Even', 'BTC', 'appears', 'stabilize', 'flurry…', '+3840']"
51,2022-07-04,"The latest price moves in bitcoin ($BTC) and crypto markets in context, for July 1, 2022.",en,"{'id': None, 'name': 'Yahoo Entertainment'}","Don't miss CoinDesk's Consensus 2022, the must-attend crypto &amp; blockchain festival experience of the year in Austin, TX this June 9-12.
Good morning, and welcome to First Mover. Im Lyllah Ledesm… [+3355 chars]",First Mover Americas: BTC Struggles to Break $20K as More Lenders Face Trouble,https://finance.yahoo.com/news/first-mover-americas-btc-struggles-145103165.html,-0.6666,0.0,0.668,0.332,-1,0.9149,0.33,0.67,0.0,1,"['miss', 'CoinDesk', 'Consensus', '2022', 'must-attend', 'crypto', 'blockchain', 'festival', 'experience', 'year', 'Austin', 'TX', 'June', '9-12', 'Good', 'morning', 'welcome', 'First', 'Mover', 'Im', 'Lyllah', 'Ledesm…', '+3355']"
52,2022-07-05,"Bitcoin miner Core Scientific plans to sell more self-mined bitcoins to cover expenses, growth and debt payments.",en,"{'id': None, 'name': 'CoinDesk'}","Core Scientific (CORZ) sold 7,202 bitcoins (BTC) last month at an average price of $23,000 to raise about $167 million, according to a statement Tuesday.
The company said proceeds from the sales wer… [+1118 chars]","Core Scientific Sold Over 7K Bitcoins for About $167M in June, Sees More Sales",https://www.coindesk.com/business/2022/07/05/core-scientific-sold-over-7k-bitcoins-for-about-167m-in-june-sees-more-sales/,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0,"['Core', 'Scientific', 'CORZ', 'sold', '7,202', 'bitcoins', 'BTC', 'last', 'month', 'average', 'price', '23,000', 'raise', '167', 'million', 'according', 'statement', 'Tuesday', 'company', 'said', 'proceeds', 'sale', 'wer…', '+1118']"
53,2022-07-12,"The real yield has surged by over 170 basis points this year, putting pressure on risk assets, including bitcoin.",en,"{'id': None, 'name': 'CoinDesk'}","Bitcoin's fortunes are more closely tied to the U.S. real or inflation-adjusted bond yield than ever, with the two increasingly moving in opposite directions.
At press time, the 90-day correlation c… [+3094 chars]",Bitcoin's Inverse Correlation With Inflation-Adjusted Bond Yield Hits Record High,https://www.coindesk.com/markets/2022/07/12/bitcoins-inverse-correlation-with-inflation-adjusted-bond-yield-hits-record-high/,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0,"['Bitcoin', 'fortune', 'closely', 'tied', 'U.S.', 'real', 'inflation-adjusted', 'bond', 'yield', 'ever', 'two', 'increasingly', 'moving', 'opposite', 'direction', 'press', 'time', '90-day', 'correlation', 'c…', '+3094']"
54,2022-07-14,"Declining production costs could be seen as a negative for bitcoin prices, the Wall Street bank said in a report.",en,"{'id': None, 'name': 'CoinDesk'}","Please note that ourprivacy policy,terms of use,cookies, anddo not sell my personal informationhas been updated.
The leader in news and information on cryptocurrency, digital assets and the future o… [+556 chars]","Bitcoin Production Cost Has Dropped to About $13K, JPMorgan Says",https://www.coindesk.com/business/2022/07/14/bitcoin-production-cost-has-dropped-to-about-13k-jpmorgan-says/,0.0,0.0,1.0,0.0,0,0.4588,0.121,0.879,0.0,1,"['Please', 'note', 'ourprivacy', 'policy', 'term', 'use', 'cooky', 'anddo', 'sell', 'personal', 'informationhas', 'updated', 'leader', 'news', 'information', 'cryptocurrency', 'digital', 'asset', 'future', 'o…', '+556']"
55,2022-07-12,"Daniela Brozzoni discusses her journey from high school to the front lines of Bitcoin wallet development, thanks to a grant from Spiral.",en,"{'id': None, 'name': 'CoinDesk'}","Daniela Brozzoni is laser-focused on helping developers build better bitcoin (BTC) wallets. Despite graduating from high school just a few years ago, Brozzoni has already worked at prominent Bitcoin … [+5326 chars]",How I Became a Bitcoin Developer Fresh Out of High School,https://www.coindesk.com/tech/2022/07/12/how-i-became-a-bitcoin-developer-fresh-out-of-high-school/,0.3182,0.223,0.777,0.0,1,0.7506,0.215,0.785,0.0,1,"['Daniela', 'Brozzoni', 'laser-focused', 'helping', 'developer', 'build', 'better', 'bitcoin', 'BTC', 'wallet', 'Despite', 'graduating', 'high', 'school', 'year', 'ago', 'Brozzoni', 'already', 'worked', 'prominent', 'Bitcoin', '+5326']"
56,2022-07-06,A ProShares product to bet against rising bitcoin prices saw millions of dollars in inflows last week.,en,"{'id': None, 'name': 'CoinDesk'}","Bitcoin coasted over the $20,000 mark Wednesday morning even as recession fears linger among investors and an institutional product to short the asset gained traction last week.
Bitcoin rose some 2%… [+3103 chars]",Bitcoin Recovers Above $20K as Short ETF Sees Record $51M in Weekly Inflows,https://www.coindesk.com/markets/2022/07/06/bitcoin-recovers-above-20k-as-short-etf-sees-record-51m-in-weekly-inflows/,0.0,0.0,1.0,0.0,0,-0.128,0.128,0.73,0.141,-1,"['Bitcoin', 'coasted', '20,000', 'mark', 'Wednesday', 'morning', 'even', 'recession', 'fear', 'linger', 'among', 'investor', 'institutional', 'product', 'short', 'asset', 'gained', 'traction', 'last', 'week', 'Bitcoin', 'rose', '2', '+3103']"
57,2022-07-01,The discount between the share price of the Grayscale Bitcoin Trust and the equivalent value of its underlying bitcoin has widened to 31% from 28.4% on Thursday – a sign of waning optimism after the SEC rejected a proposal to convert the investment vehicle in…,en,"{'id': None, 'name': 'CoinDesk'}","A key crypto market metric known as the ""Grayscale discount"" is widening after the U.S. Securities and Exchange Commission rejected an application to convert the world's biggest bitcoin fund into an … [+2643 chars]",Grayscale 'GBTC Discount' Widens After SEC Bitcoin ETF Rejection,https://www.coindesk.com/markets/2022/07/01/grayscale-gbtc-discount-widens-after-sec-bitcoin-etf-rejection/,-0.5423,0.0,0.696,0.304,-1,-0.2732,0.062,0.845,0.093,-1,"['key', 'crypto', 'market', 'metric', 'known', 'Grayscale', 'discount', 'widening', 'U.S.', 'Securities', 'Exchange', 'Commission', 'rejected', 'application', 'convert', 'world', 'biggest', 'bitcoin', 'fund', '+2643']"
58,2022-07-07,"The crypto miner recorded gains in production in June, but higher electricity costs and falling bitcoin prices narrowed its margins.",en,"{'id': None, 'name': 'CoinDesk'}","Bitcoin miner Argo Blockchain (ARB) said it hired an in-house derivatives trader to better navigate a market rout that in June saw bitcoin post its biggest monthly price drop in 11 years.
The compan… [+1633 chars]","Argo Blockchain Hires Derivatives Trader to Navigate Market Rout, Sells BTC to Reduce Loan",https://www.coindesk.com/business/2022/07/07/argo-blockchain-hires-derivatives-trader-to-navigate-market-rout-sells-btc-to-reduce-loan/,0.0,0.0,1.0,0.0,0,0.2023,0.076,0.868,0.055,1,"['Bitcoin', 'miner', 'Argo', 'Blockchain', 'ARB', 'said', 'hired', 'in-house', 'derivative', 'trader', 'better', 'navigate', 'market', 'rout', 'June', 'saw', 'bitcoin', 'post', 'biggest', 'monthly', 'price', 'drop', '11', 'year', 'compan…', '+1633']"
