Date,ARKK
2015-08-03,21.110000610351562
2015-08-04,21.049999237060547
2015-08-05,21.100000381469727
2015-08-06,20.799999237060547
2015-08-07,20.777000427246094
2015-08-10,21.280000686645508
2015-08-11,20.99799919128418
2015-08-12,20.799999237060547
2015-08-13,20.988000869750977
2015-08-14,20.959999084472656
2015-08-17,21.117000579833984
2015-08-18,20.979999542236328
2015-08-19,20.75
2015-08-20,19.889999389648438
2015-08-21,19.530000686645508
2015-08-24,18.959999084472656
2015-08-25,19.3799991607666
2015-08-26,19.44499969482422
2015-08-27,20.04400062561035
2015-08-28,20.239999771118164
2015-08-31,20.100000381469727
2015-09-01,19.3700008392334
2015-09-02,19.584999084472656
2015-09-03,19.809999465942383
2015-09-04,19.420000076293945
2015-09-08,20.020000457763672
2015-09-09,20.09000015258789
2015-09-10,20.010000228881836
2015-09-11,20.110000610351562
2015-09-14,20.06999969482422
2015-09-15,20.329999923706055
2015-09-16,20.56999969482422
2015-09-17,20.75
2015-09-18,20.43000030517578
2015-09-21,20.299999237060547
2015-09-22,19.8799991607666
2015-09-23,19.84000015258789
2015-09-24,19.610000610351562
2015-09-25,19.399999618530273
2015-09-28,19.0
2015-09-29,18.690000534057617
2015-09-30,18.790000915527344
2015-10-01,18.530000686645508
2015-10-02,19.079999923706055
2015-10-05,19.520000457763672
2015-10-06,19.229999542236328
2015-10-07,19.510000228881836
2015-10-08,19.389999389648438
2015-10-09,19.825000762939453
2015-10-12,19.670000076293945
2015-10-13,19.600000381469727
2015-10-14,19.5
2015-10-15,19.524999618530273
2015-10-16,19.809999465942383
2015-10-19,19.809999465942383
2015-10-20,19.496000289916992
2015-10-21,19.65999984741211
2015-10-22,19.448999404907227
2015-10-23,19.809999465942383
2015-10-26,19.780000686645508
2015-10-27,19.610000610351562
2015-10-28,19.81999969482422
2015-10-29,19.719999313354492
2015-10-30,19.899999618530273
2015-11-02,20.459999084472656
2015-11-03,20.454999923706055
2015-11-04,20.836000442504883
2015-11-05,20.65999984741211
2015-11-06,20.847999572753906
2015-11-09,20.684999465942383
2015-11-10,20.433000564575195
2015-11-11,20.389999389648438
2015-11-12,20.040000915527344
2015-11-13,19.81999969482422
2015-11-16,19.920000076293945
2015-11-17,19.947999954223633
2015-11-18,20.190000534057617
2015-11-19,20.510000228881836
2015-11-20,20.649999618530273
2015-11-23,20.68000030517578
2015-11-24,20.6299991607666
2015-11-25,20.899999618530273
2015-11-27,21.270000457763672
2015-11-30,21.200000762939453
2015-12-01,21.309999465942383
2015-12-02,21.360000610351562
2015-12-03,20.850000381469727
2015-12-04,21.05500030517578
2015-12-07,20.790000915527344
2015-12-08,20.989999771118164
2015-12-09,20.71500015258789
2015-12-10,21.06999969482422
2015-12-11,20.920000076293945
2015-12-14,20.209999084472656
2015-12-15,20.552000045776367
2015-12-16,20.780000686645508
2015-12-17,20.993000030517578
2015-12-18,20.93000030517578
2015-12-21,20.8700008392334
2015-12-22,20.959999084472656
2015-12-23,21.267000198364258
2015-12-24,20.878999710083008
2015-12-28,20.90999984741211
2015-12-29,20.780000686645508
2015-12-30,20.84000015258789
2015-12-31,20.459999084472656
2016-01-04,20.010000228881836
2016-01-05,20.170000076293945
2016-01-06,19.829999923706055
2016-01-07,19.049999237060547
2016-01-08,18.829999923706055
2016-01-11,18.170000076293945
2016-01-12,18.434999465942383
2016-01-13,17.8700008392334
2016-01-14,18.030000686645508
2016-01-15,17.31999969482422
2016-01-19,17.5
2016-01-20,17.049999237060547
2016-01-21,17.200000762939453
2016-01-22,17.530000686645508
2016-01-25,17.31999969482422
2016-01-26,17.049999237060547
2016-01-27,16.87700080871582
2016-01-28,16.479999542236328
2016-01-29,16.739999771118164
2016-02-01,16.875
2016-02-02,16.459999084472656
2016-02-03,16.367000579833984
2016-02-04,16.520000457763672
2016-02-05,15.5
2016-02-08,14.800000190734863
2016-02-09,14.859999656677246
2016-02-10,15.055000305175781
2016-02-11,14.779999732971191
2016-02-12,14.949999809265137
2016-02-16,15.550000190734863
2016-02-17,16.1299991607666
2016-02-18,16.06999969482422
2016-02-19,16.100000381469727
2016-02-22,16.469999313354492
2016-02-23,16.299999237060547
2016-02-24,16.440000534057617
2016-02-25,16.530000686645508
2016-02-26,17.020000457763672
2016-02-29,17.100000381469727
2016-03-01,17.485000610351562
2016-03-02,17.729999542236328
2016-03-03,18.145000457763672
2016-03-04,18.540000915527344
2016-03-07,18.510000228881836
2016-03-08,18.209999084472656
2016-03-09,17.979999542236328
2016-03-10,17.812999725341797
2016-03-11,17.93000030517578
2016-03-14,18.399999618530273
2016-03-15,17.84000015258789
2016-03-16,17.989999771118164
2016-03-17,18.100000381469727
2016-03-18,18.507999420166016
2016-03-21,18.684999465942383
2016-03-22,18.8700008392334
2016-03-23,18.8700008392334
2016-03-24,18.270000457763672
2016-03-28,18.270000457763672
2016-03-29,18.834999084472656
2016-03-30,18.899999618530273
2016-03-31,19.1299991607666
2016-04-01,19.1299991607666
2016-04-04,19.530000686645508
2016-04-05,19.399999618530273
2016-04-06,19.482999801635742
2016-04-07,19.5
2016-04-08,19.389999389648438
2016-04-11,19.389999389648438
2016-04-12,19.489999771118164
2016-04-13,19.809999465942383
2016-04-14,20.020000457763672
2016-04-15,19.770000457763672
2016-04-18,19.81599998474121
2016-04-19,19.393999099731445
2016-04-20,19.565000534057617
2016-04-21,19.756999969482422
2016-04-22,19.709999084472656
2016-04-25,19.6200008392334
2016-04-26,19.570999145507812
2016-04-27,19.469999313354492
2016-04-28,19.594999313354492
2016-04-29,18.8799991607666
2016-05-02,19.0
2016-05-03,18.719999313354492
2016-05-04,18.209999084472656
2016-05-05,18.15999984741211
2016-05-06,17.940000534057617
2016-05-09,18.299999237060547
2016-05-10,18.441999435424805
2016-05-11,18.308000564575195
2016-05-12,17.948999404907227
2016-05-13,18.110000610351562
2016-05-16,18.280000686645508
2016-05-17,18.149999618530273
2016-05-18,18.280000686645508
2016-05-19,17.9689998626709
2016-05-20,18.200000762939453
2016-05-23,18.375999450683594
2016-05-24,18.920000076293945
2016-05-25,19.09000015258789
2016-05-26,19.219999313354492
2016-05-27,19.290000915527344
2016-05-31,19.489999771118164
2016-06-01,19.520000457763672
2016-06-02,19.742000579833984
2016-06-03,19.56999969482422
2016-06-06,19.920000076293945
2016-06-07,19.93000030517578
2016-06-08,19.920000076293945
2016-06-09,19.6299991607666
2016-06-10,19.600000381469727
2016-06-13,19.309999465942383
2016-06-14,19.239999771118164
2016-06-15,19.399999618530273
2016-06-16,19.420000076293945
2016-06-17,19.56999969482422
2016-06-20,19.670000076293945
2016-06-21,19.579999923706055
2016-06-22,19.437999725341797
2016-06-23,19.6200008392334
2016-06-24,18.959999084472656
2016-06-27,18.260000228881836
2016-06-28,18.697999954223633
2016-06-29,19.160999298095703
2016-06-30,19.290000915527344
2016-07-01,19.451000213623047
2016-07-05,19.24799919128418
2016-07-06,19.190000534057617
2016-07-07,19.6200008392334
2016-07-08,20.030000686645508
2016-07-11,20.110000610351562
2016-07-12,20.459999084472656
2016-07-13,20.479999542236328
2016-07-14,20.28499984741211
2016-07-15,20.295000076293945
2016-07-18,20.472000122070312
2016-07-19,20.09000015258789
2016-07-20,20.416000366210938
2016-07-21,20.3799991607666
2016-07-22,20.135000228881836
2016-07-25,20.125
2016-07-26,20.34000015258789
2016-07-27,20.517000198364258
2016-07-28,20.700000762939453
2016-07-29,20.59000015258789
2016-08-01,20.631000518798828
2016-08-02,20.21299934387207
2016-08-03,20.43000030517578
2016-08-04,20.68000030517578
2016-08-05,20.832000732421875
2016-08-08,20.899999618530273
2016-08-09,20.899999618530273
2016-08-10,20.930999755859375
2016-08-11,21.104999542236328
2016-08-12,21.18000030517578
2016-08-15,21.18000030517578
2016-08-16,21.329999923706055
2016-08-17,21.163999557495117
2016-08-18,21.225000381469727
2016-08-19,21.079999923706055
2016-08-22,21.166000366210938
2016-08-23,21.26799964904785
2016-08-24,21.239999771118164
2016-08-25,20.920000076293945
2016-08-26,20.889999389648438
2016-08-29,21.038999557495117
2016-08-30,20.834999084472656
2016-08-31,20.61400032043457
2016-09-01,20.469999313354492
2016-09-02,20.69300079345703
2016-09-06,21.16900062561035
2016-09-07,21.277000427246094
2016-09-08,21.27899932861328
2016-09-09,20.979999542236328
2016-09-12,20.979999542236328
2016-09-13,20.60700035095215
2016-09-14,20.719999313354492
2016-09-15,21.200000762939453
2016-09-16,21.200000762939453
2016-09-19,21.3799991607666
2016-09-20,21.450000762939453
2016-09-21,21.25
2016-09-22,21.850000381469727
2016-09-23,21.858999252319336
2016-09-26,21.690000534057617
2016-09-27,22.104999542236328
2016-09-28,22.15999984741211
2016-09-29,21.959999084472656
2016-09-30,22.18000030517578
2016-10-03,22.209999084472656
2016-10-04,22.079999923706055
2016-10-05,22.39299964904785
2016-10-06,21.81999969482422
2016-10-07,21.701000213623047
2016-10-10,21.899999618530273
2016-10-11,21.0
2016-10-12,20.850000381469727
2016-10-13,20.589000701904297
2016-10-14,20.3799991607666
2016-10-17,20.239999771118164
2016-10-18,20.56999969482422
2016-10-19,20.649999618530273
2016-10-20,20.56999969482422
2016-10-21,20.530000686645508
2016-10-24,20.667999267578125
2016-10-25,20.43000030517578
2016-10-26,20.329999923706055
2016-10-27,20.166000366210938
2016-10-28,19.979999542236328
2016-10-31,19.91699981689453
2016-11-01,19.7189998626709
2016-11-02,19.31999969482422
2016-11-03,19.200000762939453
2016-11-04,19.253999710083008
2016-11-07,19.81999969482422
2016-11-08,19.989999771118164
2016-11-09,20.045000076293945
2016-11-10,20.440000534057617
2016-11-11,20.361000061035156
2016-11-14,20.68000030517578
2016-11-15,20.594999313354492
2016-11-16,20.594999313354492
2016-11-17,20.719999313354492
2016-11-18,20.649999618530273
2016-11-21,20.8799991607666
2016-11-22,20.930999755859375
2016-11-23,20.829999923706055
2016-11-25,20.950000762939453
2016-11-28,20.860000610351562
2016-11-29,20.360000610351562
2016-11-30,20.110000610351562
2016-12-01,19.639999389648438
2016-12-02,19.795000076293945
2016-12-05,20.197999954223633
2016-12-06,20.174999237060547
2016-12-07,20.079999923706055
2016-12-08,20.326000213623047
2016-12-09,20.399999618530273
2016-12-12,20.39900016784668
2016-12-13,20.549999237060547
2016-12-14,20.410999298095703
2016-12-15,20.7810001373291
2016-12-16,20.829999923706055
2016-12-19,20.889999389648438
2016-12-20,20.827999114990234
2016-12-21,20.5
2016-12-22,20.219999313354492
2016-12-23,20.309999465942383
2016-12-27,20.71500015258789
2016-12-28,20.290000915527344
2016-12-29,20.190000534057617
2016-12-30,20.049999237060547
2017-01-03,20.437000274658203
2017-01-04,21.360000610351562
2017-01-05,21.149999618530273
2017-01-06,21.364999771118164
2017-01-09,21.645000457763672
2017-01-10,21.950000762939453
2017-01-11,21.780000686645508
2017-01-12,21.829999923706055
2017-01-13,22.059999465942383
2017-01-17,21.719999313354492
2017-01-18,21.799999237060547
2017-01-19,21.829999923706055
2017-01-20,21.849000930786133
2017-01-23,21.898000717163086
2017-01-24,22.059999465942383
2017-01-25,22.2450008392334
2017-01-26,22.110000610351562
2017-01-27,22.174999237060547
2017-01-30,22.003000259399414
2017-01-31,22.090999603271484
2017-02-01,22.27400016784668
2017-02-02,22.40999984741211
2017-02-03,22.3799991607666
2017-02-06,22.389999389648438
2017-02-07,22.280000686645508
2017-02-08,22.489999771118164
2017-02-09,22.924999237060547
2017-02-10,22.969999313354492
2017-02-13,23.049999237060547
2017-02-14,23.219999313354492
2017-02-15,23.167999267578125
2017-02-16,22.979999542236328
2017-02-17,23.139999389648438
2017-02-21,23.200000762939453
2017-02-22,23.17300033569336
2017-02-23,22.969999313354492
2017-02-24,22.860000610351562
2017-02-27,23.270000457763672
2017-02-28,23.125
2017-03-01,23.4950008392334
2017-03-02,23.25
2017-03-03,23.200000762939453
2017-03-06,23.270000457763672
2017-03-07,23.2450008392334
2017-03-08,23.23900032043457
2017-03-09,22.9950008392334
2017-03-10,23.209999084472656
2017-03-13,23.43000030517578
2017-03-14,23.3799991607666
2017-03-15,23.594999313354492
2017-03-16,23.719999313354492
2017-03-17,23.71299934387207
2017-03-20,23.700000762939453
2017-03-21,23.038999557495117
2017-03-22,23.020000457763672
2017-03-23,23.024999618530273
2017-03-24,23.15999984741211
2017-03-27,23.43000030517578
2017-03-28,23.594999313354492
2017-03-29,23.790000915527344
2017-03-30,23.850000381469727
2017-03-31,23.959999084472656
2017-04-03,24.030000686645508
2017-04-04,23.93000030517578
2017-04-05,23.655000686645508
2017-04-06,23.766000747680664
2017-04-07,23.944000244140625
2017-04-10,24.086999893188477
2017-04-11,24.027000427246094
2017-04-12,23.81599998474121
2017-04-13,23.850000381469727
2017-04-17,23.986000061035156
2017-04-18,24.15999984741211
2017-04-19,24.299999237060547
2017-04-20,24.549999237060547
2017-04-21,24.34000015258789
2017-04-24,24.68000030517578
2017-04-25,25.020000457763672
2017-04-26,25.329999923706055
2017-04-27,25.579999923706055
2017-04-28,25.170000076293945
2017-05-01,25.709999084472656
2017-05-02,25.68000030517578
2017-05-03,25.59000015258789
2017-05-04,25.5
2017-05-05,25.760000228881836
2017-05-08,25.690000534057617
2017-05-09,26.270000457763672
2017-05-10,26.518999099731445
2017-05-11,26.569000244140625
2017-05-12,26.711000442504883
2017-05-15,26.950000762939453
2017-05-16,27.075000762939453
2017-05-17,26.1200008392334
2017-05-18,26.8799991607666
2017-05-19,26.93000030517578
2017-05-22,27.350000381469727
2017-05-23,27.440000534057617
2017-05-24,28.260000228881836
2017-05-25,28.610000610351562
2017-05-26,28.25
2017-05-30,28.139999389648438
2017-05-31,28.350000381469727
2017-06-01,28.959999084472656
2017-06-02,29.15999984741211
2017-06-05,29.209999084472656
2017-06-06,29.40999984741211
2017-06-07,29.45400047302246
2017-06-08,29.75
2017-06-09,28.826000213623047
2017-06-12,28.270000457763672
2017-06-13,28.709999084472656
2017-06-14,28.459999084472656
2017-06-15,28.360000610351562
2017-06-16,28.52899932861328
2017-06-19,29.31999969482422
2017-06-20,29.350000381469727
2017-06-21,29.770000457763672
2017-06-22,30.049999237060547
2017-06-23,30.299999237060547
2017-06-26,29.850000381469727
2017-06-27,29.20599937438965
2017-06-28,29.785999298095703
2017-06-29,29.226999282836914
2017-06-30,28.950000762939453
2017-07-03,28.799999237060547
2017-07-05,28.989999771118164
2017-07-06,28.399999618530273
2017-07-07,28.579999923706055
2017-07-10,28.540000915527344
2017-07-11,28.899999618530273
2017-07-12,29.389999389648438
2017-07-13,29.260000228881836
2017-07-14,29.315000534057617
2017-07-17,29.110000610351562
2017-07-18,29.43000030517578
2017-07-19,29.469999313354492
2017-07-20,29.729999542236328
2017-07-21,29.950000762939453
2017-07-24,30.3799991607666
2017-07-25,30.299999237060547
2017-07-26,30.290000915527344
2017-07-27,29.829999923706055
2017-07-28,29.969999313354492
2017-07-31,29.621999740600586
2017-08-01,29.700000762939453
2017-08-02,29.812000274658203
2017-08-03,30.03499984741211
2017-08-04,30.399999618530273
2017-08-07,30.969999313354492
2017-08-08,30.920000076293945
2017-08-09,30.639999389648438
2017-08-10,30.09000015258789
2017-08-11,30.75
2017-08-14,31.75
2017-08-15,31.280000686645508
2017-08-16,31.530000686645508
2017-08-17,30.969999313354492
2017-08-18,30.75
2017-08-21,30.75
2017-08-22,31.31999969482422
2017-08-23,31.489999771118164
2017-08-24,31.739999771118164
2017-08-25,31.656999588012695
2017-08-28,32.310001373291016
2017-08-29,32.79999923706055
2017-08-30,33.41999816894531
2017-08-31,34.141998291015625
2017-09-01,33.63999938964844
2017-09-05,33.43000030517578
2017-09-06,33.63999938964844
2017-09-07,33.75
2017-09-08,33.27000045776367
2017-09-11,33.720001220703125
2017-09-12,33.869998931884766
2017-09-13,33.720001220703125
2017-09-14,33.54999923706055
2017-09-15,33.95000076293945
2017-09-18,34.36000061035156
2017-09-19,34.209999084472656
2017-09-20,34.29999923706055
2017-09-21,33.970001220703125
2017-09-22,33.900001525878906
2017-09-25,33.380001068115234
2017-09-26,33.25
2017-09-27,33.83000183105469
2017-09-28,34.119998931884766
2017-09-29,34.28799819946289
2017-10-02,34.470001220703125
2017-10-03,34.79999923706055
2017-10-04,34.65999984741211
2017-10-05,35.119998931884766
2017-10-06,35.02000045776367
2017-10-09,34.946998596191406
2017-10-10,34.790000915527344
2017-10-11,34.810001373291016
2017-10-12,34.91999816894531
2017-10-13,34.78499984741211
2017-10-16,34.689998626708984
2017-10-17,34.72999954223633
2017-10-18,34.689998626708984
2017-10-19,34.36000061035156
2017-10-20,34.84000015258789
2017-10-23,34.52000045776367
2017-10-24,34.36000061035156
2017-10-25,33.72999954223633
2017-10-26,34.209999084472656
2017-10-27,34.849998474121094
2017-10-30,35.040000915527344
2017-10-31,35.5099983215332
2017-11-01,34.959999084472656
2017-11-02,34.83000183105469
2017-11-03,35.29999923706055
2017-11-06,35.2400016784668
2017-11-07,34.88999938964844
2017-11-08,34.93000030517578
2017-11-09,34.65999984741211
2017-11-10,34.70000076293945
2017-11-13,34.849998474121094
2017-11-14,34.5099983215332
2017-11-15,34.599998474121094
2017-11-16,35.29999923706055
2017-11-17,35.47999954223633
2017-11-20,35.84000015258789
2017-11-21,36.439998626708984
2017-11-22,36.7599983215332
2017-11-24,36.939998626708984
2017-11-27,37.2599983215332
2017-11-28,37.66999816894531
2017-11-29,36.97999954223633
2017-11-30,37.20000076293945
2017-12-01,37.400001525878906
2017-12-04,36.7400016784668
2017-12-05,36.349998474121094
2017-12-06,36.52000045776367
2017-12-07,37.060001373291016
2017-12-08,36.7400016784668
2017-12-11,36.9900016784668
2017-12-12,37.540000915527344
2017-12-13,37.599998474121094
2017-12-14,37.56999969482422
2017-12-15,38.45000076293945
2017-12-18,39.939998626708984
2017-12-19,39.09000015258789
2017-12-20,38.33000183105469
2017-12-21,37.75
2017-12-22,37.75
2017-12-26,38.2599983215332
2017-12-27,37.54999923706055
2017-12-28,37.439998626708984
2017-12-29,37.08000183105469
2018-01-02,38.58000183105469
2018-01-03,38.7400016784668
2018-01-04,38.869998931884766
2018-01-05,39.5
2018-01-08,39.22999954223633
2018-01-09,39.310001373291016
2018-01-10,39.40999984741211
2018-01-11,39.5099983215332
2018-01-12,39.709999084472656
2018-01-16,38.81999969482422
2018-01-17,39.72999954223633
2018-01-18,39.869998931884766
2018-01-19,39.939998626708984
2018-01-22,41.04999923706055
2018-01-23,41.56999969482422
2018-01-24,41.31999969482422
2018-01-25,41.290000915527344
2018-01-26,42.04999923706055
2018-01-29,42.33000183105469
2018-01-30,41.599998474121094
2018-01-31,41.2400016784668
2018-02-01,40.75
2018-02-02,39.79999923706055
2018-02-05,38.38999938964844
2018-02-06,39.290000915527344
2018-02-07,39.84000015258789
2018-02-08,38.099998474121094
2018-02-09,38.369998931884766
2018-02-12,38.81999969482422
2018-02-13,39.27199935913086
2018-02-14,40.279998779296875
2018-02-15,41.09000015258789
2018-02-16,41.060001373291016
2018-02-20,41.02000045776367
2018-02-21,41.06999969482422
2018-02-22,40.9900016784668
2018-02-23,41.5099983215332
2018-02-26,42.36000061035156
2018-02-27,41.689998626708984
2018-02-28,40.90999984741211
2018-03-01,40.77000045776367
2018-03-02,41.709999084472656
2018-03-05,42.560001373291016
2018-03-06,42.959999084472656
2018-03-07,43.61000061035156
2018-03-08,44.0
2018-03-09,44.88999938964844
2018-03-12,44.97999954223633
2018-03-13,44.439998626708984
2018-03-14,44.130001068115234
2018-03-15,43.630001068115234
2018-03-16,43.41999816894531
2018-03-19,42.599998474121094
2018-03-20,42.68000030517578
2018-03-21,42.66999816894531
2018-03-22,41.459999084472656
2018-03-23,40.650001525878906
2018-03-26,41.5099983215332
2018-03-27,39.38999938964844
2018-03-28,38.38999938964844
2018-03-29,39.06999969482422
2018-04-02,37.810001373291016
2018-04-03,38.349998474121094
2018-04-04,39.27000045776367
2018-04-05,39.529998779296875
2018-04-06,38.439998626708984
2018-04-09,38.68000030517578
2018-04-10,39.91999816894531
2018-04-11,40.09000015258789
2018-04-12,40.52000045776367
2018-04-13,40.2400016784668
2018-04-16,40.220001220703125
2018-04-17,41.380001068115234
2018-04-18,41.65999984741211
2018-04-19,41.22999954223633
2018-04-20,40.869998931884766
2018-04-23,40.20000076293945
2018-04-24,39.630001068115234
2018-04-25,38.86000061035156
2018-04-26,39.540000915527344
2018-04-27,39.380001068115234
2018-04-30,39.09000015258789
2018-05-01,39.56999969482422
2018-05-02,39.54999923706055
2018-05-03,39.290000915527344
2018-05-04,39.90999984741211
2018-05-07,40.95000076293945
2018-05-08,41.290000915527344
2018-05-09,42.34000015258789
2018-05-10,42.66999816894531
2018-05-11,42.87699890136719
2018-05-14,42.95000076293945
2018-05-15,42.72999954223633
2018-05-16,43.06999969482422
2018-05-17,43.130001068115234
2018-05-18,42.619998931884766
2018-05-21,42.7400016784668
2018-05-22,42.869998931884766
2018-05-23,43.34000015258789
2018-05-24,43.25
2018-05-25,43.189998626708984
2018-05-29,43.06999969482422
2018-05-30,43.66999816894531
2018-05-31,43.47999954223633
2018-06-01,43.77000045776367
2018-06-04,44.5099983215332
2018-06-05,45.09000015258789
2018-06-06,45.869998931884766
2018-06-07,45.43000030517578
2018-06-08,45.70000076293945
2018-06-11,45.779998779296875
2018-06-12,46.16999816894531
2018-06-13,46.400001525878906
2018-06-14,47.27000045776367
2018-06-15,47.279998779296875
2018-06-18,47.849998474121094
2018-06-19,47.41999816894531
2018-06-20,48.369998931884766
2018-06-21,47.220001220703125
2018-06-22,46.61000061035156
2018-06-25,45.290000915527344
2018-06-26,45.77000045776367
2018-06-27,44.45000076293945
2018-06-28,44.970001220703125
2018-06-29,44.97999954223633
2018-07-02,45.599998474121094
2018-07-03,45.150001525878906
2018-07-05,45.77000045776367
2018-07-06,46.70000076293945
2018-07-09,47.16999816894531
2018-07-10,46.959999084472656
2018-07-11,46.91999816894531
2018-07-12,47.75
2018-07-13,47.7400016784668
2018-07-16,46.939998626708984
2018-07-17,47.45000076293945
2018-07-18,47.310001373291016
2018-07-19,47.529998779296875
2018-07-20,47.27000045776367
2018-07-23,47.11000061035156
2018-07-24,45.880001068115234
2018-07-25,46.86000061035156
2018-07-26,46.5
2018-07-27,44.720001220703125
2018-07-30,43.599998474121094
2018-07-31,44.54999923706055
