Date,AMD
1980-12-15,5.9166669845581055
1980-12-16,5.5833330154418945
1980-12-17,5.3333330154418945
1980-12-18,5.2708330154418945
1980-12-19,4.9583330154418945
1980-12-22,5.0416669845581055
1980-12-23,5.3541669845581055
1980-12-24,5.6458330154418945
1980-12-26,5.6875
1980-12-29,5.4791669845581055
1980-12-30,5.6875
1980-12-31,5.75
1981-01-02,5.875
1981-01-05,5.4375
1981-01-06,5.3125
1981-01-07,5.1875
1981-01-08,4.9375
1981-01-09,4.5416669845581055
1981-01-12,4.6666669845581055
1981-01-13,4.5833330154418945
1981-01-14,4.625
1981-01-15,4.6875
1981-01-16,4.7291669845581055
1981-01-19,4.8125
1981-01-20,4.5625
1981-01-21,4.6041669845581055
1981-01-22,4.5625
1981-01-23,4.375
1981-01-26,4.0833330154418945
1981-01-27,4.1458330154418945
1981-01-28,4.125
1981-01-29,4.125
1981-01-30,3.9375
1981-02-02,3.4791669845581055
1981-02-03,4.0
1981-02-04,4.0416669845581055
1981-02-05,4.1458330154418945
1981-02-06,4.2916669845581055
1981-02-09,4.1041669845581055
1981-02-10,3.9791669845581055
1981-02-11,3.9166669845581055
1981-02-12,3.8125
1981-02-13,3.7708330154418945
1981-02-17,3.875
1981-02-18,3.8958330154418945
1981-02-19,3.7916669845581055
1981-02-20,3.7083330154418945
1981-02-23,3.8541669845581055
1981-02-24,3.9166669845581055
1981-02-25,3.75
1981-02-26,3.6666669845581055
1981-02-27,3.875
1981-03-02,4.0833330154418945
1981-03-03,4.0
1981-03-04,3.9583330154418945
1981-03-05,3.75
1981-03-06,3.8333330154418945
1981-03-09,3.8541669845581055
1981-03-10,3.8125
1981-03-11,3.7916669845581055
1981-03-12,4.0833330154418945
1981-03-13,3.9583330154418945
1981-03-16,4.2291669845581055
1981-03-17,4.1875
1981-03-18,4.1666669845581055
1981-03-19,4.1041669845581055
1981-03-20,4.1666669845581055
1981-03-23,4.3333330154418945
1981-03-24,4.3958330154418945
1981-03-25,4.5208330154418945
1981-03-26,4.4583330154418945
1981-03-27,4.2916669845581055
1981-03-30,4.2291669845581055
1981-03-31,4.3541669845581055
1981-04-01,4.25
1981-04-02,4.125
1981-04-03,4.0625
1981-04-06,4.0833330154418945
1981-04-07,4.1458330154418945
1981-04-08,4.2291669845581055
1981-04-09,4.3333330154418945
1981-04-10,4.4166669845581055
1981-04-13,4.6041669845581055
1981-04-14,4.5625
1981-04-15,4.6458330154418945
1981-04-16,4.7916669845581055
1981-04-20,5.1458330154418945
1981-04-21,4.7708330154418945
1981-04-22,4.875
1981-04-23,4.9583330154418945
1981-04-24,4.9375
1981-04-27,4.7916669845581055
1981-04-28,4.6666669845581055
1981-04-29,4.5833330154418945
1981-04-30,4.5625
1981-05-01,4.4375
1981-05-04,4.3125
1981-05-05,4.3125
1981-05-06,4.4583330154418945
1981-05-07,4.5416669845581055
1981-05-08,4.5625
1981-05-11,4.4583330154418945
1981-05-12,4.7291669845581055
1981-05-13,4.5416669845581055
1981-05-14,4.4791669845581055
1981-05-15,4.5416669845581055
1981-05-18,4.625
1981-05-19,4.5625
1981-05-20,4.5208330154418945
1981-05-21,4.5416669845581055
1981-05-22,4.4583330154418945
1981-05-26,4.5833330154418945
1981-05-27,4.5625
1981-05-28,4.8333330154418945
1981-05-29,4.75
1981-06-01,4.6666669845581055
1981-06-02,4.4166669845581055
1981-06-03,4.2916669845581055
1981-06-04,4.25
1981-06-05,4.375
1981-06-08,4.3541669845581055
1981-06-09,4.2291669845581055
1981-06-10,4.3125
1981-06-11,4.4583330154418945
1981-06-12,4.4583330154418945
1981-06-15,4.4375
1981-06-16,4.0208330154418945
1981-06-17,4.25
1981-06-18,4.0625
1981-06-19,4.0625
1981-06-22,3.8333330154418945
1981-06-23,3.8958330154418945
1981-06-24,3.8541669845581055
1981-06-25,3.8958330154418945
1981-06-26,4.125
1981-06-29,4.0416669845581055
1981-06-30,3.9166669845581055
1981-07-01,3.8333330154418945
1981-07-02,3.5833330154418945
1981-07-06,3.7083330154418945
1981-07-07,3.7083330154418945
1981-07-08,3.5416669845581055
1981-07-09,3.6875
1981-07-10,3.5416669845581055
1981-07-13,3.6041669845581055
1981-07-14,3.5
1981-07-15,3.6041669845581055
1981-07-16,3.625
1981-07-17,3.6458330154418945
1981-07-20,3.6041669845581055
1981-07-21,3.5833330154418945
1981-07-22,3.6041669845581055
1981-07-23,3.625
1981-07-24,3.6041669845581055
1981-07-27,3.5416669845581055
1981-07-28,3.4166669845581055
1981-07-29,3.4583330154418945
1981-07-30,3.4375
1981-07-31,3.3333330154418945
1981-08-03,3.2708330154418945
1981-08-04,3.25
1981-08-05,3.375
1981-08-06,3.2708330154418945
1981-08-07,3.2291669845581055
1981-08-10,3.2083330154418945
1981-08-11,3.3333330154418945
1981-08-12,3.25
1981-08-13,3.375
1981-08-14,3.4791669845581055
1981-08-17,3.4791669845581055
1981-08-18,3.5208330154418945
1981-08-19,3.4791669845581055
1981-08-20,3.4166669845581055
1981-08-21,3.2916669845581055
1981-08-24,3.1458330154418945
1981-08-25,3.2083330154418945
1981-08-26,3.1875
1981-08-27,3.1041669845581055
1981-08-28,3.1458330154418945
1981-08-31,3.0625
1981-09-01,3.0625
1981-09-02,3.1458330154418945
1981-09-03,2.9583330154418945
1981-09-04,2.9791669845581055
1981-09-08,2.8958330154418945
1981-09-09,2.8958330154418945
1981-09-10,3.1041669845581055
1981-09-11,3.1458330154418945
1981-09-14,3.0416669845581055
1981-09-15,3.0
1981-09-16,2.8333330154418945
1981-09-17,2.6875
1981-09-18,2.75
1981-09-21,2.7291669845581055
1981-09-22,2.6041669845581055
1981-09-23,2.5
1981-09-24,2.5833330154418945
1981-09-25,2.4583330154418945
1981-09-28,2.7916669845581055
1981-09-29,2.6666669845581055
1981-09-30,2.7083330154418945
1981-10-01,2.7708330154418945
1981-10-02,2.9791669845581055
1981-10-05,3.0
1981-10-06,2.8958330154418945
1981-10-07,2.875
1981-10-08,2.8958330154418945
1981-10-09,2.9375
1981-10-12,3.0208330154418945
1981-10-13,3.2708330154418945
1981-10-14,3.1041669845581055
1981-10-15,3.1875
1981-10-16,3.125
1981-10-19,3.1458330154418945
1981-10-20,3.1666669845581055
1981-10-21,3.2916669845581055
1981-10-22,3.125
1981-10-23,2.9791669845581055
1981-10-26,3.0208330154418945
1981-10-27,3.0625
1981-10-28,3.2916669845581055
1981-10-29,3.2083330154418945
1981-10-30,3.2916669845581055
1981-11-02,3.3958330154418945
1981-11-03,3.4375
1981-11-04,3.4375
1981-11-05,3.3333330154418945
1981-11-06,3.2291669845581055
1981-11-09,3.2291669845581055
1981-11-10,3.125
1981-11-11,3.1041669845581055
1981-11-12,3.125
1981-11-13,2.875
1981-11-16,2.875
1981-11-17,2.8541669845581055
1981-11-18,2.8333330154418945
1981-11-19,2.8333330154418945
1981-11-20,2.8958330154418945
1981-11-23,2.8541669845581055
1981-11-24,2.9791669845581055
1981-11-25,2.8958330154418945
1981-11-27,2.7291669845581055
1981-11-30,2.8333330154418945
1981-12-01,2.9583330154418945
1981-12-02,3.0833330154418945
1981-12-03,3.0625
1981-12-04,3.0416669845581055
1981-12-07,3.0
1981-12-08,2.8958330154418945
1981-12-09,2.8958330154418945
1981-12-10,2.9583330154418945
1981-12-11,2.9791669845581055
1981-12-14,2.875
1981-12-15,2.9375
1981-12-16,2.8958330154418945
1981-12-17,2.9583330154418945
1981-12-18,3.0
1981-12-21,3.0
1981-12-22,2.9791669845581055
1981-12-23,3.0208330154418945
1981-12-24,3.0208330154418945
1981-12-28,3.0
1981-12-29,2.9791669845581055
1981-12-30,2.9375
1981-12-31,2.9375
1982-01-04,2.9791669845581055
1982-01-05,2.8958330154418945
1982-01-06,2.8125
1982-01-07,2.7708330154418945
1982-01-08,2.7708330154418945
1982-01-11,2.7083330154418945
1982-01-12,2.7083330154418945
1982-01-13,2.6458330154418945
1982-01-14,2.5833330154418945
1982-01-15,2.6666669845581055
1982-01-18,2.8333330154418945
1982-01-19,2.7708330154418945
1982-01-20,2.8125
1982-01-21,2.8333330154418945
1982-01-22,2.875
1982-01-25,2.8958330154418945
1982-01-26,3.0416669845581055
1982-01-27,3.1041669845581055
1982-01-28,3.1875
1982-01-29,3.2708330154418945
1982-02-01,3.1875
1982-02-02,3.2708330154418945
1982-02-03,3.1041669845581055
1982-02-04,2.9791669845581055
1982-02-05,3.1458330154418945
1982-02-08,3.0
1982-02-09,2.9583330154418945
1982-02-10,2.9166669845581055
1982-02-11,2.9166669845581055
1982-02-12,2.9166669845581055
1982-02-16,3.0416669845581055
1982-02-17,3.0
1982-02-18,3.0
1982-02-19,2.9583330154418945
1982-02-22,2.8333330154418945
1982-02-23,2.9583330154418945
1982-02-24,2.9791669845581055
1982-02-25,3.125
1982-02-26,3.125
1982-03-01,3.2708330154418945
1982-03-02,3.2708330154418945
1982-03-03,3.125
1982-03-04,3.2708330154418945
1982-03-05,3.25
1982-03-08,3.1458330154418945
1982-03-09,3.0416669845581055
1982-03-10,3.1041669845581055
1982-03-11,3.1875
1982-03-12,3.1458330154418945
1982-03-15,3.3125
1982-03-16,3.3333330154418945
1982-03-17,3.375
1982-03-18,3.6666669845581055
1982-03-19,3.7916669845581055
1982-03-22,3.875
1982-03-23,3.7083330154418945
1982-03-24,3.6666669845581055
1982-03-25,3.7083330154418945
1982-03-26,3.6666669845581055
1982-03-29,3.7291669845581055
1982-03-30,3.7291669845581055
1982-03-31,3.75
1982-04-01,3.7916669845581055
1982-04-02,3.9166669845581055
1982-04-05,3.8958330154418945
1982-04-06,3.8541669845581055
1982-04-07,3.8958330154418945
1982-04-08,4.0
1982-04-12,4.0625
1982-04-13,4.1041669845581055
1982-04-14,3.9583330154418945
1982-04-15,4.0833330154418945
1982-04-16,4.0625
1982-04-19,4.0416669845581055
1982-04-20,3.8541669845581055
1982-04-21,3.8958330154418945
1982-04-22,4.0
1982-04-23,4.1041669845581055
1982-04-26,4.0625
1982-04-27,3.9375
1982-04-28,4.1041669845581055
1982-04-29,4.1458330154418945
1982-04-30,4.1666669845581055
1982-05-03,4.2708330154418945
1982-05-04,4.2708330154418945
1982-05-05,4.2291669845581055
1982-05-06,4.2083330154418945
1982-05-07,4.25
1982-05-10,4.25
1982-05-11,4.3541669845581055
1982-05-12,4.25
1982-05-13,4.3541669845581055
1982-05-14,4.5
1982-05-17,4.3333330154418945
1982-05-18,4.1666669845581055
1982-05-19,4.125
1982-05-20,4.0416669845581055
1982-05-21,4.0833330154418945
1982-05-24,4.1041669845581055
1982-05-25,4.0416669845581055
1982-05-26,3.8541669845581055
1982-05-27,3.8958330154418945
1982-05-28,3.9166669845581055
1982-06-01,3.9583330154418945
1982-06-02,4.0
1982-06-03,4.0208330154418945
1982-06-04,3.7708330154418945
1982-06-07,3.8125
1982-06-08,3.8333330154418945
1982-06-09,3.7291669845581055
1982-06-10,3.8125
1982-06-11,4.0208330154418945
1982-06-14,3.9583330154418945
1982-06-15,3.7916669845581055
1982-06-16,3.8541669845581055
1982-06-17,3.8125
1982-06-18,3.7291669845581055
1982-06-21,3.75
1982-06-22,3.9583330154418945
1982-06-23,4.1666669845581055
1982-06-24,3.8958330154418945
1982-06-25,3.8958330154418945
1982-06-28,4.0
1982-06-29,4.0416669845581055
1982-06-30,4.0416669845581055
1982-07-01,3.9375
1982-07-02,3.8958330154418945
1982-07-06,3.8958330154418945
1982-07-07,3.9166669845581055
1982-07-08,3.8541669845581055
1982-07-09,3.9166669845581055
1982-07-12,3.9583330154418945
1982-07-13,4.2083330154418945
1982-07-14,4.375
1982-07-15,4.2916669845581055
1982-07-16,4.375
1982-07-19,4.3333330154418945
1982-07-20,4.5
1982-07-21,4.4583330154418945
1982-07-22,4.5
1982-07-23,4.5208330154418945
1982-07-26,4.4583330154418945
1982-07-27,4.4166669845581055
1982-07-28,4.4583330154418945
1982-07-29,4.5416669845581055
1982-07-30,4.2083330154418945
1982-08-02,4.2708330154418945
1982-08-03,4.3333330154418945
1982-08-04,4.1875
1982-08-05,3.9375
1982-08-06,3.875
1982-08-09,3.8333330154418945
1982-08-10,3.7291669845581055
1982-08-11,3.7083330154418945
1982-08-12,3.5416669845581055
1982-08-13,3.5
1982-08-16,3.5208330154418945
1982-08-17,4.0
1982-08-18,3.7708330154418945
1982-08-19,3.7916669845581055
1982-08-20,4.0
1982-08-23,4.2708330154418945
1982-08-24,4.375
1982-08-25,4.5416669845581055
1982-08-26,4.8333330154418945
1982-08-27,4.75
1982-08-30,5.0833330154418945
1982-08-31,5.0416669845581055
1982-09-01,4.7916669845581055
1982-09-02,5.0625
1982-09-03,5.1875
1982-09-07,5.0416669845581055
1982-09-08,5.0625
1982-09-09,4.7916669845581055
1982-09-10,4.875
1982-09-13,4.8958330154418945
1982-09-14,5.0416669845581055
1982-09-15,4.9791669845581055
1982-09-16,4.8958330154418945
1982-09-17,4.6458330154418945
1982-09-20,4.6458330154418945
1982-09-21,4.8958330154418945
1982-09-22,4.9166669845581055
1982-09-23,5.0
1982-09-24,4.75
1982-09-27,4.6458330154418945
1982-09-28,4.6041669845581055
1982-09-29,4.4375
1982-09-30,4.4375
1982-10-01,4.5
1982-10-04,4.4375
1982-10-05,4.4375
1982-10-06,4.8958330154418945
1982-10-07,5.1041669845581055
1982-10-08,5.125
1982-10-11,5.2291669845581055
1982-10-12,4.9375
1982-10-13,5.2083330154418945
1982-10-14,5.1458330154418945
1982-10-15,5.2916669845581055
1982-10-18,5.5416669845581055
1982-10-19,5.625
1982-10-20,5.7916669845581055
1982-10-21,5.9791669845581055
1982-10-22,6.125
1982-10-25,5.5208330154418945
1982-10-26,5.8333330154418945
1982-10-27,5.7916669845581055
1982-10-28,5.65625
1982-10-29,5.9375
1982-11-01,6.0
1982-11-02,6.25
1982-11-03,6.78125
1982-11-04,6.9375
1982-11-05,6.875
1982-11-08,6.5625
1982-11-09,6.625
1982-11-10,6.0625
1982-11-11,6.15625
1982-11-12,6.15625
1982-11-15,6.125
1982-11-16,5.75
1982-11-17,6.125
1982-11-18,6.0625
1982-11-19,5.875
1982-11-22,5.84375
1982-11-23,5.8125
1982-11-24,5.625
1982-11-26,5.6875
1982-11-29,5.59375
1982-11-30,6.25
1982-12-01,6.1875
1982-12-02,5.96875
1982-12-03,5.8125
1982-12-06,6.15625
1982-12-07,6.34375
1982-12-08,6.3125
1982-12-09,5.875
1982-12-10,5.875
1982-12-13,5.9375
1982-12-14,5.8125
1982-12-15,5.75
1982-12-16,5.96875
1982-12-17,6.1875
1982-12-20,6.21875
1982-12-21,6.5
1982-12-22,6.75
1982-12-23,6.65625
1982-12-27,6.59375
1982-12-28,6.375
1982-12-29,6.21875
1982-12-30,6.3125
1982-12-31,6.28125
1983-01-03,6.125
1983-01-04,6.21875
1983-01-05,6.09375
1983-01-06,6.53125
1983-01-07,6.78125
1983-01-10,6.9375
1983-01-11,6.96875
1983-01-12,7.25
1983-01-13,7.28125
1983-01-14,8.0
1983-01-17,8.34375
1983-01-18,8.90625
1983-01-19,8.6875
1983-01-20,8.875
1983-01-21,8.5625
1983-01-24,7.96875
1983-01-25,8.34375
1983-01-26,8.53125
1983-01-27,8.78125
1983-01-28,8.78125
1983-01-31,9.0
1983-02-01,9.0
1983-02-02,8.75
1983-02-03,8.875
1983-02-04,9.5
1983-02-07,9.21875
1983-02-08,8.6875
1983-02-09,8.4375
1983-02-10,8.75
1983-02-11,8.78125
1983-02-14,9.21875
1983-02-15,9.34375
1983-02-16,9.0625
1983-02-17,8.75
1983-02-18,8.9375
1983-02-22,8.875
1983-02-23,9.4375
1983-02-24,9.6875
1983-02-25,9.3125
1983-02-28,9.125
1983-03-01,9.0625
1983-03-02,8.65625
1983-03-03,8.65625
1983-03-04,8.75
1983-03-07,8.71875
1983-03-08,8.40625
1983-03-09,8.4375
1983-03-10,8.28125
1983-03-11,8.15625
1983-03-14,8.375
1983-03-15,8.8125
1983-03-16,8.96875
1983-03-17,8.78125
1983-03-18,8.875
1983-03-21,9.0
1983-03-22,8.5
1983-03-23,8.71875
1983-03-24,8.78125
1983-03-25,8.875
1983-03-28,8.6875
1983-03-29,8.4375
1983-03-30,8.75
1983-03-31,8.375
1983-04-04,8.28125
1983-04-05,8.15625
1983-04-06,7.875
1983-04-07,7.9375
1983-04-08,8.15625
1983-04-11,8.40625
1983-04-12,8.4375
1983-04-13,8.96875
1983-04-14,9.4375
1983-04-15,9.40625
1983-04-18,9.25
1983-04-19,9.09375
1983-04-20,9.625
1983-04-21,9.46875
1983-04-22,9.25
1983-04-25,8.875
1983-04-26,9.4375
1983-04-27,9.375
1983-04-28,9.3125
1983-04-29,9.5
1983-05-02,9.375
1983-05-03,9.84375
1983-05-04,10.46875
1983-05-05,10.96875
1983-05-06,11.46875
1983-05-09,11.3125
1983-05-10,11.4375
1983-05-11,11.28125
1983-05-12,10.96875
1983-05-13,11.53125
1983-05-16,11.3125
1983-05-17,11.3125
1983-05-18,11.34375
1983-05-19,11.1875
1983-05-20,11.75
1983-05-23,11.96875
1983-05-24,12.59375
1983-05-25,13.09375
1983-05-26,12.5
1983-05-27,12.40625
1983-05-31,12.125
1983-06-01,12.625
1983-06-02,13.09375
1983-06-03,13.40625
1983-06-06,13.625
1983-06-07,13.21875
1983-06-08,13.1875
1983-06-09,13.09375
1983-06-10,13.0625
1983-06-13,12.90625
1983-06-14,12.65625
1983-06-15,13.0625
1983-06-16,13.65625
1983-06-17,13.65625
1983-06-20,13.46875
1983-06-21,13.5
1983-06-22,14.65625
1983-06-23,15.8125
1983-06-24,16.0625
1983-06-27,16.125
1983-06-28,15.25
1983-06-29,15.84375
1983-06-30,16.125
1983-07-01,16.15625
1983-07-05,15.78125
1983-07-06,15.90625
1983-07-07,16.0625
1983-07-08,15.875
1983-07-11,16.21875
1983-07-12,15.90625
1983-07-13,15.4375
1983-07-14,14.75
1983-07-15,14.4375
1983-07-18,14.03125
1983-07-19,14.71875
1983-07-20,15.75
1983-07-21,16.96875
1983-07-22,16.28125
1983-07-25,16.46875
1983-07-26,16.5625
1983-07-27,15.96875
1983-07-28,14.84375
1983-07-29,14.875
1983-08-01,15.0
1983-08-02,14.65625
1983-08-03,14.5
1983-08-04,14.1875
1983-08-05,14.1875
1983-08-08,14.0
1983-08-09,13.375
1983-08-10,13.40625
1983-08-11,14.0
1983-08-12,14.1875
1983-08-15,14.28125
1983-08-16,13.46875
1983-08-17,13.53125
1983-08-18,13.3125
1983-08-19,13.6875
1983-08-22,12.96875
1983-08-23,13.75
1983-08-24,13.5
1983-08-25,13.6875
1983-08-26,14.625
1983-08-29,15.375
1983-08-30,15.3125
1983-08-31,15.875
1983-09-01,15.4375
1983-09-02,16.0
1983-09-06,16.4375
1983-09-07,16.0
1983-09-08,16.0
1983-09-09,15.1875
1983-09-12,14.625
1983-09-13,14.6875
1983-09-14,14.375
1983-09-15,14.875
1983-09-16,15.25
1983-09-19,16.0
1983-09-20,15.75
1983-09-21,15.75
1983-09-22,16.125
1983-09-23,15.375
1983-09-26,15.0
1983-09-27,15.0625
1983-09-28,15.875
1983-09-29,15.3125
1983-09-30,14.5
1983-10-03,15.0
1983-10-04,15.4375
1983-10-05,15.5625
1983-10-06,16.0625
1983-10-07,16.3125
1983-10-10,16.8125
1983-10-11,15.8125
1983-10-12,15.625
1983-10-13,15.8125
1983-10-14,16.0
1983-10-17,16.4375
1983-10-18,15.0625
1983-10-19,15.0625
1983-10-20,15.1875
1983-10-21,14.75
1983-10-24,15.625
1983-10-25,15.625
1983-10-26,15.25
1983-10-27,15.3125
1983-10-28,15.5
1983-10-31,15.0
1983-11-01,14.8125
1983-11-02,15.125
1983-11-03,14.6875
1983-11-04,14.625
1983-11-07,13.8125
1983-11-08,13.375
1983-11-09,14.75
1983-11-10,15.375
1983-11-11,16.125
1983-11-14,15.75
1983-11-15,15.8125
1983-11-16,15.875
1983-11-17,16.375
1983-11-18,16.75
1983-11-21,17.0625
1983-11-22,16.5
1983-11-23,16.3125
1983-11-25,16.6875
1983-11-28,16.6875
1983-11-29,17.6875
1983-11-30,17.0
1983-12-01,16.8125
1983-12-02,16.875
1983-12-05,16.6875
1983-12-06,16.8125
1983-12-07,17.1875
1983-12-08,16.5625
1983-12-09,16.375
1983-12-12,16.625
1983-12-13,16.5
1983-12-14,16.125
1983-12-15,16.1875
1983-12-16,16.0
1983-12-19,16.0625
1983-12-20,16.3125
1983-12-21,15.9375
1983-12-22,16.125
1983-12-23,16.1875
1983-12-27,16.5625
1983-12-28,16.375
1983-12-29,16.8125
1983-12-30,16.8125
1984-01-03,16.875
1984-01-04,17.5625
1984-01-05,17.75
1984-01-06,18.0
1984-01-09,18.375
1984-01-10,17.9375
1984-01-11,17.8125
1984-01-12,18.375
1984-01-13,18.0
1984-01-16,18.0
1984-01-17,18.375
1984-01-18,17.875
1984-01-19,18.125
1984-01-20,17.625
1984-01-23,17.1875
1984-01-24,17.3125
1984-01-25,16.625
1984-01-26,15.625
1984-01-27,15.0625
1984-01-30,14.5
1984-01-31,14.375
1984-02-01,14.1875
1984-02-02,14.5625
1984-02-03,14.25
1984-02-06,13.375
1984-02-07,13.875
1984-02-08,13.0
1984-02-09,13.5
1984-02-10,13.1875
1984-02-13,13.375
1984-02-14,13.9375
1984-02-15,13.6875
1984-02-16,13.8125
1984-02-17,13.5
1984-02-21,13.875
1984-02-22,13.9375
1984-02-23,13.5
1984-02-24,14.875
1984-02-27,14.875
1984-02-28,14.1875
1984-02-29,14.125
1984-03-01,14.5625
1984-03-02,14.5
1984-03-05,14.625
1984-03-06,13.75
1984-03-07,13.5625
1984-03-08,13.75
1984-03-09,13.75
1984-03-12,14.625
1984-03-13,15.0
1984-03-14,14.9375
1984-03-15,14.9375
1984-03-16,15.25
1984-03-19,14.875
1984-03-20,14.875
1984-03-21,14.4375
1984-03-22,14.0625
1984-03-23,13.9375
1984-03-26,14.125
1984-03-27,14.125
1984-03-28,14.8125
1984-03-29,14.5625
1984-03-30,14.25
1984-04-02,14.625
1984-04-03,14.4375
1984-04-04,13.8125
1984-04-05,13.375
1984-04-06,13.875
1984-04-09,14.25
1984-04-10,14.5625
1984-04-11,14.3125
1984-04-12,15.375
1984-04-13,15.25
1984-04-16,15.875
