Date,CAT
1962-10-02,1.3125
1962-10-03,1.3229169845581055
1962-10-04,1.3541669845581055
1962-10-05,1.34375
1962-10-08,1.3385419845581055
1962-10-09,1.3177080154418945
1962-10-10,1.3541669845581055
1962-10-11,1.328125
1962-10-12,1.3177080154418945
1962-10-15,1.3697919845581055
1962-10-16,1.3489580154418945
1962-10-17,1.359375
1962-10-18,1.3333330154418945
1962-10-19,1.2916669845581055
1962-10-22,1.265625
1962-10-23,1.2447919845581055
1962-10-24,1.28125
1962-10-25,1.2760419845581055
1962-10-26,1.2708330154418945
1962-10-29,1.328125
1962-10-30,1.375
1962-10-31,1.3697919845581055
1962-11-01,1.4010419845581055
1962-11-02,1.4114580154418945
1962-11-05,1.4375
1962-11-07,1.4583330154418945
1962-11-08,1.4583330154418945
1962-11-09,1.453125
1962-11-12,1.4583330154418945
1962-11-13,1.484375
1962-11-14,1.5052080154418945
1962-11-15,1.5
1962-11-16,1.5
1962-11-19,1.5
1962-11-20,1.5
1962-11-21,1.5
1962-11-23,1.5
1962-11-26,1.5
1962-11-27,1.5
1962-11-28,1.5052080154418945
1962-11-29,1.5052080154418945
1962-11-30,1.5052080154418945
1962-12-03,1.5104169845581055
1962-12-04,1.5677080154418945
1962-12-05,1.5520830154418945
1962-12-06,1.578125
1962-12-07,1.5729169845581055
1962-12-10,1.5416669845581055
1962-12-11,1.5416669845581055
1962-12-12,1.4947919845581055
1962-12-13,1.5104169845581055
1962-12-14,1.4895830154418945
1962-12-17,1.4739580154418945
1962-12-18,1.5
1962-12-19,1.5052080154418945
1962-12-20,1.4895830154418945
1962-12-21,1.5208330154418945
1962-12-24,1.5260419845581055
1962-12-26,1.546875
1962-12-27,1.5520830154418945
1962-12-28,1.5416669845581055
1962-12-31,1.5572919845581055
1963-01-02,1.5416669845581055
1963-01-03,1.5572919845581055
1963-01-04,1.59375
1963-01-07,1.5885419845581055
1963-01-08,1.5885419845581055
1963-01-09,1.5885419845581055
1963-01-10,1.5833330154418945
1963-01-11,1.5833330154418945
1963-01-14,1.59375
1963-01-15,1.6041669845581055
1963-01-16,1.5729169845581055
1963-01-17,1.5885419845581055
1963-01-18,1.5833330154418945
1963-01-21,1.546875
1963-01-22,1.5572919845581055
1963-01-23,1.5520830154418945
1963-01-24,1.5572919845581055
1963-01-25,1.5625
1963-01-28,1.5833330154418945
1963-01-29,1.5885419845581055
1963-01-30,1.5885419845581055
1963-01-31,1.6041669845581055
1963-02-01,1.5833330154418945
1963-02-04,1.5729169845581055
1963-02-05,1.5520830154418945
1963-02-06,1.5625
1963-02-07,1.5208330154418945
1963-02-08,1.515625
1963-02-11,1.4895830154418945
1963-02-12,1.515625
1963-02-13,1.515625
1963-02-14,1.5208330154418945
1963-02-15,1.5
1963-02-18,1.5
1963-02-19,1.4895830154418945
1963-02-20,1.4791669845581055
1963-02-21,1.4635419845581055
1963-02-25,1.46875
1963-02-26,1.4791669845581055
1963-02-27,1.4635419845581055
1963-02-28,1.4583330154418945
1963-03-01,1.453125
1963-03-04,1.484375
1963-03-05,1.46875
1963-03-06,1.484375
1963-03-07,1.5
1963-03-08,1.4791669845581055
1963-03-11,1.5
1963-03-12,1.5052080154418945
1963-03-13,1.4947919845581055
1963-03-14,1.4947919845581055
1963-03-15,1.4791669845581055
1963-03-18,1.4895830154418945
1963-03-19,1.4895830154418945
1963-03-20,1.4739580154418945
1963-03-21,1.46875
1963-03-22,1.46875
1963-03-25,1.4635419845581055
1963-03-26,1.484375
1963-03-27,1.5104169845581055
1963-03-28,1.5364580154418945
1963-03-29,1.5208330154418945
1963-04-01,1.546875
1963-04-02,1.546875
1963-04-03,1.5625
1963-04-04,1.5572919845581055
1963-04-05,1.5572919845581055
1963-04-08,1.5729169845581055
1963-04-09,1.59375
1963-04-10,1.5625
1963-04-11,1.5572919845581055
1963-04-15,1.5572919845581055
1963-04-16,1.5520830154418945
1963-04-17,1.5416669845581055
1963-04-18,1.5625
1963-04-19,1.5677080154418945
1963-04-22,1.546875
1963-04-23,1.5364580154418945
1963-04-24,1.5260419845581055
1963-04-25,1.546875
1963-04-26,1.5520830154418945
1963-04-29,1.5520830154418945
1963-04-30,1.5520830154418945
1963-05-01,1.5520830154418945
1963-05-02,1.5625
1963-05-03,1.5625
1963-05-06,1.59375
1963-05-07,1.5833330154418945
1963-05-08,1.609375
1963-05-09,1.6458330154418945
1963-05-10,1.6770830154418945
1963-05-13,1.71875
1963-05-14,1.7239580154418945
1963-05-15,1.7291669845581055
1963-05-16,1.7291669845581055
1963-05-17,1.7291669845581055
1963-05-20,1.734375
1963-05-21,1.7239580154418945
1963-05-22,1.71875
1963-05-23,1.7552080154418945
1963-05-24,1.765625
1963-05-27,1.75
1963-05-28,1.7760419845581055
1963-05-29,1.796875
1963-05-31,1.8489580154418945
1963-06-03,1.90625
1963-06-04,1.9166669845581055
1963-06-05,1.921875
1963-06-06,1.921875
1963-06-07,1.875
1963-06-10,1.8333330154418945
1963-06-11,1.8125
1963-06-12,1.8072919845581055
1963-06-13,1.796875
1963-06-14,1.8333330154418945
1963-06-17,1.796875
1963-06-18,1.8125
1963-06-19,1.7916669845581055
1963-06-20,1.8020830154418945
1963-06-21,1.8229169845581055
1963-06-24,1.8125
1963-06-25,1.8125
1963-06-26,1.8020830154418945
1963-06-27,1.78125
1963-06-28,1.796875
1963-07-01,1.7708330154418945
1963-07-02,1.8177080154418945
1963-07-03,1.8541669845581055
1963-07-05,1.8697919845581055
1963-07-08,1.8697919845581055
1963-07-09,1.8802080154418945
1963-07-10,1.8854169845581055
1963-07-11,1.9114580154418945
1963-07-12,1.9010419845581055
1963-07-15,1.875
1963-07-16,1.8541669845581055
1963-07-17,1.8541669845581055
1963-07-18,1.8385419845581055
1963-07-19,1.828125
1963-07-22,1.8177080154418945
1963-07-23,1.8020830154418945
1963-07-24,1.796875
1963-07-25,1.8020830154418945
1963-07-26,1.75
1963-07-29,1.7447919845581055
1963-07-30,1.7864580154418945
1963-07-31,1.8072919845581055
1963-08-01,1.8177080154418945
1963-08-02,1.8125
1963-08-05,1.828125
1963-08-06,1.828125
1963-08-07,1.8125
1963-08-08,1.8229169845581055
1963-08-09,1.84375
1963-08-12,1.8541669845581055
1963-08-13,1.8541669845581055
1963-08-14,1.8125
1963-08-15,1.859375
1963-08-16,1.8645830154418945
1963-08-19,1.875
1963-08-20,1.8854169845581055
1963-08-21,1.8802080154418945
1963-08-22,1.8802080154418945
1963-08-23,1.8854169845581055
1963-08-26,1.8802080154418945
1963-08-27,1.8697919845581055
1963-08-28,1.875
1963-08-29,1.8802080154418945
1963-08-30,1.8697919845581055
1963-09-03,1.8541669845581055
1963-09-04,1.8645830154418945
1963-09-05,1.8541669845581055
1963-09-06,1.8385419845581055
1963-09-09,1.8125
1963-09-10,1.8229169845581055
1963-09-11,1.8385419845581055
1963-09-12,1.8385419845581055
1963-09-13,1.8385419845581055
1963-09-16,1.8229169845581055
1963-09-17,1.8385419845581055
1963-09-18,1.7708330154418945
1963-09-19,1.7864580154418945
1963-09-20,1.828125
1963-09-23,1.828125
1963-09-24,1.8177080154418945
1963-09-25,1.7864580154418945
1963-09-26,1.734375
1963-09-27,1.7760419845581055
1963-09-30,1.8020830154418945
1963-10-01,1.7864580154418945
1963-10-02,1.7708330154418945
1963-10-03,1.828125
1963-10-04,1.8541669845581055
1963-10-07,1.8177080154418945
1963-10-08,1.8229169845581055
1963-10-09,1.8229169845581055
1963-10-10,1.8385419845581055
1963-10-11,1.8697919845581055
1963-10-14,1.828125
1963-10-15,1.8125
1963-10-16,1.8125
1963-10-17,1.828125
1963-10-18,1.8177080154418945
1963-10-21,1.828125
1963-10-22,1.7916669845581055
1963-10-23,1.796875
1963-10-24,1.8020830154418945
1963-10-25,1.8541669845581055
1963-10-28,1.9166669845581055
1963-10-29,1.9739580154418945
1963-10-30,1.96875
1963-10-31,1.9375
1963-11-01,1.9479169845581055
1963-11-04,1.9427080154418945
1963-11-06,1.9427080154418945
1963-11-07,1.921875
1963-11-08,1.9322919845581055
1963-11-11,1.9583330154418945
1963-11-12,1.9583330154418945
1963-11-13,1.9583330154418945
1963-11-14,1.953125
1963-11-15,1.9635419845581055
1963-11-18,1.9322919845581055
1963-11-19,1.9166669845581055
1963-11-20,1.9739580154418945
1963-11-21,1.9375
1963-11-22,1.8333330154418945
1963-11-26,1.8802080154418945
1963-11-27,1.890625
1963-11-29,1.9635419845581055
1963-12-02,1.9791669845581055
1963-12-03,1.9791669845581055
1963-12-04,2.0
1963-12-05,2.015625
1963-12-06,2.0364580154418945
1963-12-09,2.0364580154418945
1963-12-10,2.0104169845581055
1963-12-11,1.96875
1963-12-12,1.9791669845581055
1963-12-13,1.9635419845581055
1963-12-16,2.0
1963-12-17,1.9895830154418945
1963-12-18,2.0104169845581055
1963-12-19,1.96875
1963-12-20,1.9635419845581055
1963-12-23,1.9791669845581055
1963-12-24,1.96875
1963-12-26,1.9739580154418945
1963-12-27,2.0
1963-12-30,2.0104169845581055
1963-12-31,2.0
1964-01-02,2.0364580154418945
1964-01-03,2.03125
1964-01-06,2.0416669845581055
1964-01-07,2.046875
1964-01-08,2.0520830154418945
1964-01-09,2.0625
1964-01-10,2.0885419845581055
1964-01-13,2.1354169845581055
1964-01-14,2.1614580154418945
1964-01-15,2.1614580154418945
1964-01-16,2.1458330154418945
1964-01-17,2.1302080154418945
1964-01-20,2.1197919845581055
1964-01-21,2.125
1964-01-22,2.1458330154418945
1964-01-23,2.1666669845581055
1964-01-24,2.15625
1964-01-27,2.1822919845581055
1964-01-28,2.1822919845581055
1964-01-29,2.2083330154418945
1964-01-30,2.1770830154418945
1964-01-31,2.1822919845581055
1964-02-03,2.109375
1964-02-04,2.1197919845581055
1964-02-05,2.1197919845581055
1964-02-06,2.0989580154418945
1964-02-07,2.1145830154418945
1964-02-10,2.1041669845581055
1964-02-11,2.1197919845581055
1964-02-12,2.1041669845581055
1964-02-13,2.1302080154418945
1964-02-14,2.125
1964-02-17,2.109375
1964-02-18,2.109375
1964-02-19,2.1197919845581055
1964-02-20,2.1041669845581055
1964-02-24,2.1041669845581055
1964-02-25,2.1510419845581055
1964-02-26,2.2291669845581055
1964-02-27,2.2864580154418945
1964-02-28,2.2604169845581055
1964-03-02,2.2604169845581055
1964-03-03,2.2916669845581055
1964-03-04,2.3072919845581055
1964-03-05,2.34375
1964-03-06,2.4375
1964-03-09,2.4375
1964-03-10,2.4583330154418945
1964-03-11,2.4791669845581055
1964-03-12,2.46875
1964-03-13,2.3854169845581055
1964-03-16,2.4739580154418945
1964-03-17,2.453125
1964-03-18,2.4427080154418945
1964-03-19,2.4791669845581055
1964-03-20,2.4791669845581055
1964-03-23,2.5104169845581055
1964-03-24,2.5520830154418945
1964-03-25,2.4947919845581055
1964-03-26,2.4739580154418945
1964-03-30,2.4635419845581055
1964-03-31,2.5625
1964-04-01,2.578125
1964-04-02,2.6041669845581055
1964-04-03,2.640625
1964-04-06,2.6354169845581055
1964-04-07,2.5885419845581055
1964-04-08,2.578125
1964-04-09,2.546875
1964-04-10,2.5729169845581055
1964-04-13,2.546875
1964-04-14,2.5677080154418945
1964-04-15,2.53125
1964-04-16,2.5520830154418945
1964-04-17,2.5572919845581055
1964-04-20,2.5572919845581055
1964-04-21,2.5833330154418945
1964-04-22,2.5625
1964-04-23,2.5729169845581055
1964-04-24,2.5416669845581055
1964-04-27,2.5208330154418945
1964-04-28,2.4583330154418945
1964-04-29,2.4895830154418945
1964-04-30,2.5
1964-05-01,2.4895830154418945
1964-05-04,2.4375
1964-05-05,2.4791669845581055
1964-05-06,2.46875
1964-05-07,2.4635419845581055
1964-05-08,2.4583330154418945
1964-05-11,2.4583330154418945
1964-05-12,2.4791669845581055
1964-05-13,2.4895830154418945
1964-05-14,2.484375
1964-05-15,2.5052080154418945
1964-05-18,2.5052080154418945
1964-05-19,2.5052080154418945
1964-05-20,2.5364580154418945
1964-05-21,2.5677080154418945
1964-05-22,2.609375
1964-05-25,2.6197919845581055
1964-05-26,2.6197919845581055
1964-05-27,2.59375
1964-05-28,2.578125
1964-06-01,2.59375
1964-06-02,2.59375
1964-06-03,2.59375
1964-06-04,2.5677080154418945
1964-06-05,2.5989580154418945
1964-06-08,2.5833330154418945
1964-06-09,2.5833330154418945
1964-06-10,2.6041669845581055
1964-06-11,2.6510419845581055
1964-06-12,2.65625
1964-06-15,2.6875
1964-06-16,2.7135419845581055
1964-06-17,2.703125
1964-06-18,2.6927080154418945
1964-06-19,2.671875
1964-06-22,2.6875
1964-06-23,2.703125
1964-06-24,2.7239580154418945
1964-06-25,2.7447919845581055
1964-06-26,2.71875
1964-06-29,2.7447919845581055
1964-06-30,2.734375
1964-07-01,2.7447919845581055
1964-07-02,2.7604169845581055
1964-07-06,2.8645830154418945
1964-07-07,2.8645830154418945
1964-07-08,2.9166669845581055
1964-07-09,2.875
1964-07-10,2.8854169845581055
1964-07-13,2.8541669845581055
1964-07-14,2.8541669845581055
1964-07-15,2.8541669845581055
1964-07-16,2.8645830154418945
1964-07-17,2.8854169845581055
1964-07-20,2.875
1964-07-21,2.8645830154418945
1964-07-22,2.8541669845581055
1964-07-23,2.84375
1964-07-24,2.7916669845581055
1964-07-27,2.8020830154418945
1964-07-28,2.7604169845581055
1964-07-29,2.78125
1964-07-30,2.8541669845581055
1964-07-31,2.875
1964-08-03,2.84375
1964-08-04,2.6458330154418945
1964-08-05,2.7916669845581055
1964-08-06,2.7083330154418945
1964-08-07,2.7291669845581055
1964-08-10,2.71875
1964-08-11,2.7395830154418945
1964-08-12,2.78125
1964-08-13,2.7708330154418945
1964-08-14,2.7083330154418945
1964-08-17,2.75
1964-08-18,2.7395830154418945
1964-08-19,2.7291669845581055
1964-08-20,2.75
1964-08-21,2.71875
1964-08-24,2.7916669845581055
1964-08-25,2.7708330154418945
1964-08-26,2.8020830154418945
1964-08-27,2.7708330154418945
1964-08-28,2.78125
1964-08-31,2.8125
1964-09-01,2.8229169845581055
1964-09-02,2.8229169845581055
1964-09-03,2.8229169845581055
1964-09-04,2.8541669845581055
1964-09-08,2.8958330154418945
1964-09-09,2.875
1964-09-10,3.0104169845581055
1964-09-11,3.0208330154418945
1964-09-14,3.0
1964-09-15,2.9895830154418945
1964-09-16,3.0416669845581055
1964-09-17,3.0833330154418945
1964-09-18,3.0625
1964-09-21,3.1458330154418945
1964-09-22,3.125
1964-09-23,3.0416669845581055
1964-09-24,3.0208330154418945
1964-09-25,2.96875
1964-09-28,3.0
1964-09-29,3.0
1964-09-30,2.9583330154418945
1964-10-01,2.9895830154418945
1964-10-02,3.0104169845581055
1964-10-05,3.0625
1964-10-06,3.09375
1964-10-07,3.0625
1964-10-08,3.09375
1964-10-09,3.0729169845581055
1964-10-12,3.1041669845581055
1964-10-13,3.1041669845581055
1964-10-14,3.09375
1964-10-15,2.9583330154418945
1964-10-16,3.0520830154418945
1964-10-19,3.0416669845581055
1964-10-20,3.1458330154418945
1964-10-21,3.15625
1964-10-22,3.125
1964-10-23,3.1666669845581055
1964-10-26,3.1875
1964-10-27,3.1041669845581055
1964-10-28,3.0833330154418945
1964-10-29,3.09375
1964-10-30,3.1458330154418945
1964-11-02,3.1875
1964-11-04,3.21875
1964-11-05,3.21875
1964-11-06,3.21875
1964-11-09,3.2708330154418945
1964-11-10,3.2291669845581055
1964-11-11,3.1979169845581055
1964-11-12,3.2604169845581055
1964-11-13,3.2708330154418945
1964-11-16,3.21875
1964-11-17,3.2708330154418945
1964-11-18,3.34375
1964-11-19,3.3125
1964-11-20,3.3020830154418945
1964-11-23,3.3645830154418945
1964-11-24,3.4166669845581055
1964-11-25,3.5104169845581055
1964-11-27,3.5833330154418945
1964-11-30,3.5
1964-12-01,3.375
1964-12-02,3.40625
1964-12-03,3.4166669845581055
1964-12-04,3.4375
1964-12-07,3.4270830154418945
1964-12-08,3.4166669845581055
1964-12-09,3.4166669845581055
1964-12-10,3.4270830154418945
1964-12-11,3.4375
1964-12-14,3.3020830154418945
1964-12-15,3.2395830154418945
1964-12-16,3.375
1964-12-17,3.40625
1964-12-18,3.5104169845581055
1964-12-21,3.5416669845581055
1964-12-22,3.5625
1964-12-23,3.5416669845581055
1964-12-24,3.5
1964-12-28,3.3958330154418945
1964-12-29,3.3854169845581055
1964-12-30,3.4270830154418945
1964-12-31,3.4375
1965-01-04,3.40625
1965-01-05,3.3645830154418945
1965-01-06,3.3854169845581055
1965-01-07,3.40625
1965-01-08,3.4479169845581055
1965-01-11,3.3854169845581055
1965-01-12,3.4375
1965-01-13,3.4270830154418945
1965-01-14,3.3541669845581055
1965-01-15,3.4166669845581055
1965-01-18,3.3958330154418945
1965-01-19,3.4270830154418945
1965-01-20,3.4375
1965-01-21,3.4166669845581055
1965-01-22,3.4166669845581055
1965-01-25,3.40625
1965-01-26,3.375
1965-01-27,3.40625
1965-01-28,3.40625
1965-01-29,3.3854169845581055
1965-02-01,3.375
1965-02-02,3.34375
1965-02-03,3.3645830154418945
1965-02-04,3.375
1965-02-05,3.3854169845581055
1965-02-08,3.4270830154418945
1965-02-09,3.4791669845581055
1965-02-10,3.4270830154418945
1965-02-11,3.4375
1965-02-12,3.4791669845581055
1965-02-15,3.5104169845581055
1965-02-16,3.5416669845581055
1965-02-17,3.5625
1965-02-18,3.59375
1965-02-19,3.6041669845581055
1965-02-23,3.65625
1965-02-24,3.6666669845581055
1965-02-25,3.6458330154418945
1965-02-26,3.6875
1965-03-01,3.6458330154418945
1965-03-02,3.6354169845581055
1965-03-03,3.65625
1965-03-04,3.6145830154418945
1965-03-05,3.5416669845581055
1965-03-08,3.5625
1965-03-09,3.5833330154418945
1965-03-10,3.625
1965-03-11,3.59375
1965-03-12,3.6041669845581055
1965-03-15,3.59375
1965-03-16,3.5625
1965-03-17,3.3958330154418945
1965-03-18,3.2708330154418945
1965-03-19,3.3333330154418945
1965-03-22,3.3229169845581055
1965-03-23,3.3333330154418945
1965-03-24,3.28125
1965-03-25,3.2604169845581055
1965-03-26,3.21875
1965-03-29,3.2708330154418945
1965-03-30,3.28125
1965-03-31,3.3958330154418945
1965-04-01,3.4895830154418945
1965-04-02,3.4375
1965-04-05,3.3854169845581055
1965-04-06,3.4270830154418945
1965-04-07,3.375
1965-04-08,3.3958330154418945
1965-04-09,3.3854169845581055
1965-04-12,3.4166669845581055
1965-04-13,3.3541669845581055
1965-04-14,3.4166669845581055
1965-04-15,3.5416669845581055
1965-04-19,3.5729169845581055
1965-04-20,3.65625
1965-04-21,3.65625
1965-04-22,3.7291669845581055
1965-04-23,3.8020830154418945
1965-04-26,3.90625
1965-04-27,3.96875
1965-04-28,3.9270830154418945
1965-04-29,3.78125
1965-04-30,3.8125
1965-05-03,3.8645830154418945
1965-05-04,3.8645830154418945
1965-05-05,3.8333330154418945
1965-05-06,3.8333330154418945
1965-05-07,3.90625
1965-05-10,3.9166669845581055
1965-05-11,3.84375
1965-05-12,3.8854169845581055
1965-05-13,3.8645830154418945
1965-05-14,3.8125
1965-05-17,3.8854169845581055
1965-05-18,3.9166669845581055
1965-05-19,3.90625
1965-05-20,3.9166669845581055
1965-05-21,3.8854169845581055
1965-05-24,3.8333330154418945
1965-05-25,3.8229169845581055
1965-05-26,3.7708330154418945
1965-05-27,3.65625
1965-05-28,3.6875
1965-06-01,3.6875
1965-06-02,3.6145830154418945
1965-06-03,3.5625
1965-06-04,3.53125
1965-06-07,3.5520830154418945
1965-06-08,3.5520830154418945
1965-06-09,3.5104169845581055
1965-06-10,3.5104169845581055
1965-06-11,3.5729169845581055
1965-06-14,3.5833330154418945
1965-06-15,3.6145830154418945
1965-06-16,3.75
1965-06-17,3.7083330154418945
1965-06-18,3.6875
1965-06-21,3.6875
1965-06-22,3.6875
1965-06-23,3.625
1965-06-24,3.4791669845581055
1965-06-25,3.3958330154418945
1965-06-28,3.3125
1965-06-29,3.4166669845581055
1965-06-30,3.5833330154418945
1965-07-01,3.5208330154418945
1965-07-02,3.59375
1965-07-06,3.5625
1965-07-07,3.5104169845581055
1965-07-08,3.5416669845581055
1965-07-09,3.5520830154418945
1965-07-12,3.6145830154418945
1965-07-13,3.6145830154418945
1965-07-14,3.5416669845581055
1965-07-15,3.4791669845581055
1965-07-16,3.5
1965-07-19,3.46875
1965-07-20,3.3854169845581055
1965-07-21,3.3125
1965-07-22,3.3229169845581055
1965-07-23,3.2916669845581055
1965-07-26,3.2604169845581055
1965-07-27,3.2604169845581055
1965-07-28,3.25
1965-07-29,3.3541669845581055
1965-07-30,3.4375
1965-08-02,3.4375
1965-08-03,3.3854169845581055
1965-08-04,3.4270830154418945
1965-08-05,3.4375
1965-08-06,3.4166669845581055
1965-08-09,3.4270830154418945
1965-08-10,3.4270830154418945
1965-08-11,3.4895830154418945
1965-08-12,3.625
1965-08-13,3.6666669845581055
1965-08-16,3.625
1965-08-17,3.5208330154418945
1965-08-18,3.5833330154418945
1965-08-19,3.5729169845581055
1965-08-20,3.6145830154418945
1965-08-23,3.5833330154418945
1965-08-24,3.65625
1965-08-25,3.59375
1965-08-26,3.59375
1965-08-27,3.6145830154418945
1965-08-30,3.6458330154418945
1965-08-31,3.65625
1965-09-01,3.625
1965-09-02,3.5833330154418945
1965-09-03,3.5833330154418945
1965-09-07,3.5625
1965-09-08,3.59375
1965-09-09,3.625
1965-09-10,3.6354169845581055
1965-09-13,3.6041669845581055
1965-09-14,3.6041669845581055
1965-09-15,3.6458330154418945
1965-09-16,3.6875
1965-09-17,3.71875
1965-09-20,3.7604169845581055
1965-09-21,3.8333330154418945
1965-09-22,3.9583330154418945
1965-09-23,3.9375
1965-09-24,3.9583330154418945
1965-09-27,4.0
1965-09-28,3.9791669845581055
1965-09-29,3.875
1965-09-30,3.8958330154418945
1965-10-01,3.9375
1965-10-04,3.8125
1965-10-05,3.8645830154418945
1965-10-06,3.8854169845581055
1965-10-07,3.875
1965-10-08,3.8229169845581055
1965-10-11,3.8229169845581055
1965-10-12,3.8958330154418945
1965-10-13,3.8958330154418945
1965-10-14,3.90625
1965-10-15,3.8541669845581055
1965-10-18,3.8958330154418945
1965-10-19,3.8854169845581055
1965-10-20,3.9479169845581055
1965-10-21,3.9895830154418945
