Date,RCL
2002-06-17,21.299999237060547
2002-06-18,22.020000457763672
2002-06-19,21.75
2002-06-20,21.440000534057617
2002-06-21,21.360000610351562
2002-06-24,20.5
2002-06-25,19.959999084472656
2002-06-26,19.700000762939453
2002-06-27,19.950000762939453
2002-06-28,19.5
2002-07-01,19.969999313354492
2002-07-02,19.520000457763672
2002-07-03,19.600000381469727
2002-07-05,20.5
2002-07-08,20.18000030517578
2002-07-09,19.850000381469727
2002-07-10,19.68000030517578
2002-07-11,19.729999542236328
2002-07-12,19.530000686645508
2002-07-15,19.049999237060547
2002-07-16,19.0
2002-07-17,19.299999237060547
2002-07-18,19.200000762939453
2002-07-19,18.950000762939453
2002-07-22,18.059999465942383
2002-07-23,17.399999618530273
2002-07-24,18.149999618530273
2002-07-25,18.809999465942383
2002-07-26,18.420000076293945
2002-07-29,19.5
2002-07-30,20.18000030517578
2002-07-31,19.81999969482422
2002-08-01,19.360000610351562
2002-08-02,17.850000381469727
2002-08-05,17.420000076293945
2002-08-06,18.100000381469727
2002-08-07,18.15999984741211
2002-08-08,18.75
2002-08-09,18.489999771118164
2002-08-12,17.920000076293945
2002-08-13,17.459999084472656
2002-08-14,17.389999389648438
2002-08-15,18.450000762939453
2002-08-16,19.030000686645508
2002-08-19,19.389999389648438
2002-08-20,19.18000030517578
2002-08-21,19.399999618530273
2002-08-22,19.540000915527344
2002-08-23,19.25
2002-08-26,19.600000381469727
2002-08-27,19.399999618530273
2002-08-28,18.25
2002-08-29,17.979999542236328
2002-08-30,17.700000762939453
2002-09-03,17.389999389648438
2002-09-04,17.450000762939453
2002-09-05,17.030000686645508
2002-09-06,16.68000030517578
2002-09-09,16.200000762939453
2002-09-10,16.40999984741211
2002-09-11,16.25
2002-09-12,15.59000015258789
2002-09-13,15.0600004196167
2002-09-16,15.300000190734863
2002-09-17,15.149999618530273
2002-09-18,15.079999923706055
2002-09-19,14.350000381469727
2002-09-20,15.149999618530273
2002-09-23,14.9399995803833
2002-09-24,14.270000457763672
2002-09-25,15.869999885559082
2002-09-26,16.459999084472656
2002-09-27,16.299999237060547
2002-09-30,15.920000076293945
2002-10-01,16.549999237060547
2002-10-02,16.020000457763672
2002-10-03,16.049999237060547
2002-10-04,15.869999885559082
2002-10-07,15.010000228881836
2002-10-08,15.960000038146973
2002-10-09,16.079999923706055
2002-10-10,16.84000015258789
2002-10-11,18.399999618530273
2002-10-14,17.770000457763672
2002-10-15,18.25
2002-10-16,18.270000457763672
2002-10-17,18.969999313354492
2002-10-18,18.969999313354492
2002-10-21,19.469999313354492
2002-10-22,19.520000457763672
2002-10-23,19.959999084472656
2002-10-24,19.549999237060547
2002-10-25,19.280000686645508
2002-10-28,19.010000228881836
2002-10-29,18.25
2002-10-30,18.100000381469727
2002-10-31,18.360000610351562
2002-11-01,18.469999313354492
2002-11-04,19.25
2002-11-05,19.93000030517578
2002-11-06,20.649999618530273
2002-11-07,20.1200008392334
2002-11-08,20.200000762939453
2002-11-11,19.709999084472656
2002-11-12,19.959999084472656
2002-11-13,20.3799991607666
2002-11-14,21.100000381469727
2002-11-15,20.799999237060547
2002-11-18,20.899999618530273
2002-11-19,20.600000381469727
2002-11-20,20.850000381469727
2002-11-21,22.280000686645508
2002-11-22,22.0
2002-11-25,22.149999618530273
2002-11-26,21.459999084472656
2002-11-27,22.0
2002-11-29,21.68000030517578
2002-12-02,21.3799991607666
2002-12-03,19.329999923706055
2002-12-04,19.200000762939453
2002-12-05,18.979999542236328
2002-12-06,19.030000686645508
2002-12-09,18.450000762939453
2002-12-10,18.959999084472656
2002-12-11,18.979999542236328
2002-12-12,19.56999969482422
2002-12-13,19.290000915527344
2002-12-16,19.3799991607666
2002-12-17,19.059999465942383
2002-12-18,19.149999618530273
2002-12-19,18.809999465942383
2002-12-20,17.719999313354492
2002-12-23,17.43000030517578
2002-12-24,17.239999771118164
2002-12-26,17.06999969482422
2002-12-27,16.610000610351562
2002-12-30,16.56999969482422
2002-12-31,16.700000762939453
2003-01-02,17.790000915527344
2003-01-03,17.81999969482422
2003-01-06,18.049999237060547
2003-01-07,17.850000381469727
2003-01-08,17.389999389648438
2003-01-09,17.450000762939453
2003-01-10,17.5
2003-01-13,17.309999465942383
2003-01-14,17.399999618530273
2003-01-15,17.049999237060547
2003-01-16,17.3700008392334
2003-01-17,17.25
2003-01-21,16.68000030517578
2003-01-22,16.579999923706055
2003-01-23,16.43000030517578
2003-01-24,16.170000076293945
2003-01-27,15.800000190734863
2003-01-28,15.59000015258789
2003-01-29,15.079999923706055
2003-01-30,15.600000381469727
2003-01-31,15.970000267028809
2003-02-03,15.399999618530273
2003-02-04,15.199999809265137
2003-02-05,15.0
2003-02-06,14.550000190734863
2003-02-07,14.4399995803833
2003-02-10,14.279999732971191
2003-02-11,14.229999542236328
2003-02-12,13.569999694824219
2003-02-13,13.25
2003-02-14,13.670000076293945
2003-02-18,13.850000381469727
2003-02-19,13.640000343322754
2003-02-20,13.600000381469727
2003-02-21,13.960000038146973
2003-02-24,13.380000114440918
2003-02-25,13.279999732971191
2003-02-26,13.199999809265137
2003-02-27,13.329999923706055
2003-02-28,13.550000190734863
2003-03-03,13.800000190734863
2003-03-04,13.079999923706055
2003-03-05,12.800000190734863
2003-03-06,12.699999809265137
2003-03-07,13.09000015258789
2003-03-10,12.75
2003-03-11,12.720000267028809
2003-03-12,12.949999809265137
2003-03-13,13.869999885559082
2003-03-14,14.0
2003-03-17,14.399999618530273
2003-03-18,14.869999885559082
2003-03-19,15.199999809265137
2003-03-20,15.359999656677246
2003-03-21,16.649999618530273
2003-03-24,15.550000190734863
2003-03-25,15.84000015258789
2003-03-26,15.449999809265137
2003-03-27,15.399999618530273
2003-03-28,15.3100004196167
2003-03-31,15.029999732971191
2003-04-01,14.670000076293945
2003-04-02,15.739999771118164
2003-04-03,15.850000381469727
2003-04-04,16.0
2003-04-07,16.510000228881836
2003-04-08,16.610000610351562
2003-04-09,16.3700008392334
2003-04-10,16.239999771118164
2003-04-11,15.470000267028809
2003-04-14,16.020000457763672
2003-04-15,15.899999618530273
2003-04-16,15.600000381469727
2003-04-17,16.25
2003-04-21,16.350000381469727
2003-04-22,16.729999542236328
2003-04-23,17.260000228881836
2003-04-24,17.049999237060547
2003-04-25,16.350000381469727
2003-04-28,17.100000381469727
2003-04-29,18.149999618530273
2003-04-30,18.56999969482422
2003-05-01,18.299999237060547
2003-05-02,19.030000686645508
2003-05-05,19.049999237060547
2003-05-06,19.260000228881836
2003-05-07,19.030000686645508
2003-05-08,18.549999237060547
2003-05-09,19.1200008392334
2003-05-12,19.56999969482422
2003-05-13,19.920000076293945
2003-05-14,19.75
2003-05-15,20.049999237060547
2003-05-16,20.579999923706055
2003-05-19,19.520000457763672
2003-05-20,19.059999465942383
2003-05-21,19.049999237060547
2003-05-22,19.399999618530273
2003-05-23,19.389999389648438
2003-05-27,19.850000381469727
2003-05-28,20.829999923706055
2003-05-29,20.979999542236328
2003-05-30,20.760000228881836
2003-06-02,21.219999313354492
2003-06-03,21.5
2003-06-04,22.350000381469727
2003-06-05,22.43000030517578
2003-06-06,22.010000228881836
2003-06-09,21.399999618530273
2003-06-10,21.280000686645508
2003-06-11,21.510000228881836
2003-06-12,21.899999618530273
2003-06-13,21.329999923706055
2003-06-16,21.639999389648438
2003-06-17,21.829999923706055
2003-06-18,22.09000015258789
2003-06-19,22.270000457763672
2003-06-20,23.18000030517578
2003-06-23,22.920000076293945
2003-06-24,22.690000534057617
2003-06-25,22.549999237060547
2003-06-26,23.059999465942383
2003-06-27,22.829999923706055
2003-06-30,23.15999984741211
2003-07-01,22.559999465942383
2003-07-02,23.450000762939453
2003-07-03,23.450000762939453
2003-07-07,24.190000534057617
2003-07-08,24.649999618530273
2003-07-09,24.90999984741211
2003-07-10,24.520000457763672
2003-07-11,25.239999771118164
2003-07-14,25.649999618530273
2003-07-15,25.799999237060547
2003-07-16,25.700000762939453
2003-07-17,25.049999237060547
2003-07-18,25.399999618530273
2003-07-21,25.299999237060547
2003-07-22,26.770000457763672
2003-07-23,26.399999618530273
2003-07-24,26.440000534057617
2003-07-25,26.850000381469727
2003-07-28,28.780000686645508
2003-07-29,29.440000534057617
2003-07-30,29.219999313354492
2003-07-31,29.25
2003-08-01,28.75
2003-08-04,28.579999923706055
2003-08-05,28.149999618530273
2003-08-06,27.959999084472656
2003-08-07,28.079999923706055
2003-08-08,27.979999542236328
2003-08-11,28.799999237060547
2003-08-12,29.520000457763672
2003-08-13,29.639999389648438
2003-08-14,30.010000228881836
2003-08-15,30.020000457763672
2003-08-18,30.079999923706055
2003-08-19,29.850000381469727
2003-08-20,29.799999237060547
2003-08-21,29.899999618530273
2003-08-22,29.899999618530273
2003-08-25,30.010000228881836
2003-08-26,30.049999237060547
2003-08-27,30.010000228881836
2003-08-28,30.59000015258789
2003-08-29,31.149999618530273
2003-09-02,30.899999618530273
2003-09-03,31.549999237060547
2003-09-04,31.25
2003-09-05,31.15999984741211
