Date,PLUG
2004-02-25,78.80000305175781
2004-02-26,72.9000015258789
2004-02-27,70.5999984741211
2004-03-01,72.9000015258789
2004-03-02,79.0
2004-03-03,79.5999984741211
2004-03-04,85.30000305175781
2004-03-05,84.19999694824219
2004-03-08,77.69999694824219
2004-03-09,75.80000305175781
2004-03-10,72.4000015258789
2004-03-11,71.5999984741211
2004-03-12,77.19999694824219
2004-03-15,72.30000305175781
2004-03-16,72.80000305175781
2004-03-17,74.5999984741211
2004-03-18,75.5
2004-03-19,75.19999694824219
2004-03-22,72.4000015258789
2004-03-23,73.69999694824219
2004-03-24,72.5999984741211
2004-03-25,75.80000305175781
2004-03-26,75.4000015258789
2004-03-29,77.4000015258789
2004-03-30,77.69999694824219
2004-03-31,77.19999694824219
2004-04-01,77.0
2004-04-02,79.4000015258789
2004-04-05,79.80000305175781
2004-04-06,79.4000015258789
2004-04-07,78.9000015258789
2004-04-08,81.9000015258789
2004-04-12,88.69999694824219
2004-04-13,87.0999984741211
2004-04-14,87.4000015258789
2004-04-15,84.0
2004-04-16,96.5
2004-04-19,96.4000015258789
2004-04-20,91.5
2004-04-21,92.19999694824219
2004-04-22,91.80000305175781
2004-04-23,91.4000015258789
2004-04-26,90.9000015258789
2004-04-27,89.0
2004-04-28,85.0
2004-04-29,82.19999694824219
2004-04-30,77.69999694824219
2004-05-03,81.69999694824219
2004-05-04,80.19999694824219
2004-05-05,80.5999984741211
2004-05-06,78.19999694824219
2004-05-07,76.0
2004-05-10,75.5999984741211
2004-05-11,79.9000015258789
2004-05-12,79.0
2004-05-13,77.5999984741211
2004-05-14,77.0999984741211
2004-05-17,74.0999984741211
2004-05-18,75.0
2004-05-19,74.5999984741211
2004-05-20,75.0
2004-05-21,76.0999984741211
2004-05-24,83.9000015258789
2004-05-25,78.9000015258789
2004-05-26,76.80000305175781
2004-05-27,76.80000305175781
2004-05-28,76.0999984741211
2004-06-01,78.19999694824219
2004-06-02,75.80000305175781
2004-06-03,73.19999694824219
2004-06-04,71.9000015258789
2004-06-07,74.5999984741211
2004-06-08,74.9000015258789
2004-06-09,73.69999694824219
2004-06-10,72.80000305175781
2004-06-14,72.4000015258789
2004-06-15,73.5999984741211
2004-06-16,74.5999984741211
2004-06-17,72.19999694824219
2004-06-18,70.4000015258789
2004-06-21,70.4000015258789
2004-06-22,72.0
2004-06-23,73.0999984741211
2004-06-24,74.19999694824219
2004-06-25,75.5
2004-06-28,74.19999694824219
2004-06-29,75.0
2004-06-30,74.80000305175781
2004-07-01,73.0999984741211
2004-07-02,72.69999694824219
2004-07-06,69.5
2004-07-07,70.9000015258789
2004-07-08,65.9000015258789
2004-07-09,65.69999694824219
2004-07-12,64.5
2004-07-13,64.5
2004-07-14,62.900001525878906
2004-07-15,60.79999923706055
2004-07-16,60.5
2004-07-19,60.20000076293945
2004-07-20,61.400001525878906
2004-07-21,57.70000076293945
2004-07-22,57.70000076293945
2004-07-23,56.0
2004-07-26,54.5
2004-07-27,56.79999923706055
2004-07-28,54.900001525878906
2004-07-29,55.900001525878906
2004-07-30,62.400001525878906
2004-08-02,60.599998474121094
2004-08-03,57.5
2004-08-04,55.099998474121094
2004-08-05,55.20000076293945
2004-08-06,50.900001525878906
2004-08-09,47.70000076293945
2004-08-10,51.400001525878906
2004-08-11,49.0
2004-08-12,48.29999923706055
2004-08-13,49.400001525878906
2004-08-16,49.599998474121094
2004-08-17,50.599998474121094
2004-08-18,51.099998474121094
2004-08-19,54.29999923706055
2004-08-20,57.099998474121094
2004-08-23,57.0
2004-08-24,58.099998474121094
2004-08-25,61.29999923706055
2004-08-26,60.0
2004-08-27,62.20000076293945
2004-08-30,63.29999923706055
2004-08-31,63.900001525878906
2004-09-01,65.4000015258789
2004-09-02,67.0999984741211
2004-09-03,65.69999694824219
2004-09-07,65.4000015258789
2004-09-08,61.5
2004-09-09,65.80000305175781
2004-09-10,63.900001525878906
2004-09-13,63.5
2004-09-14,62.0
2004-09-15,61.79999923706055
2004-09-16,61.900001525878906
2004-09-17,59.599998474121094
2004-09-20,58.599998474121094
2004-09-21,62.5
2004-09-22,61.099998474121094
2004-09-23,59.599998474121094
2004-09-24,59.29999923706055
2004-09-27,57.400001525878906
2004-09-28,62.5
2004-09-29,62.900001525878906
2004-09-30,64.0999984741211
2004-10-01,63.900001525878906
2004-10-04,65.5999984741211
2004-10-05,64.80000305175781
2004-10-06,65.30000305175781
2004-10-07,68.5999984741211
2004-10-08,65.80000305175781
2004-10-11,68.5
2004-10-12,68.4000015258789
2004-10-13,68.69999694824219
2004-10-14,69.9000015258789
2004-10-15,68.0999984741211
2004-10-18,69.30000305175781
2004-10-19,67.30000305175781
2004-10-20,68.0999984741211
2004-10-21,69.4000015258789
2004-10-22,69.5999984741211
2004-10-25,70.5999984741211
2004-10-26,67.80000305175781
2004-10-27,67.5
2004-10-28,61.5
2004-10-29,59.900001525878906
2004-11-01,61.0
2004-11-02,63.70000076293945
2004-11-03,60.29999923706055
2004-11-04,59.70000076293945
2004-11-05,57.900001525878906
2004-11-08,57.70000076293945
2004-11-09,57.599998474121094
2004-11-10,59.20000076293945
2004-11-11,59.79999923706055
2004-11-12,59.099998474121094
2004-11-15,59.70000076293945
2004-11-16,59.900001525878906
2004-11-17,60.5
2004-11-18,59.79999923706055
2004-11-19,58.20000076293945
2004-11-22,57.400001525878906
2004-11-23,56.599998474121094
2004-11-24,57.70000076293945
2004-11-26,58.099998474121094
2004-11-29,58.599998474121094
2004-11-30,59.099998474121094
2004-12-01,58.79999923706055
2004-12-02,58.400001525878906
2004-12-03,57.900001525878906
2004-12-06,57.900001525878906
2004-12-07,54.900001525878906
2004-12-08,55.29999923706055
2004-12-09,56.400001525878906
2004-12-10,55.099998474121094
2004-12-13,55.79999923706055
2004-12-14,57.79999923706055
2004-12-15,56.900001525878906
2004-12-16,56.20000076293945
2004-12-17,56.70000076293945
2004-12-20,57.599998474121094
2004-12-21,58.599998474121094
2004-12-22,58.29999923706055
2004-12-23,59.5
2004-12-27,58.79999923706055
2004-12-28,60.400001525878906
2004-12-29,60.5
2004-12-30,61.20000076293945
2004-12-31,61.099998474121094
2005-01-03,59.5
2005-01-04,56.5
2005-01-05,54.20000076293945
2005-01-06,54.0
2005-01-07,52.900001525878906
2005-01-10,53.900001525878906
2005-01-11,51.599998474121094
2005-01-12,55.5
2005-01-13,56.29999923706055
2005-01-14,56.20000076293945
2005-01-18,57.20000076293945
2005-01-19,55.5
2005-01-20,52.79999923706055
2005-01-21,53.0
2005-01-24,52.5
2005-01-25,52.599998474121094
2005-01-26,53.5
2005-01-27,53.900001525878906
2005-01-28,52.70000076293945
2005-01-31,54.400001525878906
2005-02-01,59.29999923706055
2005-02-02,59.599998474121094
2005-02-03,58.099998474121094
2005-02-04,58.79999923706055
2005-02-07,58.0
2005-02-08,57.599998474121094
2005-02-09,55.0
2005-02-10,58.900001525878906
2005-02-11,58.400001525878906
2005-02-14,56.79999923706055
2005-02-15,57.0
2005-02-16,61.0
2005-02-17,63.0
2005-02-18,62.20000076293945
2005-02-22,67.9000015258789
2005-02-23,69.5
2005-02-24,73.9000015258789
2005-02-25,73.69999694824219
2005-02-28,71.5
2005-03-01,75.19999694824219
2005-03-02,80.9000015258789
2005-03-03,75.5
2005-03-04,75.4000015258789
2005-03-07,74.19999694824219
2005-03-08,74.9000015258789
2005-03-09,74.69999694824219
2005-03-10,72.0
2005-03-11,72.5
2005-03-14,73.69999694824219
2005-03-15,71.0
2005-03-16,68.19999694824219
2005-03-17,70.5999984741211
2005-03-18,70.5999984741211
2005-03-21,66.69999694824219
2005-03-22,66.5
2005-03-23,65.0
2005-03-24,66.0999984741211
2005-03-28,66.5999984741211
2005-03-29,61.0
2005-03-30,63.0
2005-03-31,66.0
2005-04-01,64.0999984741211
2005-04-04,63.599998474121094
2005-04-05,62.900001525878906
2005-04-06,62.20000076293945
2005-04-07,62.70000076293945
2005-04-08,60.5
2005-04-11,58.400001525878906
2005-04-12,60.599998474121094
2005-04-13,59.900001525878906
2005-04-14,58.5
2005-04-15,57.0
2005-04-18,62.099998474121094
2005-04-19,63.400001525878906
2005-04-20,63.29999923706055
2005-04-21,66.4000015258789
2005-04-22,60.29999923706055
2005-04-25,61.70000076293945
2005-04-26,60.400001525878906
2005-04-27,56.79999923706055
2005-04-28,56.20000076293945
2005-04-29,55.5
2005-05-02,56.0
2005-05-03,52.599998474121094
2005-05-04,56.79999923706055
2005-05-05,59.099998474121094
2005-05-06,56.70000076293945
2005-05-09,57.5
2005-05-10,56.599998474121094
2005-05-11,56.29999923706055
2005-05-12,55.70000076293945
2005-05-13,56.0
2005-05-16,56.599998474121094
2005-05-17,56.0
2005-05-18,58.5
2005-05-19,57.0
2005-05-20,56.900001525878906
2005-05-23,58.5
2005-05-24,65.0
2005-05-25,64.19999694824219
2005-05-26,64.0999984741211
2005-05-27,63.099998474121094
2005-05-31,62.20000076293945
2005-06-01,63.20000076293945
2005-06-02,63.599998474121094
2005-06-03,60.599998474121094
2005-06-06,60.5
2005-06-07,60.400001525878906
2005-06-08,62.0
2005-06-09,61.29999923706055
2005-06-10,60.5
2005-06-13,60.29999923706055
2005-06-14,66.5999984741211
2005-06-15,70.5
2005-06-16,71.80000305175781
2005-06-17,74.5
2005-06-20,75.4000015258789
2005-06-21,74.5
2005-06-22,75.0
2005-06-23,71.4000015258789
2005-06-24,71.30000305175781
2005-06-27,70.4000015258789
2005-06-28,74.19999694824219
2005-06-29,70.4000015258789
2005-06-30,68.5
2005-07-01,67.5999984741211
2005-07-05,59.099998474121094
2005-07-06,60.0
2005-07-07,59.5
2005-07-08,60.79999923706055
2005-07-11,63.20000076293945
2005-07-12,61.599998474121094
2005-07-13,61.29999923706055
2005-07-14,58.70000076293945
2005-07-15,65.0
2005-07-18,63.5
2005-07-19,63.29999923706055
2005-07-20,64.9000015258789
2005-07-21,65.0999984741211
2005-07-22,65.69999694824219
2005-07-25,64.5999984741211
2005-07-26,70.0
2005-07-27,70.9000015258789
2005-07-28,75.0
2005-07-29,71.5
2005-08-01,73.5999984741211
2005-08-02,72.5
2005-08-03,69.69999694824219
2005-08-04,66.4000015258789
2005-08-05,63.0
2005-08-08,63.400001525878906
2005-08-09,64.5
2005-08-10,62.79999923706055
2005-08-11,62.79999923706055
2005-08-12,63.099998474121094
2005-08-15,62.20000076293945
2005-08-16,61.599998474121094
2005-08-17,61.70000076293945
2005-08-18,61.20000076293945
2005-08-19,61.0
2005-08-22,63.900001525878906
2005-08-23,62.79999923706055
2005-08-24,64.80000305175781
2005-08-25,63.70000076293945
2005-08-26,62.29999923706055
2005-08-29,62.5
2005-08-30,67.69999694824219
2005-08-31,74.0999984741211
2005-09-01,73.30000305175781
2005-09-02,69.69999694824219
2005-09-06,70.5
2005-09-07,70.0
2005-09-08,72.30000305175781
2005-09-09,71.9000015258789
2005-09-12,70.5999984741211
2005-09-13,68.19999694824219
2005-09-14,67.0
2005-09-15,64.69999694824219
2005-09-16,64.69999694824219
2005-09-19,64.5999984741211
2005-09-20,64.4000015258789
2005-09-21,64.5
2005-09-22,67.5
2005-09-23,66.80000305175781
2005-09-26,66.9000015258789
2005-09-27,65.5999984741211
2005-09-28,65.4000015258789
2005-09-29,68.69999694824219
2005-09-30,68.0
2005-10-03,71.0999984741211
2005-10-04,69.4000015258789
2005-10-05,65.9000015258789
2005-10-06,65.19999694824219
2005-10-07,64.69999694824219
2005-10-10,64.0999984741211
2005-10-11,63.20000076293945
2005-10-12,62.5
2005-10-13,61.900001525878906
2005-10-14,60.5
2005-10-17,61.70000076293945
2005-10-18,61.0
2005-10-19,63.20000076293945
2005-10-20,61.5
2005-10-21,60.70000076293945
2005-10-24,62.5
2005-10-25,62.5
2005-10-26,57.79999923706055
2005-10-27,56.0
2005-10-28,58.900001525878906
2005-10-31,58.0
2005-11-01,56.400001525878906
2005-11-02,55.599998474121094
2005-11-03,56.29999923706055
2005-11-04,57.0
2005-11-07,57.599998474121094
2005-11-08,59.0
2005-11-09,59.29999923706055
2005-11-10,58.900001525878906
2005-11-11,57.70000076293945
2005-11-14,56.79999923706055
2005-11-15,53.599998474121094
2005-11-16,52.900001525878906
2005-11-17,54.0
2005-11-18,52.20000076293945
2005-11-21,49.70000076293945
2005-11-22,50.29999923706055
2005-11-23,52.400001525878906
2005-11-25,51.70000076293945
2005-11-28,50.599998474121094
2005-11-29,50.70000076293945
2005-11-30,51.29999923706055
2005-12-01,52.70000076293945
2005-12-02,52.70000076293945
2005-12-05,56.400001525878906
2005-12-06,55.900001525878906
2005-12-07,55.79999923706055
2005-12-08,57.5
2005-12-09,57.20000076293945
2005-12-12,56.29999923706055
2005-12-13,56.099998474121094
2005-12-14,56.5
2005-12-15,58.79999923706055
2005-12-16,56.29999923706055
2005-12-19,54.79999923706055
2005-12-20,52.5
2005-12-21,53.20000076293945
2005-12-22,54.70000076293945
2005-12-23,53.79999923706055
2005-12-27,52.70000076293945
2005-12-28,52.29999923706055
2005-12-29,51.70000076293945
2005-12-30,51.29999923706055
2006-01-03,52.79999923706055
2006-01-04,53.0
2006-01-05,54.20000076293945
2006-01-06,53.599998474121094
2006-01-09,53.400001525878906
2006-01-10,52.900001525878906
2006-01-11,53.5
2006-01-12,57.099998474121094
2006-01-13,56.099998474121094
2006-01-17,56.20000076293945
2006-01-18,56.099998474121094
2006-01-19,56.0
2006-01-20,54.0
2006-01-23,56.900001525878906
2006-01-24,56.099998474121094
2006-01-25,54.900001525878906
2006-01-26,57.0
2006-01-27,55.5
2006-01-30,60.900001525878906
2006-01-31,59.5
2006-02-01,55.79999923706055
2006-02-02,53.5
2006-02-03,54.599998474121094
2006-02-06,54.400001525878906
2006-02-07,52.70000076293945
2006-02-08,53.400001525878906
2006-02-09,52.5
2006-02-10,52.900001525878906
2006-02-13,53.400001525878906
2006-02-14,52.29999923706055
2006-02-15,53.0
2006-02-16,53.0
2006-02-17,53.79999923706055
2006-02-21,54.900001525878906
2006-02-22,55.099998474121094
2006-02-23,55.5
2006-02-24,58.70000076293945
2006-02-27,58.5
2006-02-28,50.900001525878906
2006-03-01,50.0
2006-03-02,49.0
2006-03-03,50.70000076293945
2006-03-06,49.20000076293945
2006-03-07,47.900001525878906
2006-03-08,48.099998474121094
2006-03-09,47.0
2006-03-10,45.900001525878906
2006-03-13,49.400001525878906
2006-03-14,48.599998474121094
2006-03-15,48.099998474121094
2006-03-16,46.0
2006-03-17,46.900001525878906
2006-03-20,46.70000076293945
2006-03-21,46.0
2006-03-22,46.5
2006-03-23,47.29999923706055
2006-03-24,50.099998474121094
2006-03-27,49.0
2006-03-28,50.099998474121094
2006-03-29,50.400001525878906
2006-03-30,50.900001525878906
2006-03-31,50.0
2006-04-03,49.20000076293945
2006-04-04,48.79999923706055
2006-04-05,49.900001525878906
2006-04-06,50.0
2006-04-07,49.099998474121094
2006-04-10,48.79999923706055
2006-04-11,59.79999923706055
2006-04-12,57.900001525878906
2006-04-13,57.900001525878906
2006-04-17,61.400001525878906
2006-04-18,62.0
2006-04-19,63.20000076293945
2006-04-20,61.20000076293945
2006-04-21,61.70000076293945
2006-04-24,64.30000305175781
2006-04-25,62.70000076293945
2006-04-26,61.29999923706055
2006-04-27,59.20000076293945
2006-04-28,60.0
2006-05-01,60.79999923706055
2006-05-02,60.70000076293945
2006-05-03,60.0
2006-05-04,60.70000076293945
2006-05-05,61.20000076293945
2006-05-08,63.099998474121094
2006-05-09,62.099998474121094
2006-05-10,60.70000076293945
2006-05-11,58.599998474121094
2006-05-12,54.5
2006-05-15,53.79999923706055
2006-05-16,53.0
2006-05-17,52.599998474121094
2006-05-18,52.0
2006-05-19,52.70000076293945
2006-05-22,52.29999923706055
2006-05-23,50.900001525878906
2006-05-24,52.20000076293945
2006-05-25,53.400001525878906
2006-05-26,54.70000076293945
2006-05-30,50.599998474121094
2006-05-31,51.099998474121094
2006-06-01,53.0
2006-06-02,52.29999923706055
2006-06-05,51.29999923706055
2006-06-06,51.099998474121094
2006-06-07,50.20000076293945
2006-06-08,50.5
2006-06-09,50.400001525878906
2006-06-12,48.099998474121094
2006-06-13,48.400001525878906
2006-06-14,49.900001525878906
2006-06-15,51.599998474121094
2006-06-16,49.900001525878906
2006-06-19,48.70000076293945
2006-06-20,48.900001525878906
2006-06-21,49.29999923706055
2006-06-22,49.29999923706055
2006-06-23,49.5
2006-06-26,50.20000076293945
2006-06-27,48.599998474121094
2006-06-28,46.400001525878906
2006-06-29,47.400001525878906
2006-06-30,46.70000076293945
2006-07-03,48.5
2006-07-05,47.599998474121094
2006-07-06,47.0
2006-07-07,46.5
2006-07-10,47.20000076293945
2006-07-11,46.900001525878906
2006-07-12,45.79999923706055
2006-07-13,43.20000076293945
2006-07-14,42.20000076293945
2006-07-17,42.0
2006-07-18,41.599998474121094
2006-07-19,43.5
2006-07-20,41.5
2006-07-21,39.79999923706055
2006-07-24,41.70000076293945
2006-07-25,42.70000076293945
2006-07-26,44.400001525878906
2006-07-27,36.400001525878906
2006-07-28,38.400001525878906
2006-07-31,40.400001525878906
2006-08-01,40.70000076293945
2006-08-02,40.5
2006-08-03,41.599998474121094
2006-08-04,41.0
2006-08-07,40.0
2006-08-08,38.099998474121094
2006-08-09,38.5
2006-08-10,38.79999923706055
2006-08-11,39.0
2006-08-14,39.099998474121094
2006-08-15,40.29999923706055
2006-08-16,42.099998474121094
2006-08-17,43.79999923706055
2006-08-18,44.900001525878906
2006-08-21,44.79999923706055
2006-08-22,46.0
2006-08-23,45.20000076293945
2006-08-24,45.29999923706055
2006-08-25,46.0
2006-08-28,45.79999923706055
2006-08-29,46.400001525878906
2006-08-30,47.599998474121094
2006-08-31,47.400001525878906
2006-09-01,47.0
2006-09-05,47.79999923706055
2006-09-06,45.599998474121094
2006-09-07,44.79999923706055
2006-09-08,45.0
2006-09-11,43.5
2006-09-12,45.29999923706055
2006-09-13,46.0
2006-09-14,46.79999923706055
2006-09-15,43.70000076293945
2006-09-18,44.900001525878906
2006-09-19,42.400001525878906
2006-09-20,40.599998474121094
2006-09-21,39.70000076293945
2006-09-22,38.0
2006-09-25,39.099998474121094
2006-09-26,39.5
2006-09-27,40.79999923706055
2006-09-28,41.70000076293945
2006-09-29,40.70000076293945
2006-10-02,39.5
2006-10-03,39.20000076293945
2006-10-04,39.599998474121094
2006-10-05,40.29999923706055
2006-10-06,40.29999923706055
2006-10-09,40.70000076293945
2006-10-10,40.70000076293945
2006-10-11,40.20000076293945
2006-10-12,43.400001525878906
2006-10-13,44.0
2006-10-16,44.900001525878906
2006-10-17,44.900001525878906
2006-10-18,42.70000076293945
2006-10-19,42.70000076293945
2006-10-20,42.5
2006-10-23,42.0
2006-10-24,41.79999923706055
2006-10-25,42.5
2006-10-26,41.400001525878906
2006-10-27,40.900001525878906
2006-10-30,39.099998474121094
2006-10-31,39.900001525878906
2006-11-01,38.70000076293945
2006-11-02,37.70000076293945
2006-11-03,39.099998474121094
2006-11-06,39.900001525878906
2006-11-07,39.29999923706055
2006-11-08,41.400001525878906
2006-11-09,41.400001525878906
2006-11-10,41.900001525878906
2006-11-13,41.900001525878906
2006-11-14,42.20000076293945
2006-11-15,42.79999923706055
2006-11-16,41.70000076293945
2006-11-17,41.5
2006-11-20,42.599998474121094
2006-11-21,41.099998474121094
2006-11-22,41.20000076293945
2006-11-24,40.900001525878906
2006-11-27,39.5
2006-11-28,39.900001525878906
2006-11-29,40.70000076293945
2006-11-30,40.599998474121094
2006-12-01,40.599998474121094
2006-12-04,41.599998474121094
2006-12-05,40.599998474121094
2006-12-06,40.29999923706055
2006-12-07,39.599998474121094
2006-12-08,38.900001525878906
2006-12-11,38.0
2006-12-12,37.70000076293945
2006-12-13,39.29999923706055
2006-12-14,41.0
2006-12-15,40.599998474121094
2006-12-18,39.29999923706055
2006-12-19,39.29999923706055
2006-12-20,40.29999923706055
2006-12-21,39.5
2006-12-22,39.20000076293945
2006-12-26,39.20000076293945
2006-12-27,37.70000076293945
2006-12-28,38.099998474121094
2006-12-29,38.900001525878906
2007-01-03,38.79999923706055
2007-01-04,39.20000076293945
2007-01-05,38.099998474121094
2007-01-08,37.5
2007-01-09,36.400001525878906
2007-01-10,36.20000076293945
2007-01-11,35.099998474121094
2007-01-12,36.79999923706055
2007-01-16,35.900001525878906
2007-01-17,35.70000076293945
2007-01-18,35.099998474121094
2007-01-19,35.70000076293945
2007-01-22,35.400001525878906
2007-01-23,35.79999923706055
2007-01-24,34.900001525878906
2007-01-25,34.20000076293945
2007-01-26,35.20000076293945
2007-01-29,36.70000076293945
2007-01-30,36.099998474121094
2007-01-31,36.0
2007-02-01,36.900001525878906
2007-02-02,37.29999923706055
2007-02-05,39.099998474121094
2007-02-06,38.29999923706055
2007-02-07,38.29999923706055
2007-02-08,37.79999923706055
2007-02-09,37.20000076293945
2007-02-12,36.900001525878906
2007-02-13,38.099998474121094
2007-02-14,37.5
2007-02-15,36.70000076293945
2007-02-16,37.70000076293945
2007-02-20,38.29999923706055
2007-02-21,39.400001525878906
2007-02-22,39.599998474121094
2007-02-23,37.70000076293945
2007-02-26,37.599998474121094
2007-02-27,35.0
2007-02-28,34.79999923706055
2007-03-01,31.0
2007-03-02,30.0
2007-03-05,28.899999618530273
2007-03-06,28.600000381469727
2007-03-07,29.799999237060547
2007-03-08,29.399999618530273
2007-03-09,30.0
2007-03-12,29.399999618530273
2007-03-13,29.200000762939453
2007-03-14,29.0
2007-03-15,28.600000381469727
2007-03-16,30.0
2007-03-19,29.600000381469727
2007-03-20,30.100000381469727
2007-03-21,30.399999618530273
2007-03-22,31.299999237060547
2007-03-23,31.299999237060547
2007-03-26,30.700000762939453
2007-03-27,32.099998474121094
2007-03-28,31.100000381469727
2007-03-29,32.0
2007-03-30,31.600000381469727
2007-04-02,31.600000381469727
2007-04-03,32.400001525878906
2007-04-04,32.400001525878906
2007-04-05,33.0
2007-04-09,32.20000076293945
2007-04-10,33.29999923706055
2007-04-11,32.0
2007-04-12,33.0
2007-04-13,32.400001525878906
2007-04-16,33.70000076293945
2007-04-17,32.599998474121094
2007-04-18,32.099998474121094
2007-04-19,32.0
2007-04-20,32.599998474121094
2007-04-23,33.0
2007-04-24,32.29999923706055
2007-04-25,32.20000076293945
2007-04-26,31.200000762939453
2007-04-27,33.0
2007-04-30,31.600000381469727
2007-05-01,32.0
2007-05-02,32.599998474121094
2007-05-03,32.5
2007-05-04,32.599998474121094
2007-05-07,34.900001525878906
2007-05-08,33.900001525878906
2007-05-09,33.5
2007-05-10,31.700000762939453
2007-05-11,32.599998474121094
2007-05-14,32.70000076293945
2007-05-15,32.0
2007-05-16,30.700000762939453
2007-05-17,29.799999237060547
2007-05-18,30.200000762939453
2007-05-21,31.100000381469727
2007-05-22,31.299999237060547
2007-05-23,30.600000381469727
2007-05-24,30.0
2007-05-25,30.0
2007-05-29,30.799999237060547
2007-05-30,30.399999618530273
2007-05-31,29.600000381469727
2007-06-01,30.600000381469727
2007-06-04,30.799999237060547
2007-06-05,30.100000381469727
2007-06-06,29.600000381469727
2007-06-07,29.0
2007-06-08,29.5
2007-06-11,30.0
2007-06-12,29.200000762939453
2007-06-13,29.299999237060547
2007-06-14,29.299999237060547
2007-06-15,29.600000381469727
2007-06-18,30.299999237060547
2007-06-19,30.899999618530273
2007-06-20,29.899999618530273
2007-06-21,29.799999237060547
2007-06-22,30.5
2007-06-25,29.5
2007-06-26,29.200000762939453
2007-06-27,30.700000762939453
2007-06-28,32.0
2007-06-29,31.399999618530273
2007-07-02,31.799999237060547
2007-07-03,31.899999618530273
2007-07-05,31.5
2007-07-06,31.200000762939453
2007-07-09,33.29999923706055
2007-07-10,31.399999618530273
2007-07-11,31.700000762939453
2007-07-12,32.29999923706055
2007-07-13,32.5
2007-07-16,32.29999923706055
2007-07-17,32.400001525878906
2007-07-18,32.099998474121094
2007-07-19,31.899999618530273
2007-07-20,31.5
2007-07-23,31.399999618530273
2007-07-24,30.0
2007-07-25,31.600000381469727
2007-07-26,30.5
2007-07-27,29.0
2007-07-30,30.399999618530273
2007-07-31,29.700000762939453
2007-08-01,29.5
2007-08-02,29.399999618530273
2007-08-03,27.600000381469727
2007-08-06,27.100000381469727
2007-08-07,27.899999618530273
2007-08-08,30.100000381469727
2007-08-09,30.0
2007-08-10,27.700000762939453
2007-08-13,27.100000381469727
2007-08-14,25.0
2007-08-15,25.5
2007-08-16,26.0
2007-08-17,25.700000762939453
2007-08-20,26.399999618530273
2007-08-21,25.600000381469727
2007-08-22,25.0
2007-08-23,25.100000381469727
2007-08-24,24.899999618530273
2007-08-27,25.899999618530273
2007-08-28,25.200000762939453
2007-08-29,24.899999618530273
2007-08-30,25.799999237060547
2007-08-31,27.0
2007-09-04,27.200000762939453
2007-09-05,26.799999237060547
2007-09-06,27.299999237060547
2007-09-07,27.299999237060547
2007-09-10,27.299999237060547
2007-09-11,26.799999237060547
2007-09-12,27.5
2007-09-13,27.100000381469727
2007-09-14,27.5
2007-09-17,27.299999237060547
2007-09-18,27.5
2007-09-19,27.5
2007-09-20,27.700000762939453
2007-09-21,29.600000381469727
2007-09-24,28.100000381469727
2007-09-25,29.399999618530273
2007-09-26,30.0
2007-09-27,30.700000762939453
2007-09-28,31.0
2007-10-01,30.799999237060547
2007-10-02,30.5
2007-10-03,30.5
2007-10-04,30.0
2007-10-05,30.700000762939453
2007-10-08,30.899999618530273
2007-10-09,30.299999237060547
2007-10-10,31.200000762939453
2007-10-11,30.5
2007-10-12,30.700000762939453
2007-10-15,30.799999237060547
2007-10-16,30.399999618530273
2007-10-17,31.0
2007-10-18,30.899999618530273
2007-10-19,29.700000762939453
2007-10-22,35.099998474121094
2007-10-23,33.20000076293945
2007-10-24,33.70000076293945
2007-10-25,33.599998474121094
2007-10-26,33.29999923706055
2007-10-29,35.0
2007-10-30,34.0
2007-10-31,34.900001525878906
2007-11-01,33.79999923706055
2007-11-02,33.599998474121094
2007-11-05,32.400001525878906
2007-11-06,35.79999923706055
2007-11-07,36.20000076293945
2007-11-08,35.5
2007-11-09,35.400001525878906
2007-11-12,33.70000076293945
2007-11-13,36.099998474121094
2007-11-14,35.5
2007-11-15,37.099998474121094
2007-11-16,36.70000076293945
2007-11-19,36.099998474121094
2007-11-20,34.29999923706055
2007-11-21,35.29999923706055
2007-11-23,35.400001525878906
2007-11-26,37.70000076293945
2007-11-27,35.900001525878906
2007-11-28,37.20000076293945
2007-11-29,37.79999923706055
2007-11-30,36.20000076293945
2007-12-03,35.5
2007-12-04,36.599998474121094
2007-12-05,35.0
2007-12-06,37.70000076293945
2007-12-07,38.400001525878906
2007-12-10,40.20000076293945
2007-12-11,42.900001525878906
2007-12-12,42.0
2007-12-13,43.79999923706055
2007-12-14,43.900001525878906
2007-12-17,36.70000076293945
2007-12-18,40.400001525878906
2007-12-19,38.20000076293945
2007-12-20,39.5
2007-12-21,37.599998474121094
2007-12-24,39.5
2007-12-26,41.900001525878906
2007-12-27,40.70000076293945
2007-12-28,37.79999923706055
2007-12-31,39.5
2008-01-02,40.400001525878906
2008-01-03,41.70000076293945
2008-01-04,39.400001525878906
2008-01-07,37.29999923706055
2008-01-08,36.0
2008-01-09,33.20000076293945
2008-01-10,34.599998474121094
2008-01-11,32.29999923706055
2008-01-14,33.400001525878906
2008-01-15,31.399999618530273
2008-01-16,31.899999618530273
2008-01-17,28.899999618530273
2008-01-18,27.299999237060547
2008-01-22,27.200000762939453
2008-01-23,25.200000762939453
2008-01-24,26.0
2008-01-25,27.600000381469727
2008-01-28,27.0
2008-01-29,27.399999618530273
2008-01-30,27.200000762939453
2008-01-31,27.399999618530273
2008-02-01,29.700000762939453
2008-02-04,29.700000762939453
2008-02-05,29.899999618530273
2008-02-06,29.899999618530273
2008-02-07,29.899999618530273
