Date,NCLH
2013-01-18,24.790000915527344
2013-01-22,26.950000762939453
2013-01-23,27.489999771118164
2013-01-24,27.350000381469727
2013-01-25,27.350000381469727
2013-01-28,27.760000228881836
2013-01-29,27.110000610351562
2013-01-30,26.290000915527344
2013-01-31,26.3700008392334
2013-02-01,27.649999618530273
2013-02-04,28.40999984741211
2013-02-05,28.540000915527344
2013-02-06,27.979999542236328
2013-02-07,27.549999237060547
2013-02-08,27.90999984741211
2013-02-11,27.68000030517578
2013-02-12,28.31999969482422
2013-02-13,28.920000076293945
2013-02-14,29.25
2013-02-15,30.270000457763672
2013-02-19,31.190000534057617
2013-02-20,30.799999237060547
2013-02-21,30.469999313354492
2013-02-22,29.989999771118164
2013-02-25,30.780000686645508
2013-02-26,30.209999084472656
2013-02-27,30.260000228881836
2013-02-28,30.979999542236328
2013-03-01,30.989999771118164
2013-03-04,30.450000762939453
2013-03-05,30.030000686645508
2013-03-06,30.020000457763672
2013-03-07,30.290000915527344
2013-03-08,30.299999237060547
2013-03-11,30.65999984741211
2013-03-12,30.850000381469727
2013-03-13,30.780000686645508
2013-03-14,30.0
2013-03-15,29.81999969482422
2013-03-18,30.290000915527344
2013-03-19,30.260000228881836
2013-03-20,30.5
2013-03-21,30.030000686645508
2013-03-22,30.18000030517578
2013-03-25,29.479999542236328
2013-03-26,29.540000915527344
2013-03-27,30.149999618530273
2013-03-28,29.649999618530273
2013-04-01,29.93000030517578
2013-04-02,29.920000076293945
2013-04-03,29.190000534057617
2013-04-04,29.270000457763672
2013-04-05,29.299999237060547
2013-04-08,29.989999771118164
2013-04-09,30.34000015258789
2013-04-10,30.530000686645508
2013-04-11,30.639999389648438
2013-04-12,30.5
2013-04-15,30.06999969482422
2013-04-16,30.0
2013-04-17,29.549999237060547
2013-04-18,29.34000015258789
2013-04-19,29.43000030517578
2013-04-22,29.3799991607666
2013-04-23,29.34000015258789
2013-04-24,28.899999618530273
2013-04-25,30.059999465942383
2013-04-26,30.389999389648438
2013-04-29,30.360000610351562
2013-04-30,31.010000228881836
2013-05-01,31.09000015258789
2013-05-02,31.360000610351562
2013-05-03,31.530000686645508
2013-05-06,31.81999969482422
2013-05-07,31.65999984741211
2013-05-08,31.899999618530273
2013-05-09,31.709999084472656
2013-05-10,31.010000228881836
2013-05-13,30.459999084472656
2013-05-14,30.760000228881836
2013-05-15,31.360000610351562
2013-05-16,31.420000076293945
2013-05-17,31.559999465942383
2013-05-20,32.029998779296875
2013-05-21,32.0
2013-05-22,31.799999237060547
2013-05-23,31.959999084472656
2013-05-24,32.150001525878906
2013-05-28,31.75
2013-05-29,31.56999969482422
2013-05-30,30.81999969482422
2013-05-31,30.75
2013-06-03,31.350000381469727
2013-06-04,31.40999984741211
2013-06-05,30.850000381469727
2013-06-06,30.790000915527344
2013-06-07,31.239999771118164
2013-06-10,31.170000076293945
2013-06-11,31.649999618530273
2013-06-12,31.110000610351562
2013-06-13,31.079999923706055
2013-06-14,31.280000686645508
2013-06-17,31.190000534057617
2013-06-18,31.549999237060547
2013-06-19,31.299999237060547
2013-06-20,31.280000686645508
2013-06-21,29.719999313354492
2013-06-24,28.270000457763672
2013-06-25,28.760000228881836
2013-06-26,29.43000030517578
2013-06-27,30.030000686645508
2013-06-28,30.309999465942383
2013-07-01,30.950000762939453
2013-07-02,30.479999542236328
2013-07-03,30.59000015258789
2013-07-05,31.649999618530273
2013-07-08,31.790000915527344
2013-07-09,31.760000228881836
2013-07-10,31.5
2013-07-11,31.43000030517578
2013-07-12,31.530000686645508
2013-07-15,31.3799991607666
2013-07-16,31.399999618530273
2013-07-17,31.350000381469727
2013-07-18,31.3700008392334
2013-07-19,31.200000762939453
2013-07-22,31.299999237060547
2013-07-23,31.1299991607666
2013-07-24,30.719999313354492
2013-07-25,30.270000457763672
2013-07-26,30.969999313354492
2013-07-29,30.260000228881836
2013-07-30,29.760000228881836
2013-07-31,30.309999465942383
2013-08-01,30.25
2013-08-02,30.59000015258789
2013-08-05,30.739999771118164
2013-08-06,30.260000228881836
2013-08-07,30.18000030517578
2013-08-08,30.049999237060547
2013-08-09,31.020000457763672
2013-08-12,31.600000381469727
2013-08-13,32.220001220703125
2013-08-14,32.439998626708984
2013-08-15,32.790000915527344
2013-08-16,31.969999313354492
2013-08-19,31.459999084472656
2013-08-20,31.459999084472656
2013-08-21,31.799999237060547
2013-08-22,32.41999816894531
2013-08-23,31.780000686645508
2013-08-26,31.690000534057617
2013-08-27,31.209999084472656
2013-08-28,31.100000381469727
2013-08-29,31.209999084472656
2013-08-30,31.09000015258789
2013-09-03,31.459999084472656
2013-09-04,31.15999984741211
2013-09-05,31.149999618530273
2013-09-06,31.309999465942383
2013-09-09,31.190000534057617
2013-09-10,31.75
2013-09-11,31.799999237060547
2013-09-12,31.8799991607666
2013-09-13,32.56999969482422
2013-09-16,32.29999923706055
