Date,XLY
2003-03-10,21.1200008392334
2003-03-11,20.940000534057617
2003-03-12,20.899999618530273
2003-03-13,22.010000228881836
2003-03-14,22.049999237060547
2003-03-17,23.110000610351562
2003-03-18,22.959999084472656
2003-03-19,23.399999618530273
2003-03-20,23.579999923706055
2003-03-21,24.280000686645508
2003-03-24,23.170000076293945
2003-03-25,23.510000228881836
2003-03-26,23.540000915527344
2003-03-27,23.450000762939453
2003-03-28,23.209999084472656
2003-03-31,22.729999542236328
2003-04-01,23.0
2003-04-02,23.600000381469727
2003-04-03,23.719999313354492
2003-04-04,23.889999389648438
2003-04-07,24.100000381469727
2003-04-08,24.1200008392334
2003-04-09,23.799999237060547
2003-04-10,24.06999969482422
2003-04-11,23.81999969482422
2003-04-14,24.43000030517578
2003-04-15,24.610000610351562
2003-04-16,24.270000457763672
2003-04-17,24.729999542236328
2003-04-21,24.739999771118164
2003-04-22,25.239999771118164
2003-04-23,25.5
2003-04-24,25.100000381469727
2003-04-25,24.719999313354492
2003-04-28,25.290000915527344
2003-04-29,25.5
2003-04-30,25.389999389648438
2003-05-01,25.15999984741211
2003-05-02,25.399999618530273
2003-05-05,25.309999465942383
2003-05-06,25.639999389648438
2003-05-07,25.6200008392334
2003-05-08,25.3799991607666
2003-05-09,25.670000076293945
2003-05-12,26.059999465942383
2003-05-13,26.030000686645508
2003-05-14,25.829999923706055
2003-05-15,25.889999389648438
2003-05-16,25.93000030517578
2003-05-19,25.149999618530273
2003-05-20,25.15999984741211
2003-05-21,25.270000457763672
2003-05-22,25.700000762939453
2003-05-23,25.610000610351562
2003-05-27,26.200000762939453
2003-05-28,26.209999084472656
2003-05-29,26.18000030517578
2003-05-30,26.739999771118164
2003-06-02,26.989999771118164
2003-06-03,26.950000762939453
2003-06-04,27.3700008392334
2003-06-05,27.520000457763672
2003-06-06,27.3799991607666
2003-06-09,26.989999771118164
2003-06-10,27.290000915527344
2003-06-11,27.59000015258789
2003-06-12,27.760000228881836
2003-06-13,27.459999084472656
2003-06-16,28.100000381469727
2003-06-17,28.100000381469727
2003-06-18,27.84000015258789
2003-06-19,27.3799991607666
2003-06-20,27.3799991607666
2003-06-23,27.040000915527344
2003-06-24,27.040000915527344
2003-06-25,26.8799991607666
2003-06-26,27.079999923706055
2003-06-27,26.920000076293945
2003-06-30,27.09000015258789
2003-07-01,27.030000686645508
2003-07-02,27.280000686645508
2003-07-03,27.25
2003-07-07,27.799999237060547
2003-07-08,28.190000534057617
2003-07-09,27.84000015258789
2003-07-10,27.479999542236328
2003-07-11,27.889999389648438
2003-07-14,28.040000915527344
2003-07-15,27.8700008392334
2003-07-16,27.790000915527344
2003-07-17,27.469999313354492
2003-07-18,27.649999618530273
2003-07-21,27.34000015258789
2003-07-22,27.540000915527344
2003-07-23,27.420000076293945
2003-07-24,27.389999389648438
2003-07-25,27.75
2003-07-28,27.889999389648438
2003-07-29,27.709999084472656
2003-07-30,27.530000686645508
2003-07-31,27.59000015258789
2003-08-01,27.559999465942383
2003-08-04,27.350000381469727
2003-08-05,26.899999618530273
2003-08-06,26.989999771118164
2003-08-07,27.219999313354492
2003-08-08,27.479999542236328
2003-08-11,27.600000381469727
2003-08-12,27.969999313354492
2003-08-13,27.8700008392334
2003-08-14,28.0
2003-08-15,28.200000762939453
2003-08-18,28.360000610351562
2003-08-19,28.389999389648438
2003-08-20,28.559999465942383
2003-08-21,28.780000686645508
2003-08-22,28.389999389648438
2003-08-25,28.299999237060547
2003-08-26,28.489999771118164
2003-08-27,28.530000686645508
2003-08-28,28.729999542236328
2003-08-29,29.0
2003-09-02,29.399999618530273
2003-09-03,29.389999389648438
2003-09-04,29.479999542236328
2003-09-05,29.190000534057617
2003-09-08,29.200000762939453
2003-09-09,28.6299991607666
2003-09-10,28.270000457763672
2003-09-11,28.5
2003-09-12,28.399999618530273
2003-09-15,28.5
2003-09-16,28.920000076293945
2003-09-17,28.90999984741211
2003-09-18,29.100000381469727
2003-09-19,28.889999389648438
2003-09-22,28.450000762939453
2003-09-23,28.709999084472656
2003-09-24,28.149999618530273
2003-09-25,28.040000915527344
2003-09-26,27.729999542236328
2003-09-29,27.690000534057617
2003-09-30,27.579999923706055
2003-10-01,28.34000015258789
2003-10-02,28.489999771118164
2003-10-03,28.809999465942383
2003-10-06,29.020000457763672
2003-10-07,29.139999389648438
2003-10-08,28.93000030517578
2003-10-09,29.299999237060547
2003-10-10,29.360000610351562
2003-10-13,29.65999984741211
2003-10-14,29.81999969482422
2003-10-15,29.700000762939453
2003-10-16,29.829999923706055
2003-10-17,29.40999984741211
2003-10-20,29.3799991607666
2003-10-21,29.469999313354492
2003-10-22,29.059999465942383
2003-10-23,29.059999465942383
2003-10-24,29.09000015258789
2003-10-27,29.40999984741211
2003-10-28,30.06999969482422
2003-10-29,30.010000228881836
2003-10-30,30.110000610351562
2003-10-31,30.09000015258789
2003-11-03,30.31999969482422
2003-11-04,30.139999389648438
2003-11-05,30.110000610351562
2003-11-06,30.329999923706055
2003-11-07,30.40999984741211
2003-11-10,30.049999237060547
2003-11-11,30.0
2003-11-12,30.299999237060547
2003-11-13,30.190000534057617
2003-11-14,29.860000610351562
2003-11-17,29.59000015258789
2003-11-18,29.209999084472656
2003-11-19,29.399999618530273
2003-11-20,29.3700008392334
2003-11-21,29.5
2003-11-24,30.09000015258789
2003-11-25,30.3799991607666
2003-11-26,30.3700008392334
2003-11-28,30.360000610351562
2003-12-01,30.649999618530273
2003-12-02,30.420000076293945
2003-12-03,30.299999237060547
2003-12-04,30.229999542236328
2003-12-05,29.920000076293945
2003-12-08,30.049999237060547
2003-12-09,29.899999618530273
2003-12-10,29.760000228881836
2003-12-11,30.219999313354492
2003-12-12,30.3799991607666
2003-12-15,30.25
2003-12-16,30.18000030517578
2003-12-17,30.459999084472656
2003-12-18,30.850000381469727
2003-12-19,30.860000610351562
2003-12-22,30.959999084472656
2003-12-23,31.059999465942383
2003-12-24,30.940000534057617
2003-12-26,31.079999923706055
2003-12-29,31.360000610351562
2003-12-30,31.260000228881836
2003-12-31,31.489999771118164
2004-01-02,31.219999313354492
2004-01-05,31.489999771118164
2004-01-06,31.610000610351562
2004-01-07,31.75
2004-01-08,31.649999618530273
2004-01-09,31.520000457763672
2004-01-12,31.450000762939453
2004-01-13,31.399999618530273
2004-01-14,31.649999618530273
2004-01-15,31.739999771118164
2004-01-16,31.739999771118164
2004-01-20,31.510000228881836
2004-01-21,31.899999618530273
2004-01-22,32.150001525878906
2004-01-23,32.04999923706055
2004-01-26,32.11000061035156
2004-01-27,31.889999389648438
2004-01-28,31.1299991607666
2004-01-29,31.329999923706055
2004-01-30,31.309999465942383
2004-02-02,31.219999313354492
2004-02-03,31.049999237060547
2004-02-04,31.010000228881836
2004-02-05,31.25
2004-02-06,31.579999923706055
2004-02-09,31.6200008392334
2004-02-10,31.889999389648438
2004-02-11,32.209999084472656
2004-02-12,32.04999923706055
2004-02-13,31.729999542236328
2004-02-17,32.13999938964844
2004-02-18,31.950000762939453
2004-02-19,31.979999542236328
2004-02-20,31.739999771118164
2004-02-23,31.510000228881836
2004-02-24,31.56999969482422
2004-02-25,31.739999771118164
2004-02-26,31.940000534057617
2004-02-27,31.989999771118164
2004-03-01,32.189998626708984
2004-03-02,32.099998474121094
2004-03-03,32.130001068115234
2004-03-04,32.2599983215332
2004-03-05,32.4900016784668
2004-03-08,32.040000915527344
2004-03-09,31.829999923706055
2004-03-10,31.440000534057617
2004-03-11,30.860000610351562
2004-03-12,31.350000381469727
2004-03-15,30.729999542236328
2004-03-16,31.0
2004-03-17,31.440000534057617
2004-03-18,31.360000610351562
2004-03-19,31.139999389648438
2004-03-22,30.65999984741211
2004-03-23,30.600000381469727
2004-03-24,30.75
2004-03-25,31.290000915527344
2004-03-26,31.260000228881836
2004-03-29,31.549999237060547
2004-03-30,31.790000915527344
2004-03-31,31.75
2004-04-01,31.889999389648438
2004-04-02,32.18000030517578
2004-04-05,32.5099983215332
2004-04-06,32.439998626708984
2004-04-07,32.20000076293945
2004-04-08,32.0
2004-04-12,32.27000045776367
2004-04-13,31.670000076293945
2004-04-14,31.6200008392334
2004-04-15,31.59000015258789
2004-04-16,31.889999389648438
2004-04-19,31.90999984741211
2004-04-20,31.709999084472656
2004-04-21,31.75
2004-04-22,32.38999938964844
2004-04-23,32.2599983215332
2004-04-26,32.0
2004-04-27,32.220001220703125
2004-04-28,31.84000015258789
2004-04-29,31.6299991607666
2004-04-30,31.389999389648438
2004-05-03,31.549999237060547
2004-05-04,31.489999771118164
2004-05-05,31.559999465942383
2004-05-06,31.09000015258789
2004-05-07,30.34000015258789
2004-05-10,29.959999084472656
2004-05-11,30.399999618530273
2004-05-12,30.5
2004-05-13,30.399999618530273
2004-05-14,30.40999984741211
2004-05-17,29.93000030517578
2004-05-18,30.399999618530273
2004-05-19,30.270000457763672
2004-05-20,30.34000015258789
2004-05-21,30.489999771118164
2004-05-24,30.809999465942383
2004-05-25,31.43000030517578
2004-05-26,31.450000762939453
2004-05-27,31.59000015258789
2004-05-28,31.59000015258789
2004-06-01,31.559999465942383
2004-06-02,31.68000030517578
2004-06-03,31.479999542236328
2004-06-04,31.610000610351562
2004-06-07,32.04999923706055
2004-06-08,32.15999984741211
2004-06-09,31.920000076293945
2004-06-10,32.04999923706055
2004-06-14,31.639999389648438
2004-06-15,31.829999923706055
2004-06-16,31.860000610351562
2004-06-17,31.940000534057617
2004-06-18,31.889999389648438
2004-06-21,31.780000686645508
2004-06-22,31.639999389648438
2004-06-23,31.889999389648438
2004-06-24,31.899999618530273
2004-06-25,31.8700008392334
2004-06-28,31.809999465942383
2004-06-29,31.56999969482422
2004-06-30,31.6299991607666
2004-07-01,31.440000534057617
2004-07-02,31.270000457763672
2004-07-06,31.06999969482422
2004-07-07,30.979999542236328
2004-07-08,30.559999465942383
2004-07-09,30.729999542236328
2004-07-12,30.809999465942383
2004-07-13,30.93000030517578
2004-07-14,30.799999237060547
2004-07-15,30.649999618530273
2004-07-16,30.309999465942383
2004-07-19,30.190000534057617
2004-07-20,30.530000686645508
2004-07-21,30.260000228881836
2004-07-22,30.309999465942383
2004-07-23,30.1299991607666
2004-07-26,29.8700008392334
2004-07-27,30.3799991607666
2004-07-28,30.25
2004-07-29,30.399999618530273
2004-07-30,30.43000030517578
2004-08-02,30.610000610351562
2004-08-03,30.299999237060547
2004-08-04,30.139999389648438
2004-08-05,29.610000610351562
2004-08-06,29.18000030517578
2004-08-09,29.139999389648438
2004-08-10,29.56999969482422
2004-08-11,29.360000610351562
2004-08-12,28.959999084472656
2004-08-13,29.030000686645508
2004-08-16,29.719999313354492
2004-08-17,30.100000381469727
2004-08-18,30.360000610351562
2004-08-19,30.219999313354492
2004-08-20,30.489999771118164
2004-08-23,30.329999923706055
2004-08-24,30.40999984741211
2004-08-25,30.639999389648438
2004-08-26,30.6299991607666
2004-08-27,30.6299991607666
2004-08-30,30.389999389648438
2004-08-31,30.3700008392334
2004-09-01,30.469999313354492
2004-09-02,30.950000762939453
2004-09-03,30.920000076293945
2004-09-07,31.1299991607666
2004-09-08,31.030000686645508
2004-09-09,30.8700008392334
2004-09-10,31.149999618530273
2004-09-13,31.25
2004-09-14,31.389999389648438
2004-09-15,31.209999084472656
2004-09-16,31.399999618530273
2004-09-17,31.420000076293945
2004-09-20,31.18000030517578
2004-09-21,31.420000076293945
2004-09-22,31.0
2004-09-23,31.110000610351562
2004-09-24,31.200000762939453
2004-09-27,30.979999542236328
2004-09-28,30.959999084472656
2004-09-29,31.06999969482422
2004-09-30,31.200000762939453
2004-10-01,31.59000015258789
2004-10-04,31.889999389648438
2004-10-05,31.850000381469727
2004-10-06,32.02000045776367
2004-10-07,31.790000915527344
2004-10-08,31.540000915527344
2004-10-11,31.65999984741211
2004-10-12,31.579999923706055
2004-10-13,31.479999542236328
2004-10-14,31.209999084472656
2004-10-15,31.43000030517578
2004-10-18,31.649999618530273
2004-10-19,31.450000762939453
2004-10-20,31.280000686645508
2004-10-21,31.559999465942383
2004-10-22,31.290000915527344
2004-10-25,31.260000228881836
2004-10-26,31.780000686645508
2004-10-27,32.31999969482422
2004-10-28,32.5
2004-10-29,32.459999084472656
2004-11-01,32.59000015258789
2004-11-02,32.709999084472656
2004-11-03,32.790000915527344
2004-11-04,33.5099983215332
2004-11-05,33.630001068115234
2004-11-08,33.650001525878906
2004-11-09,33.68000030517578
2004-11-10,33.68000030517578
2004-11-11,33.9900016784668
2004-11-12,34.209999084472656
2004-11-15,34.310001373291016
2004-11-16,33.9900016784668
2004-11-17,34.02000045776367
2004-11-18,34.18000030517578
2004-11-19,33.75
2004-11-22,33.959999084472656
2004-11-23,34.150001525878906
2004-11-24,34.380001068115234
2004-11-26,34.41999816894531
2004-11-29,34.189998626708984
2004-11-30,33.81999969482422
2004-12-01,34.349998474121094
2004-12-02,34.38999938964844
2004-12-03,34.279998779296875
2004-12-06,34.220001220703125
2004-12-07,33.97999954223633
2004-12-08,34.18000030517578
2004-12-09,34.439998626708984
2004-12-10,34.400001525878906
2004-12-13,34.52000045776367
2004-12-14,34.70000076293945
2004-12-15,34.849998474121094
2004-12-16,34.790000915527344
2004-12-17,34.529998779296875
2004-12-20,34.4900016784668
2004-12-21,34.68000030517578
2004-12-22,34.91999816894531
2004-12-23,34.86000061035156
2004-12-27,34.880001068115234
2004-12-28,35.290000915527344
2004-12-29,35.31999969482422
2004-12-30,35.41999816894531
2004-12-31,35.290000915527344
2005-01-03,35.060001373291016
2005-01-04,34.650001525878906
2005-01-05,34.52000045776367
2005-01-06,34.34000015258789
2005-01-07,34.33000183105469
2005-01-10,34.459999084472656
2005-01-11,34.2400016784668
2005-01-12,34.439998626708984
2005-01-13,34.189998626708984
2005-01-14,34.5099983215332
2005-01-18,34.79999923706055
2005-01-19,34.45000076293945
2005-01-20,33.83000183105469
2005-01-21,33.709999084472656
2005-01-24,33.380001068115234
2005-01-25,33.470001220703125
2005-01-26,33.650001525878906
2005-01-27,33.58000183105469
2005-01-28,33.41999816894531
2005-01-31,33.779998779296875
2005-02-01,33.810001373291016
2005-02-02,33.90999984741211
2005-02-03,33.84000015258789
2005-02-04,34.150001525878906
2005-02-07,34.2400016784668
2005-02-08,34.15999984741211
2005-02-09,33.779998779296875
2005-02-10,33.91999816894531
2005-02-11,34.09000015258789
2005-02-14,34.040000915527344
2005-02-15,34.310001373291016
2005-02-16,34.25
2005-02-17,34.08000183105469
2005-02-18,34.0099983215332
2005-02-22,33.34000015258789
2005-02-23,33.54999923706055
2005-02-24,33.58000183105469
2005-02-25,33.7400016784668
2005-02-28,33.599998474121094
2005-03-01,33.97999954223633
2005-03-02,34.0
2005-03-03,33.959999084472656
2005-03-04,34.25
2005-03-07,34.279998779296875
2005-03-08,34.099998474121094
2005-03-09,33.720001220703125
2005-03-10,33.779998779296875
2005-03-11,33.7400016784668
2005-03-14,33.790000915527344
2005-03-15,33.83000183105469
2005-03-16,33.630001068115234
2005-03-17,33.65999984741211
2005-03-18,33.41999816894531
2005-03-21,33.2599983215332
2005-03-22,32.97999954223633
2005-03-23,32.869998931884766
2005-03-24,32.91999816894531
2005-03-28,33.150001525878906
2005-03-29,32.72999954223633
2005-03-30,33.2599983215332
2005-03-31,33.15999984741211
2005-04-01,32.900001525878906
2005-04-04,32.9900016784668
2005-04-05,33.189998626708984
2005-04-06,33.04999923706055
2005-04-07,33.20000076293945
2005-04-08,32.939998626708984
2005-04-11,32.7599983215332
2005-04-12,33.06999969482422
2005-04-13,32.56999969482422
2005-04-14,32.119998931884766
2005-04-15,31.469999313354492
2005-04-18,31.530000686645508
2005-04-19,31.56999969482422
2005-04-20,31.049999237060547
2005-04-21,31.81999969482422
2005-04-22,31.34000015258789
2005-04-25,31.6200008392334
2005-04-26,31.399999618530273
2005-04-27,31.440000534057617
2005-04-28,30.979999542236328
2005-04-29,31.049999237060547
2005-05-02,31.209999084472656
2005-05-03,31.329999923706055
2005-05-04,32.0
2005-05-05,31.809999465942383
2005-05-06,31.809999465942383
2005-05-09,31.989999771118164
2005-05-10,31.600000381469727
2005-05-11,31.59000015258789
2005-05-12,31.43000030517578
2005-05-13,31.40999984741211
2005-05-16,31.799999237060547
2005-05-17,32.06999969482422
2005-05-18,32.70000076293945
2005-05-19,32.959999084472656
2005-05-20,32.869998931884766
2005-05-23,33.08000183105469
2005-05-24,33.02000045776367
2005-05-25,32.91999816894531
2005-05-26,33.09000015258789
2005-05-27,33.09000015258789
2005-05-31,32.970001220703125
2005-06-01,33.11000061035156
2005-06-02,33.279998779296875
2005-06-03,33.040000915527344
2005-06-06,33.09000015258789
2005-06-07,33.13999938964844
2005-06-08,33.0
2005-06-09,33.130001068115234
2005-06-10,33.130001068115234
2005-06-13,33.18000030517578
2005-06-14,33.529998779296875
2005-06-15,33.529998779296875
2005-06-16,33.599998474121094
2005-06-17,33.689998626708984
2005-06-20,33.709999084472656
2005-06-21,33.72999954223633
2005-06-22,33.720001220703125
2005-06-23,33.130001068115234
2005-06-24,32.84000015258789
2005-06-27,32.689998626708984
2005-06-28,33.150001525878906
2005-06-29,32.95000076293945
2005-06-30,32.779998779296875
2005-07-01,32.86000061035156
2005-07-05,33.16999816894531
2005-07-06,32.869998931884766
2005-07-07,32.970001220703125
2005-07-08,33.47999954223633
2005-07-11,33.65999984741211
2005-07-12,33.880001068115234
2005-07-13,33.790000915527344
2005-07-14,33.970001220703125
2005-07-15,34.11000061035156
2005-07-18,34.13999938964844
2005-07-19,34.349998474121094
2005-07-20,34.47999954223633
2005-07-21,34.400001525878906
2005-07-22,34.56999969482422
2005-07-25,34.29999923706055
2005-07-26,34.58000183105469
2005-07-27,34.66999816894531
2005-07-28,35.02000045776367
2005-07-29,34.63999938964844
2005-08-01,34.650001525878906
2005-08-02,34.81999969482422
2005-08-03,34.66999816894531
2005-08-04,34.369998931884766
2005-08-05,34.11000061035156
2005-08-08,34.029998779296875
2005-08-09,34.40999984741211
2005-08-10,34.38999938964844
2005-08-11,34.540000915527344
2005-08-12,34.45000076293945
2005-08-15,34.70000076293945
2005-08-16,33.97999954223633
2005-08-17,34.18000030517578
2005-08-18,34.040000915527344
2005-08-19,33.869998931884766
2005-08-22,33.849998474121094
2005-08-23,33.7400016784668
2005-08-24,33.5
2005-08-25,33.59000015258789
2005-08-26,33.45000076293945
2005-08-29,33.54999923706055
2005-08-30,33.209999084472656
2005-08-31,33.5
2005-09-01,33.16999816894531
2005-09-02,33.04999923706055
2005-09-06,33.619998931884766
2005-09-07,33.86000061035156
2005-09-08,33.540000915527344
2005-09-09,33.81999969482422
2005-09-12,33.90999984741211
2005-09-13,33.41999816894531
2005-09-14,33.11000061035156
2005-09-15,33.16999816894531
2005-09-16,33.13999938964844
2005-09-19,32.7400016784668
2005-09-20,32.16999816894531
2005-09-21,31.65999984741211
2005-09-22,32.16999816894531
2005-09-23,32.290000915527344
2005-09-26,32.25
2005-09-27,32.2400016784668
2005-09-28,31.950000762939453
2005-09-29,32.27000045776367
2005-09-30,32.4900016784668
2005-10-03,32.400001525878906
2005-10-04,32.18000030517578
2005-10-05,31.639999389648438
2005-10-06,31.670000076293945
2005-10-07,31.700000762939453
2005-10-10,31.459999084472656
2005-10-11,31.34000015258789
2005-10-12,30.989999771118164
2005-10-13,31.079999923706055
2005-10-14,31.389999389648438
2005-10-17,31.450000762939453
2005-10-18,31.1200008392334
2005-10-19,31.709999084472656
2005-10-20,31.31999969482422
2005-10-21,31.280000686645508
2005-10-24,31.81999969482422
2005-10-25,31.59000015258789
2005-10-26,31.399999618530273
2005-10-27,30.770000457763672
2005-10-28,31.309999465942383
2005-10-31,31.829999923706055
2005-11-01,31.850000381469727
2005-11-02,32.40999984741211
2005-11-03,32.41999816894531
2005-11-04,32.540000915527344
2005-11-07,32.79999923706055
2005-11-08,32.43000030517578
2005-11-09,32.41999816894531
2005-11-10,32.90999984741211
2005-11-11,33.0099983215332
2005-11-14,33.029998779296875
2005-11-15,32.540000915527344
2005-11-16,32.52000045776367
2005-11-17,32.95000076293945
2005-11-18,33.16999816894531
2005-11-21,33.290000915527344
2005-11-22,33.439998626708984
2005-11-23,33.68000030517578
2005-11-25,33.68000030517578
2005-11-28,33.369998931884766
2005-11-29,33.31999969482422
2005-11-30,33.099998474121094
2005-12-01,33.47999954223633
2005-12-02,33.59000015258789
2005-12-05,33.38999938964844
2005-12-06,33.4900016784668
2005-12-07,33.459999084472656
2005-12-08,33.31999969482422
2005-12-09,33.369998931884766
2005-12-12,33.40999984741211
2005-12-13,33.560001373291016
2005-12-14,33.72999954223633
2005-12-15,33.65999984741211
2005-12-16,33.40999984741211
2005-12-19,33.04999923706055
2005-12-20,32.97999954223633
2005-12-21,33.0099983215332
2005-12-22,33.02000045776367
2005-12-23,33.08000183105469
2005-12-27,32.79999923706055
2005-12-28,32.86000061035156
2005-12-29,32.849998474121094
2005-12-30,32.650001525878906
2006-01-03,33.0
2006-01-04,33.029998779296875
2006-01-05,33.060001373291016
2006-01-06,33.33000183105469
2006-01-09,33.66999816894531
2006-01-10,33.68000030517578
2006-01-11,33.849998474121094
2006-01-12,33.54999923706055
2006-01-13,33.560001373291016
2006-01-17,33.380001068115234
2006-01-18,33.27000045776367
2006-01-19,33.52000045776367
2006-01-20,32.95000076293945
2006-01-23,32.93000030517578
2006-01-24,33.2599983215332
2006-01-25,33.13999938964844
2006-01-26,33.279998779296875
2006-01-27,33.43000030517578
2006-01-30,33.349998474121094
2006-01-31,33.22999954223633
2006-02-01,33.34000015258789
2006-02-02,33.29999923706055
2006-02-03,33.13999938964844
2006-02-06,33.130001068115234
2006-02-07,32.93000030517578
2006-02-08,33.15999984741211
2006-02-09,33.150001525878906
2006-02-10,33.27000045776367
2006-02-13,33.189998626708984
2006-02-14,33.560001373291016
2006-02-15,33.709999084472656
2006-02-16,33.81999969482422
2006-02-17,33.619998931884766
2006-02-21,33.439998626708984
2006-02-22,33.689998626708984
2006-02-23,33.5099983215332
2006-02-24,33.45000076293945
2006-02-27,33.75
2006-02-28,33.470001220703125
2006-03-01,33.720001220703125
2006-03-02,33.5
2006-03-03,33.47999954223633
2006-03-06,33.27000045776367
2006-03-07,33.119998931884766
2006-03-08,33.18000030517578
2006-03-09,33.04999923706055
2006-03-10,33.36000061035156
2006-03-13,33.349998474121094
2006-03-14,33.709999084472656
2006-03-15,33.900001525878906
2006-03-16,33.970001220703125
2006-03-17,34.02000045776367
2006-03-20,33.939998626708984
2006-03-21,33.75
2006-03-22,33.86000061035156
2006-03-23,33.84000015258789
2006-03-24,33.790000915527344
2006-03-27,33.779998779296875
2006-03-28,33.599998474121094
2006-03-29,33.900001525878906
2006-03-30,33.7599983215332
2006-03-31,33.65999984741211
2006-04-03,33.540000915527344
2006-04-04,33.72999954223633
2006-04-05,33.95000076293945
2006-04-06,34.02000045776367
2006-04-07,33.869998931884766
2006-04-10,33.81999969482422
2006-04-11,33.54999923706055
2006-04-12,33.52000045776367
2006-04-13,33.599998474121094
2006-04-17,33.43000030517578
2006-04-18,33.91999816894531
2006-04-19,33.79999923706055
2006-04-20,33.93000030517578
2006-04-21,33.66999816894531
2006-04-24,33.65999984741211
2006-04-25,33.61000061035156
2006-04-26,33.84000015258789
2006-04-27,34.11000061035156
2006-04-28,34.09000015258789
2006-05-01,33.900001525878906
2006-05-02,33.93000030517578
2006-05-03,34.02000045776367
2006-05-04,34.209999084472656
2006-05-05,34.61000061035156
2006-05-08,34.65999984741211
2006-05-09,34.7599983215332
2006-05-10,34.779998779296875
2006-05-11,34.43000030517578
2006-05-12,34.09000015258789
2006-05-15,34.18000030517578
2006-05-16,33.939998626708984
2006-05-17,33.470001220703125
2006-05-18,33.45000076293945
2006-05-19,33.68000030517578
2006-05-22,33.439998626708984
2006-05-23,33.189998626708984
2006-05-24,33.2400016784668
2006-05-25,33.560001373291016
2006-05-26,33.66999816894531
2006-05-30,33.15999984741211
2006-05-31,33.52000045776367
2006-06-01,34.040000915527344
2006-06-02,33.970001220703125
2006-06-05,33.43000030517578
2006-06-06,33.2599983215332
2006-06-07,33.27000045776367
2006-06-08,33.220001220703125
2006-06-09,33.13999938964844
2006-06-12,32.70000076293945
2006-06-13,32.439998626708984
2006-06-14,32.59000015258789
2006-06-15,33.29999923706055
2006-06-16,33.150001525878906
2006-06-19,32.970001220703125
2006-06-20,32.849998474121094
2006-06-21,33.16999816894531
2006-06-22,32.90999984741211
2006-06-23,32.880001068115234
2006-06-26,33.04999923706055
2006-06-27,32.630001068115234
2006-06-28,32.65999984741211
2006-06-29,33.369998931884766
2006-06-30,33.38999938964844
2006-07-03,33.439998626708984
2006-07-05,33.130001068115234
2006-07-06,33.150001525878906
2006-07-07,32.900001525878906
2006-07-10,32.939998626708984
2006-07-11,32.90999984741211
2006-07-12,32.38999938964844
2006-07-13,31.799999237060547
2006-07-14,31.389999389648438
2006-07-17,31.610000610351562
2006-07-18,31.420000076293945
2006-07-19,32.04999923706055
2006-07-20,31.6299991607666
2006-07-21,31.34000015258789
2006-07-24,32.02000045776367
2006-07-25,32.310001373291016
2006-07-26,31.940000534057617
2006-07-27,31.8700008392334
2006-07-28,32.2599983215332
2006-07-31,32.279998779296875
2006-08-01,31.979999542236328
2006-08-02,32.2400016784668
2006-08-03,32.439998626708984
2006-08-04,32.45000076293945
2006-08-07,32.380001068115234
2006-08-08,32.04999923706055
2006-08-09,31.610000610351562
2006-08-10,32.040000915527344
2006-08-11,32.029998779296875
2006-08-14,32.119998931884766
2006-08-15,32.56999969482422
2006-08-16,32.900001525878906
2006-08-17,33.099998474121094
2006-08-18,33.09000015258789
2006-08-21,32.72999954223633
2006-08-22,32.70000076293945
2006-08-23,32.40999984741211
2006-08-24,32.2400016784668
2006-08-25,32.2400016784668
2006-08-28,32.560001373291016
2006-08-29,32.79999923706055
2006-08-30,32.81999969482422
2006-08-31,32.91999816894531
2006-09-01,33.189998626708984
2006-09-05,33.290000915527344
2006-09-06,32.880001068115234
2006-09-07,32.9900016784668
2006-09-08,33.290000915527344
2006-09-11,33.54999923706055
2006-09-12,34.33000183105469
2006-09-13,34.470001220703125
2006-09-14,34.380001068115234
2006-09-15,34.459999084472656
2006-09-18,34.279998779296875
2006-09-19,34.349998474121094
2006-09-20,34.599998474121094
2006-09-21,34.40999984741211
2006-09-22,34.380001068115234
2006-09-25,34.90999984741211
2006-09-26,35.209999084472656
2006-09-27,35.150001525878906
2006-09-28,35.13999938964844
2006-09-29,34.95000076293945
2006-10-02,35.029998779296875
2006-10-03,35.33000183105469
2006-10-04,35.84000015258789
2006-10-05,35.939998626708984
2006-10-06,35.869998931884766
2006-10-09,36.119998931884766
2006-10-10,36.34000015258789
2006-10-11,36.25
2006-10-12,36.72999954223633
2006-10-13,36.630001068115234
2006-10-16,36.599998474121094
2006-10-17,36.470001220703125
2006-10-18,36.5
2006-10-19,36.47999954223633
2006-10-20,36.43000030517578
2006-10-23,36.90999984741211
2006-10-24,37.04999923706055
2006-10-25,36.91999816894531
2006-10-26,37.43000030517578
2006-10-27,37.060001373291016
2006-10-30,37.290000915527344
2006-10-31,37.209999084472656
2006-11-01,36.91999816894531
2006-11-02,36.880001068115234
2006-11-03,36.599998474121094
2006-11-06,37.04999923706055
2006-11-07,37.150001525878906
2006-11-08,37.33000183105469
2006-11-09,37.209999084472656
2006-11-10,37.33000183105469
2006-11-13,37.380001068115234
2006-11-14,37.790000915527344
2006-11-15,37.93000030517578
2006-11-16,38.18000030517578
2006-11-17,38.11000061035156
2006-11-20,37.959999084472656
2006-11-21,38.06999969482422
2006-11-22,38.150001525878906
2006-11-24,37.95000076293945
2006-11-27,37.400001525878906
2006-11-28,37.380001068115234
2006-11-29,37.63999938964844
2006-11-30,37.68000030517578
2006-12-01,37.630001068115234
