Date,RDFN
2018-06-07,22.8700008392334
2018-06-08,23.030000686645508
2018-06-11,23.399999618530273
2018-06-12,23.719999313354492
2018-06-13,23.899999618530273
2018-06-14,24.639999389648438
2018-06-15,24.030000686645508
2018-06-18,22.239999771118164
2018-06-19,22.18000030517578
2018-06-20,22.239999771118164
2018-06-21,21.25
2018-06-22,21.600000381469727
2018-06-25,22.5
2018-06-26,22.6200008392334
2018-06-27,22.510000228881836
2018-06-28,23.020000457763672
2018-06-29,23.09000015258789
2018-07-02,23.139999389648438
2018-07-03,23.68000030517578
2018-07-05,22.959999084472656
2018-07-06,22.979999542236328
2018-07-09,22.809999465942383
2018-07-10,23.790000915527344
2018-07-11,23.540000915527344
2018-07-12,23.6200008392334
2018-07-13,23.520000457763672
2018-07-16,23.989999771118164
2018-07-17,23.399999618530273
2018-07-18,24.0
2018-07-19,24.780000686645508
2018-07-20,24.530000686645508
2018-07-23,24.639999389648438
2018-07-24,24.920000076293945
2018-07-25,25.68000030517578
2018-07-26,25.3700008392334
2018-07-27,24.75
2018-07-30,24.260000228881836
2018-07-31,24.5
2018-08-01,24.670000076293945
2018-08-02,24.020000457763672
2018-08-03,23.540000915527344
2018-08-06,23.239999771118164
2018-08-07,22.389999389648438
2018-08-08,22.670000076293945
2018-08-09,23.139999389648438
2018-08-10,17.959999084472656
2018-08-13,18.475000381469727
2018-08-14,18.170000076293945
2018-08-15,17.860000610351562
2018-08-16,17.31999969482422
2018-08-17,17.190000534057617
2018-08-20,18.06999969482422
2018-08-21,18.850000381469727
2018-08-22,19.209999084472656
2018-08-23,19.469999313354492
2018-08-24,19.719999313354492
2018-08-27,19.709999084472656
2018-08-28,19.920000076293945
2018-08-29,19.700000762939453
2018-08-30,19.81999969482422
2018-08-31,19.809999465942383
2018-09-04,19.809999465942383
2018-09-05,19.93000030517578
2018-09-06,19.719999313354492
2018-09-07,19.729999542236328
2018-09-10,19.809999465942383
2018-09-11,19.93000030517578
2018-09-12,19.780000686645508
2018-09-13,18.770000457763672
2018-09-14,19.299999237060547
2018-09-17,19.209999084472656
2018-09-18,19.3799991607666
2018-09-19,19.059999465942383
2018-09-20,18.6299991607666
2018-09-21,17.90999984741211
2018-09-24,18.25
2018-09-25,18.43000030517578
2018-09-26,18.43000030517578
2018-09-27,18.079999923706055
2018-09-28,18.700000762939453
2018-10-01,18.110000610351562
2018-10-02,17.530000686645508
2018-10-03,17.360000610351562
2018-10-04,17.079999923706055
2018-10-05,16.6200008392334
2018-10-08,16.459999084472656
2018-10-09,16.209999084472656
2018-10-10,15.4399995803833
2018-10-11,15.970000267028809
2018-10-12,15.65999984741211
2018-10-15,16.110000610351562
2018-10-16,17.079999923706055
2018-10-17,17.170000076293945
2018-10-18,16.479999542236328
2018-10-19,15.420000076293945
2018-10-22,15.970000267028809
2018-10-23,16.440000534057617
2018-10-24,16.1299991607666
2018-10-25,16.829999923706055
2018-10-26,15.720000267028809
2018-10-29,14.789999961853027
2018-10-30,15.460000038146973
2018-10-31,15.449999809265137
2018-11-01,16.229999542236328
2018-11-02,16.020000457763672
2018-11-05,16.06999969482422
2018-11-06,16.469999313354492
2018-11-07,15.430000305175781
2018-11-08,14.850000381469727
2018-11-09,15.0600004196167
2018-11-12,15.34000015258789
2018-11-13,15.600000381469727
2018-11-14,15.15999984741211
2018-11-15,15.050000190734863
2018-11-16,15.220000267028809
2018-11-19,14.670000076293945
2018-11-20,14.40999984741211
2018-11-21,14.380000114440918
2018-11-23,14.729999542236328
2018-11-26,15.359999656677246
2018-11-27,15.460000038146973
2018-11-28,16.280000686645508
2018-11-29,17.1200008392334
2018-11-30,16.959999084472656
2018-12-03,17.149999618530273
2018-12-04,16.799999237060547
2018-12-06,17.579999923706055
2018-12-07,17.459999084472656
2018-12-10,16.989999771118164
2018-12-11,16.799999237060547
2018-12-12,17.06999969482422
2018-12-13,16.780000686645508
2018-12-14,15.90999984741211
2018-12-17,15.380000114440918
2018-12-18,15.140000343322754
2018-12-19,14.529999732971191
2018-12-20,14.210000038146973
2018-12-21,14.09000015258789
2018-12-24,13.920000076293945
2018-12-26,14.930000305175781
2018-12-27,15.1899995803833
2018-12-28,14.460000038146973
2018-12-31,14.399999618530273
2019-01-02,14.569999694824219
2019-01-03,14.649999618530273
2019-01-04,15.199999809265137
2019-01-07,15.800000190734863
2019-01-08,15.5600004196167
2019-01-09,15.779999732971191
2019-01-10,16.360000610351562
2019-01-11,16.959999084472656
2019-01-14,17.1200008392334
2019-01-15,17.200000762939453
2019-01-16,17.3700008392334
2019-01-17,18.010000228881836
2019-01-18,18.479999542236328
2019-01-22,16.15999984741211
2019-01-23,15.859999656677246
2019-01-24,16.1299991607666
2019-01-25,16.709999084472656
2019-01-28,16.940000534057617
2019-01-29,17.600000381469727
2019-01-30,17.18000030517578
2019-01-31,17.889999389648438
2019-02-01,17.469999313354492
2019-02-04,18.219999313354492
2019-02-05,18.68000030517578
2019-02-06,18.309999465942383
2019-02-07,17.729999542236328
2019-02-08,18.139999389648438
2019-02-11,18.1200008392334
2019-02-12,18.18000030517578
2019-02-13,18.15999984741211
2019-02-14,18.329999923706055
2019-02-15,19.989999771118164
2019-02-19,19.100000381469727
2019-02-20,18.649999618530273
2019-02-21,19.059999465942383
2019-02-22,19.709999084472656
2019-02-25,19.520000457763672
2019-02-26,19.110000610351562
2019-02-27,19.610000610351562
2019-02-28,19.969999313354492
2019-03-01,20.0
2019-03-04,20.43000030517578
2019-03-05,20.420000076293945
2019-03-06,19.440000534057617
2019-03-07,19.15999984741211
2019-03-08,19.06999969482422
2019-03-11,19.1299991607666
2019-03-12,19.09000015258789
2019-03-13,19.09000015258789
2019-03-14,18.5
2019-03-15,18.479999542236328
2019-03-18,18.450000762939453
2019-03-19,19.049999237060547
2019-03-20,19.030000686645508
2019-03-21,19.510000228881836
2019-03-22,19.420000076293945
2019-03-25,19.549999237060547
2019-03-26,20.079999923706055
2019-03-27,20.639999389648438
2019-03-28,20.299999237060547
2019-03-29,20.270000457763672
2019-04-01,21.649999618530273
2019-04-02,22.260000228881836
2019-04-03,22.639999389648438
2019-04-04,22.799999237060547
2019-04-05,23.450000762939453
2019-04-08,22.860000610351562
2019-04-09,21.959999084472656
2019-04-10,22.450000762939453
2019-04-11,22.559999465942383
2019-04-12,22.75
2019-04-15,22.239999771118164
2019-04-16,22.209999084472656
2019-04-17,21.790000915527344
2019-04-18,22.149999618530273
2019-04-22,21.479999542236328
2019-04-23,21.81999969482422
2019-04-24,21.139999389648438
2019-04-25,21.420000076293945
2019-04-26,21.799999237060547
2019-04-29,21.860000610351562
2019-04-30,20.68000030517578
2019-05-01,19.8799991607666
2019-05-02,19.600000381469727
2019-05-03,20.299999237060547
2019-05-06,20.450000762939453
2019-05-07,20.709999084472656
2019-05-08,20.040000915527344
2019-05-09,16.959999084472656
2019-05-10,17.030000686645508
2019-05-13,16.729999542236328
2019-05-14,17.350000381469727
2019-05-15,17.299999237060547
2019-05-16,16.920000076293945
2019-05-17,17.3700008392334
2019-05-20,16.979999542236328
2019-05-21,17.5
2019-05-22,17.3799991607666
2019-05-23,16.940000534057617
2019-05-24,17.260000228881836
2019-05-28,17.469999313354492
2019-05-29,16.729999542236328
2019-05-30,16.389999389648438
2019-05-31,15.760000228881836
2019-06-03,15.510000228881836
2019-06-04,16.290000915527344
2019-06-05,16.010000228881836
2019-06-06,16.079999923706055
2019-06-07,16.850000381469727
2019-06-10,18.110000610351562
2019-06-11,17.790000915527344
2019-06-12,17.670000076293945
2019-06-13,18.040000915527344
2019-06-14,17.899999618530273
2019-06-17,18.219999313354492
2019-06-18,18.5
2019-06-19,18.399999618530273
2019-06-20,18.670000076293945
2019-06-21,18.520000457763672
2019-06-24,18.520000457763672
2019-06-25,17.34000015258789
2019-06-26,17.200000762939453
2019-06-27,17.790000915527344
2019-06-28,17.979999542236328
2019-07-01,17.940000534057617
2019-07-02,17.969999313354492
2019-07-03,17.639999389648438
2019-07-05,17.780000686645508
2019-07-08,17.889999389648438
2019-07-09,17.969999313354492
2019-07-10,17.940000534057617
2019-07-11,17.709999084472656
2019-07-12,17.8799991607666
2019-07-15,17.520000457763672
2019-07-16,17.1200008392334
2019-07-17,17.579999923706055
2019-07-18,16.850000381469727
2019-07-19,16.979999542236328
2019-07-22,17.3799991607666
2019-07-23,17.790000915527344
2019-07-24,17.979999542236328
2019-07-25,17.59000015258789
2019-07-26,17.959999084472656
2019-07-29,17.459999084472656
2019-07-30,18.010000228881836
2019-07-31,18.040000915527344
2019-08-01,17.719999313354492
2019-08-02,19.65999984741211
2019-08-05,18.850000381469727
2019-08-06,19.510000228881836
2019-08-07,20.0
2019-08-08,18.690000534057617
2019-08-09,19.1299991607666
2019-08-12,18.270000457763672
2019-08-13,18.200000762939453
2019-08-14,17.770000457763672
2019-08-15,16.760000228881836
2019-08-16,17.010000228881836
2019-08-19,17.040000915527344
2019-08-20,17.450000762939453
2019-08-21,18.389999389648438
2019-08-22,18.040000915527344
2019-08-23,16.860000610351562
2019-08-26,16.8700008392334
2019-08-27,16.459999084472656
2019-08-28,16.920000076293945
2019-08-29,16.729999542236328
2019-08-30,16.889999389648438
2019-09-03,16.450000762939453
2019-09-04,16.239999771118164
2019-09-05,16.649999618530273
2019-09-06,16.520000457763672
2019-09-09,17.209999084472656
2019-09-10,17.8700008392334
2019-09-11,17.889999389648438
2019-09-12,18.06999969482422
2019-09-13,17.90999984741211
2019-09-16,18.690000534057617
2019-09-17,18.389999389648438
2019-09-18,17.799999237060547
2019-09-19,17.18000030517578
2019-09-20,17.15999984741211
2019-09-23,17.260000228881836
2019-09-24,16.709999084472656
2019-09-25,17.094999313354492
2019-09-26,16.764999389648438
2019-09-27,16.670000076293945
2019-09-30,16.84000015258789
2019-10-01,16.020000457763672
2019-10-02,15.975000381469727
2019-10-03,15.59000015258789
2019-10-04,15.680000305175781
2019-10-07,15.640000343322754
2019-10-08,15.430000305175781
2019-10-09,15.569999694824219
2019-10-10,15.569999694824219
2019-10-11,16.44499969482422
2019-10-14,16.209999084472656
2019-10-15,16.700000762939453
2019-10-16,17.59000015258789
2019-10-17,18.100000381469727
2019-10-18,18.219999313354492
2019-10-21,18.31999969482422
2019-10-22,18.579999923706055
2019-10-23,18.469999313354492
2019-10-24,17.950000762939453
2019-10-25,17.969999313354492
2019-10-28,18.290000915527344
2019-10-29,18.149999618530273
2019-10-30,17.809999465942383
2019-10-31,17.389999389648438
2019-11-01,18.25
2019-11-04,18.3700008392334
2019-11-05,18.885000228881836
2019-11-06,18.540000915527344
2019-11-07,17.950000762939453
2019-11-08,20.190000534057617
2019-11-11,20.760000228881836
2019-11-12,20.40999984741211
2019-11-13,20.079999923706055
2019-11-14,20.350000381469727
2019-11-15,20.299999237060547
2019-11-18,20.139999389648438
2019-11-19,20.020000457763672
2019-11-20,20.489999771118164
2019-11-21,20.670000076293945
2019-11-22,20.09000015258789
2019-11-25,19.969999313354492
2019-11-26,20.0
2019-11-27,19.780000686645508
2019-11-29,19.280000686645508
2019-12-02,18.969999313354492
2019-12-03,19.350000381469727
2019-12-04,20.0
2019-12-05,20.549999237060547
2019-12-06,21.219999313354492
2019-12-09,20.770000457763672
2019-12-10,21.295000076293945
2019-12-11,21.190000534057617
2019-12-12,21.25
2019-12-13,21.3700008392334
2019-12-16,21.399999618530273
2019-12-17,20.530000686645508
2019-12-18,20.93000030517578
2019-12-19,21.110000610351562
2019-12-20,21.40999984741211
2019-12-23,21.479999542236328
2019-12-24,21.520000457763672
2019-12-26,21.31999969482422
2019-12-27,21.200000762939453
2019-12-30,21.200000762939453
2019-12-31,21.139999389648438
2020-01-02,21.625
2020-01-03,21.610000610351562
2020-01-06,21.40999984741211
2020-01-07,21.469999313354492
2020-01-08,21.459999084472656
2020-01-09,21.709999084472656
2020-01-10,21.850000381469727
2020-01-13,22.25
2020-01-14,22.360000610351562
2020-01-15,23.950000762939453
2020-01-16,24.219999313354492
2020-01-17,23.520000457763672
2020-01-21,24.049999237060547
2020-01-22,24.489999771118164
2020-01-23,24.950000762939453
2020-01-24,25.0
2020-01-27,24.65999984741211
2020-01-28,24.920000076293945
2020-01-29,24.979999542236328
2020-01-30,24.350000381469727
2020-01-31,24.329999923706055
2020-02-03,24.579999923706055
2020-02-04,25.84000015258789
2020-02-05,25.399999618530273
2020-02-06,25.790000915527344
2020-02-07,25.100000381469727
2020-02-10,24.670000076293945
2020-02-11,25.110000610351562
2020-02-12,25.5
2020-02-13,30.110000610351562
2020-02-14,31.229999542236328
2020-02-18,30.899999618530273
2020-02-19,31.389999389648438
2020-02-20,32.209999084472656
2020-02-21,32.43000030517578
2020-02-24,31.6299991607666
2020-02-25,29.75
2020-02-26,29.260000228881836
2020-02-27,27.690000534057617
2020-02-28,27.059999465942383
2020-03-02,28.6200008392334
2020-03-03,29.030000686645508
2020-03-04,29.700000762939453
2020-03-05,28.809999465942383
2020-03-06,26.399999618530273
2020-03-09,23.010000228881836
2020-03-10,23.739999771118164
2020-03-11,21.719999313354492
2020-03-12,17.299999237060547
2020-03-13,17.139999389648438
2020-03-16,13.739999771118164
2020-03-17,13.6899995803833
2020-03-18,10.329999923706055
2020-03-19,12.039999961853027
2020-03-20,11.600000381469727
2020-03-23,11.960000038146973
2020-03-24,16.200000762939453
2020-03-25,18.15999984741211
2020-03-26,18.790000915527344
2020-03-27,16.09000015258789
2020-03-30,15.960000038146973
2020-03-31,15.420000076293945
2020-04-01,13.5
2020-04-02,13.520000457763672
2020-04-03,13.359999656677246
2020-04-06,16.299999237060547
2020-04-07,16.549999237060547
2020-04-08,17.25
2020-04-09,18.520000457763672
2020-04-13,17.899999618530273
2020-04-14,19.34000015258789
2020-04-15,18.459999084472656
2020-04-16,16.940000534057617
2020-04-17,18.360000610351562
2020-04-20,17.709999084472656
2020-04-21,17.350000381469727
2020-04-22,17.309999465942383
2020-04-23,18.65999984741211
2020-04-24,19.239999771118164
2020-04-27,20.360000610351562
2020-04-28,19.739999771118164
2020-04-29,21.43000030517578
2020-04-30,21.1299991607666
2020-05-01,19.290000915527344
2020-05-04,19.84000015258789
2020-05-05,20.190000534057617
2020-05-06,21.5
2020-05-07,22.649999618530273
2020-05-08,24.5
2020-05-11,24.829999923706055
2020-05-12,23.760000228881836
2020-05-13,23.190000534057617
2020-05-14,23.729999542236328
2020-05-15,24.239999771118164
2020-05-18,25.889999389648438
2020-05-19,26.200000762939453
2020-05-20,27.489999771118164
2020-05-21,27.5
2020-05-22,29.479999542236328
2020-05-26,29.739999771118164
2020-05-27,30.049999237060547
2020-05-28,29.360000610351562
2020-05-29,29.989999771118164
2020-06-01,29.579999923706055
2020-06-02,31.1200008392334
2020-06-03,32.56999969482422
2020-06-04,33.45000076293945
2020-06-05,34.81999969482422
2020-06-08,34.95000076293945
2020-06-09,33.84000015258789
2020-06-10,33.97999954223633
2020-06-11,32.06999969482422
2020-06-12,32.755001068115234
2020-06-15,34.189998626708984
2020-06-16,35.0
2020-06-17,34.68000030517578
2020-06-18,36.38999938964844
2020-06-19,37.31999969482422
2020-06-22,38.40999984741211
2020-06-23,39.685001373291016
2020-06-24,38.08000183105469
2020-06-25,40.40999984741211
2020-06-26,38.79999923706055
2020-06-29,39.36000061035156
2020-06-30,41.90999984741211
2020-07-01,41.70000076293945
2020-07-02,41.95000076293945
2020-07-06,42.38999938964844
2020-07-07,40.38999938964844
2020-07-08,41.689998626708984
2020-07-09,40.130001068115234
2020-07-10,37.13999938964844
2020-07-13,35.869998931884766
2020-07-14,35.540000915527344
2020-07-15,37.279998779296875
2020-07-16,37.290000915527344
2020-07-17,38.779998779296875
2020-07-20,40.400001525878906
2020-07-21,39.59000015258789
2020-07-22,41.150001525878906
2020-07-23,41.689998626708984
2020-07-24,40.2400016784668
2020-07-27,43.4900016784668
2020-07-28,39.4900016784668
2020-07-29,41.4900016784668
2020-07-30,42.970001220703125
2020-07-31,41.58000183105469
2020-08-03,40.70500183105469
2020-08-04,41.369998931884766
2020-08-05,41.83000183105469
2020-08-06,43.380001068115234
2020-08-07,43.689998626708984
2020-08-10,41.70000076293945
2020-08-11,42.84000015258789
2020-08-12,43.2400016784668
2020-08-13,43.540000915527344
2020-08-14,43.220001220703125
2020-08-17,43.810001373291016
2020-08-18,43.65999984741211
2020-08-19,45.29999923706055
2020-08-20,47.02000045776367
2020-08-21,47.439998626708984
2020-08-24,46.47999954223633
2020-08-25,46.68000030517578
2020-08-26,46.959999084472656
2020-08-27,46.349998474121094
2020-08-28,48.310001373291016
2020-08-31,47.56999969482422
2020-09-01,49.9900016784668
2020-09-02,51.04999923706055
2020-09-03,47.560001373291016
2020-09-04,45.150001525878906
2020-09-08,44.970001220703125
2020-09-09,48.04999923706055
2020-09-10,50.2599983215332
2020-09-11,48.36000061035156
2020-09-14,49.45000076293945
2020-09-15,52.0
2020-09-16,51.25
2020-09-17,49.45000076293945
2020-09-18,45.91999816894531
2020-09-21,45.47999954223633
2020-09-22,47.0
2020-09-23,45.209999084472656
2020-09-24,46.43000030517578
2020-09-25,47.529998779296875
2020-09-28,48.70000076293945
2020-09-29,49.7400016784668
2020-09-30,49.93000030517578
2020-10-01,52.86000061035156
2020-10-02,52.7599983215332
2020-10-05,53.560001373291016
2020-10-06,53.0099983215332
2020-10-07,54.08000183105469
2020-10-08,53.66999816894531
2020-10-09,54.83000183105469
2020-10-12,54.900001525878906
2020-10-13,54.459999084472656
2020-10-14,55.66999816894531
2020-10-15,51.790000915527344
2020-10-16,48.400001525878906
2020-10-19,48.689998626708984
2020-10-20,47.36000061035156
2020-10-21,45.150001525878906
2020-10-22,45.869998931884766
2020-10-23,44.959999084472656
2020-10-26,43.95000076293945
2020-10-27,43.2599983215332
2020-10-28,44.040000915527344
2020-10-29,44.900001525878906
2020-10-30,41.77000045776367
2020-11-02,42.9900016784668
2020-11-03,43.459999084472656
2020-11-04,47.369998931884766
2020-11-05,47.810001373291016
2020-11-06,45.11000061035156
2020-11-09,39.290000915527344
2020-11-10,39.2400016784668
2020-11-11,42.279998779296875
2020-11-12,43.70000076293945
2020-11-13,42.939998626708984
2020-11-16,44.52000045776367
2020-11-17,43.779998779296875
2020-11-18,42.0
2020-11-19,43.279998779296875
2020-11-20,43.86000061035156
2020-11-23,45.470001220703125
2020-11-24,45.540000915527344
2020-11-25,46.84000015258789
2020-11-27,48.7599983215332
2020-11-30,47.88999938964844
2020-12-01,49.77000045776367
2020-12-02,49.599998474121094
2020-12-03,51.20000076293945
2020-12-04,51.36000061035156
2020-12-07,52.5099983215332
2020-12-08,55.060001373291016
2020-12-09,56.0
2020-12-10,58.650001525878906
2020-12-11,59.70000076293945
2020-12-14,64.30999755859375
2020-12-15,67.87999725341797
2020-12-16,72.75
2020-12-17,76.4000015258789
2020-12-18,76.55999755859375
2020-12-21,78.52999877929688
2020-12-22,82.11000061035156
2020-12-23,78.37999725341797
2020-12-24,78.05000305175781
2020-12-28,73.45999908447266
2020-12-29,72.33999633789062
2020-12-30,70.87000274658203
2020-12-31,68.62999725341797
2021-01-04,67.23999786376953
2021-01-05,69.0
2021-01-06,68.23999786376953
2021-01-07,71.91000366210938
2021-01-08,76.51000213623047
2021-01-11,77.26000213623047
2021-01-12,80.76000213623047
2021-01-13,78.06999969482422
2021-01-14,77.68000030517578
2021-01-15,76.7699966430664
2021-01-19,76.68000030517578
2021-01-20,77.80000305175781
2021-01-21,76.44000244140625
2021-01-22,75.2699966430664
2021-01-25,79.02999877929688
2021-01-26,80.0999984741211
2021-01-27,74.2699966430664
2021-01-28,72.30000305175781
2021-01-29,71.20999908447266
2021-02-01,75.61000061035156
2021-02-02,79.86000061035156
2021-02-03,80.80000305175781
2021-02-04,81.5
2021-02-05,82.69999694824219
2021-02-08,88.66999816894531
2021-02-09,91.16000366210938
2021-02-10,86.76000213623047
2021-02-11,92.44999694824219
2021-02-12,90.06999969482422
2021-02-16,91.41000366210938
2021-02-17,90.79000091552734
2021-02-18,86.30000305175781
2021-02-19,96.58999633789062
2021-02-22,94.41000366210938
2021-02-23,90.69999694824219
2021-02-24,91.62999725341797
2021-02-25,73.63999938964844
2021-02-26,75.73999786376953
2021-03-01,80.2699966430664
2021-03-02,76.2300033569336
2021-03-03,72.0999984741211
2021-03-04,65.86000061035156
2021-03-05,62.06999969482422
2021-03-08,59.279998779296875
2021-03-09,64.9000015258789
2021-03-10,69.44000244140625
2021-03-11,76.69000244140625
2021-03-12,74.61000061035156
2021-03-15,74.86000061035156
2021-03-16,73.19000244140625
2021-03-17,73.1500015258789
2021-03-18,69.22000122070312
2021-03-19,72.37999725341797
2021-03-22,69.27999877929688
2021-03-23,66.27999877929688
2021-03-24,63.15999984741211
2021-03-25,64.3499984741211
2021-03-26,64.20999908447266
2021-03-29,62.470001220703125
2021-03-30,64.31999969482422
2021-03-31,66.58999633789062
2021-04-01,68.86000061035156
2021-04-05,66.38999938964844
2021-04-06,66.97000122070312
2021-04-07,64.36000061035156
2021-04-08,67.70999908447266
2021-04-09,67.47000122070312
2021-04-12,65.66999816894531
2021-04-13,66.38999938964844
2021-04-14,66.44999694824219
2021-04-15,68.91000366210938
2021-04-16,66.02999877929688
2021-04-19,64.0199966430664
2021-04-20,62.56999969482422
2021-04-21,65.48999786376953
2021-04-22,63.900001525878906
2021-04-23,65.63999938964844
2021-04-26,71.8499984741211
2021-04-27,70.75
2021-04-28,70.04000091552734
2021-04-29,70.0
