Date,XLE
2003-03-10,22.3700008392334
2003-03-11,22.149999618530273
2003-03-12,21.799999237060547
2003-03-13,21.889999389648438
2003-03-14,21.799999237060547
2003-03-17,22.079999923706055
2003-03-18,22.5
2003-03-19,22.530000686645508
2003-03-20,22.75
2003-03-21,22.3799991607666
2003-03-24,22.049999237060547
2003-03-25,22.25
2003-03-26,22.299999237060547
2003-03-27,22.479999542236328
2003-03-28,22.68000030517578
2003-03-31,22.31999969482422
2003-04-01,22.739999771118164
2003-04-02,22.690000534057617
2003-04-03,22.270000457763672
2003-04-04,22.389999389648438
2003-04-07,22.219999313354492
2003-04-08,21.950000762939453
2003-04-09,21.940000534057617
2003-04-10,22.239999771118164
2003-04-11,22.110000610351562
2003-04-14,22.219999313354492
2003-04-15,22.15999984741211
2003-04-16,21.860000610351562
2003-04-17,22.299999237060547
2003-04-21,22.290000915527344
2003-04-22,22.600000381469727
2003-04-23,22.600000381469727
2003-04-24,22.520000457763672
2003-04-25,22.239999771118164
2003-04-28,22.34000015258789
2003-04-29,22.030000686645508
2003-04-30,22.1299991607666
2003-05-01,22.239999771118164
2003-05-02,22.59000015258789
2003-05-05,22.729999542236328
2003-05-06,22.700000762939453
2003-05-07,22.850000381469727
2003-05-08,22.8799991607666
2003-05-09,23.030000686645508
2003-05-12,23.139999389648438
2003-05-13,23.399999618530273
2003-05-14,23.5
2003-05-15,23.510000228881836
2003-05-16,23.59000015258789
2003-05-19,23.350000381469727
2003-05-20,23.260000228881836
2003-05-21,23.950000762939453
2003-05-22,23.899999618530273
2003-05-23,24.1200008392334
2003-05-27,24.600000381469727
2003-05-28,24.309999465942383
2003-05-29,24.079999923706055
2003-05-30,24.479999542236328
2003-06-02,24.610000610351562
2003-06-03,24.790000915527344
2003-06-04,24.950000762939453
2003-06-05,24.81999969482422
2003-06-06,24.770000457763672
2003-06-09,24.729999542236328
2003-06-10,24.8799991607666
2003-06-11,25.600000381469727
2003-06-12,25.3700008392334
2003-06-13,24.950000762939453
2003-06-16,24.920000076293945
2003-06-17,24.68000030517578
2003-06-18,24.530000686645508
2003-06-19,24.65999984741211
2003-06-20,24.450000762939453
2003-06-23,24.3799991607666
2003-06-24,24.360000610351562
2003-06-25,24.399999618530273
2003-06-26,24.290000915527344
2003-06-27,24.200000762939453
2003-06-30,24.049999237060547
2003-07-01,24.030000686645508
2003-07-02,24.0
2003-07-03,23.959999084472656
2003-07-07,23.799999237060547
2003-07-08,23.760000228881836
2003-07-09,24.0
2003-07-10,23.639999389648438
2003-07-11,23.709999084472656
2003-07-14,23.5
2003-07-15,23.299999237060547
2003-07-16,23.079999923706055
2003-07-17,23.229999542236328
2003-07-18,23.760000228881836
2003-07-21,23.6299991607666
2003-07-22,23.56999969482422
2003-07-23,23.440000534057617
2003-07-24,23.219999313354492
2003-07-25,23.43000030517578
2003-07-28,23.329999923706055
2003-07-29,23.0
2003-07-30,23.030000686645508
2003-07-31,23.200000762939453
2003-08-01,23.139999389648438
2003-08-04,22.899999618530273
2003-08-05,22.799999237060547
2003-08-06,23.200000762939453
2003-08-07,23.780000686645508
2003-08-08,23.850000381469727
2003-08-11,23.959999084472656
2003-08-12,24.1299991607666
2003-08-13,24.110000610351562
2003-08-14,24.200000762939453
2003-08-15,24.280000686645508
2003-08-18,24.280000686645508
2003-08-19,24.170000076293945
2003-08-20,24.280000686645508
2003-08-21,24.510000228881836
2003-08-22,24.1299991607666
2003-08-25,24.1299991607666
2003-08-26,24.149999618530273
2003-08-27,24.25
2003-08-28,24.649999618530273
2003-08-29,24.68000030517578
2003-09-02,24.84000015258789
2003-09-03,24.850000381469727
2003-09-04,24.809999465942383
2003-09-05,24.700000762939453
2003-09-08,25.040000915527344
2003-09-09,24.770000457763672
2003-09-10,24.510000228881836
2003-09-11,24.459999084472656
2003-09-12,24.489999771118164
2003-09-15,24.329999923706055
2003-09-16,24.3700008392334
2003-09-17,24.049999237060547
2003-09-18,24.149999618530273
2003-09-19,24.25
2003-09-22,24.110000610351562
2003-09-23,24.25
2003-09-24,24.3700008392334
2003-09-25,24.149999618530273
2003-09-26,23.93000030517578
2003-09-29,24.049999237060547
2003-09-30,24.049999237060547
2003-10-01,24.399999618530273
2003-10-02,24.559999465942383
2003-10-03,24.700000762939453
2003-10-06,24.850000381469727
2003-10-07,24.969999313354492
2003-10-08,24.799999237060547
2003-10-09,24.719999313354492
2003-10-10,24.899999618530273
2003-10-13,25.0
2003-10-14,24.899999618530273
2003-10-15,24.540000915527344
2003-10-16,24.799999237060547
2003-10-17,24.6299991607666
2003-10-20,24.6200008392334
2003-10-21,24.700000762939453
2003-10-22,24.3700008392334
2003-10-23,24.329999923706055
2003-10-24,24.31999969482422
2003-10-27,24.219999313354492
2003-10-28,24.290000915527344
2003-10-29,24.239999771118164
2003-10-30,23.90999984741211
2003-10-31,24.280000686645508
2003-11-03,24.1299991607666
2003-11-04,24.049999237060547
2003-11-05,24.1200008392334
2003-11-06,24.149999618530273
2003-11-07,24.209999084472656
2003-11-10,24.170000076293945
2003-11-11,24.15999984741211
2003-11-12,24.299999237060547
2003-11-13,24.520000457763672
2003-11-14,24.56999969482422
2003-11-17,24.31999969482422
2003-11-18,24.149999618530273
2003-11-19,24.209999084472656
2003-11-20,24.149999618530273
2003-11-21,23.969999313354492
2003-11-24,24.100000381469727
2003-11-25,24.239999771118164
2003-11-26,24.469999313354492
2003-11-28,24.469999313354492
2003-12-01,24.719999313354492
2003-12-02,24.889999389648438
2003-12-03,24.75
2003-12-04,25.350000381469727
2003-12-05,25.530000686645508
2003-12-08,25.809999465942383
2003-12-09,25.829999923706055
2003-12-10,25.850000381469727
2003-12-11,25.979999542236328
2003-12-12,26.270000457763672
2003-12-15,25.940000534057617
2003-12-16,26.329999923706055
2003-12-17,26.579999923706055
2003-12-18,27.290000915527344
2003-12-19,27.1200008392334
2003-12-22,27.149999618530273
2003-12-23,26.959999084472656
2003-12-24,27.25
2003-12-26,27.360000610351562
2003-12-29,27.68000030517578
2003-12-30,27.739999771118164
2003-12-31,27.549999237060547
2004-01-02,27.540000915527344
2004-01-05,28.06999969482422
2004-01-06,28.040000915527344
2004-01-07,27.75
2004-01-08,27.829999923706055
2004-01-09,27.969999313354492
2004-01-12,28.049999237060547
2004-01-13,28.059999465942383
2004-01-14,27.989999771118164
2004-01-15,27.520000457763672
2004-01-16,27.780000686645508
2004-01-20,28.479999542236328
2004-01-21,28.649999618530273
2004-01-22,28.510000228881836
2004-01-23,28.760000228881836
2004-01-26,28.93000030517578
2004-01-27,28.8700008392334
2004-01-28,28.459999084472656
2004-01-29,28.440000534057617
2004-01-30,28.170000076293945
2004-02-02,28.329999923706055
2004-02-03,28.219999313354492
2004-02-04,28.020000457763672
2004-02-05,27.770000457763672
2004-02-06,27.959999084472656
2004-02-09,28.299999237060547
2004-02-10,28.68000030517578
2004-02-11,29.06999969482422
2004-02-12,29.15999984741211
2004-02-13,29.09000015258789
2004-02-17,29.34000015258789
2004-02-18,29.030000686645508
2004-02-19,29.0
2004-02-20,28.989999771118164
2004-02-23,29.219999313354492
2004-02-24,29.270000457763672
2004-02-25,29.40999984741211
2004-02-26,29.510000228881836
2004-02-27,29.649999618530273
2004-03-01,30.219999313354492
2004-03-02,29.959999084472656
2004-03-03,29.920000076293945
2004-03-04,29.829999923706055
2004-03-05,30.09000015258789
2004-03-08,30.219999313354492
2004-03-09,30.020000457763672
2004-03-10,29.5
2004-03-11,28.84000015258789
2004-03-12,29.260000228881836
2004-03-15,29.31999969482422
2004-03-16,29.309999465942383
2004-03-17,29.719999313354492
2004-03-18,30.020000457763672
2004-03-19,29.280000686645508
2004-03-22,29.0
2004-03-23,28.799999237060547
2004-03-24,28.190000534057617
2004-03-25,28.079999923706055
2004-03-26,28.399999618530273
2004-03-29,28.549999237060547
2004-03-30,29.06999969482422
2004-03-31,29.34000015258789
2004-04-01,29.0
2004-04-02,29.1299991607666
2004-04-05,29.280000686645508
2004-04-06,29.280000686645508
2004-04-07,29.280000686645508
2004-04-08,29.540000915527344
2004-04-12,30.100000381469727
2004-04-13,29.84000015258789
2004-04-14,29.899999618530273
2004-04-15,30.299999237060547
2004-04-16,30.540000915527344
2004-04-19,30.469999313354492
2004-04-20,29.850000381469727
2004-04-21,29.75
2004-04-22,30.34000015258789
2004-04-23,30.100000381469727
2004-04-26,30.270000457763672
2004-04-27,30.899999618530273
2004-04-28,30.459999084472656
2004-04-29,29.729999542236328
2004-04-30,29.84000015258789
2004-05-03,30.530000686645508
2004-05-04,30.549999237060547
2004-05-05,30.649999618530273
2004-05-06,30.5
2004-05-07,29.760000228881836
2004-05-10,28.899999618530273
2004-05-11,29.399999618530273
2004-05-12,29.579999923706055
2004-05-13,29.5
2004-05-14,29.850000381469727
2004-05-17,29.850000381469727
2004-05-18,29.40999984741211
2004-05-19,29.280000686645508
2004-05-20,29.25
2004-05-21,29.110000610351562
2004-05-24,29.770000457763672
2004-05-25,30.270000457763672
2004-05-26,30.020000457763672
2004-05-27,29.600000381469727
2004-05-28,29.75
2004-06-01,30.15999984741211
2004-06-02,30.100000381469727
2004-06-03,29.829999923706055
2004-06-04,29.68000030517578
2004-06-07,30.229999542236328
2004-06-08,30.100000381469727
2004-06-09,29.860000610351562
2004-06-10,30.239999771118164
2004-06-14,30.010000228881836
2004-06-15,30.440000534057617
2004-06-16,31.030000686645508
2004-06-17,31.260000228881836
2004-06-18,31.219999313354492
2004-06-21,31.149999618530273
2004-06-22,31.360000610351562
2004-06-23,31.889999389648438
2004-06-24,31.700000762939453
2004-06-25,31.520000457763672
2004-06-28,31.06999969482422
2004-06-29,31.239999771118164
2004-06-30,31.479999542236328
2004-07-01,31.520000457763672
2004-07-02,31.639999389648438
2004-07-06,31.719999313354492
2004-07-07,31.90999984741211
2004-07-08,31.75
2004-07-09,31.93000030517578
2004-07-12,31.75
2004-07-13,31.670000076293945
2004-07-14,32.04999923706055
2004-07-15,32.2599983215332
2004-07-16,32.650001525878906
2004-07-19,32.540000915527344
2004-07-20,32.439998626708984
2004-07-21,31.860000610351562
2004-07-22,31.959999084472656
2004-07-23,31.84000015258789
2004-07-26,31.559999465942383
2004-07-27,31.8799991607666
2004-07-28,32.099998474121094
2004-07-29,32.33000183105469
2004-07-30,32.45000076293945
2004-08-02,32.40999984741211
2004-08-03,32.79999923706055
2004-08-04,32.040000915527344
2004-08-05,31.559999465942383
2004-08-06,30.93000030517578
2004-08-09,31.43000030517578
2004-08-10,31.309999465942383
2004-08-11,31.149999618530273
2004-08-12,30.75
2004-08-13,31.1299991607666
2004-08-16,31.31999969482422
2004-08-17,30.600000381469727
2004-08-18,31.0
2004-08-19,31.100000381469727
2004-08-20,31.420000076293945
2004-08-23,31.030000686645508
2004-08-24,30.950000762939453
2004-08-25,31.149999618530273
2004-08-26,31.3700008392334
2004-08-27,31.56999969482422
2004-08-30,31.43000030517578
2004-08-31,31.950000762939453
2004-09-01,32.5099983215332
2004-09-02,32.77000045776367
2004-09-03,32.84000015258789
2004-09-07,32.79999923706055
2004-09-08,32.83000183105469
2004-09-09,33.29999923706055
2004-09-10,33.119998931884766
2004-09-13,33.349998474121094
2004-09-14,33.5
2004-09-15,33.38999938964844
2004-09-16,33.4900016784668
2004-09-17,33.91999816894531
2004-09-20,33.93000030517578
2004-09-21,34.77000045776367
2004-09-22,34.54999923706055
2004-09-23,34.22999954223633
2004-09-24,34.619998931884766
2004-09-27,34.599998474121094
2004-09-28,35.189998626708984
2004-09-29,34.720001220703125
2004-09-30,34.93000030517578
2004-10-01,35.43000030517578
2004-10-04,35.38999938964844
2004-10-05,35.77000045776367
2004-10-06,36.43000030517578
2004-10-07,36.150001525878906
2004-10-08,36.189998626708984
2004-10-11,35.880001068115234
2004-10-12,35.470001220703125
2004-10-13,34.72999954223633
2004-10-14,35.0099983215332
2004-10-15,35.15999984741211
2004-10-18,34.689998626708984
2004-10-19,34.59000015258789
2004-10-20,35.349998474121094
2004-10-21,35.54999923706055
2004-10-22,35.47999954223633
2004-10-25,35.5099983215332
2004-10-26,35.900001525878906
2004-10-27,35.279998779296875
2004-10-28,34.65999984741211
2004-10-29,35.13999938964844
2004-11-01,34.93000030517578
2004-11-02,34.40999984741211
2004-11-03,35.099998474121094
2004-11-04,35.52000045776367
2004-11-05,35.72999954223633
2004-11-08,35.13999938964844
2004-11-09,34.81999969482422
2004-11-10,35.22999954223633
2004-11-11,35.15999984741211
2004-11-12,35.900001525878906
2004-11-15,35.119998931884766
2004-11-16,35.119998931884766
2004-11-17,35.66999816894531
2004-11-18,35.95000076293945
2004-11-19,36.380001068115234
2004-11-22,36.959999084472656
2004-11-23,37.189998626708984
2004-11-24,37.5
2004-11-26,37.65999984741211
2004-11-29,37.459999084472656
2004-11-30,37.5099983215332
2004-12-01,36.61000061035156
2004-12-02,35.63999938964844
2004-12-03,35.9900016784668
2004-12-06,36.0099983215332
2004-12-07,35.2599983215332
2004-12-08,35.5
2004-12-09,35.79999923706055
2004-12-10,35.54999923706055
2004-12-13,36.18000030517578
2004-12-14,36.290000915527344
2004-12-15,36.560001373291016
2004-12-16,36.189998626708984
2004-12-17,36.04999923706055
2004-12-20,36.4900016784668
2004-12-21,36.79999923706055
2004-12-22,36.29999923706055
2004-12-23,36.5099983215332
2004-12-27,35.869998931884766
2004-12-28,36.119998931884766
2004-12-29,36.38999938964844
2004-12-30,36.22999954223633
2004-12-31,36.31999969482422
2005-01-03,34.97999954223633
2005-01-04,34.79999923706055
2005-01-05,34.650001525878906
2005-01-06,35.25
2005-01-07,34.970001220703125
2005-01-10,35.22999954223633
2005-01-11,35.279998779296875
2005-01-12,35.900001525878906
2005-01-13,36.13999938964844
2005-01-14,36.459999084472656
2005-01-18,36.81999969482422
2005-01-19,36.689998626708984
2005-01-20,36.31999969482422
2005-01-21,36.400001525878906
2005-01-24,36.720001220703125
2005-01-25,36.869998931884766
2005-01-26,37.22999954223633
2005-01-27,37.560001373291016
2005-01-28,37.11000061035156
2005-01-31,37.54999923706055
2005-02-01,38.189998626708984
2005-02-02,38.720001220703125
2005-02-03,38.90999984741211
2005-02-04,39.04999923706055
2005-02-07,38.790000915527344
2005-02-08,39.06999969482422
2005-02-09,39.0
2005-02-10,40.06999969482422
2005-02-11,40.41999816894531
2005-02-14,40.470001220703125
2005-02-15,40.560001373291016
2005-02-16,41.70000076293945
2005-02-17,41.13999938964844
2005-02-18,42.04999923706055
2005-02-22,41.75
2005-02-23,42.279998779296875
2005-02-24,43.11000061035156
2005-02-25,44.16999816894531
2005-02-28,43.849998474121094
2005-03-01,43.0
2005-03-02,43.630001068115234
2005-03-03,44.349998474121094
2005-03-04,44.91999816894531
2005-03-07,44.61000061035156
2005-03-08,44.560001373291016
2005-03-09,43.33000183105469
2005-03-10,42.45000076293945
2005-03-11,42.79999923706055
2005-03-14,43.11000061035156
2005-03-15,42.5099983215332
2005-03-16,42.650001525878906
2005-03-17,43.38999938964844
2005-03-18,43.779998779296875
2005-03-21,43.400001525878906
2005-03-22,42.880001068115234
2005-03-23,42.060001373291016
2005-03-24,42.029998779296875
2005-03-28,42.08000183105469
2005-03-29,41.400001525878906
2005-03-30,42.02000045776367
2005-03-31,42.869998931884766
2005-04-01,43.93000030517578
2005-04-04,43.54999923706055
2005-04-05,43.0
2005-04-06,43.68000030517578
2005-04-07,43.5099983215332
2005-04-08,42.720001220703125
2005-04-11,43.040000915527344
2005-04-12,42.36000061035156
2005-04-13,41.31999969482422
2005-04-14,41.29999923706055
2005-04-15,39.72999954223633
2005-04-18,40.45000076293945
2005-04-19,41.400001525878906
2005-04-20,40.54999923706055
2005-04-21,41.95000076293945
2005-04-22,42.040000915527344
2005-04-25,42.630001068115234
2005-04-26,41.93000030517578
2005-04-27,40.849998474121094
2005-04-28,40.029998779296875
2005-04-29,40.54999923706055
2005-05-02,41.279998779296875
2005-05-03,40.310001373291016
2005-05-04,40.779998779296875
2005-05-05,41.220001220703125
2005-05-06,41.099998474121094
2005-05-09,41.650001525878906
2005-05-10,40.95000076293945
2005-05-11,41.20000076293945
2005-05-12,39.400001525878906
2005-05-13,38.79999923706055
2005-05-16,38.630001068115234
2005-05-17,39.31999969482422
2005-05-18,39.2400016784668
2005-05-19,39.95000076293945
2005-05-20,39.650001525878906
2005-05-23,40.310001373291016
2005-05-24,40.47999954223633
2005-05-25,41.099998474121094
2005-05-26,41.310001373291016
2005-05-27,42.0
2005-05-31,41.68000030517578
2005-06-01,42.470001220703125
2005-06-02,42.38999938964844
2005-06-03,42.630001068115234
2005-06-06,42.7599983215332
2005-06-07,42.349998474121094
2005-06-08,42.470001220703125
2005-06-09,43.70000076293945
2005-06-10,43.650001525878906
2005-06-13,43.81999969482422
2005-06-14,44.09000015258789
2005-06-15,44.619998931884766
2005-06-16,45.25
2005-06-17,45.84000015258789
2005-06-20,45.88999938964844
2005-06-21,44.91999816894531
2005-06-22,45.18000030517578
2005-06-23,45.220001220703125
2005-06-24,44.939998626708984
2005-06-27,45.630001068115234
2005-06-28,44.779998779296875
2005-06-29,44.7400016784668
2005-06-30,44.45000076293945
2005-07-01,45.439998626708984
2005-07-05,46.79999923706055
2005-07-06,45.959999084472656
2005-07-07,46.54999923706055
2005-07-08,46.2400016784668
2005-07-11,46.58000183105469
2005-07-12,47.0
2005-07-13,46.72999954223633
2005-07-14,45.61000061035156
2005-07-15,45.369998931884766
2005-07-18,45.18000030517578
2005-07-19,46.150001525878906
2005-07-20,46.20000076293945
2005-07-21,45.75
2005-07-22,47.38999938964844
2005-07-25,47.83000183105469
2005-07-26,47.720001220703125
2005-07-27,47.959999084472656
2005-07-28,48.099998474121094
2005-07-29,47.599998474121094
2005-08-01,48.099998474121094
2005-08-02,48.900001525878906
2005-08-03,48.65999984741211
2005-08-04,48.7599983215332
2005-08-05,48.38999938964844
2005-08-08,49.09000015258789
2005-08-09,48.97999954223633
2005-08-10,49.779998779296875
2005-08-11,50.2599983215332
2005-08-12,50.16999816894531
2005-08-15,49.68000030517578
2005-08-16,48.59000015258789
2005-08-17,47.470001220703125
2005-08-18,47.369998931884766
2005-08-19,48.18000030517578
2005-08-22,48.29999923706055
2005-08-23,48.209999084472656
2005-08-24,48.66999816894531
2005-08-25,48.540000915527344
2005-08-26,47.9900016784668
2005-08-29,48.380001068115234
2005-08-30,49.279998779296875
2005-08-31,50.63999938964844
2005-09-01,51.959999084472656
2005-09-02,50.95000076293945
2005-09-06,51.310001373291016
2005-09-07,51.38999938964844
2005-09-08,51.459999084472656
2005-09-09,52.79999923706055
2005-09-12,51.720001220703125
2005-09-13,51.279998779296875
2005-09-14,51.91999816894531
2005-09-15,51.91999816894531
2005-09-16,52.279998779296875
2005-09-19,53.65999984741211
2005-09-20,53.150001525878906
2005-09-21,53.900001525878906
2005-09-22,53.5
2005-09-23,52.560001373291016
2005-09-26,53.52000045776367
2005-09-27,53.560001373291016
2005-09-28,54.0
2005-09-29,54.52000045776367
2005-09-30,53.66999816894531
2005-10-03,53.529998779296875
2005-10-04,51.599998474121094
2005-10-05,49.619998931884766
2005-10-06,48.439998626708984
2005-10-07,49.529998779296875
2005-10-10,48.779998779296875
2005-10-11,49.95000076293945
2005-10-12,48.9900016784668
2005-10-13,47.65999984741211
2005-10-14,48.34000015258789
2005-10-17,48.939998626708984
2005-10-18,46.66999816894531
2005-10-19,47.720001220703125
2005-10-20,45.54999923706055
2005-10-21,46.02000045776367
2005-10-24,47.65999984741211
2005-10-25,48.650001525878906
2005-10-26,48.36000061035156
2005-10-27,46.9900016784668
2005-10-28,48.27000045776367
2005-10-31,48.81999969482422
2005-11-01,49.119998931884766
2005-11-02,50.08000183105469
2005-11-03,51.029998779296875
2005-11-04,49.5
2005-11-07,48.63999938964844
2005-11-08,49.04999923706055
2005-11-09,48.599998474121094
2005-11-10,47.09000015258789
2005-11-11,47.470001220703125
2005-11-14,47.720001220703125
2005-11-15,47.79999923706055
2005-11-16,49.040000915527344
2005-11-17,49.02000045776367
2005-11-18,49.040000915527344
2005-11-21,50.2599983215332
2005-11-22,51.060001373291016
2005-11-23,50.869998931884766
2005-11-25,51.0
2005-11-28,49.279998779296875
2005-11-29,49.36000061035156
2005-11-30,49.54999923706055
2005-12-01,51.119998931884766
2005-12-02,51.16999816894531
2005-12-05,51.529998779296875
2005-12-06,51.75
2005-12-07,51.560001373291016
2005-12-08,52.470001220703125
2005-12-09,51.81999969482422
2005-12-12,52.4900016784668
2005-12-13,52.27000045776367
2005-12-14,52.900001525878906
2005-12-15,52.47999954223633
2005-12-16,51.06999969482422
2005-12-19,50.650001525878906
2005-12-20,51.34000015258789
2005-12-21,51.45000076293945
2005-12-22,51.38999938964844
2005-12-23,51.25
2005-12-27,49.7400016784668
2005-12-28,50.4900016784668
2005-12-29,50.099998474121094
2005-12-30,50.310001373291016
2006-01-03,52.70000076293945
2006-01-04,52.849998474121094
2006-01-05,52.18000030517578
2006-01-06,53.459999084472656
2006-01-09,53.400001525878906
2006-01-10,53.97999954223633
2006-01-11,54.209999084472656
2006-01-12,53.81999969482422
2006-01-13,54.459999084472656
2006-01-17,55.65999984741211
2006-01-18,55.20000076293945
2006-01-19,56.15999984741211
2006-01-20,56.40999984741211
2006-01-23,57.029998779296875
2006-01-24,56.689998626708984
2006-01-25,55.5
2006-01-26,55.68000030517578
2006-01-27,56.650001525878906
2006-01-30,57.95000076293945
2006-01-31,57.65999984741211
2006-02-01,56.290000915527344
2006-02-02,55.72999954223633
2006-02-03,55.220001220703125
2006-02-06,56.29999923706055
2006-02-07,53.95000076293945
2006-02-08,53.959999084472656
2006-02-09,52.72999954223633
2006-02-10,52.540000915527344
2006-02-13,52.33000183105469
2006-02-14,51.7400016784668
2006-02-15,51.459999084472656
2006-02-16,52.63999938964844
2006-02-17,53.0099983215332
2006-02-21,54.04999923706055
2006-02-22,53.040000915527344
2006-02-23,52.97999954223633
2006-02-24,53.630001068115234
2006-02-27,52.70000076293945
2006-02-28,52.34000015258789
2006-03-01,53.22999954223633
2006-03-02,54.119998931884766
2006-03-03,54.130001068115234
2006-03-06,52.25
2006-03-07,51.47999954223633
2006-03-08,51.47999954223633
2006-03-09,51.11000061035156
2006-03-10,51.38999938964844
2006-03-13,52.400001525878906
2006-03-14,53.369998931884766
2006-03-15,53.650001525878906
2006-03-16,54.5
2006-03-17,53.650001525878906
2006-03-20,52.459999084472656
2006-03-21,52.369998931884766
2006-03-22,52.720001220703125
2006-03-23,53.5
2006-03-24,53.86000061035156
2006-03-27,54.13999938964844
2006-03-28,54.560001373291016
2006-03-29,55.20000076293945
2006-03-30,55.16999816894531
2006-03-31,54.400001525878906
2006-04-03,54.70000076293945
2006-04-04,55.41999816894531
2006-04-05,56.33000183105469
2006-04-06,56.45000076293945
2006-04-07,55.349998474121094
2006-04-10,56.400001525878906
2006-04-11,56.0
2006-04-12,55.630001068115234
2006-04-13,55.810001373291016
2006-04-17,56.84000015258789
2006-04-18,58.22999954223633
2006-04-19,59.130001068115234
2006-04-20,58.52000045776367
2006-04-21,59.7400016784668
2006-04-24,58.83000183105469
2006-04-25,58.06999969482422
2006-04-26,57.150001525878906
2006-04-27,56.5
2006-04-28,57.13999938964844
2006-05-01,58.08000183105469
2006-05-02,59.369998931884766
2006-05-03,58.45000076293945
2006-05-04,58.18000030517578
2006-05-05,58.86000061035156
2006-05-08,58.599998474121094
2006-05-09,58.95000076293945
2006-05-10,59.5
2006-05-11,58.72999954223633
2006-05-12,56.7400016784668
2006-05-15,55.54999923706055
2006-05-16,55.75
2006-05-17,54.33000183105469
2006-05-18,53.66999816894531
2006-05-19,54.02000045776367
2006-05-22,53.709999084472656
2006-05-23,53.720001220703125
2006-05-24,53.060001373291016
2006-05-25,54.91999816894531
2006-05-26,55.099998474121094
2006-05-30,54.22999954223633
2006-05-31,55.54999923706055
2006-06-01,55.70000076293945
2006-06-02,56.529998779296875
2006-06-05,54.75
2006-06-06,54.70000076293945
2006-06-07,52.599998474121094
2006-06-08,53.34000015258789
2006-06-09,52.79999923706055
2006-06-12,51.720001220703125
2006-06-13,50.189998626708984
2006-06-14,51.47999954223633
2006-06-15,53.439998626708984
2006-06-16,53.099998474121094
2006-06-19,51.099998474121094
2006-06-20,50.86000061035156
2006-06-21,52.0
2006-06-22,52.220001220703125
2006-06-23,53.380001068115234
2006-06-26,53.970001220703125
2006-06-27,54.06999969482422
2006-06-28,55.0
2006-06-29,56.560001373291016
2006-06-30,56.75
2006-07-03,57.36000061035156
2006-07-05,57.619998931884766
2006-07-06,57.470001220703125
2006-07-07,56.689998626708984
2006-07-10,56.86000061035156
2006-07-11,57.900001525878906
2006-07-12,57.70000076293945
2006-07-13,57.150001525878906
2006-07-14,57.81999969482422
2006-07-17,55.95000076293945
2006-07-18,56.02000045776367
2006-07-19,56.599998474121094
2006-07-20,55.22999954223633
2006-07-21,54.47999954223633
2006-07-24,56.119998931884766
2006-07-25,57.099998474121094
2006-07-26,58.25
2006-07-27,57.75
2006-07-28,57.77000045776367
2006-07-31,58.650001525878906
2006-08-01,58.720001220703125
2006-08-02,58.84000015258789
2006-08-03,58.33000183105469
2006-08-04,57.84000015258789
2006-08-07,58.45000076293945
2006-08-08,58.11000061035156
2006-08-09,58.599998474121094
2006-08-10,58.119998931884766
2006-08-11,58.150001525878906
2006-08-14,56.95000076293945
2006-08-15,57.2400016784668
2006-08-16,57.0
2006-08-17,56.599998474121094
2006-08-18,57.47999954223633
2006-08-21,57.86000061035156
2006-08-22,58.25
2006-08-23,57.029998779296875
2006-08-24,57.77000045776367
2006-08-25,58.220001220703125
2006-08-28,57.380001068115234
2006-08-29,57.02000045776367
2006-08-30,56.060001373291016
2006-08-31,55.66999816894531
2006-09-01,56.5
2006-09-05,57.2400016784668
2006-09-06,55.29999923706055
2006-09-07,55.349998474121094
2006-09-08,53.95000076293945
2006-09-11,52.279998779296875
2006-09-12,51.95000076293945
2006-09-13,53.029998779296875
2006-09-14,51.849998474121094
2006-09-15,51.849998474121094
2006-09-18,53.099998474121094
2006-09-19,52.29999923706055
2006-09-20,50.900001525878906
2006-09-21,51.54999923706055
2006-09-22,51.33000183105469
2006-09-25,51.400001525878906
2006-09-26,52.529998779296875
2006-09-27,53.400001525878906
2006-09-28,53.22999954223633
2006-09-29,53.45000076293945
2006-10-02,52.84000015258789
2006-10-03,50.900001525878906
2006-10-04,51.650001525878906
2006-10-05,52.63999938964844
2006-10-06,52.689998626708984
2006-10-09,51.900001525878906
2006-10-10,52.869998931884766
2006-10-11,52.029998779296875
2006-10-12,53.25
2006-10-13,53.97999954223633
2006-10-16,55.25
2006-10-17,54.650001525878906
2006-10-18,54.29999923706055
2006-10-19,55.41999816894531
2006-10-20,54.70000076293945
2006-10-23,54.79999923706055
2006-10-24,55.79999923706055
2006-10-25,56.7599983215332
2006-10-26,56.630001068115234
2006-10-27,56.16999816894531
2006-10-30,55.15999984741211
2006-10-31,55.72999954223633
2006-11-01,55.15999984741211
2006-11-02,55.380001068115234
2006-11-03,56.599998474121094
2006-11-06,57.0099983215332
2006-11-07,56.56999969482422
2006-11-08,57.52000045776367
2006-11-09,58.0
2006-11-10,57.45000076293945
2006-11-13,57.349998474121094
2006-11-14,57.689998626708984
2006-11-15,58.22999954223633
2006-11-16,56.630001068115234
2006-11-17,57.099998474121094
2006-11-20,56.95000076293945
2006-11-21,58.0
2006-11-22,57.65999984741211
2006-11-24,57.540000915527344
2006-11-27,57.279998779296875
2006-11-28,58.20000076293945
2006-11-29,60.04999923706055
2006-11-30,60.5099983215332
2006-12-01,60.720001220703125
2006-12-04,60.630001068115234
2006-12-05,60.869998931884766
2006-12-06,60.70000076293945
2006-12-07,60.34000015258789
2006-12-08,60.27000045776367
2006-12-11,60.119998931884766
2006-12-12,60.2599983215332
