Date,ZTS
2013-02-01,31.010000228881836
2013-02-04,31.020000457763672
2013-02-05,31.040000915527344
2013-02-06,31.030000686645508
2013-02-07,32.0
2013-02-08,33.04999923706055
2013-02-11,33.2599983215332
2013-02-12,33.7400016784668
2013-02-13,33.54999923706055
2013-02-14,33.27000045776367
2013-02-15,33.97999954223633
2013-02-19,33.84000015258789
2013-02-20,32.720001220703125
2013-02-21,32.560001373291016
2013-02-22,32.59000015258789
2013-02-25,32.06999969482422
2013-02-26,32.040000915527344
2013-02-27,32.31999969482422
2013-02-28,33.45000076293945
2013-03-01,34.599998474121094
2013-03-04,34.349998474121094
2013-03-05,34.290000915527344
2013-03-06,33.849998474121094
2013-03-07,34.560001373291016
2013-03-08,34.09000015258789
2013-03-11,34.18000030517578
2013-03-12,33.81999969482422
2013-03-13,34.0
2013-03-14,34.63999938964844
2013-03-15,33.439998626708984
2013-03-18,32.84000015258789
2013-03-19,32.79999923706055
2013-03-20,33.5099983215332
2013-03-21,33.470001220703125
2013-03-22,33.119998931884766
2013-03-25,32.459999084472656
2013-03-26,32.5099983215332
2013-03-27,32.7400016784668
2013-03-28,33.400001525878906
2013-04-01,32.59000015258789
2013-04-02,32.54999923706055
2013-04-03,32.529998779296875
2013-04-04,31.84000015258789
2013-04-05,31.959999084472656
2013-04-08,32.91999816894531
2013-04-09,33.439998626708984
2013-04-10,33.150001525878906
2013-04-11,33.15999984741211
2013-04-12,33.22999954223633
2013-04-15,32.2400016784668
2013-04-16,33.209999084472656
2013-04-17,32.88999938964844
2013-04-18,32.470001220703125
2013-04-19,32.709999084472656
2013-04-22,32.65999984741211
2013-04-23,31.700000762939453
2013-04-24,30.6200008392334
2013-04-25,31.549999237060547
2013-04-26,32.63999938964844
2013-04-29,32.65999984741211
2013-04-30,33.02000045776367
2013-05-01,33.38999938964844
2013-05-02,33.279998779296875
2013-05-03,33.209999084472656
2013-05-06,32.939998626708984
2013-05-07,32.880001068115234
2013-05-08,33.2599983215332
2013-05-09,33.54999923706055
2013-05-10,33.18000030517578
2013-05-13,33.040000915527344
2013-05-14,33.08000183105469
2013-05-15,32.790000915527344
2013-05-16,33.38999938964844
2013-05-17,33.900001525878906
2013-05-20,33.709999084472656
2013-05-21,33.040000915527344
2013-05-22,33.54999923706055
2013-05-23,32.84000015258789
2013-05-24,33.459999084472656
2013-05-28,34.2599983215332
2013-05-29,32.95000076293945
2013-05-30,32.2400016784668
2013-05-31,32.0
2013-06-03,32.75
2013-06-04,32.400001525878906
2013-06-05,32.16999816894531
2013-06-06,32.08000183105469
2013-06-07,31.5
2013-06-10,32.0099983215332
2013-06-11,31.700000762939453
2013-06-12,31.530000686645508
2013-06-13,31.170000076293945
2013-06-14,30.799999237060547
2013-06-17,30.959999084472656
2013-06-18,31.18000030517578
2013-06-19,31.0
2013-06-20,30.190000534057617
2013-06-21,30.600000381469727
2013-06-24,30.3799991607666
2013-06-25,31.489999771118164
2013-06-26,30.969999313354492
2013-06-27,30.8700008392334
2013-06-28,30.889999389648438
2013-07-01,30.610000610351562
2013-07-02,29.700000762939453
2013-07-03,29.280000686645508
2013-07-05,30.170000076293945
2013-07-08,30.940000534057617
2013-07-09,30.979999542236328
2013-07-10,31.040000915527344
2013-07-11,30.920000076293945
2013-07-12,31.350000381469727
2013-07-15,31.579999923706055
2013-07-16,31.15999984741211
2013-07-17,30.989999771118164
2013-07-18,30.81999969482422
2013-07-19,30.239999771118164
2013-07-22,30.270000457763672
2013-07-23,30.059999465942383
2013-07-24,29.899999618530273
2013-07-25,30.520000457763672
2013-07-26,30.43000030517578
2013-07-29,30.09000015258789
2013-07-30,30.040000915527344
2013-07-31,29.809999465942383
2013-08-01,30.15999984741211
2013-08-02,30.940000534057617
2013-08-05,31.25
2013-08-06,31.1299991607666
2013-08-07,31.239999771118164
2013-08-08,31.239999771118164
2013-08-09,30.90999984741211
2013-08-12,30.329999923706055
2013-08-13,30.450000762939453
2013-08-14,30.139999389648438
2013-08-15,30.020000457763672
2013-08-16,30.0
2013-08-19,29.8700008392334
2013-08-20,30.229999542236328
2013-08-21,29.850000381469727
2013-08-22,29.8700008392334
2013-08-23,30.200000762939453
2013-08-26,29.799999237060547
2013-08-27,29.200000762939453
2013-08-28,29.56999969482422
2013-08-29,29.469999313354492
2013-08-30,29.149999618530273
2013-09-03,29.43000030517578
2013-09-04,29.690000534057617
2013-09-05,30.329999923706055
2013-09-06,30.610000610351562
2013-09-09,30.59000015258789
2013-09-10,30.950000762939453
2013-09-11,31.329999923706055
2013-09-12,31.079999923706055
2013-09-13,31.049999237060547
2013-09-16,31.850000381469727
2013-09-17,32.380001068115234
2013-09-18,32.720001220703125
2013-09-19,32.5099983215332
2013-09-20,32.189998626708984
2013-09-23,31.579999923706055
2013-09-24,31.479999542236328
2013-09-25,31.059999465942383
2013-09-26,31.579999923706055
2013-09-27,31.149999618530273
2013-09-30,31.1200008392334
2013-10-01,31.780000686645508
2013-10-02,32.0
2013-10-03,31.479999542236328
2013-10-04,32.04999923706055
2013-10-07,31.93000030517578
2013-10-08,31.530000686645508
2013-10-09,31.43000030517578
2013-10-10,32.36000061035156
2013-10-11,32.400001525878906
2013-10-14,32.290000915527344
2013-10-15,32.06999969482422
2013-10-16,32.88999938964844
2013-10-17,33.029998779296875
2013-10-18,33.220001220703125
2013-10-21,32.77000045776367
2013-10-22,32.5099983215332
2013-10-23,32.599998474121094
2013-10-24,32.7400016784668
2013-10-25,32.470001220703125
2013-10-28,31.979999542236328
2013-10-29,32.029998779296875
2013-10-30,32.060001373291016
2013-10-31,31.65999984741211
2013-11-01,31.84000015258789
2013-11-04,31.93000030517578
2013-11-05,31.690000534057617
2013-11-06,31.270000457763672
2013-11-07,31.040000915527344
2013-11-08,31.59000015258789
2013-11-11,31.770000457763672
2013-11-12,31.84000015258789
2013-11-13,31.719999313354492
2013-11-14,31.68000030517578
2013-11-15,31.809999465942383
2013-11-18,31.6200008392334
2013-11-19,31.420000076293945
2013-11-20,31.3700008392334
2013-11-21,31.579999923706055
2013-11-22,31.360000610351562
2013-11-25,31.290000915527344
2013-11-26,31.420000076293945
2013-11-27,31.280000686645508
2013-11-29,31.149999618530273
2013-12-02,31.149999618530273
2013-12-03,31.09000015258789
2013-12-04,31.209999084472656
2013-12-05,31.440000534057617
2013-12-06,31.540000915527344
2013-12-09,31.75
2013-12-10,31.360000610351562
2013-12-11,31.09000015258789
2013-12-12,31.170000076293945
2013-12-13,31.579999923706055
2013-12-16,32.0
2013-12-17,31.639999389648438
2013-12-18,32.16999816894531
2013-12-19,32.310001373291016
2013-12-20,32.380001068115234
2013-12-23,32.369998931884766
2013-12-24,32.369998931884766
2013-12-26,32.59000015258789
2013-12-27,32.66999816894531
2013-12-30,32.66999816894531
2013-12-31,32.689998626708984
2014-01-02,32.36000061035156
2014-01-03,32.04999923706055
2014-01-06,31.979999542236328
2014-01-07,32.099998474121094
2014-01-08,31.739999771118164
2014-01-09,31.959999084472656
2014-01-10,32.540000915527344
2014-01-13,31.780000686645508
2014-01-14,31.850000381469727
2014-01-15,31.809999465942383
2014-01-16,32.0
2014-01-17,31.729999542236328
2014-01-21,31.270000457763672
2014-01-22,31.459999084472656
2014-01-23,31.739999771118164
