Date,CHGG
2014-08-15,7.179999828338623
2014-08-18,7.329999923706055
2014-08-19,7.360000133514404
2014-08-20,6.980000019073486
2014-08-21,6.96999979019165
2014-08-22,6.849999904632568
2014-08-25,6.980000019073486
2014-08-26,6.869999885559082
2014-08-27,6.840000152587891
2014-08-28,6.800000190734863
2014-08-29,6.909999847412109
2014-09-02,6.739999771118164
2014-09-03,6.489999771118164
2014-09-04,6.650000095367432
2014-09-05,6.78000020980835
2014-09-08,6.869999885559082
2014-09-09,6.610000133514404
2014-09-10,6.619999885559082
2014-09-11,6.760000228881836
2014-09-12,6.579999923706055
2014-09-15,6.400000095367432
2014-09-16,6.489999771118164
2014-09-17,6.579999923706055
2014-09-18,6.579999923706055
2014-09-19,6.480000019073486
2014-09-22,6.150000095367432
2014-09-23,6.090000152587891
2014-09-24,6.25
2014-09-25,6.139999866485596
2014-09-26,6.150000095367432
2014-09-29,6.329999923706055
2014-09-30,6.239999771118164
2014-10-01,6.170000076293945
2014-10-02,6.25
2014-10-03,6.400000095367432
2014-10-06,6.28000020980835
2014-10-07,6.099999904632568
2014-10-08,6.139999866485596
2014-10-09,5.989999771118164
2014-10-10,5.760000228881836
2014-10-13,5.760000228881836
2014-10-14,5.980000019073486
2014-10-15,6.429999828338623
2014-10-16,6.369999885559082
2014-10-17,6.050000190734863
2014-10-20,6.110000133514404
2014-10-21,6.010000228881836
2014-10-22,5.889999866485596
2014-10-23,5.829999923706055
2014-10-24,6.150000095367432
2014-10-27,6.070000171661377
2014-10-28,6.260000228881836
2014-10-29,6.119999885559082
2014-10-30,6.300000190734863
2014-10-31,6.650000095367432
2014-11-03,6.570000171661377
2014-11-04,6.320000171661377
2014-11-05,6.659999847412109
2014-11-06,6.75
2014-11-07,6.71999979019165
2014-11-10,6.929999828338623
2014-11-11,6.989999771118164
2014-11-12,6.929999828338623
2014-11-13,6.860000133514404
2014-11-14,6.900000095367432
2014-11-17,6.579999923706055
2014-11-18,6.679999828338623
2014-11-19,6.440000057220459
2014-11-20,6.559999942779541
2014-11-21,6.760000228881836
2014-11-24,6.809999942779541
2014-11-25,6.800000190734863
2014-11-26,6.900000095367432
2014-11-28,6.760000228881836
2014-12-01,6.380000114440918
2014-12-02,6.489999771118164
2014-12-03,6.349999904632568
2014-12-04,6.449999809265137
2014-12-05,6.409999847412109
2014-12-08,6.21999979019165
2014-12-09,6.5
2014-12-10,6.480000019073486
2014-12-11,6.46999979019165
2014-12-12,6.409999847412109
2014-12-15,6.440000057220459
2014-12-16,6.360000133514404
2014-12-17,6.599999904632568
2014-12-18,6.599999904632568
2014-12-19,6.610000133514404
2014-12-22,6.909999847412109
2014-12-23,6.989999771118164
2014-12-24,6.909999847412109
2014-12-26,7.010000228881836
2014-12-29,6.989999771118164
2014-12-30,6.880000114440918
2014-12-31,6.909999847412109
2015-01-02,7.0
2015-01-05,6.789999961853027
2015-01-06,6.829999923706055
2015-01-07,6.869999885559082
2015-01-08,7.0
2015-01-09,7.090000152587891
2015-01-12,7.050000190734863
2015-01-13,6.840000152587891
2015-01-14,7.0
2015-01-15,6.690000057220459
2015-01-16,6.710000038146973
2015-01-20,6.659999847412109
2015-01-21,6.599999904632568
2015-01-22,6.989999771118164
2015-01-23,7.130000114440918
2015-01-26,7.010000228881836
2015-01-27,7.099999904632568
2015-01-28,6.760000228881836
2015-01-29,6.659999847412109
2015-01-30,6.630000114440918
2015-02-02,6.590000152587891
2015-02-03,6.730000019073486
2015-02-04,6.760000228881836
2015-02-05,6.730000019073486
2015-02-06,6.699999809265137
2015-02-09,6.690000057220459
2015-02-10,6.619999885559082
2015-02-11,6.489999771118164
2015-02-12,6.5
2015-02-13,6.440000057220459
2015-02-17,6.519999980926514
2015-02-18,6.510000228881836
2015-02-19,6.610000133514404
2015-02-20,6.440000057220459
2015-02-23,6.75
2015-02-24,8.600000381469727
2015-02-25,8.380000114440918
2015-02-26,7.989999771118164
2015-02-27,8.119999885559082
2015-03-02,8.210000038146973
2015-03-03,8.199999809265137
2015-03-04,8.75
2015-03-05,8.539999961853027
2015-03-06,8.300000190734863
2015-03-09,8.239999771118164
2015-03-10,8.210000038146973
2015-03-11,8.449999809265137
2015-03-12,8.65999984741211
2015-03-13,8.5
2015-03-16,8.479999542236328
2015-03-17,8.449999809265137
2015-03-18,8.489999771118164
2015-03-19,8.489999771118164
2015-03-20,8.449999809265137
2015-03-23,8.399999618530273
2015-03-24,8.4399995803833
2015-03-25,8.149999618530273
2015-03-26,7.989999771118164
2015-03-27,7.989999771118164
2015-03-30,8.0
2015-03-31,7.949999809265137
2015-04-01,7.769999980926514
2015-04-02,7.849999904632568
2015-04-06,7.840000152587891
2015-04-07,7.820000171661377
2015-04-08,7.940000057220459
2015-04-09,7.989999771118164
2015-04-10,8.0
2015-04-13,8.130000114440918
2015-04-14,8.140000343322754
2015-04-15,8.170000076293945
2015-04-16,8.109999656677246
2015-04-17,7.96999979019165
2015-04-20,7.96999979019165
2015-04-21,8.039999961853027
2015-04-22,8.039999961853027
2015-04-23,8.079999923706055
2015-04-24,8.0600004196167
2015-04-27,7.940000057220459
2015-04-28,7.980000019073486
2015-04-29,7.75
2015-04-30,7.429999828338623
2015-05-01,7.460000038146973
2015-05-04,7.389999866485596
2015-05-05,7.269999980926514
2015-05-06,7.420000076293945
2015-05-07,8.569999694824219
2015-05-08,8.5
2015-05-11,8.680000305175781
2015-05-12,8.640000343322754
2015-05-13,8.59000015258789
2015-05-14,8.220000267028809
2015-05-15,8.180000305175781
2015-05-18,7.989999771118164
2015-05-19,7.96999979019165
2015-05-20,7.96999979019165
2015-05-21,7.940000057220459
2015-05-22,7.820000171661377
2015-05-26,7.679999828338623
2015-05-27,7.789999961853027
2015-05-28,7.78000020980835
2015-05-29,7.610000133514404
2015-06-01,7.590000152587891
2015-06-02,7.78000020980835
2015-06-03,7.840000152587891
2015-06-04,7.650000095367432
2015-06-05,7.880000114440918
2015-06-08,7.75
2015-06-09,7.699999809265137
2015-06-10,7.849999904632568
2015-06-11,7.769999980926514
2015-06-12,7.690000057220459
2015-06-15,7.96999979019165
2015-06-16,7.960000038146973
2015-06-17,7.829999923706055
2015-06-18,7.960000038146973
2015-06-19,7.940000057220459
2015-06-22,7.929999828338623
2015-06-23,7.96999979019165
2015-06-24,7.900000095367432
2015-06-25,7.880000114440918
2015-06-26,7.840000152587891
2015-06-29,7.570000171661377
2015-06-30,7.840000152587891
2015-07-01,7.650000095367432
2015-07-02,7.71999979019165
2015-07-06,7.889999866485596
2015-07-07,7.699999809265137
2015-07-08,7.690000057220459
2015-07-09,8.100000381469727
2015-07-10,8.300000190734863
2015-07-13,8.300000190734863
2015-07-14,8.350000381469727
2015-07-15,8.260000228881836
2015-07-16,8.25
2015-07-17,8.109999656677246
2015-07-20,8.130000114440918
2015-07-21,8.15999984741211
2015-07-22,8.119999885559082
2015-07-23,8.0600004196167
2015-07-24,8.050000190734863
2015-07-27,8.020000457763672
2015-07-28,8.109999656677246
2015-07-29,8.100000381469727
2015-07-30,8.15999984741211
2015-07-31,8.3100004196167
2015-08-03,8.600000381469727
2015-08-04,8.550000190734863
2015-08-05,8.539999961853027
2015-08-06,8.449999809265137
2015-08-07,8.399999618530273
2015-08-10,8.5600004196167
2015-08-11,8.5
2015-08-12,8.539999961853027
2015-08-13,8.489999771118164
2015-08-14,8.569999694824219
2015-08-17,8.739999771118164
2015-08-18,8.600000381469727
2015-08-19,8.479999542236328
2015-08-20,8.0
2015-08-21,7.619999885559082
2015-08-24,7.5
2015-08-25,7.329999923706055
2015-08-26,7.25
2015-08-27,7.550000190734863
2015-08-28,7.659999847412109
2015-08-31,7.429999828338623
2015-09-01,7.179999828338623
2015-09-02,7.420000076293945
2015-09-03,7.400000095367432
2015-09-04,7.340000152587891
2015-09-08,7.460000038146973
2015-09-09,7.239999771118164
2015-09-10,7.5
2015-09-11,7.449999809265137
2015-09-14,7.46999979019165
2015-09-15,7.510000228881836
2015-09-16,7.659999847412109
2015-09-17,7.78000020980835
2015-09-18,8.0
2015-09-21,7.940000057220459
2015-09-22,7.900000095367432
2015-09-23,7.889999866485596
2015-09-24,7.75
2015-09-25,7.429999828338623
2015-09-28,7.139999866485596
2015-09-29,7.070000171661377
2015-09-30,7.210000038146973
2015-10-01,7.130000114440918
2015-10-02,7.300000190734863
2015-10-05,7.46999979019165
2015-10-06,7.369999885559082
2015-10-07,7.309999942779541
2015-10-08,7.199999809265137
2015-10-09,7.260000228881836
2015-10-12,7.199999809265137
2015-10-13,7.079999923706055
2015-10-14,6.989999771118164
2015-10-15,7.210000038146973
2015-10-16,7.340000152587891
2015-10-19,7.440000057220459
2015-10-20,7.400000095367432
2015-10-21,7.010000228881836
2015-10-22,7.170000076293945
2015-10-23,7.239999771118164
2015-10-26,7.110000133514404
2015-10-27,6.909999847412109
2015-10-28,7.159999847412109
2015-10-29,7.0
2015-10-30,6.900000095367432
2015-11-02,7.039999961853027
2015-11-03,7.829999923706055
2015-11-04,7.690000057220459
2015-11-05,7.519999980926514
2015-11-06,7.71999979019165
2015-11-09,7.619999885559082
2015-11-10,7.440000057220459
2015-11-11,7.269999980926514
2015-11-12,7.03000020980835
2015-11-13,6.75
2015-11-16,6.78000020980835
2015-11-17,6.909999847412109
2015-11-18,6.869999885559082
2015-11-19,7.090000152587891
2015-11-20,7.150000095367432
2015-11-23,7.239999771118164
2015-11-24,7.230000019073486
2015-11-25,7.300000190734863
2015-11-27,7.28000020980835
2015-11-30,7.260000228881836
2015-12-01,7.320000171661377
2015-12-02,7.21999979019165
2015-12-03,6.929999828338623
2015-12-04,7.079999923706055
2015-12-07,7.210000038146973
2015-12-08,7.190000057220459
2015-12-09,7.0
2015-12-10,7.059999942779541
2015-12-11,6.909999847412109
2015-12-14,6.940000057220459
2015-12-15,7.139999866485596
2015-12-16,7.369999885559082
2015-12-17,7.21999979019165
2015-12-18,7.070000171661377
2015-12-21,6.96999979019165
2015-12-22,6.960000038146973
2015-12-23,7.150000095367432
2015-12-24,7.03000020980835
2015-12-28,6.96999979019165
2015-12-29,7.079999923706055
2015-12-30,6.960000038146973
2015-12-31,6.730000019073486
2016-01-04,6.239999771118164
2016-01-05,6.559999942779541
2016-01-06,6.360000133514404
2016-01-07,6.150000095367432
2016-01-08,6.239999771118164
2016-01-11,6.320000171661377
2016-01-12,6.199999809265137
2016-01-13,6.0
2016-01-14,6.079999923706055
2016-01-15,6.010000228881836
2016-01-19,5.820000171661377
2016-01-20,5.829999923706055
2016-01-21,5.820000171661377
2016-01-22,5.900000095367432
2016-01-25,5.550000190734863
2016-01-26,5.71999979019165
2016-01-27,5.659999847412109
2016-01-28,5.71999979019165
2016-01-29,5.800000190734863
2016-02-01,5.769999980926514
2016-02-02,5.639999866485596
2016-02-03,5.619999885559082
2016-02-04,5.610000133514404
2016-02-05,5.289999961853027
2016-02-08,5.110000133514404
2016-02-09,4.989999771118164
2016-02-10,4.920000076293945
2016-02-11,4.769999980926514
2016-02-12,4.860000133514404
2016-02-16,5.039999961853027
2016-02-17,5.03000020980835
2016-02-18,5.150000095367432
2016-02-19,5.199999809265137
2016-02-22,5.340000152587891
2016-02-23,3.4700000286102295
2016-02-24,4.119999885559082
2016-02-25,4.039999961853027
2016-02-26,4.239999771118164
2016-02-29,4.289999961853027
2016-03-01,4.5
2016-03-02,4.460000038146973
2016-03-03,4.46999979019165
2016-03-04,4.400000095367432
2016-03-07,4.46999979019165
2016-03-08,4.329999923706055
2016-03-09,4.46999979019165
2016-03-10,4.409999847412109
2016-03-11,4.5
2016-03-14,4.380000114440918
2016-03-15,4.309999942779541
2016-03-16,4.369999885559082
2016-03-17,4.400000095367432
2016-03-18,4.550000190734863
2016-03-21,4.5
2016-03-22,4.360000133514404
2016-03-23,4.320000171661377
2016-03-24,4.119999885559082
2016-03-28,4.329999923706055
2016-03-29,4.420000076293945
2016-03-30,4.480000019073486
2016-03-31,4.460000038146973
2016-04-01,4.289999961853027
2016-04-04,4.400000095367432
2016-04-05,4.369999885559082
2016-04-06,4.46999979019165
2016-04-07,4.349999904632568
2016-04-08,4.309999942779541
2016-04-11,4.360000133514404
2016-04-12,4.409999847412109
2016-04-13,4.440000057220459
2016-04-14,4.420000076293945
2016-04-15,4.440000057220459
2016-04-18,4.510000228881836
2016-04-19,4.5
2016-04-20,4.440000057220459
2016-04-21,4.539999961853027
2016-04-22,4.659999847412109
2016-04-25,4.590000152587891
2016-04-26,4.670000076293945
2016-04-27,4.670000076293945
2016-04-28,4.610000133514404
2016-04-29,4.539999961853027
2016-05-02,4.639999866485596
2016-05-03,4.539999961853027
2016-05-04,4.340000152587891
2016-05-05,4.269999980926514
2016-05-06,4.360000133514404
2016-05-09,4.380000114440918
2016-05-10,4.489999771118164
2016-05-11,4.5
2016-05-12,4.420000076293945
2016-05-13,4.420000076293945
2016-05-16,4.440000057220459
2016-05-17,4.369999885559082
2016-05-18,4.519999980926514
2016-05-19,4.369999885559082
2016-05-20,4.539999961853027
2016-05-23,4.619999885559082
2016-05-24,4.789999961853027
2016-05-25,4.739999771118164
2016-05-26,4.730000019073486
2016-05-27,4.829999923706055
2016-05-31,4.880000114440918
2016-06-01,4.989999771118164
2016-06-02,5.0
2016-06-03,4.929999828338623
2016-06-06,4.960000038146973
2016-06-07,5.019999980926514
2016-06-08,4.940000057220459
2016-06-09,4.900000095367432
2016-06-10,4.869999885559082
2016-06-13,4.860000133514404
2016-06-14,4.809999942779541
2016-06-15,4.849999904632568
2016-06-16,4.860000133514404
2016-06-17,4.840000152587891
2016-06-20,5.079999923706055
2016-06-21,4.96999979019165
2016-06-22,4.96999979019165
2016-06-23,5.050000190734863
2016-06-24,4.849999904632568
2016-06-27,4.610000133514404
2016-06-28,4.710000038146973
2016-06-29,4.820000171661377
2016-06-30,5.0
2016-07-01,5.059999942779541
2016-07-05,4.900000095367432
2016-07-06,4.920000076293945
2016-07-07,4.989999771118164
2016-07-08,5.289999961853027
2016-07-11,5.309999942779541
2016-07-12,5.559999942779541
2016-07-13,5.610000133514404
2016-07-14,5.489999771118164
2016-07-15,5.510000228881836
2016-07-18,5.489999771118164
2016-07-19,5.5
2016-07-20,5.5
2016-07-21,5.449999809265137
2016-07-22,5.449999809265137
2016-07-25,5.409999847412109
2016-07-26,5.400000095367432
2016-07-27,5.400000095367432
2016-07-28,5.320000171661377
2016-07-29,5.389999866485596
2016-08-01,5.539999961853027
2016-08-02,6.150000095367432
2016-08-03,6.300000190734863
2016-08-04,6.5
2016-08-05,6.599999904632568
2016-08-08,6.730000019073486
2016-08-09,6.630000114440918
2016-08-10,6.690000057220459
2016-08-11,6.78000020980835
2016-08-12,6.860000133514404
2016-08-15,6.949999809265137
2016-08-16,6.929999828338623
2016-08-17,6.909999847412109
2016-08-18,6.949999809265137
2016-08-19,6.929999828338623
2016-08-22,6.809999942779541
2016-08-23,6.96999979019165
2016-08-24,6.960000038146973
2016-08-25,7.03000020980835
2016-08-26,6.96999979019165
2016-08-29,6.949999809265137
2016-08-30,6.880000114440918
2016-08-31,6.730000019073486
2016-09-01,6.75
2016-09-02,6.829999923706055
2016-09-06,6.96999979019165
2016-09-07,7.0
2016-09-08,7.039999961853027
2016-09-09,6.960000038146973
2016-09-12,6.96999979019165
2016-09-13,6.96999979019165
2016-09-14,7.010000228881836
2016-09-15,7.050000190734863
2016-09-16,7.019999980926514
2016-09-19,7.059999942779541
2016-09-20,7.150000095367432
2016-09-21,7.210000038146973
2016-09-22,7.179999828338623
2016-09-23,7.179999828338623
2016-09-26,7.039999961853027
2016-09-27,7.139999866485596
2016-09-28,7.159999847412109
2016-09-29,7.03000020980835
2016-09-30,7.090000152587891
2016-10-03,6.96999979019165
2016-10-04,7.0
2016-10-05,7.150000095367432
2016-10-06,7.28000020980835
2016-10-07,7.25
2016-10-10,7.210000038146973
2016-10-11,6.989999771118164
2016-10-12,6.889999866485596
2016-10-13,6.769999980926514
2016-10-14,6.769999980926514
2016-10-17,6.71999979019165
2016-10-18,6.710000038146973
2016-10-19,6.679999828338623
2016-10-20,6.710000038146973
2016-10-21,6.760000228881836
2016-10-24,6.880000114440918
2016-10-25,6.869999885559082
2016-10-26,6.739999771118164
2016-10-27,6.630000114440918
2016-10-28,6.630000114440918
2016-10-31,6.650000095367432
2016-11-01,6.670000076293945
2016-11-02,6.539999961853027
2016-11-03,6.690000057220459
2016-11-04,6.78000020980835
2016-11-07,7.059999942779541
2016-11-08,6.909999847412109
2016-11-09,7.380000114440918
2016-11-10,7.619999885559082
2016-11-11,8.050000190734863
2016-11-14,7.559999942779541
2016-11-15,7.510000228881836
2016-11-16,7.860000133514404
2016-11-17,8.010000228881836
2016-11-18,7.949999809265137
2016-11-21,8.0
2016-11-22,8.239999771118164
2016-11-23,8.460000038146973
2016-11-25,8.479999542236328
2016-11-28,8.289999961853027
2016-11-29,8.270000457763672
2016-11-30,8.09000015258789
2016-12-01,7.809999942779541
2016-12-02,7.690000057220459
2016-12-05,7.820000171661377
2016-12-06,7.849999904632568
2016-12-07,8.100000381469727
2016-12-08,8.279999732971191
2016-12-09,8.220000267028809
2016-12-12,7.989999771118164
2016-12-13,8.050000190734863
2016-12-14,7.929999828338623
2016-12-15,7.829999923706055
2016-12-16,7.889999866485596
2016-12-19,7.920000076293945
2016-12-20,7.920000076293945
2016-12-21,7.769999980926514
2016-12-22,7.619999885559082
2016-12-23,7.599999904632568
2016-12-27,7.619999885559082
2016-12-28,7.570000171661377
2016-12-29,7.449999809265137
2016-12-30,7.380000114440918
2017-01-03,7.349999904632568
2017-01-04,7.519999980926514
2017-01-05,7.559999942779541
2017-01-06,7.489999771118164
2017-01-09,7.21999979019165
2017-01-10,7.510000228881836
2017-01-11,7.539999961853027
2017-01-12,7.5
2017-01-13,7.650000095367432
2017-01-17,7.300000190734863
2017-01-18,7.289999961853027
2017-01-19,7.159999847412109
2017-01-20,7.239999771118164
2017-01-23,7.230000019073486
2017-01-24,7.380000114440918
2017-01-25,7.300000190734863
2017-01-26,7.139999866485596
2017-01-27,7.239999771118164
2017-01-30,7.159999847412109
2017-01-31,7.190000057220459
2017-02-01,7.019999980926514
2017-02-02,6.889999866485596
2017-02-03,6.960000038146973
2017-02-06,7.0
2017-02-07,6.949999809265137
2017-02-08,6.980000019073486
2017-02-09,7.119999885559082
2017-02-10,7.190000057220459
2017-02-13,7.400000095367432
2017-02-14,8.0
2017-02-15,8.09000015258789
2017-02-16,8.029999732971191
2017-02-17,8.039999961853027
2017-02-21,8.25
2017-02-22,8.270000457763672
2017-02-23,8.279999732971191
2017-02-24,8.199999809265137
2017-02-27,8.15999984741211
2017-02-28,7.900000095367432
2017-03-01,8.15999984741211
2017-03-02,8.050000190734863
2017-03-03,8.050000190734863
2017-03-06,7.929999828338623
2017-03-07,7.940000057220459
2017-03-08,7.920000076293945
2017-03-09,7.909999847412109
2017-03-10,7.940000057220459
2017-03-13,8.0
2017-03-14,7.940000057220459
2017-03-15,8.0
2017-03-16,8.119999885559082
2017-03-17,8.199999809265137
2017-03-20,8.279999732971191
2017-03-21,8.050000190734863
2017-03-22,8.069999694824219
2017-03-23,8.130000114440918
2017-03-24,8.140000343322754
2017-03-27,8.140000343322754
2017-03-28,8.180000305175781
2017-03-29,8.319999694824219
2017-03-30,8.460000038146973
2017-03-31,8.4399995803833
2017-04-03,8.359999656677246
2017-04-04,8.449999809265137
2017-04-05,8.270000457763672
2017-04-06,8.1899995803833
2017-04-07,8.380000114440918
2017-04-10,8.050000190734863
2017-04-11,8.15999984741211
2017-04-12,8.180000305175781
2017-04-13,8.050000190734863
2017-04-17,8.149999618530273
2017-04-18,8.199999809265137
2017-04-19,8.229999542236328
2017-04-20,8.319999694824219
2017-04-21,8.25
2017-04-24,8.279999732971191
2017-04-25,8.390000343322754
2017-04-26,8.75
2017-04-27,8.90999984741211
2017-04-28,9.010000228881836
2017-05-01,9.15999984741211
2017-05-02,11.789999961853027
2017-05-03,11.720000267028809
2017-05-04,11.489999771118164
2017-05-05,11.489999771118164
2017-05-08,11.579999923706055
2017-05-09,11.609999656677246
2017-05-10,11.649999618530273
2017-05-11,11.680000305175781
2017-05-12,11.529999732971191
2017-05-15,11.65999984741211
2017-05-16,11.649999618530273
2017-05-17,11.489999771118164
2017-05-18,11.539999961853027
2017-05-19,11.5
2017-05-22,12.069999694824219
2017-05-23,11.920000076293945
2017-05-24,11.9399995803833
2017-05-25,11.899999618530273
2017-05-26,11.970000267028809
2017-05-30,11.850000381469727
2017-05-31,12.0
2017-06-01,12.520000457763672
2017-06-02,12.5
2017-06-05,12.380000114440918
2017-06-06,12.449999809265137
2017-06-07,12.649999618530273
2017-06-08,12.989999771118164
2017-06-09,12.350000381469727
2017-06-12,12.399999618530273
2017-06-13,12.199999809265137
2017-06-14,11.819999694824219
2017-06-15,11.8100004196167
2017-06-16,11.680000305175781
2017-06-19,12.0
2017-06-20,11.770000457763672
2017-06-21,11.989999771118164
2017-06-22,11.960000038146973
2017-06-23,12.770000457763672
2017-06-26,12.859999656677246
2017-06-27,12.619999885559082
2017-06-28,12.729999542236328
2017-06-29,12.40999984741211
2017-06-30,12.289999961853027
2017-07-03,12.149999618530273
2017-07-05,12.180000305175781
2017-07-06,11.960000038146973
2017-07-07,12.239999771118164
2017-07-10,12.260000228881836
2017-07-11,12.6899995803833
2017-07-12,13.300000190734863
2017-07-13,13.4399995803833
2017-07-14,13.65999984741211
2017-07-17,13.670000076293945
2017-07-18,13.920000076293945
2017-07-19,13.859999656677246
2017-07-20,13.979999542236328
2017-07-21,13.880000114440918
2017-07-24,14.220000267028809
2017-07-25,14.25
2017-07-26,15.25
2017-07-27,14.270000457763672
2017-07-28,14.140000343322754
2017-07-31,13.850000381469727
2017-08-01,13.550000190734863
2017-08-02,14.050000190734863
2017-08-03,15.300000190734863
2017-08-04,14.960000038146973
2017-08-07,15.199999809265137
2017-08-08,15.210000038146973
2017-08-09,14.960000038146973
2017-08-10,14.8100004196167
2017-08-11,15.029999732971191
2017-08-14,15.359999656677246
2017-08-15,15.220000267028809
2017-08-16,15.029999732971191
2017-08-17,14.5600004196167
2017-08-18,14.630000114440918
2017-08-21,14.390000343322754
2017-08-22,15.039999961853027
2017-08-23,14.979999542236328
