Date,ELY
2001-12-26,19.5
2001-12-27,19.829999923706055
2001-12-28,19.600000381469727
2001-12-31,19.149999618530273
2002-01-02,19.030000686645508
2002-01-03,18.510000228881836
2002-01-04,19.049999237060547
2002-01-07,18.510000228881836
2002-01-08,17.8700008392334
2002-01-09,17.940000534057617
2002-01-10,18.200000762939453
2002-01-11,17.8799991607666
2002-01-14,17.690000534057617
2002-01-15,17.860000610351562
2002-01-16,17.290000915527344
2002-01-17,17.3700008392334
2002-01-18,17.65999984741211
2002-01-22,17.450000762939453
2002-01-23,17.399999618530273
2002-01-24,17.809999465942383
2002-01-25,17.0
2002-01-28,16.68000030517578
2002-01-29,16.559999465942383
2002-01-30,17.049999237060547
2002-01-31,17.0
2002-02-01,16.510000228881836
2002-02-04,17.020000457763672
2002-02-05,16.899999618530273
2002-02-06,16.899999618530273
2002-02-07,16.600000381469727
2002-02-08,16.81999969482422
2002-02-11,17.010000228881836
2002-02-12,16.889999389648438
2002-02-13,17.329999923706055
2002-02-14,17.280000686645508
2002-02-15,17.3700008392334
2002-02-19,17.079999923706055
2002-02-20,17.31999969482422
2002-02-21,17.489999771118164
2002-02-22,16.760000228881836
2002-02-25,16.549999237060547
2002-02-26,17.530000686645508
2002-02-27,18.0
2002-02-28,18.610000610351562
2002-03-01,19.190000534057617
2002-03-04,18.979999542236328
2002-03-05,19.059999465942383
2002-03-06,18.959999084472656
2002-03-07,19.299999237060547
2002-03-08,19.579999923706055
2002-03-11,19.520000457763672
2002-03-12,19.6299991607666
2002-03-13,19.3799991607666
2002-03-14,19.450000762939453
2002-03-15,19.540000915527344
2002-03-18,19.959999084472656
2002-03-19,20.399999618530273
2002-03-20,20.260000228881836
2002-03-21,19.969999313354492
2002-03-22,19.8799991607666
2002-03-25,19.3799991607666
2002-03-26,19.149999618530273
2002-03-27,19.469999313354492
2002-03-28,19.25
2002-04-01,18.889999389648438
2002-04-02,18.719999313354492
2002-04-03,18.290000915527344
2002-04-04,18.520000457763672
2002-04-05,18.799999237060547
2002-04-08,18.649999618530273
2002-04-09,19.399999618530273
2002-04-10,19.899999618530273
2002-04-11,19.8700008392334
2002-04-12,20.1200008392334
2002-04-15,19.850000381469727
2002-04-16,20.15999984741211
2002-04-17,20.200000762939453
2002-04-18,20.3700008392334
2002-04-19,18.100000381469727
2002-04-22,17.90999984741211
2002-04-23,18.3700008392334
2002-04-24,18.399999618530273
2002-04-25,18.469999313354492
2002-04-26,17.950000762939453
2002-04-29,17.690000534057617
2002-04-30,17.600000381469727
2002-05-01,17.799999237060547
2002-05-02,17.940000534057617
2002-05-03,18.010000228881836
2002-05-06,17.610000610351562
2002-05-07,17.020000457763672
2002-05-08,17.200000762939453
2002-05-09,18.049999237060547
2002-05-10,18.110000610351562
2002-05-13,18.170000076293945
2002-05-14,18.389999389648438
2002-05-15,18.25
2002-05-16,18.170000076293945
2002-05-17,17.860000610351562
2002-05-20,17.389999389648438
2002-05-21,17.43000030517578
2002-05-22,17.420000076293945
2002-05-23,17.219999313354492
2002-05-24,17.270000457763672
2002-05-28,17.149999618530273
2002-05-29,16.799999237060547
2002-05-30,16.5
2002-05-31,16.770000457763672
2002-06-03,16.15999984741211
2002-06-04,16.049999237060547
2002-06-05,16.049999237060547
2002-06-06,16.0
2002-06-07,16.280000686645508
2002-06-10,16.059999465942383
2002-06-11,16.06999969482422
2002-06-12,16.020000457763672
2002-06-13,15.850000381469727
2002-06-14,15.579999923706055
2002-06-17,16.200000762939453
2002-06-18,16.5
2002-06-19,16.280000686645508
2002-06-20,16.149999618530273
2002-06-21,16.09000015258789
2002-06-24,16.3700008392334
2002-06-25,15.829999923706055
2002-06-26,15.550000190734863
2002-06-27,15.550000190734863
2002-06-28,15.84000015258789
2002-07-01,15.260000228881836
2002-07-02,14.680000305175781
2002-07-03,14.350000381469727
2002-07-05,15.399999618530273
2002-07-08,14.930000305175781
2002-07-09,14.800000190734863
2002-07-10,14.539999961853027
2002-07-11,14.34000015258789
2002-07-12,14.199999809265137
2002-07-15,14.34000015258789
2002-07-16,14.239999771118164
2002-07-17,14.1899995803833
2002-07-18,14.100000381469727
2002-07-19,14.0
2002-07-22,14.529999732971191
2002-07-23,14.140000343322754
2002-07-24,14.569999694824219
2002-07-25,14.399999618530273
2002-07-26,14.40999984741211
2002-07-29,15.359999656677246
2002-07-30,16.100000381469727
2002-07-31,15.729999542236328
2002-08-01,15.260000228881836
2002-08-02,14.920000076293945
2002-08-05,15.010000228881836
2002-08-06,14.229999542236328
2002-08-07,14.600000381469727
2002-08-08,14.600000381469727
2002-08-09,14.670000076293945
2002-08-12,14.470000267028809
2002-08-13,14.010000228881836
2002-08-14,14.460000038146973
2002-08-15,15.0
2002-08-16,14.84000015258789
2002-08-19,15.510000228881836
2002-08-20,15.609999656677246
2002-08-21,15.729999542236328
2002-08-22,15.859999656677246
2002-08-23,15.399999618530273
2002-08-26,15.8100004196167
2002-08-27,15.350000381469727
2002-08-28,14.829999923706055
2002-08-29,14.949999809265137
2002-08-30,14.829999923706055
2002-09-03,14.369999885559082
2002-09-04,14.949999809265137
2002-09-05,14.739999771118164
2002-09-06,15.09000015258789
2002-09-09,14.859999656677246
2002-09-10,14.970000267028809
2002-09-11,14.779999732971191
2002-09-12,14.520000457763672
2002-09-13,14.800000190734863
2002-09-16,14.890000343322754
2002-09-17,14.649999618530273
2002-09-18,14.460000038146973
2002-09-19,13.850000381469727
2002-09-20,13.949999809265137
2002-09-23,13.229999542236328
2002-09-24,13.229999542236328
2002-09-25,13.199999809265137
2002-09-26,13.4399995803833
2002-09-27,10.09000015258789
2002-09-30,10.399999618530273
2002-10-01,10.720000267028809
2002-10-02,10.460000038146973
2002-10-03,10.289999961853027
2002-10-04,10.25
2002-10-07,9.550000190734863
2002-10-08,9.850000381469727
2002-10-09,9.729999542236328
2002-10-10,10.079999923706055
2002-10-11,10.699999809265137
2002-10-14,10.989999771118164
2002-10-15,11.050000190734863
2002-10-16,10.5
2002-10-17,10.729999542236328
2002-10-18,11.539999961853027
2002-10-21,11.84000015258789
2002-10-22,11.859999656677246
2002-10-23,11.630000114440918
2002-10-24,11.680000305175781
2002-10-25,11.989999771118164
2002-10-28,11.880000114440918
2002-10-29,12.0
2002-10-30,12.0
2002-10-31,12.239999771118164
2002-11-01,12.6899995803833
2002-11-04,12.850000381469727
2002-11-05,12.850000381469727
2002-11-06,12.850000381469727
2002-11-07,12.720000267028809
2002-11-08,12.579999923706055
2002-11-11,12.350000381469727
2002-11-12,12.510000228881836
2002-11-13,12.600000381469727
2002-11-14,12.6899995803833
2002-11-15,12.770000457763672
2002-11-18,12.75
2002-11-19,12.800000190734863
2002-11-20,12.720000267028809
2002-11-21,13.029999732971191
2002-11-22,13.420000076293945
2002-11-25,13.3100004196167
2002-11-26,13.289999961853027
2002-11-27,13.600000381469727
2002-11-29,13.4399995803833
2002-12-02,13.569999694824219
2002-12-03,13.399999618530273
2002-12-04,13.210000038146973
2002-12-05,12.75
2002-12-06,12.3100004196167
2002-12-09,12.100000381469727
2002-12-10,12.460000038146973
2002-12-11,12.399999618530273
2002-12-12,12.300000190734863
2002-12-13,12.069999694824219
2002-12-16,11.800000190734863
2002-12-17,11.949999809265137
2002-12-18,12.050000190734863
2002-12-19,13.0
2002-12-20,12.779999732971191
2002-12-23,13.039999961853027
2002-12-24,13.0
2002-12-26,13.329999923706055
2002-12-27,13.229999542236328
2002-12-30,13.25
2002-12-31,13.25
2003-01-02,13.550000190734863
2003-01-03,13.550000190734863
2003-01-06,13.260000228881836
2003-01-07,13.420000076293945
2003-01-08,13.109999656677246
2003-01-09,13.65999984741211
2003-01-10,13.779999732971191
2003-01-13,13.789999961853027
2003-01-14,13.880000114440918
2003-01-15,13.619999885559082
2003-01-16,12.3100004196167
2003-01-17,12.569999694824219
2003-01-21,12.25
2003-01-22,12.229999542236328
2003-01-23,12.479999542236328
2003-01-24,12.300000190734863
2003-01-27,11.710000038146973
2003-01-28,11.800000190734863
2003-01-29,12.069999694824219
2003-01-30,11.5600004196167
2003-01-31,11.979999542236328
2003-02-03,11.699999809265137
2003-02-04,11.489999771118164
2003-02-05,11.430000305175781
2003-02-06,10.899999618530273
2003-02-07,11.630000114440918
2003-02-10,11.520000457763672
2003-02-11,11.649999618530273
2003-02-12,11.550000190734863
2003-02-13,11.430000305175781
2003-02-14,11.800000190734863
2003-02-18,11.960000038146973
2003-02-19,11.699999809265137
2003-02-20,11.40999984741211
2003-02-21,11.350000381469727
2003-02-24,11.0
2003-02-25,11.359999656677246
2003-02-26,11.260000228881836
2003-02-27,11.399999618530273
2003-02-28,11.479999542236328
2003-03-03,11.34000015258789
2003-03-04,11.09000015258789
2003-03-05,11.010000228881836
2003-03-06,10.960000038146973
2003-03-07,11.300000190734863
2003-03-10,10.819999694824219
2003-03-11,10.510000228881836
2003-03-12,10.5
2003-03-13,10.869999885559082
2003-03-14,11.020000457763672
2003-03-17,11.869999885559082
2003-03-18,11.899999618530273
2003-03-19,11.84000015258789
2003-03-20,11.920000076293945
2003-03-21,12.149999618530273
2003-03-24,11.510000228881836
2003-03-25,11.649999618530273
2003-03-26,12.0
2003-03-27,11.8100004196167
2003-03-28,11.739999771118164
2003-03-31,11.880000114440918
2003-04-01,11.829999923706055
2003-04-02,12.300000190734863
2003-04-03,12.079999923706055
2003-04-04,12.600000381469727
2003-04-07,12.4399995803833
2003-04-08,12.460000038146973
2003-04-09,12.40999984741211
2003-04-10,12.5600004196167
2003-04-11,12.380000114440918
2003-04-14,12.65999984741211
2003-04-15,12.649999618530273
2003-04-16,12.760000228881836
2003-04-17,13.050000190734863
2003-04-21,13.170000076293945
2003-04-22,13.329999923706055
2003-04-23,13.789999961853027
2003-04-24,13.380000114440918
2003-04-25,13.289999961853027
2003-04-28,13.569999694824219
2003-04-29,13.949999809265137
2003-04-30,13.930000305175781
2003-05-01,14.0
2003-05-02,14.289999961853027
2003-05-05,14.34000015258789
2003-05-06,14.130000114440918
2003-05-07,14.279999732971191
2003-05-08,14.010000228881836
2003-05-09,14.5
2003-05-12,14.65999984741211
2003-05-13,14.5
2003-05-14,14.359999656677246
2003-05-15,14.380000114440918
2003-05-16,13.989999771118164
2003-05-19,13.739999771118164
2003-05-20,13.640000343322754
2003-05-21,13.90999984741211
2003-05-22,14.020000457763672
2003-05-23,14.220000267028809
2003-05-27,14.010000228881836
2003-05-28,14.050000190734863
2003-05-29,14.050000190734863
2003-05-30,14.350000381469727
2003-06-02,14.300000190734863
2003-06-03,14.029999732971191
2003-06-04,14.199999809265137
2003-06-05,14.489999771118164
2003-06-06,14.359999656677246
2003-06-09,13.5
2003-06-10,13.6899995803833
2003-06-11,13.300000190734863
2003-06-12,13.199999809265137
2003-06-13,13.319999694824219
2003-06-16,13.869999885559082
2003-06-17,13.949999809265137
2003-06-18,13.720000267028809
2003-06-19,13.460000038146973
2003-06-20,13.8100004196167
2003-06-23,13.75
2003-06-24,13.380000114440918
2003-06-25,13.449999809265137
2003-06-26,13.199999809265137
2003-06-27,13.34000015258789
2003-06-30,13.220000267028809
2003-07-01,13.75
2003-07-02,13.770000457763672
2003-07-03,13.550000190734863
2003-07-07,14.100000381469727
2003-07-08,14.180000305175781
2003-07-09,14.289999961853027
2003-07-10,14.199999809265137
2003-07-11,14.369999885559082
2003-07-14,14.420000076293945
2003-07-15,14.130000114440918
2003-07-16,14.149999618530273
2003-07-17,14.109999656677246
2003-07-18,15.170000076293945
2003-07-21,14.579999923706055
2003-07-22,15.109999656677246
2003-07-23,15.220000267028809
2003-07-24,15.020000457763672
2003-07-25,15.100000381469727
2003-07-28,15.279999732971191
2003-07-29,15.229999542236328
2003-07-30,15.220000267028809
2003-07-31,15.460000038146973
2003-08-01,15.420000076293945
2003-08-04,15.25
2003-08-05,15.109999656677246
2003-08-06,14.640000343322754
2003-08-07,14.630000114440918
2003-08-08,15.069999694824219
2003-08-11,15.0
2003-08-12,15.239999771118164
2003-08-13,15.170000076293945
2003-08-14,15.210000038146973
2003-08-15,15.260000228881836
2003-08-18,15.5600004196167
2003-08-19,15.5
2003-08-20,15.279999732971191
2003-08-21,15.890000343322754
2003-08-22,15.239999771118164
2003-08-25,15.180000305175781
2003-08-26,15.279999732971191
2003-08-27,15.149999618530273
2003-08-28,14.970000267028809
2003-08-29,15.029999732971191
2003-09-02,15.270000457763672
2003-09-03,15.449999809265137
2003-09-04,15.5
2003-09-05,15.550000190734863
2003-09-08,15.529999732971191
2003-09-09,15.170000076293945
2003-09-10,14.890000343322754
2003-09-11,15.09000015258789
2003-09-12,14.890000343322754
2003-09-15,15.3100004196167
2003-09-16,15.640000343322754
2003-09-17,15.279999732971191
2003-09-18,15.510000228881836
2003-09-19,15.539999961853027
2003-09-22,15.520000457763672
2003-09-23,15.770000457763672
2003-09-24,15.329999923706055
2003-09-25,14.949999809265137
2003-09-26,14.720000267028809
2003-09-29,14.729999542236328
2003-09-30,14.270000457763672
2003-10-01,14.850000381469727
2003-10-02,14.899999618530273
2003-10-03,15.449999809265137
2003-10-06,15.569999694824219
2003-10-07,15.539999961853027
2003-10-08,15.579999923706055
2003-10-09,15.760000228881836
2003-10-10,15.979999542236328
2003-10-13,16.469999313354492
2003-10-14,16.3700008392334
2003-10-15,16.200000762939453
2003-10-16,16.1299991607666
2003-10-17,16.110000610351562
2003-10-20,16.25
2003-10-21,15.90999984741211
2003-10-22,15.600000381469727
2003-10-23,15.449999809265137
2003-10-24,15.1899995803833
2003-10-27,15.819999694824219
2003-10-28,15.8100004196167
2003-10-29,16.270000457763672
2003-10-30,16.420000076293945
2003-10-31,16.25
2003-11-03,16.690000534057617
2003-11-04,16.809999465942383
2003-11-05,16.739999771118164
2003-11-06,16.889999389648438
2003-11-07,16.899999618530273
2003-11-10,16.200000762939453
2003-11-11,16.43000030517578
2003-11-12,16.81999969482422
2003-11-13,16.700000762939453
2003-11-14,16.600000381469727
2003-11-17,16.43000030517578
2003-11-18,15.5
2003-11-19,16.09000015258789
2003-11-20,15.789999961853027
2003-11-21,16.100000381469727
2003-11-24,16.5
2003-11-25,16.489999771118164
2003-11-26,16.309999465942383
2003-11-28,16.43000030517578
2003-12-01,17.06999969482422
2003-12-02,17.0
2003-12-03,16.920000076293945
2003-12-04,16.34000015258789
2003-12-05,16.149999618530273
2003-12-08,16.190000534057617
2003-12-09,15.9399995803833
2003-12-10,15.90999984741211
2003-12-11,15.760000228881836
2003-12-12,15.9399995803833
2003-12-15,16.239999771118164
2003-12-16,16.239999771118164
2003-12-17,16.25
2003-12-18,16.510000228881836
2003-12-19,16.479999542236328
2003-12-22,16.59000015258789
2003-12-23,16.549999237060547
2003-12-24,16.459999084472656
2003-12-26,16.649999618530273
2003-12-29,16.969999313354492
2003-12-30,17.0
2003-12-31,16.850000381469727
2004-01-02,16.93000030517578
2004-01-05,17.600000381469727
2004-01-06,17.450000762939453
2004-01-07,17.670000076293945
2004-01-08,17.959999084472656
2004-01-09,17.729999542236328
2004-01-12,17.90999984741211
2004-01-13,17.989999771118164
2004-01-14,18.34000015258789
2004-01-15,18.510000228881836
2004-01-16,18.860000610351562
2004-01-20,18.75
2004-01-21,18.600000381469727
2004-01-22,18.610000610351562
2004-01-23,19.0
2004-01-26,19.229999542236328
2004-01-27,18.889999389648438
2004-01-28,18.219999313354492
2004-01-29,18.649999618530273
2004-01-30,17.90999984741211
2004-02-02,18.100000381469727
2004-02-03,18.040000915527344
2004-02-04,17.979999542236328
2004-02-05,18.229999542236328
2004-02-06,18.559999465942383
2004-02-09,18.450000762939453
2004-02-10,18.950000762939453
2004-02-11,18.940000534057617
2004-02-12,18.6299991607666
2004-02-13,18.889999389648438
2004-02-17,19.079999923706055
2004-02-18,18.8799991607666
2004-02-19,18.530000686645508
2004-02-20,18.600000381469727
2004-02-23,18.299999237060547
2004-02-24,18.450000762939453
2004-02-25,18.56999969482422
2004-02-26,18.8799991607666
2004-02-27,18.670000076293945
2004-03-01,18.770000457763672
2004-03-02,18.770000457763672
2004-03-03,18.850000381469727
2004-03-04,18.93000030517578
2004-03-05,19.0
2004-03-08,18.5
2004-03-09,18.649999618530273
2004-03-10,18.25
2004-03-11,17.399999618530273
2004-03-12,18.020000457763672
2004-03-15,17.360000610351562
2004-03-16,17.489999771118164
2004-03-17,17.860000610351562
2004-03-18,17.540000915527344
2004-03-19,17.670000076293945
2004-03-22,17.600000381469727
2004-03-23,17.729999542236328
2004-03-24,17.690000534057617
2004-03-25,18.219999313354492
2004-03-26,18.030000686645508
2004-03-29,18.459999084472656
2004-03-30,18.770000457763672
2004-03-31,18.979999542236328
2004-04-01,18.8799991607666
2004-04-02,18.950000762939453
2004-04-05,19.729999542236328
2004-04-06,19.809999465942383
2004-04-07,19.809999465942383
2004-04-08,19.670000076293945
2004-04-12,19.540000915527344
2004-04-13,19.219999313354492
2004-04-14,19.139999389648438
2004-04-15,19.15999984741211
2004-04-16,19.299999237060547
2004-04-19,19.229999542236328
2004-04-20,19.010000228881836
2004-04-21,19.1200008392334
2004-04-22,19.950000762939453
2004-04-23,18.010000228881836
2004-04-26,17.989999771118164
2004-04-27,17.780000686645508
2004-04-28,17.450000762939453
2004-04-29,17.18000030517578
2004-04-30,16.969999313354492
2004-05-03,16.799999237060547
2004-05-04,16.790000915527344
2004-05-05,16.950000762939453
2004-05-06,16.559999465942383
2004-05-07,15.890000343322754
2004-05-10,15.670000076293945
2004-05-11,15.720000267028809
2004-05-12,15.899999618530273
2004-05-13,15.59000015258789
2004-05-14,15.859999656677246
2004-05-17,15.550000190734863
2004-05-18,15.619999885559082
2004-05-19,15.850000381469727
2004-05-20,16.010000228881836
2004-05-21,16.110000610351562
2004-05-24,16.049999237060547
2004-05-25,16.299999237060547
2004-05-26,16.329999923706055
2004-05-27,16.149999618530273
2004-05-28,16.18000030517578
2004-06-01,16.450000762939453
2004-06-02,16.350000381469727
2004-06-03,16.25
2004-06-04,15.8100004196167
2004-06-07,15.6899995803833
2004-06-08,15.789999961853027
2004-06-09,15.229999542236328
2004-06-10,15.239999771118164
2004-06-14,15.0
2004-06-15,14.9399995803833
2004-06-16,11.859999656677246
2004-06-17,11.989999771118164
2004-06-18,11.829999923706055
2004-06-21,11.289999961853027
2004-06-22,11.09000015258789
2004-06-23,11.380000114440918
2004-06-24,11.3100004196167
2004-06-25,11.1899995803833
2004-06-28,11.180000305175781
2004-06-29,11.199999809265137
2004-06-30,11.34000015258789
2004-07-01,11.449999809265137
2004-07-02,11.479999542236328
2004-07-06,11.1899995803833
2004-07-07,10.989999771118164
2004-07-08,11.010000228881836
2004-07-09,11.039999961853027
2004-07-12,11.010000228881836
2004-07-13,11.0
2004-07-14,11.0
2004-07-15,11.0
2004-07-16,10.859999656677246
2004-07-19,10.90999984741211
2004-07-20,10.949999809265137
2004-07-21,10.609999656677246
2004-07-22,10.59000015258789
2004-07-23,10.449999809265137
2004-07-26,10.5600004196167
2004-07-27,10.960000038146973
2004-07-28,10.90999984741211
2004-07-29,11.119999885559082
2004-07-30,11.0
2004-08-02,11.0
2004-08-03,10.569999694824219
2004-08-04,10.789999961853027
2004-08-05,10.770000457763672
2004-08-06,10.8100004196167
2004-08-09,10.739999771118164
2004-08-10,11.180000305175781
2004-08-11,11.0
2004-08-12,10.970000267028809
2004-08-13,11.050000190734863
2004-08-16,11.329999923706055
2004-08-17,11.40999984741211
2004-08-18,11.479999542236328
2004-08-19,11.569999694824219
2004-08-20,11.829999923706055
2004-08-23,12.0
2004-08-24,11.859999656677246
2004-08-25,12.020000457763672
2004-08-26,12.050000190734863
2004-08-27,12.149999618530273
2004-08-30,12.0
2004-08-31,12.09000015258789
2004-09-01,12.170000076293945
2004-09-02,12.1899995803833
2004-09-03,12.199999809265137
2004-09-07,12.5
2004-09-08,12.100000381469727
2004-09-09,12.270000457763672
2004-09-10,12.170000076293945
2004-09-13,12.239999771118164
2004-09-14,12.300000190734863
2004-09-15,10.300000190734863
2004-09-16,10.489999771118164
2004-09-17,10.680000305175781
2004-09-20,10.720000267028809
2004-09-21,11.119999885559082
2004-09-22,10.829999923706055
2004-09-23,10.920000076293945
2004-09-24,10.829999923706055
2004-09-27,10.630000114440918
2004-09-28,10.430000305175781
2004-09-29,10.609999656677246
2004-09-30,10.569999694824219
2004-10-01,10.449999809265137
2004-10-04,10.9399995803833
2004-10-05,10.779999732971191
2004-10-06,10.75
2004-10-07,10.40999984741211
2004-10-08,10.069999694824219
2004-10-11,10.010000228881836
2004-10-12,10.0
2004-10-13,10.020000457763672
2004-10-14,9.869999885559082
2004-10-15,9.880000114440918
2004-10-18,9.600000381469727
2004-10-19,9.279999732971191
2004-10-20,10.600000381469727
2004-10-21,10.479999542236328
2004-10-22,10.220000267028809
2004-10-25,10.539999961853027
2004-10-26,10.25
2004-10-27,10.539999961853027
2004-10-28,10.5600004196167
2004-10-29,10.430000305175781
2004-11-01,10.4399995803833
2004-11-02,10.40999984741211
2004-11-03,10.609999656677246
2004-11-04,10.600000381469727
2004-11-05,10.770000457763672
2004-11-08,10.779999732971191
2004-11-09,10.970000267028809
2004-11-10,11.260000228881836
2004-11-11,11.399999618530273
2004-11-12,11.760000228881836
2004-11-15,11.869999885559082
2004-11-16,11.8100004196167
2004-11-17,11.989999771118164
2004-11-18,11.989999771118164
2004-11-19,11.59000015258789
2004-11-22,11.65999984741211
2004-11-23,11.619999885559082
2004-11-24,11.899999618530273
2004-11-26,11.890000343322754
2004-11-29,11.890000343322754
2004-11-30,11.760000228881836
2004-12-01,12.039999961853027
2004-12-02,11.8100004196167
2004-12-03,11.859999656677246
2004-12-06,12.350000381469727
2004-12-07,12.239999771118164
2004-12-08,12.289999961853027
2004-12-09,12.270000457763672
2004-12-10,12.289999961853027
2004-12-13,12.380000114440918
2004-12-14,12.65999984741211
2004-12-15,12.5
2004-12-16,12.470000267028809
2004-12-17,12.5
2004-12-20,12.449999809265137
2004-12-21,12.729999542236328
2004-12-22,12.930000305175781
2004-12-23,13.289999961853027
2004-12-27,13.180000305175781
2004-12-28,13.229999542236328
2004-12-29,13.220000267028809
2004-12-30,13.3100004196167
2004-12-31,13.5
2005-01-03,12.9399995803833
2005-01-04,12.670000076293945
2005-01-05,12.229999542236328
2005-01-06,12.430000305175781
2005-01-07,12.350000381469727
2005-01-10,12.380000114440918
2005-01-11,12.619999885559082
2005-01-12,12.960000038146973
2005-01-13,12.8100004196167
2005-01-14,12.989999771118164
2005-01-18,12.9399995803833
2005-01-19,12.8100004196167
2005-01-20,12.3100004196167
2005-01-21,12.460000038146973
2005-01-24,12.109999656677246
2005-01-25,12.239999771118164
2005-01-26,12.609999656677246
2005-01-27,13.220000267028809
2005-01-28,13.220000267028809
2005-01-31,13.3100004196167
2005-02-01,13.399999618530273
2005-02-02,13.329999923706055
2005-02-03,13.09000015258789
2005-02-04,13.5
2005-02-07,13.520000457763672
2005-02-08,13.350000381469727
2005-02-09,13.289999961853027
2005-02-10,13.050000190734863
2005-02-11,13.069999694824219
2005-02-14,13.239999771118164
2005-02-15,13.479999542236328
2005-02-16,13.539999961853027
2005-02-17,13.4399995803833
2005-02-18,13.510000228881836
2005-02-22,13.270000457763672
2005-02-23,13.15999984741211
2005-02-24,13.1899995803833
2005-02-25,13.479999542236328
2005-02-28,13.420000076293945
2005-03-01,13.569999694824219
2005-03-02,13.430000305175781
2005-03-03,13.420000076293945
2005-03-04,13.630000114440918
2005-03-07,14.199999809265137
2005-03-08,13.90999984741211
2005-03-09,13.890000343322754
2005-03-10,13.949999809265137
2005-03-11,14.0
2005-03-14,13.989999771118164
2005-03-15,13.850000381469727
2005-03-16,13.699999809265137
2005-03-17,13.65999984741211
2005-03-18,13.260000228881836
2005-03-21,13.270000457763672
2005-03-22,12.989999771118164
2005-03-23,12.84000015258789
2005-03-24,12.920000076293945
2005-03-28,12.890000343322754
2005-03-29,12.859999656677246
2005-03-30,12.9399995803833
2005-03-31,12.800000190734863
2005-04-01,12.670000076293945
2005-04-04,12.640000343322754
2005-04-05,12.720000267028809
2005-04-06,12.770000457763672
2005-04-07,12.390000343322754
2005-04-08,12.380000114440918
2005-04-11,12.239999771118164
2005-04-12,12.329999923706055
2005-04-13,12.100000381469727
2005-04-14,12.029999732971191
2005-04-15,11.829999923706055
2005-04-18,11.899999618530273
2005-04-19,12.050000190734863
2005-04-20,11.640000343322754
2005-04-21,12.0
2005-04-22,11.390000343322754
2005-04-25,11.350000381469727
2005-04-26,11.199999809265137
2005-04-27,11.050000190734863
2005-04-28,10.859999656677246
2005-04-29,10.779999732971191
2005-05-02,10.899999618530273
2005-05-03,11.050000190734863
2005-05-04,11.319999694824219
2005-05-05,11.039999961853027
2005-05-06,11.25
2005-05-09,11.119999885559082
2005-05-10,11.0
2005-05-11,11.020000457763672
2005-05-12,11.039999961853027
2005-05-13,11.15999984741211
2005-05-16,11.25
2005-05-17,11.140000343322754
2005-05-18,11.819999694824219
2005-05-19,11.890000343322754
2005-05-20,11.880000114440918
2005-05-23,11.880000114440918
2005-05-24,11.770000457763672
2005-05-25,11.619999885559082
2005-05-26,11.789999961853027
2005-05-27,11.920000076293945
2005-05-31,11.6899995803833
2005-06-01,11.869999885559082
2005-06-02,11.920000076293945
2005-06-03,11.699999809265137
2005-06-06,11.979999542236328
2005-06-07,11.930000305175781
2005-06-08,11.979999542236328
2005-06-09,12.359999656677246
2005-06-10,12.3100004196167
2005-06-13,12.630000114440918
2005-06-14,13.069999694824219
2005-06-15,13.430000305175781
2005-06-16,13.479999542236328
2005-06-17,13.369999885559082
2005-06-20,13.239999771118164
2005-06-21,13.399999618530273
2005-06-22,13.579999923706055
2005-06-23,15.550000190734863
2005-06-24,15.020000457763672
2005-06-27,15.069999694824219
2005-06-28,15.25
2005-06-29,15.390000343322754
2005-06-30,15.430000305175781
2005-07-01,15.430000305175781
2005-07-05,15.550000190734863
2005-07-06,15.510000228881836
2005-07-07,15.4399995803833
2005-07-08,15.489999771118164
2005-07-11,15.489999771118164
2005-07-12,15.300000190734863
2005-07-13,15.279999732971191
2005-07-14,15.220000267028809
2005-07-15,15.289999961853027
2005-07-18,15.1899995803833
2005-07-19,15.369999885559082
2005-07-20,15.140000343322754
2005-07-21,14.949999809265137
2005-07-22,15.050000190734863
2005-07-25,15.050000190734863
2005-07-26,15.039999961853027
2005-07-27,15.050000190734863
2005-07-28,15.119999885559082
2005-07-29,14.989999771118164
2005-08-01,14.930000305175781
2005-08-02,14.899999618530273
2005-08-03,14.899999618530273
2005-08-04,15.5
2005-08-05,15.239999771118164
2005-08-08,15.15999984741211
2005-08-09,15.100000381469727
2005-08-10,15.079999923706055
2005-08-11,15.149999618530273
2005-08-12,15.050000190734863
2005-08-15,15.199999809265137
2005-08-16,15.050000190734863
2005-08-17,15.220000267028809
2005-08-18,15.100000381469727
2005-08-19,15.0
2005-08-22,15.109999656677246
2005-08-23,15.039999961853027
2005-08-24,15.010000228881836
2005-08-25,15.050000190734863
2005-08-26,14.869999885559082
2005-08-29,14.899999618530273
2005-08-30,14.859999656677246
2005-08-31,14.90999984741211
2005-09-01,14.779999732971191
2005-09-02,14.5
2005-09-06,14.75
2005-09-07,14.850000381469727
2005-09-08,14.869999885559082
2005-09-09,14.84000015258789
2005-09-12,14.779999732971191
2005-09-13,14.850000381469727
2005-09-14,14.729999542236328
2005-09-15,14.84000015258789
2005-09-16,15.100000381469727
2005-09-19,15.0
2005-09-20,15.050000190734863
2005-09-21,14.649999618530273
2005-09-22,14.649999618530273
2005-09-23,14.670000076293945
2005-09-26,14.789999961853027
2005-09-27,14.630000114440918
2005-09-28,14.460000038146973
2005-09-29,14.529999732971191
2005-09-30,15.09000015258789
2005-10-03,15.449999809265137
2005-10-04,15.329999923706055
2005-10-05,14.75
2005-10-06,14.640000343322754
